case,solverFamily,mesh,resolution,nominalH,nCells,normalizedL1,normalizedL2,normalizedLinf,observedOrderL1,observedOrderL2,observedOrderLinf,maxCo,normalizedMassError,finalAmplitude,meshOK,solverEnded,solverFatal
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_advection_diffusion_equation/03_rotating_peak_quad_upwind/N20,03_advection_diffusion_equation,quad,20,0.1,400,1.406084477721018,0.8983628595931267,0.9188146608043017,,,,0.0196,0.09317057863961367,0.956166034241375,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_advection_diffusion_equation/03_rotating_peak_quad_upwind/N40,03_advection_diffusion_equation,quad,40,0.05,1600,1.184312511223537,0.8084188329028544,0.8609543868625023,0.24763345101964096,0.15219535351500504,0.09383707080972432,0.0414,0.07861139169939582,1.4449443417465992,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_advection_diffusion_equation/03_rotating_peak_quad_upwind/N80,03_advection_diffusion_equation,quad,80,0.025,6400,0.9258234082730674,0.6770719883982919,0.7553481833644641,0.3552408783609879,0.25579369731669727,0.18879498727214855,0.0886,0.03876862039915218,2.528475057659551,True,True,False
