i,j,x,y,initial,numerical,exact,error,absError
14,7,7.2499999999999998e-01,3.7500000000000000e-01,5.8778525229247358e-01,7.3787535492599998e-01,5.8778525229247403e-01,1.5009010263352596e-01,1.5009010263352596e-01
15,7,7.7500000000000002e-01,3.7500000000000000e-01,8.0901699437494679e-01,1.0775489450000000e+00,8.0901699437494701e-01,2.6853195062505297e-01,2.6853195062505297e-01
16,7,8.2499999999999996e-01,3.7500000000000000e-01,9.5105651629515353e-01,1.3117445366200000e+00,9.5105651629515364e-01,3.6068802032484637e-01,3.6068802032484637e-01
17,7,8.7500000000000000e-01,3.7500000000000000e-01,1.0000000000000000e+00,1.4175374335299999e+00,1.0000000000000000e+00,4.1753743352999995e-01,4.1753743352999995e-01
18,7,9.2500000000000004e-01,3.7500000000000000e-01,9.5105651629515364e-01,1.3845718898799999e+00,9.5105651629515353e-01,4.3351537358484638e-01,4.3351537358484638e-01
19,7,9.7499999999999998e-01,3.7500000000000000e-01,8.0901699437494767e-01,1.2160748027799999e+00,8.0901699437494679e-01,4.0705780840505312e-01,4.0705780840505312e-01
0,8,2.5000000000000001e-02,4.2499999999999999e-01,3.0901699437494751e-01,5.5011293022200003e-01,3.0901699437494706e-01,2.4109593584705297e-01,2.4109593584705297e-01
1,8,7.4999999999999997e-02,4.2499999999999999e-01,1.2246467991473532e-16,1.1783713289099999e-01,-3.6739403974420594e-16,1.1783713289100035e-01,1.1783713289100035e-01
2,8,1.2500000000000000e-01,4.2499999999999999e-01,-3.0901699437494773e-01,-3.2597338402699999e-01,-3.0901699437494778e-01,-1.6956389652052206e-02,1.6956389652052206e-02
3,8,1.7499999999999999e-01,4.2499999999999999e-01,-5.8778525229247303e-01,-7.3787535492599998e-01,-5.8778525229247336e-01,-1.5009010263352662e-01,1.5009010263352662e-01
4,8,2.2500000000000001e-01,4.2499999999999999e-01,-8.0901699437494734e-01,-1.0775489450000000e+00,-8.0901699437494767e-01,-2.6853195062505231e-01,2.6853195062505231e-01
5,8,2.7500000000000002e-01,4.2499999999999999e-01,-9.5105651629515353e-01,-1.3117445366200000e+00,-9.5105651629515364e-01,-3.6068802032484637e-01,3.6068802032484637e-01
6,8,3.2500000000000001e-01,4.2499999999999999e-01,-1.0000000000000000e+00,-1.4175374335299999e+00,-1.0000000000000000e+00,-4.1753743352999995e-01,4.1753743352999995e-01
7,8,3.7500000000000000e-01,4.2499999999999999e-01,-9.5105651629515364e-01,-1.3845718898799999e+00,-9.5105651629515353e-01,-4.3351537358484638e-01,4.3351537358484638e-01
8,8,4.2499999999999999e-01,4.2499999999999999e-01,-8.0901699437494756e-01,-1.2160748027799999e+00,-8.0901699437494679e-01,-4.0705780840505312e-01,4.0705780840505312e-01
9,8,4.7499999999999998e-01,4.2499999999999999e-01,-5.8778525229247403e-01,-9.2853984107999998e-01,-5.8778525229247358e-01,-3.4075458878752640e-01,3.4075458878752640e-01
10,8,5.2500000000000002e-01,4.2499999999999999e-01,-3.0901699437494762e-01,-5.5011293022200003e-01,-3.0901699437494717e-01,-2.4109593584705286e-01,2.4109593584705286e-01
11,8,5.7499999999999996e-01,4.2499999999999999e-01,-2.4492935982947064e-16,-1.1783713289099999e-01,2.4492935982947064e-16,-1.1783713289100024e-01,1.1783713289100024e-01
12,8,6.2500000000000000e-01,4.2499999999999999e-01,3.0901699437494717e-01,3.2597338402699999e-01,3.0901699437494762e-01,1.6956389652052373e-02,1.6956389652052373e-02
13,8,6.7500000000000004e-01,4.2499999999999999e-01,5.8778525229247358e-01,7.3787535492599998e-01,5.8778525229247403e-01,1.5009010263352596e-01,1.5009010263352596e-01
14,8,7.2499999999999998e-01,4.2499999999999999e-01,8.0901699437494679e-01,1.0775489450000000e+00,8.0901699437494701e-01,2.6853195062505297e-01,2.6853195062505297e-01
15,8,7.7500000000000002e-01,4.2499999999999999e-01,9.5105651629515353e-01,1.3117445366200000e+00,9.5105651629515364e-01,3.6068802032484637e-01,3.6068802032484637e-01
16,8,8.2499999999999996e-01,4.2499999999999999e-01,1.0000000000000000e+00,1.4175374335299999e+00,1.0000000000000000e+00,4.1753743352999995e-01,4.1753743352999995e-01
17,8,8.7500000000000000e-01,4.2499999999999999e-01,9.5105651629515364e-01,1.3845718898799999e+00,9.5105651629515353e-01,4.3351537358484638e-01,4.3351537358484638e-01
18,8,9.2500000000000004e-01,4.2499999999999999e-01,8.0901699437494767e-01,1.2160748027799999e+00,8.0901699437494679e-01,4.0705780840505312e-01,4.0705780840505312e-01
19,8,9.7499999999999998e-01,4.2499999999999999e-01,5.8778525229247336e-01,9.2853984107999998e-01,5.8778525229247336e-01,3.4075458878752662e-01,3.4075458878752662e-01
0,9,2.5000000000000001e-02,4.7499999999999998e-01,1.2246467991473532e-16,1.1783713289099999e-01,-3.6739403974420594e-16,1.1783713289100035e-01,1.1783713289100035e-01
1,9,7.4999999999999997e-02,4.7499999999999998e-01,-3.0901699437494690e-01,-3.2597338402699999e-01,-3.0901699437494606e-01,-1.6956389652053927e-02,1.6956389652053927e-02
2,9,1.2500000000000000e-01,4.7499999999999998e-01,-5.8778525229247303e-01,-7.3787535492599998e-01,-5.8778525229247336e-01,-1.5009010263352662e-01,1.5009010263352662e-01
3,9,1.7499999999999999e-01,4.7499999999999998e-01,-8.0901699437494679e-01,-1.0775489450000000e+00,-8.0901699437494767e-01,-2.6853195062505231e-01,2.6853195062505231e-01
4,9,2.2500000000000001e-01,4.7499999999999998e-01,-9.5105651629515353e-01,-1.3117445366200000e+00,-9.5105651629515364e-01,-3.6068802032484637e-01,3.6068802032484637e-01
5,9,2.7500000000000002e-01,4.7499999999999998e-01,-1.0000000000000000e+00,-1.4175374335299999e+00,-1.0000000000000000e+00,-4.1753743352999995e-01,4.1753743352999995e-01
6,9,3.2500000000000001e-01,4.7499999999999998e-01,-9.5105651629515364e-01,-1.3845718898799999e+00,-9.5105651629515353e-01,-4.3351537358484638e-01,4.3351537358484638e-01
7,9,3.7500000000000000e-01,4.7499999999999998e-01,-8.0901699437494756e-01,-1.2160748027799999e+00,-8.0901699437494679e-01,-4.0705780840505312e-01,4.0705780840505312e-01
8,9,4.2499999999999999e-01,4.7499999999999998e-01,-5.8778525229247403e-01,-9.2853984107999998e-01,-5.8778525229247358e-01,-3.4075458878752640e-01,3.4075458878752640e-01
9,9,4.7499999999999998e-01,4.7499999999999998e-01,-3.0901699437494762e-01,-5.5011293022200003e-01,-3.0901699437494717e-01,-2.4109593584705286e-01,2.4109593584705286e-01
10,9,5.2500000000000002e-01,4.7499999999999998e-01,-2.4492935982947064e-16,-1.1783713289099999e-01,2.4492935982947064e-16,-1.1783713289100024e-01,1.1783713289100024e-01
11,9,5.7499999999999996e-01,4.7499999999999998e-01,3.0901699437494634e-01,3.2597338402699999e-01,3.0901699437494679e-01,1.6956389652053205e-02,1.6956389652053205e-02
12,9,6.2500000000000000e-01,4.7499999999999998e-01,5.8778525229247358e-01,7.3787535492599998e-01,5.8778525229247403e-01,1.5009010263352596e-01,1.5009010263352596e-01
13,9,6.7500000000000004e-01,4.7499999999999998e-01,8.0901699437494679e-01,1.0775489450000000e+00,8.0901699437494701e-01,2.6853195062505297e-01,2.6853195062505297e-01
14,9,7.2499999999999998e-01,4.7499999999999998e-01,9.5105651629515353e-01,1.3117445366200000e+00,9.5105651629515364e-01,3.6068802032484637e-01,3.6068802032484637e-01
15,9,7.7500000000000002e-01,4.7499999999999998e-01,1.0000000000000000e+00,1.4175374335299999e+00,1.0000000000000000e+00,4.1753743352999995e-01,4.1753743352999995e-01
16,9,8.2499999999999996e-01,4.7499999999999998e-01,9.5105651629515420e-01,1.3845718898799999e+00,9.5105651629515375e-01,4.3351537358484615e-01,4.3351537358484615e-01
17,9,8.7500000000000000e-01,4.7499999999999998e-01,8.0901699437494767e-01,1.2160748027799999e+00,8.0901699437494679e-01,4.0705780840505312e-01,4.0705780840505312e-01
18,9,9.2500000000000004e-01,4.7499999999999998e-01,5.8778525229247336e-01,9.2853984107999998e-01,5.8778525229247336e-01,3.4075458878752662e-01,3.4075458878752662e-01
19,9,9.7499999999999998e-01,4.7499999999999998e-01,3.0901699437494778e-01,5.5011293022200003e-01,3.0901699437494773e-01,2.4109593584705230e-01,2.4109593584705230e-01
0,10,2.5000000000000001e-02,5.2500000000000002e-01,-3.0901699437494773e-01,-3.2597338402699999e-01,-3.0901699437494778e-01,-1.6956389652052206e-02,1.6956389652052206e-02
1,10,7.4999999999999997e-02,5.2500000000000002e-01,-5.8778525229247303e-01,-7.3787535492599998e-01,-5.8778525229247336e-01,-1.5009010263352662e-01,1.5009010263352662e-01
2,10,1.2500000000000000e-01,5.2500000000000002e-01,-8.0901699437494734e-01,-1.0775489450000000e+00,-8.0901699437494767e-01,-2.6853195062505231e-01,2.6853195062505231e-01
3,10,1.7499999999999999e-01,5.2500000000000002e-01,-9.5105651629515353e-01,-1.3117445366200000e+00,-9.5105651629515364e-01,-3.6068802032484637e-01,3.6068802032484637e-01
4,10,2.2500000000000001e-01,5.2500000000000002e-01,-1.0000000000000000e+00,-1.4175374335299999e+00,-1.0000000000000000e+00,-4.1753743352999995e-01,4.1753743352999995e-01
5,10,2.7500000000000002e-01,5.2500000000000002e-01,-9.5105651629515364e-01,-1.3845718898799999e+00,-9.5105651629515353e-01,-4.3351537358484638e-01,4.3351537358484638e-01
6,10,3.2500000000000001e-01,5.2500000000000002e-01,-8.0901699437494701e-01,-1.2160748027799999e+00,-8.0901699437494679e-01,-4.0705780840505312e-01,4.0705780840505312e-01
7,10,3.7500000000000000e-01,5.2500000000000002e-01,-5.8778525229247336e-01,-9.2853984107999998e-01,-5.8778525229247358e-01,-3.4075458878752640e-01,3.4075458878752640e-01
8,10,4.2499999999999999e-01,5.2500000000000002e-01,-3.0901699437494762e-01,-5.5011293022200003e-01,-3.0901699437494717e-01,-2.4109593584705286e-01,2.4109593584705286e-01
9,10,4.7499999999999998e-01,5.2500000000000002e-01,-2.4492935982947064e-16,-1.1783713289099999e-01,2.4492935982947064e-16,-1.1783713289100024e-01,1.1783713289100024e-01
10,10,5.2500000000000002e-01,5.2500000000000002e-01,3.0901699437494717e-01,3.2597338402699999e-01,3.0901699437494762e-01,1.6956389652052373e-02,1.6956389652052373e-02
11,10,5.7499999999999996e-01,5.2500000000000002e-01,5.8778525229247358e-01,7.3787535492599998e-01,5.8778525229247403e-01,1.5009010263352596e-01,1.5009010263352596e-01
12,10,6.2500000000000000e-01,5.2500000000000002e-01,8.0901699437494679e-01,1.0775489450000000e+00,8.0901699437494701e-01,2.6853195062505297e-01,2.6853195062505297e-01
13,10,6.7500000000000004e-01,5.2500000000000002e-01,9.5105651629515375e-01,1.3117445366200000e+00,9.5105651629515386e-01,3.6068802032484615e-01,3.6068802032484615e-01
14,10,7.2499999999999998e-01,5.2500000000000002e-01,1.0000000000000000e+00,1.4175374335299999e+00,1.0000000000000000e+00,4.1753743352999995e-01,4.1753743352999995e-01
15,10,7.7500000000000002e-01,5.2500000000000002e-01,9.5105651629515364e-01,1.3845718898799999e+00,9.5105651629515353e-01,4.3351537358484638e-01,4.3351537358484638e-01
16,10,8.2499999999999996e-01,5.2500000000000002e-01,8.0901699437494767e-01,1.2160748027799999e+00,8.0901699437494679e-01,4.0705780840505312e-01,4.0705780840505312e-01
17,10,8.7500000000000000e-01,5.2500000000000002e-01,5.8778525229247336e-01,9.2853984107999998e-01,5.8778525229247336e-01,3.4075458878752662e-01,3.4075458878752662e-01
18,10,9.2500000000000004e-01,5.2500000000000002e-01,3.0901699437494606e-01,5.5011293022200003e-01,3.0901699437494601e-01,2.4109593584705402e-01,2.4109593584705402e-01
19,10,9.7499999999999998e-01,5.2500000000000002e-01,3.6739403974420594e-16,1.1783713289099999e-01,-1.2246467991473532e-16,1.1783713289100012e-01,1.1783713289100012e-01
0,11,2.5000000000000001e-02,5.7499999999999996e-01,-5.8778525229247303e-01,-7.3787535492599998e-01,-5.8778525229247336e-01,-1.5009010263352662e-01,1.5009010263352662e-01
1,11,7.4999999999999997e-02,5.7499999999999996e-01,-8.0901699437494679e-01,-1.0775489450000000e+00,-8.0901699437494767e-01,-2.6853195062505231e-01,2.6853195062505231e-01
2,11,1.2500000000000000e-01,5.7499999999999996e-01,-9.5105651629515353e-01,-1.3117445366200000e+00,-9.5105651629515364e-01,-3.6068802032484637e-01,3.6068802032484637e-01
3,11,1.7499999999999999e-01,5.7499999999999996e-01,-1.0000000000000000e+00,-1.4175374335299999e+00,-1.0000000000000000e+00,-4.1753743352999995e-01,4.1753743352999995e-01
4,11,2.2500000000000001e-01,5.7499999999999996e-01,-9.5105651629515364e-01,-1.3845718898799999e+00,-9.5105651629515375e-01,-4.3351537358484615e-01,4.3351537358484615e-01
5,11,2.7500000000000002e-01,5.7499999999999996e-01,-8.0901699437494756e-01,-1.2160748027799999e+00,-8.0901699437494679e-01,-4.0705780840505312e-01,4.0705780840505312e-01
6,11,3.2500000000000001e-01,5.7499999999999996e-01,-5.8778525229247403e-01,-9.2853984107999998e-01,-5.8778525229247358e-01,-3.4075458878752640e-01,3.4075458878752640e-01
7,11,3.7500000000000000e-01,5.7499999999999996e-01,-3.0901699437494762e-01,-5.5011293022200003e-01,-3.0901699437494717e-01,-2.4109593584705286e-01,2.4109593584705286e-01
8,11,4.2499999999999999e-01,5.7499999999999996e-01,-2.4492935982947064e-16,-1.1783713289099999e-01,2.4492935982947064e-16,-1.1783713289100024e-01,1.1783713289100024e-01
9,11,4.7499999999999998e-01,5.7499999999999996e-01,3.0901699437494634e-01,3.2597338402699999e-01,3.0901699437494679e-01,1.6956389652053205e-02,1.6956389652053205e-02
10,11,5.2500000000000002e-01,5.7499999999999996e-01,5.8778525229247358e-01,7.3787535492599998e-01,5.8778525229247403e-01,1.5009010263352596e-01,1.5009010263352596e-01
11,11,5.7499999999999996e-01,5.7499999999999996e-01,8.0901699437494679e-01,1.0775489450000000e+00,8.0901699437494701e-01,2.6853195062505297e-01,2.6853195062505297e-01
12,11,6.2500000000000000e-01,5.7499999999999996e-01,9.5105651629515353e-01,1.3117445366200000e+00,9.5105651629515364e-01,3.6068802032484637e-01,3.6068802032484637e-01
13,11,6.7500000000000004e-01,5.7499999999999996e-01,1.0000000000000000e+00,1.4175374335299999e+00,1.0000000000000000e+00,4.1753743352999995e-01,4.1753743352999995e-01
14,11,7.2499999999999998e-01,5.7499999999999996e-01,9.5105651629515420e-01,1.3845718898799999e+00,9.5105651629515375e-01,4.3351537358484615e-01,4.3351537358484615e-01
15,11,7.7500000000000002e-01,5.7499999999999996e-01,8.0901699437494767e-01,1.2160748027799999e+00,8.0901699437494679e-01,4.0705780840505312e-01,4.0705780840505312e-01
16,11,8.2499999999999996e-01,5.7499999999999996e-01,5.8778525229247336e-01,9.2853984107999998e-01,5.8778525229247336e-01,3.4075458878752662e-01,3.4075458878752662e-01
17,11,8.7500000000000000e-01,5.7499999999999996e-01,3.0901699437494778e-01,5.5011293022200003e-01,3.0901699437494773e-01,2.4109593584705230e-01,2.4109593584705230e-01
18,11,9.2500000000000004e-01,5.7499999999999996e-01,3.6739403974420594e-16,1.1783713289099999e-01,-1.2246467991473532e-16,1.1783713289100012e-01,1.1783713289100012e-01
19,11,9.7499999999999998e-01,5.7499999999999996e-01,-3.0901699437494540e-01,-3.2597338402699999e-01,-3.0901699437494629e-01,-1.6956389652053705e-02,1.6956389652053705e-02
0,12,2.5000000000000001e-02,6.2500000000000000e-01,-8.0901699437494734e-01,-1.0775489450000000e+00,-8.0901699437494767e-01,-2.6853195062505231e-01,2.6853195062505231e-01
1,12,7.4999999999999997e-02,6.2500000000000000e-01,-9.5105651629515353e-01,-1.3117445366200000e+00,-9.5105651629515364e-01,-3.6068802032484637e-01,3.6068802032484637e-01
2,12,1.2500000000000000e-01,6.2500000000000000e-01,-1.0000000000000000e+00,-1.4175374335299999e+00,-1.0000000000000000e+00,-4.1753743352999995e-01,4.1753743352999995e-01
3,12,1.7499999999999999e-01,6.2500000000000000e-01,-9.5105651629515364e-01,-1.3845718898799999e+00,-9.5105651629515353e-01,-4.3351537358484638e-01,4.3351537358484638e-01
4,12,2.2500000000000001e-01,6.2500000000000000e-01,-8.0901699437494756e-01,-1.2160748027799999e+00,-8.0901699437494679e-01,-4.0705780840505312e-01,4.0705780840505312e-01
5,12,2.7500000000000002e-01,6.2500000000000000e-01,-5.8778525229247336e-01,-9.2853984107999998e-01,-5.8778525229247358e-01,-3.4075458878752640e-01,3.4075458878752640e-01
6,12,3.2500000000000001e-01,6.2500000000000000e-01,-3.0901699437494762e-01,-5.5011293022200003e-01,-3.0901699437494717e-01,-2.4109593584705286e-01,2.4109593584705286e-01
7,12,3.7500000000000000e-01,6.2500000000000000e-01,-2.4492935982947064e-16,-1.1783713289099999e-01,2.4492935982947064e-16,-1.1783713289100024e-01,1.1783713289100024e-01
8,12,4.2499999999999999e-01,6.2500000000000000e-01,3.0901699437494717e-01,3.2597338402699999e-01,3.0901699437494762e-01,1.6956389652052373e-02,1.6956389652052373e-02
9,12,4.7499999999999998e-01,6.2500000000000000e-01,5.8778525229247358e-01,7.3787535492599998e-01,5.8778525229247403e-01,1.5009010263352596e-01,1.5009010263352596e-01
10,12,5.2500000000000002e-01,6.2500000000000000e-01,8.0901699437494679e-01,1.0775489450000000e+00,8.0901699437494701e-01,2.6853195062505297e-01,2.6853195062505297e-01
11,12,5.7499999999999996e-01,6.2500000000000000e-01,9.5105651629515353e-01,1.3117445366200000e+00,9.5105651629515364e-01,3.6068802032484637e-01,3.6068802032484637e-01
12,12,6.2500000000000000e-01,6.2500000000000000e-01,1.0000000000000000e+00,1.4175374335299999e+00,1.0000000000000000e+00,4.1753743352999995e-01,4.1753743352999995e-01
13,12,6.7500000000000004e-01,6.2500000000000000e-01,9.5105651629515364e-01,1.3845718898799999e+00,9.5105651629515353e-01,4.3351537358484638e-01,4.3351537358484638e-01
14,12,7.2499999999999998e-01,6.2500000000000000e-01,8.0901699437494767e-01,1.2160748027799999e+00,8.0901699437494679e-01,4.0705780840505312e-01,4.0705780840505312e-01
15,12,7.7500000000000002e-01,6.2500000000000000e-01,5.8778525229247336e-01,9.2853984107999998e-01,5.8778525229247336e-01,3.4075458878752662e-01,3.4075458878752662e-01
16,12,8.2499999999999996e-01,6.2500000000000000e-01,3.0901699437494778e-01,5.5011293022200003e-01,3.0901699437494773e-01,2.4109593584705230e-01,2.4109593584705230e-01
17,12,8.7500000000000000e-01,6.2500000000000000e-01,3.6739403974420594e-16,1.1783713289099999e-01,-1.2246467991473532e-16,1.1783713289100012e-01,1.1783713289100012e-01
18,12,9.2500000000000004e-01,6.2500000000000000e-01,-3.0901699437494706e-01,-3.2597338402699999e-01,-3.0901699437494795e-01,-1.6956389652052040e-02,1.6956389652052040e-02
19,12,9.7499999999999998e-01,6.2500000000000000e-01,-5.8778525229247280e-01,-7.3787535492599998e-01,-5.8778525229247358e-01,-1.5009010263352640e-01,1.5009010263352640e-01
0,13,2.5000000000000001e-02,6.7500000000000004e-01,-9.5105651629515353e-01,-1.3117445366200000e+00,-9.5105651629515420e-01,-3.6068802032484581e-01,3.6068802032484581e-01
1,13,7.4999999999999997e-02,6.7500000000000004e-01,-1.0000000000000000e+00,-1.4175374335299999e+00,-1.0000000000000000e+00,-4.1753743352999995e-01,4.1753743352999995e-01
2,13,1.2500000000000000e-01,6.7500000000000004e-01,-9.5105651629515364e-01,-1.3845718898799999e+00,-9.5105651629515353e-01,-4.3351537358484638e-01,4.3351537358484638e-01
3,13,1.7499999999999999e-01,6.7500000000000004e-01,-8.0901699437494701e-01,-1.2160748027799999e+00,-8.0901699437494679e-01,-4.0705780840505312e-01,4.0705780840505312e-01
4,13,2.2500000000000001e-01,6.7500000000000004e-01,-5.8778525229247336e-01,-9.2853984107999998e-01,-5.8778525229247358e-01,-3.4075458878752640e-01,3.4075458878752640e-01
5,13,2.7500000000000002e-01,6.7500000000000004e-01,-3.0901699437494762e-01,-5.5011293022200003e-01,-3.0901699437494634e-01,-2.4109593584705369e-01,2.4109593584705369e-01
6,13,3.2500000000000001e-01,6.7500000000000004e-01,-2.4492935982947064e-16,-1.1783713289099999e-01,2.4492935982947064e-16,-1.1783713289100024e-01,1.1783713289100024e-01
7,13,3.7500000000000000e-01,6.7500000000000004e-01,3.0901699437494717e-01,3.2597338402699999e-01,3.0901699437494762e-01,1.6956389652052373e-02,1.6956389652052373e-02
8,13,4.2499999999999999e-01,6.7500000000000004e-01,5.8778525229247358e-01,7.3787535492599998e-01,5.8778525229247403e-01,1.5009010263352596e-01,1.5009010263352596e-01
9,13,4.7499999999999998e-01,6.7500000000000004e-01,8.0901699437494679e-01,1.0775489450000000e+00,8.0901699437494701e-01,2.6853195062505297e-01,2.6853195062505297e-01
10,13,5.2500000000000002e-01,6.7500000000000004e-01,9.5105651629515375e-01,1.3117445366200000e+00,9.5105651629515386e-01,3.6068802032484615e-01,3.6068802032484615e-01
11,13,5.7499999999999996e-01,6.7500000000000004e-01,1.0000000000000000e+00,1.4175374335299999e+00,1.0000000000000000e+00,4.1753743352999995e-01,4.1753743352999995e-01
12,13,6.2500000000000000e-01,6.7500000000000004e-01,9.5105651629515364e-01,1.3845718898799999e+00,9.5105651629515353e-01,4.3351537358484638e-01,4.3351537358484638e-01
13,13,6.7500000000000004e-01,6.7500000000000004e-01,8.0901699437494767e-01,1.2160748027799999e+00,8.0901699437494679e-01,4.0705780840505312e-01,4.0705780840505312e-01
14,13,7.2499999999999998e-01,6.7500000000000004e-01,5.8778525229247336e-01,9.2853984107999998e-01,5.8778525229247336e-01,3.4075458878752662e-01,3.4075458878752662e-01
15,13,7.7500000000000002e-01,6.7500000000000004e-01,3.0901699437494606e-01,5.5011293022200003e-01,3.0901699437494601e-01,2.4109593584705402e-01,2.4109593584705402e-01
16,13,8.2499999999999996e-01,6.7500000000000004e-01,3.6739403974420594e-16,1.1783713289099999e-01,-1.2246467991473532e-16,1.1783713289100012e-01,1.1783713289100012e-01
17,13,8.7500000000000000e-01,6.7500000000000004e-01,-3.0901699437494706e-01,-3.2597338402699999e-01,-3.0901699437494795e-01,-1.6956389652052040e-02,1.6956389652052040e-02
18,13,9.2500000000000004e-01,6.7500000000000004e-01,-5.8778525229247280e-01,-7.3787535492599998e-01,-5.8778525229247358e-01,-1.5009010263352640e-01,1.5009010263352640e-01
19,13,9.7499999999999998e-01,6.7500000000000004e-01,-8.0901699437494723e-01,-1.0775489450000000e+00,-8.0901699437494723e-01,-2.6853195062505275e-01,2.6853195062505275e-01
0,14,2.5000000000000001e-02,7.2499999999999998e-01,-1.0000000000000000e+00,-1.4175374335299999e+00,-1.0000000000000000e+00,-4.1753743352999995e-01,4.1753743352999995e-01
1,14,7.4999999999999997e-02,7.2499999999999998e-01,-9.5105651629515364e-01,-1.3845718898799999e+00,-9.5105651629515375e-01,-4.3351537358484615e-01,4.3351537358484615e-01
2,14,1.2500000000000000e-01,7.2499999999999998e-01,-8.0901699437494756e-01,-1.2160748027799999e+00,-8.0901699437494679e-01,-4.0705780840505312e-01,4.0705780840505312e-01
3,14,1.7499999999999999e-01,7.2499999999999998e-01,-5.8778525229247403e-01,-9.2853984107999998e-01,-5.8778525229247358e-01,-3.4075458878752640e-01,3.4075458878752640e-01
4,14,2.2500000000000001e-01,7.2499999999999998e-01,-3.0901699437494762e-01,-5.5011293022200003e-01,-3.0901699437494717e-01,-2.4109593584705286e-01,2.4109593584705286e-01
5,14,2.7500000000000002e-01,7.2499999999999998e-01,-2.4492935982947064e-16,-1.1783713289099999e-01,2.4492935982947064e-16,-1.1783713289100024e-01,1.1783713289100024e-01
6,14,3.2500000000000001e-01,7.2499999999999998e-01,3.0901699437494717e-01,3.2597338402699999e-01,3.0901699437494762e-01,1.6956389652052373e-02,1.6956389652052373e-02
7,14,3.7500000000000000e-01,7.2499999999999998e-01,5.8778525229247358e-01,7.3787535492599998e-01,5.8778525229247403e-01,1.5009010263352596e-01,1.5009010263352596e-01
8,14,4.2499999999999999e-01,7.2499999999999998e-01,8.0901699437494679e-01,1.0775489450000000e+00,8.0901699437494701e-01,2.6853195062505297e-01,2.6853195062505297e-01
9,14,4.7499999999999998e-01,7.2499999999999998e-01,9.5105651629515353e-01,1.3117445366200000e+00,9.5105651629515364e-01,3.6068802032484637e-01,3.6068802032484637e-01
10,14,5.2500000000000002e-01,7.2499999999999998e-01,1.0000000000000000e+00,1.4175374335299999e+00,1.0000000000000000e+00,4.1753743352999995e-01,4.1753743352999995e-01
11,14,5.7499999999999996e-01,7.2499999999999998e-01,9.5105651629515420e-01,1.3845718898799999e+00,9.5105651629515375e-01,4.3351537358484615e-01,4.3351537358484615e-01
12,14,6.2500000000000000e-01,7.2499999999999998e-01,8.0901699437494767e-01,1.2160748027799999e+00,8.0901699437494679e-01,4.0705780840505312e-01,4.0705780840505312e-01
13,14,6.7500000000000004e-01,7.2499999999999998e-01,5.8778525229247336e-01,9.2853984107999998e-01,5.8778525229247336e-01,3.4075458878752662e-01,3.4075458878752662e-01
14,14,7.2499999999999998e-01,7.2499999999999998e-01,3.0901699437494778e-01,5.5011293022200003e-01,3.0901699437494773e-01,2.4109593584705230e-01,2.4109593584705230e-01
15,14,7.7500000000000002e-01,7.2499999999999998e-01,3.6739403974420594e-16,1.1783713289099999e-01,-1.2246467991473532e-16,1.1783713289100012e-01,1.1783713289100012e-01
16,14,8.2499999999999996e-01,7.2499999999999998e-01,-3.0901699437494540e-01,-3.2597338402699999e-01,-3.0901699437494629e-01,-1.6956389652053705e-02,1.6956389652053705e-02
17,14,8.7500000000000000e-01,7.2499999999999998e-01,-5.8778525229247280e-01,-7.3787535492599998e-01,-5.8778525229247358e-01,-1.5009010263352640e-01,1.5009010263352640e-01
18,14,9.2500000000000004e-01,7.2499999999999998e-01,-8.0901699437494723e-01,-1.0775489450000000e+00,-8.0901699437494723e-01,-2.6853195062505275e-01,2.6853195062505275e-01
19,14,9.7499999999999998e-01,7.2499999999999998e-01,-9.5105651629515342e-01,-1.3117445366200000e+00,-9.5105651629515353e-01,-3.6068802032484648e-01,3.6068802032484648e-01
0,15,2.5000000000000001e-02,7.7500000000000002e-01,-9.5105651629515364e-01,-1.3845718898799999e+00,-9.5105651629515353e-01,-4.3351537358484638e-01,4.3351537358484638e-01
1,15,7.4999999999999997e-02,7.7500000000000002e-01,-8.0901699437494756e-01,-1.2160748027799999e+00,-8.0901699437494679e-01,-4.0705780840505312e-01,4.0705780840505312e-01
2,15,1.2500000000000000e-01,7.7500000000000002e-01,-5.8778525229247336e-01,-9.2853984107999998e-01,-5.8778525229247358e-01,-3.4075458878752640e-01,3.4075458878752640e-01
3,15,1.7499999999999999e-01,7.7500000000000002e-01,-3.0901699437494762e-01,-5.5011293022200003e-01,-3.0901699437494717e-01,-2.4109593584705286e-01,2.4109593584705286e-01
4,15,2.2500000000000001e-01,7.7500000000000002e-01,-2.4492935982947064e-16,-1.1783713289099999e-01,2.4492935982947064e-16,-1.1783713289100024e-01,1.1783713289100024e-01
5,15,2.7500000000000002e-01,7.7500000000000002e-01,3.0901699437494717e-01,3.2597338402699999e-01,3.0901699437494762e-01,1.6956389652052373e-02,1.6956389652052373e-02
6,15,3.2500000000000001e-01,7.7500000000000002e-01,5.8778525229247358e-01,7.3787535492599998e-01,5.8778525229247403e-01,1.5009010263352596e-01,1.5009010263352596e-01
7,15,3.7500000000000000e-01,7.7500000000000002e-01,8.0901699437494679e-01,1.0775489450000000e+00,8.0901699437494701e-01,2.6853195062505297e-01,2.6853195062505297e-01
8,15,4.2499999999999999e-01,7.7500000000000002e-01,9.5105651629515353e-01,1.3117445366200000e+00,9.5105651629515364e-01,3.6068802032484637e-01,3.6068802032484637e-01
