case,mesh,resolution,nominalH,nCells,normalizedL1,normalizedL2,normalizedLinf,observedOrderL1,observedOrderL2,observedOrderLinf,maxCo,normalizedMassError,finalAmplitude,meshOK,solverEnded,solverFatal
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_sine_wave_tri_linearUpwind/N10,tri,10,0.1,200,0.29825743812703637,0.30603485734294955,0.33453615378302237,,,,0.2,6.25284671907209e-14,0.827143139945,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_sine_wave_tri_linearUpwind/N20,tri,20,0.05,800,0.1055598499110893,0.10493128596262645,0.12573033786206272,1.4984969126825252,1.5442510939126093,1.4118293292210056,0.2,2.4114274080304246e-14,0.939740808148,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_sine_wave_tri_linearUpwind/N40,tri,40,0.025,3200,0.042702577958359376,0.0429803018706627,0.05065485639959971,1.305666131287883,1.2876973705680514,1.3115603087931238,0.2,7.184084087851965e-16,0.9637603521935001,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_sine_wave_tri_linearUpwind/N80,tri,80,0.0125,12800,0.02009683602852331,0.02018064890805805,0.023108399102264365,1.0873547813858022,1.0907030505213975,1.1322832735950763,0.2,2.6193803300611942e-15,0.982390412204,True,True,False
