case,mesh,resolution,nominalH,nCells,normalizedL1,normalizedL2,normalizedLinf,observedOrderL1,observedOrderL2,observedOrderLinf,maxCo,normalizedMassError,finalAmplitude,meshOK,solverEnded,solverFatal
/home/a776/workdocuments/上交船舶/slover/student_project/cases/01_sine_wave_quad/N10,quad,10,0.1,100,0.9661795052668584,0.9608682627832837,0.9661795052668373,,,,0.2,3.466421822904224e-17,0.0425471074125,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/01_sine_wave_quad/N20,quad,20,0.05,400,0.7980079419300778,0.7950221146063466,0.79475712913,0.27588814594763905,0.27334365634433255,0.2817771977643899,0.2,1.7584205239066926e-18,0.20524287087,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/01_sine_wave_quad/N40,quad,40,0.025,1600,0.5469566864361697,0.5461857208980443,0.546069335514,0.5449765141478446,0.5416033936782761,0.5414299080377057,0.2,8.082321346944096e-18,0.453930664486,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/01_sine_wave_quad/N80,quad,80,0.0125,6400,0.3263462452175183,0.32620880111715367,0.32618202212900005,0.745023149908372,0.7435958912708192,0.7434068760850412,0.2,3.4896625151920834e-18,0.673817977871,True,True,False
