case,solverFamily,mesh,resolution,nominalH,nCells,normalizedL1,normalizedL2,normalizedLinf,observedOrderL1,observedOrderL2,observedOrderLinf,maxCo,normalizedMassError,finalAmplitude,meshOK,solverEnded,solverFatal
/home/a776/workdocuments/上交船舶/slover/student_project/cases/02_diffusion_equation/02_discontinuous_tri/N10,02_diffusion_equation,tri,10,0.1,200,0.13797726649199832,0.11990187806503354,0.09251042020702423,,,,0.45,2.3384072456120593e-13,0.382298406266328,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/02_diffusion_equation/02_discontinuous_tri/N20,02_diffusion_equation,tri,20,0.05,800,0.031562416621563005,0.028038235838480797,0.026457477847137506,2.128151007540559,2.09638677320086,1.8059403391986508,0.45,5.687117443642364e-13,0.38972785249998737,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/02_diffusion_equation/02_discontinuous_tri/N40,02_diffusion_equation,tri,40,0.025,3200,0.006104381978752727,0.005420973253671469,0.005226324230922745,2.3702905255345237,2.370771784055339,2.339807003629934,0.45,5.520583989930925e-13,0.391721598836,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/02_diffusion_equation/02_discontinuous_tri/N80,02_diffusion_equation,tri,80,0.0125,12800,0.001385360146334277,0.001226369551395716,0.0011694386007651085,2.139584164459798,2.144158105917082,2.1599805117958017,0.45,3.4694469519453394e-15,0.3923755184695,True,True,False
