cell,x,y,z,volume,initial,numerical,exact,error,absError
0,3.3333333333299998e-02,3.3333333333499998e-02,5.0000000000000003e-02,5.0000000000099997e-04,4.0673664307656548e-01,7.5418169529900000e-14,2.0835093812082934e-35,7.5418169529900000e-14,7.5418169529900000e-14
1,6.6666666666599997e-02,6.6666666666900007e-02,5.0000000000000003e-02,5.0000000000099997e-04,7.4314482547809491e-01,7.5418169529900000e-14,3.8067610623135793e-35,7.5418169529900000e-14,7.5418169529900000e-14
2,6.6666666666599997e-02,1.3333333333399999e-01,5.0000000000000003e-02,5.0000000000099997e-04,9.5105651629631849e-01,7.5418169529900000e-14,4.8717891724096249e-35,7.5418169529900000e-14,7.5418169529900000e-14
3,3.3333333333299998e-02,1.6666666666700000e-01,5.0000000000000003e-02,5.0000000000200004e-04,9.5105651629573607e-01,7.5418169529900000e-14,4.8717891724066410e-35,7.5418169529900000e-14,7.5418169529900000e-14
4,3.3333333333299998e-02,2.3333333333400000e-01,5.0000000000000003e-02,5.0000000000200004e-04,9.9452189536785740e-01,7.5418169529900000e-14,5.0944406757714164e-35,7.5418169529900000e-14,7.5418169529900000e-14
5,6.6666666666599997e-02,2.6666666666799999e-01,5.0000000000000003e-02,5.0000000000200004e-04,8.6602540378045945e-01,7.5418169529900000e-14,4.4362171047412067e-35,7.5418169529900000e-14,7.5418169529900000e-14
6,6.6666666666700000e-02,3.3333333333499998e-01,5.0000000000000003e-02,5.0000000000200004e-04,5.8778525228383194e-01,7.5418169529900000e-14,3.0109312945249147e-35,7.5418169529900000e-14,7.5418169529900000e-14
7,3.3333333333400002e-02,3.6666666666800002e-01,5.0000000000000003e-02,5.0000000000200004e-04,5.8778525228535672e-01,7.5418169529900000e-14,3.0109312945327251e-35,7.5418169529900000e-14,7.5418169529900000e-14
8,3.3333333333400002e-02,4.3333333333500001e-01,5.0000000000000003e-02,5.0000000000200004e-04,2.0791169080710645e-01,7.5418169529900000e-14,1.0650281100390956e-35,7.5418169529900000e-14,7.5418169529900000e-14
9,6.6666666666700000e-02,4.6666666666800000e-01,5.0000000000000003e-02,5.0000000000200004e-04,-2.0791169082615876e-01,7.5418169529900000e-14,-1.0650281101367028e-35,7.5418169529900000e-14,7.5418169529900000e-14
10,6.6666666666800004e-02,5.3333333333499999e-01,5.0000000000000003e-02,4.9999999999799998e-04,-5.8778525230162271e-01,7.5418169529900000e-14,-3.0109312946160539e-35,7.5418169529900000e-14,7.5418169529900000e-14
11,3.3333333333400002e-02,5.6666666666800003e-01,5.0000000000000003e-02,4.9999999999799998e-04,-5.8778525229958989e-01,7.5418169529900000e-14,-3.0109312946056370e-35,7.5418169529900000e-14,7.5418169529900000e-14
12,3.3333333333400002e-02,6.3333333333399999e-01,5.0000000000000003e-02,4.9999999999700002e-04,-8.6602540378674231e-01,7.5418169529900000e-14,-4.4362171047733980e-35,7.5418169529900000e-14,7.5418169529900000e-14
