cell,x,y,z,volume,numerical,exact,error,absError
109,5.3333333333352706e-01,4.6666666666691131e-01,5.0000000000000010e-02,4.9999999999923500e-04,-1.6466273817488369e-02,-1.0926199633080546e-02,-5.5400741844078231e-03,5.5400741844078231e-03
110,5.3333333333375144e-01,5.3333333333352706e-01,5.0000000000000010e-02,4.9999999999790479e-04,1.6466273822106178e-02,1.0926199633296982e-02,5.5400741888091964e-03,5.5400741888091964e-03
111,5.6666666666709642e-01,5.6666666666670906e-01,5.0000000000000010e-02,4.9999999999790360e-04,4.9039363901613918e-02,4.3227271179001200e-02,5.8120927226127175e-03,5.8120927226127175e-03
112,5.6666666666725929e-01,6.3333333333329700e-01,5.0000000000000010e-02,4.9999999999789406e-04,8.0190333761839233e-02,8.4565303180148044e-02,-4.3749694183088106e-03,4.3749694183088106e-03
113,5.3333333333413890e-01,6.6666666666664021e-01,5.0000000000000010e-02,4.9999999999695178e-04,4.7599016584301192e-02,5.2264231635077631e-02,-4.6652150507764389e-03,4.6652150507764389e-03
114,5.3333333333436339e-01,7.3333333333316353e-01,5.0000000000000003e-02,4.9999999999695069e-04,7.4175566788383829e-02,6.9943194010156556e-02,4.2323727782272724e-03,4.2323727782272724e-03
115,5.6666666666764653e-01,7.6666666666640737e-01,5.0000000000000003e-02,4.9999999999696815e-04,1.5933836982394239e-01,1.5450849718959794e-01,4.8298726343444509e-03,4.8298726343444509e-03
116,5.6666666666780929e-01,8.3333333333303150e-01,5.0000000000000003e-02,4.9999999999752283e-04,1.7791514017028320e-01,1.8005680599489754e-01,-2.1416658246143361e-03,2.1416658246143361e-03
117,5.3333333333475053e-01,8.6666666666635694e-01,5.0000000000000003e-02,4.9999999999672138e-04,9.1397623207433054e-02,9.5491502816529808e-02,-4.0938796090967539e-03,4.0938796090967539e-03
118,5.3333333333497523e-01,9.3333333333311186e-01,5.0000000000000017e-02,4.9999999999880283e-04,9.4874746643893795e-02,1.0224426555864967e-01,-7.3695189147558737e-03,7.3695189147558737e-03
119,5.6666666666819687e-01,9.6666666666655832e-01,5.0000000000000003e-02,4.9999999999826377e-04,1.8812435348893411e-01,2.0677272882596950e-01,-1.8648375337035394e-02,1.8648375337035394e-02
120,6.3333333333244757e-01,3.3333333333351658e-02,5.0000000000000003e-02,5.0000000000159368e-04,-4.2439824382851599e-01,-4.0450849718494292e-01,-1.9889746643573070e-02,1.9889746643573070e-02
121,6.6666666666591823e-01,6.6666666666683236e-02,5.0000000000000003e-02,5.0000000000081284e-04,-4.9963513694740541e-01,-4.8907380036490572e-01,-1.0561336582499692e-02,1.0561336582499692e-02
122,6.6666666666601726e-01,1.3333333333332981e-01,5.0000000000000003e-02,5.0000000000056293e-04,-4.6435294405719751e-01,-4.5677272881968844e-01,-7.5802152375090692e-03,7.5802152375090692e-03
123,6.3333333333270947e-01,1.6666666666668731e-01,5.0000000000000010e-02,5.0000000000042263e-04,-3.5767968147175172e-01,-3.5224426555208321e-01,-5.4354159196685070e-03,5.4354159196685070e-03
124,6.3333333333287223e-01,2.3333333333335499e-01,5.0000000000000010e-02,5.0000000000031996e-04,-3.0092095391867602e-01,-3.0226423163282468e-01,1.3432777141486607e-03,1.3432777141486607e-03
125,6.6666666666627927e-01,2.6666666666661942e-01,5.0000000000000010e-02,4.9999999999948588e-04,-3.3338878755632773e-01,-3.3456530317877903e-01,1.1765156224513018e-03,1.1765156224513018e-03
126,6.6666666666637830e-01,3.3333333333323317e-01,5.0000000000000003e-02,4.9999999999948566e-04,-2.5628661097056282e-01,-2.4999999999974390e-01,-6.2866109708189233e-03,6.2866109708189233e-03
127,6.3333333333313413e-01,3.6666666666662973e-01,5.0000000000000003e-02,4.9999999999936066e-04,-1.7095976405027999e-01,-1.6543469682038148e-01,-5.5250672298985115e-03,5.5250672298985115e-03
128,6.3333333333329711e-01,4.3333333333328983e-01,5.0000000000000003e-02,4.9999999999935177e-04,-8.0190333757504867e-02,-8.4565303179461870e-02,4.3749694219570034e-03,4.3749694219570034e-03
129,6.6666666666664010e-01,4.6666666666650719e-01,5.0000000000000003e-02,4.9999999999853308e-04,-4.7599016579998009e-02,-5.2264231634068355e-02,4.6652150540703458e-03,4.6652150540703458e-03
130,6.6666666666673913e-01,5.3333333333313959e-01,5.0000000000000003e-02,4.9999999999880262e-04,4.7599016583069940e-02,5.2264231633544621e-02,-4.6652150504746803e-03,4.6652150504746803e-03
