x,v
0.0697433896098,0.202483344293
0.12343930569,0.241952806355
0.123538598424,0.243416244608
0.126977904114,0.247376346664
0.134396092522,0.250349376348
0.137310645897,0.250072589366
0.137637318525,0.253113114472
0.144086393971,0.252712063296
0.144308856099,0.254096629749
0.149754915601,0.254092482022
0.149759833366,0.254004539768
0.156612401909,0.253886938608
0.156638053219,0.254556043146
0.162713726265,0.253649502598
0.162744295339,0.254088787831
0.168969243012,0.25247980424
0.169005035373,0.253130423648
0.175128641429,0.251046325485
0.175133864715,0.251463624718
0.18128456917,0.24874687312
0.181290649054,0.249287528295
0.187418598676,0.246153501856
0.187419455273,0.246505566918
0.193547584644,0.242842493671
0.193548446009,0.243316788359
0.199677430216,0.239247452473
0.199677434984,0.239573395402
0.205806454367,0.235068902971
0.205806459409,0.235567201873
0.211935485222,0.230776271383
0.211935485496,0.231086554607
0.218064516585,0.226009090516
0.21806451686,0.226549364683
0.224193548534,0.221620264864
0.224193548534,0.221320943571
0.230322580643,0.216242503399
0.230322580643,0.216824696136
0.236451612901,0.211408896621
0.236451612901,0.211702559213
0.242580645159,0.206861674053
0.242580645159,0.206247589517
0.248709677418,0.201450330234
0.248709677418,0.201741793824
0.254838709676,0.196997305291
0.254838709676,0.196366512572
0.260967741934,0.192004738667
0.260967741934,0.191714284634
0.267096774192,0.186797122387
0.267096774192,0.187429598449
0.27322580645,0.18262277923
0.27322580645,0.182333846468
0.279354838708,0.177612253721
0.279354838708,0.178234689395
0.285483870966,0.173334428648
0.285483870966,0.173620508081
0.291612903224,0.168795584921
0.291612903224,0.169400717169
0.297741935482,0.164671999063
0.297741935482,0.164953835572
0.30387096774,0.160280558773
0.30387096774,0.160865316609
0.309999999998,0.156545765907
0.309999999998,0.156269190317
0.316129032256,0.152547123687
0.316129032256,0.151982704834
0.322258064514,0.148313058454
0.322258064514,0.148042255415
0.328387096772,0.144366991068
0.328387096772,0.143821050654
0.33451612903,0.140181955215
0.33451612903,0.139916989869
0.340645161288,0.136258907258
0.340645161288,0.13572887019
0.346774193546,0.131835226114
0.346774193546,0.132094579539
0.352903225804,0.128173077372
0.352903225804,0.127656429927
0.359032258062,0.124009083957
0.359032258062,0.123755003358
0.36516129032,0.119569056556
0.36516129032,0.120074327737
0.371290322579,0.115647536472
0.371290322579,0.115896646346
0.377419354837,0.111938593036
0.377419354837,0.111443345533
