case,mesh,resolution,nominalH,nCells,normalizedL1,normalizedL2,normalizedLinf,observedOrderL1,observedOrderL2,observedOrderLinf,maxCo,normalizedMassError,finalAmplitude,meshOK,solverEnded,solverFatal
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_sine_wave_tri_upwind/N10,tri,10,0.1,200,0.9270339514521904,0.9237508778575827,0.9239545354116342,,,,0.2,1.1410447091234039e-13,0.07857885133209999,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_sine_wave_tri_upwind/N20,tri,20,0.05,800,0.725915357443305,0.7227264285515987,0.720627664456141,0.3528208385650484,0.35405417876133777,0.3585678263740949,0.2,7.160336271342012e-14,0.279126877366,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_sine_wave_tri_upwind/N40,tri,40,0.025,3200,0.4744459805094342,0.47349972818455044,0.474029991005,0.613557503980335,0.6100860540120623,0.6042756983389322,0.2,6.135394976419538e-14,0.525970009002,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_sine_wave_tri_upwind/N80,tri,80,0.0125,12800,0.2746436057428084,0.2744622997539886,0.274564052146,0.7886831307673894,0.7867556038065636,0.7878355885885923,0.2,4.616167617863287e-16,0.72543594786,True,True,False
