cell,x,y,numerical,exact,error,absError
0,1.2500000000000001e-02,1.2500000000000001e-02,8.1342654747200007e-18,8.0133590371955991e-36,8.1342654747200007e-18,8.1342654747200007e-18
1,3.7500000000000006e-02,1.2500000000000001e-02,8.1342654747200007e-18,1.5829402580081608e-35,8.1342654747200007e-18,8.1342654747200007e-18
2,6.2500000000000000e-02,1.2500000000000001e-02,8.1342654747200007e-18,2.3255673696670704e-35,8.1342654747200007e-18,8.1342654747200007e-18
3,8.7500000000000008e-02,1.2500000000000001e-02,8.1342654747200007e-18,3.0109312945691832e-35,8.1342654747200007e-18,8.1342654747200007e-18
4,1.1250000000000000e-01,1.2500000000000001e-02,8.1342654747200007e-18,3.6221560982909414e-35,8.1342654747200007e-18,8.1342654747200007e-18
5,1.3750000000000001e-01,1.2500000000000001e-02,8.1342654747200007e-18,4.1441913976258879e-35,8.1342654747200007e-18,8.1342654747200007e-18
6,1.6250000000000001e-01,1.2500000000000001e-02,8.1342654747200007e-18,4.5641829509685789e-35,8.1342654747200007e-18,8.1342654747200007e-18
7,1.8750000000000000e-01,1.2500000000000001e-02,8.1342654747200007e-18,4.8717891724036582e-35,8.1342654747200007e-18,8.1342654747200007e-18
8,2.1250000000000002e-01,1.2500000000000001e-02,8.1342654747200007e-18,5.0594357758728798e-35,8.1342654747200007e-18,8.1342654747200007e-18
9,2.3750000000000002e-01,1.2500000000000001e-02,8.1342654747200007e-18,5.1225022792354564e-35,8.1342654747200007e-18,8.1342654747200007e-18
10,2.6250000000000001e-01,1.2500000000000001e-02,8.1342654747200007e-18,5.0594357758728787e-35,8.1342654747200007e-18,8.1342654747200007e-18
11,2.8750000000000003e-01,1.2500000000000001e-02,8.1342654747200007e-18,4.8717891724036561e-35,8.1342654747200007e-18,8.1342654747200007e-18
12,3.1250000000000000e-01,1.2500000000000001e-02,8.1342654747200007e-18,4.5641829509685773e-35,8.1342654747200007e-18,8.1342654747200007e-18
13,3.3750000000000002e-01,1.2500000000000001e-02,8.1342654747200007e-18,4.1441913976258858e-35,8.1342654747200007e-18,8.1342654747200007e-18
14,3.6250000000000004e-01,1.2500000000000001e-02,8.1342654747200007e-18,3.6221560982909387e-35,8.1342654747200007e-18,8.1342654747200007e-18
15,3.8750000000000001e-01,1.2500000000000001e-02,8.1342654747200007e-18,3.0109312945691795e-35,8.1342654747200007e-18,8.1342654747200007e-18
16,4.1250000000000003e-01,1.2500000000000001e-02,8.1342654747200007e-18,2.3255673696670664e-35,8.1342654747200007e-18,8.1342654747200007e-18
17,4.3750000000000000e-01,1.2500000000000001e-02,8.1342654747200007e-18,1.5829402580081565e-35,8.1342654747200007e-18,8.1342654747200007e-18
18,4.6250000000000002e-01,1.2500000000000001e-02,8.1342654747200007e-18,8.0133590371955550e-36,8.1342654747200007e-18,8.1342654747200007e-18
19,4.8750000000000004e-01,1.2500000000000001e-02,8.1342654747200007e-18,-1.8819768059672166e-50,8.1342654747200007e-18,8.1342654747200007e-18
20,5.1250000000000007e-01,1.2500000000000001e-02,8.1342654747200007e-18,-8.0133590371955924e-36,8.1342654747200007e-18,8.1342654747200007e-18
21,5.3749999999999998e-01,1.2500000000000001e-02,8.1342654747200007e-18,-1.5829402580081514e-35,8.1342654747200007e-18,8.1342654747200007e-18
22,5.6250000000000000e-01,1.2500000000000001e-02,8.1342654747200007e-18,-2.3255673696670698e-35,8.1342654747200007e-18,8.1342654747200007e-18
