cell,x,y,z,volume,numerical,exact,error,absError
0,4.1666666666587823e-03,4.1666666666840468e-03,5.0000000000000010e-02,7.8125000000178031e-06,9.9984813109114901e-01,9.9982866248777824e-01,1.9468603370764725e-05,1.9468603370764725e-05
1,8.3333333333178820e-03,8.3333333333677744e-03,5.0000000000000003e-02,7.8125000000178082e-06,9.9941595848811848e-01,9.9931476737728542e-01,1.0119111083306542e-04,1.0119111083306542e-04
2,8.3333333333185117e-03,1.6666666666735198e-02,5.0000000000000003e-02,7.8125000000177387e-06,9.9847009622748351e-01,9.9828732935433262e-01,1.8276687315088580e-04,1.8276687315088580e-04
3,4.1666666666594146e-03,2.0833333333419520e-02,5.0000000000000010e-02,7.8125000000189144e-06,9.9801025415319322e-01,9.9777343424383358e-01,2.3681990935964237e-04,2.3681990935964237e-04
4,4.1666666666594137e-03,2.9166666666787501e-02,5.0000000000000003e-02,7.8125000000188483e-06,9.9555406324596585e-01,9.9571961455066627e-01,-1.6555130470041757e-04,1.6555130470041757e-04
5,8.3333333333191414e-03,3.3333333333470522e-02,5.0000000000000003e-02,7.8125000000188297e-06,9.9418346276770808e-01,9.9418109755342543e-01,2.3652142826513511e-06,2.3652142826513511e-06
6,8.3333333333197729e-03,4.1666666666837840e-02,5.0000000000000003e-02,7.8125000000188873e-06,9.9135640675274694e-01,9.9110511798163647e-01,2.5128877111046943e-04,2.5128877111046943e-04
7,4.1666666666600452e-03,4.5833333333522797e-02,4.9999999999999989e-02,7.8125000000200986e-06,9.8999491850822874e-01,9.8956660098438887e-01,4.2831752383987176e-04,4.2831752383987176e-04
8,4.1666666666600469e-03,5.4166666666890850e-02,5.0000000000000003e-02,7.8125000000201765e-06,9.8510574076525270e-01,9.8547162407942723e-01,-3.6588331417453102e-04,3.6588331417453102e-04
9,8.3333333333204095e-03,5.8333333333573267e-02,5.0000000000000003e-02,7.8125000000201426e-06,9.8283375086724811e-01,9.8291797066433539e-01,-8.4219797087281556e-05,8.4219797087281556e-05
10,8.3333333333210392e-03,6.6666666666940710e-02,5.0000000000000003e-02,7.8125000000201358e-06,9.7814307837305925e-01,9.7781241398063756e-01,3.3066439242168677e-04,3.3066439242168677e-04
11,4.1666666666606757e-03,7.0833333333626319e-02,5.0000000000000010e-02,7.8125000000212793e-06,9.7588127605223363e-01,9.7525876056553829e-01,6.2251548669534085e-04,6.2251548669534085e-04
12,4.1666666666606757e-03,7.9166666666994345e-02,5.0000000000000003e-02,7.8125000000212844e-06,9.6858581314911474e-01,9.6914787334311936e-01,-5.6206019400462104e-04,5.6206019400462104e-04
13,8.3333333333216689e-03,8.3333333333676124e-02,5.0000000000000003e-02,7.8125000000213217e-06,9.6542661987645773e-01,9.6559482763265714e-01,-1.6820775619941220e-04,1.6820775619941220e-04
14,8.3333333333223038e-03,9.1666666667043539e-02,5.0000000000000010e-02,7.8125000000212810e-06,9.5890041243991664e-01,9.5849117129177563e-01,4.0924114814100410e-04,4.0924114814100410e-04
15,4.1666666666613098e-03,9.5833333333729745e-02,5.0000000000000003e-02,7.8125000000224025e-06,9.5575154384561145e-01,9.5493812558130431e-01,8.1341826430714192e-04,8.1341826430714192e-04
