cell,x,y,z,volume,initial,numerical,exact,error,absError
0,-9.6666666666699996e-01,-9.6666666666699996e-01,5.0000000000000003e-02,5.0000000000000001e-04,2.6959999914455461e-212,2.3602486872700002e-06,2.2434178967801177e-42,2.3602486872700002e-06,2.3602486872700002e-06
1,-9.3333333333400004e-01,-9.3333333333299995e-01,5.0000000000000003e-02,5.0000000000000001e-04,3.0898546836472218e-201,1.5478682858100001e-05,3.6538760758202280e-40,1.5478682858100001e-05,1.5478682858100001e-05
2,-9.3333333333299995e-01,-8.6666666666600001e-01,5.0000000000000003e-02,5.0000000000000001e-04,2.4680801071858009e-188,1.9900674038200000e-05,1.3907147253898295e-37,1.9900674038200000e-05,1.9900674038200000e-05
3,-9.6666666666699996e-01,-8.3333333333299997e-01,5.0000000000000003e-02,5.0000000000000001e-04,1.7201339974811951e-186,2.2553470409299999e-05,3.2499648113510228e-37,2.2553470409299999e-05,2.2553470409299999e-05
4,-9.6666666666699996e-01,-7.6666666666600003e-01,5.0000000000000003e-02,5.0000000000000001e-04,1.6458185843265587e-174,4.7962625534400000e-05,8.0917525848728124e-35,4.7962625534400000e-05,4.7962625534400000e-05
5,-9.3333333333299995e-01,-7.3333333333299999e-01,5.0000000000000003e-02,5.0000000000000001e-04,2.2594285719226587e-164,2.6499276979400000e-04,8.6211643843982417e-33,2.6499276979400000e-04,2.6499276979400000e-04
6,-9.3333333333299995e-01,-6.6666666666600005e-01,5.0000000000000003e-02,5.0000000000000001e-04,2.5895051842756255e-153,3.3436718170999998e-04,1.4041372467642780e-30,3.3436718170999998e-04,3.3436718170999998e-04
7,-9.6666666666699996e-01,-6.3333333333200004e-01,5.0000000000000003e-02,5.0000000000099997e-04,2.1618138698220882e-152,3.7876448795700002e-04,2.1464949081514120e-30,3.7876448795700002e-04,3.7876448795700002e-04
8,-9.6666666666699996e-01,-5.6666666666599996e-01,5.0000000000000003e-02,5.0000000000099997e-04,2.9678022046999032e-142,7.2201944551100001e-04,2.2869316947312955e-28,7.2201944551100001e-04,7.2201944551100001e-04
9,-9.3333333333299995e-01,-5.3333333333199995e-01,5.0000000000000003e-02,5.0000000000099997e-04,4.8803401624203529e-133,2.1043962917699998e-03,1.5938822035288642e-26,2.1043962917699998e-03,2.1043962917699998e-03
10,-9.3333333333299995e-01,-4.6666666666500001e-01,5.0000000000000003e-02,5.0000000000099997e-04,8.0253731381195041e-124,2.6083920223000001e-03,1.1108597971711958e-24,2.6083920223000001e-03,2.6083920223000001e-03
11,-9.6666666666699996e-01,-4.3333333333200003e-01,5.0000000000000003e-02,5.0000000000099997e-04,8.0253731355648436e-124,2.9757533492900000e-03,1.1108597971004891e-24,2.9757533492900000e-03,2.9757533492900000e-03
12,-9.6666666666699996e-01,-3.6666666666499997e-01,5.0000000000000003e-02,5.0000000000099997e-04,1.5808070357010735e-115,5.0149570426699999e-03,5.0645629650134017e-23,5.0149570426699999e-03,5.0149570426699999e-03
13,-9.3333333333299995e-01,-3.3333333333199999e-01,5.0000000000000003e-02,5.0000000000099997e-04,3.1138127062621903e-107,9.8286093208199993e-03,2.3090040789754609e-21,9.8286093208199993e-03,9.8286093208199993e-03
14,-9.3333333333299995e-01,-2.6666666666500000e-01,5.0000000000000003e-02,5.0000000000099997e-04,7.3469079535850707e-100,1.1974995237100000e-02,6.8863187717015616e-20,1.1974995237100000e-02,1.1974995237100000e-02
15,-9.6666666666699996e-01,-2.3333333333100001e-01,5.0000000000000003e-02,5.0000000000099997e-04,8.8004136244908140e-101,1.3808672676800001e-02,4.5047098148971208e-20,1.3808672676800001e-02,1.3808672676800001e-02
16,-9.6666666666699996e-01,-1.6666666666400001e-01,5.0000000000000003e-02,5.0000000000099997e-04,2.4872170316744943e-94,2.0207893625200000e-02,8.7883822732628263e-19,2.0207893625200000e-02,2.0207893625200000e-02
17,-9.3333333333299995e-01,-1.3333333333100000e-01,5.0000000000000003e-02,5.0000000000099997e-04,5.8684822489550022e-87,2.9575311867000000e-02,2.6210261979595330e-17,2.9575311866999972e-02,2.9575311866999972e-02
18,-9.3333333333299995e-01,-6.6666666664300003e-02,5.0000000000000003e-02,5.0000000000099997e-04,1.9867118373986001e-81,3.5362175886500001e-02,3.3449773296231822e-16,3.5362175886499668e-02,3.5362175886499668e-02
19,-9.6666666666699996e-01,-3.3333333330799998e-02,5.0000000000000003e-02,5.0000000000099997e-04,2.8505709259189464e-83,4.1301329996000002e-02,1.4313721833677053e-16,4.1301329995999857e-02,4.1301329995999857e-02
20,-9.6666666666699996e-01,3.3333333335900002e-02,5.0000000000000003e-02,4.9999999999900005e-04,1.1559509904450820e-78,5.1227089076299998e-02,1.1949619786604071e-15,5.1227089076298804e-02,5.1227089076298804e-02
21,-9.3333333333299995e-01,6.6666666669099997e-02,5.0000000000000003e-02,4.9999999999900005e-04,3.2670066593258450e-72,5.9325233727599999e-02,2.3312894952824262e-14,5.9325233727576684e-02,5.9325233727576684e-02
22,-9.3333333333299995e-01,1.3333333333600000e-01,5.0000000000000003e-02,4.9999999999900005e-04,1.5869238083734201e-68,6.8755068344799997e-02,1.2731436784827121e-13,6.8755068344672682e-02,6.8755068344672682e-02
23,-9.6666666666699996e-01,1.6666666666900001e-01,5.0000000000000003e-02,4.9999999999900005e-04,2.7274169403284362e-71,7.9812980099399994e-02,3.5638261446739003e-14,7.9812980099364356e-02,7.9812980099364356e-02
24,-9.6666666666699996e-01,2.3333333333500000e-01,5.0000000000000003e-02,4.9999999999900005e-04,1.5869238077840579e-68,8.1277309634200004e-02,1.2731436783881427e-13,8.1277309634072689e-02,8.1277309634072689e-02
25,-9.3333333333299995e-01,2.6666666666900002e-01,5.0000000000000003e-02,4.9999999999900005e-04,5.3723606566396080e-63,7.7400424072600005e-02,1.6247974724986105e-12,7.7400424070975207e-02,7.7400424070975207e-02
26,-9.3333333333299995e-01,3.3333333333499998e-01,5.0000000000000003e-02,4.9999999999900005e-04,3.7442788780480862e-61,8.5061715902299995e-02,3.7969933840979014e-12,8.5061715898503004e-02,8.5061715898503004e-02
27,-9.6666666666699996e-01,3.6666666666800002e-01,5.0000000000000003e-02,4.9999999999900005e-04,7.7083625321248069e-65,9.4105998857200002e-02,6.9527822657826346e-13,9.4105998856504725e-02,9.4105998856504725e-02
28,-9.6666666666699996e-01,4.3333333333500001e-01,5.0000000000000003e-02,4.9999999999900005e-04,6.4352236619842898e-64,7.5243278544099998e-02,1.0628670213842227e-12,7.5243278543037126e-02,7.5243278543037126e-02
