case,solverFamily,mesh,resolution,nominalH,nCells,normalizedL1,normalizedL2,normalizedLinf,observedOrderL1,observedOrderL2,observedOrderLinf,maxCo,normalizedMassError,finalAmplitude,meshOK,solverEnded,solverFatal
/home/a776/workdocuments/上交船舶/slover/student_project/cases/01_advection_equation/03_sine_wave_tri_linearUpwind/N10,01_advection_equation,tri,10,0.1,200,0.29825743813228967,0.30603485734351576,0.3345361537905955,,,,0.2,1.0190525613592854e-15,0.8271431399495,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/01_advection_equation/03_sine_wave_tri_linearUpwind/N20,01_advection_equation,tri,20,0.05,800,0.1055598499156531,0.10493128596651402,0.12573033786783508,1.4984969126455618,1.5442510938618281,1.4118293291874298,0.2,7.235987881828262e-15,0.9397408081465,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/01_advection_equation/03_sine_wave_tri_linearUpwind/N40,01_advection_equation,tri,40,0.025,3200,0.04270257796006595,0.042980301872441035,0.05065485640206996,1.305666131292601,1.2876973705618093,1.3115603087890038,0.2,8.381824951263961e-15,0.9637603521935001,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/01_advection_equation/03_sine_wave_tri_linearUpwind/N80,01_advection_equation,tri,80,0.0125,12800,0.020096836029781854,0.0201806489094339,0.023108399106414823,1.0873547813531108,1.090703050482732,1.132283273406311,0.2,3.0587631887641372e-15,0.982390412204,True,True,False
