cell,x,y,numerical,exact,error,absError
0,-4.7500000000000000e+00,-4.7500000000000000e+00,7.5445822530199997e-13,2.3147076377970126e-18,7.5445591059436213e-13,7.5445591059436213e-13
1,-4.2500000000000000e+00,-4.7500000000000000e+00,7.5831584185400002e-12,2.1044526246027670e-16,7.5829479732775395e-12,7.5829479732775395e-12
2,-3.7500000000000000e+00,-4.7500000000000000e+00,7.2074602951799996e-11,1.0444682694137492e-14,7.2064158269105858e-11,7.2064158269105858e-11
3,-3.2500000000000000e+00,-4.7500000000000000e+00,5.8923144029600001e-10,2.8474236809507370e-13,5.8894669792790491e-10,5.8894669792790491e-10
4,-2.7500000000000000e+00,-4.7500000000000000e+00,4.0456622321800003e-09,4.3037785269057603e-12,4.0413584536530948e-09,4.0413584536530948e-09
5,-2.2500000000000000e+00,-4.7500000000000000e+00,2.2604682625000000e-08,3.6595046231717677e-11,2.2568087578768281e-08,2.2568087578768281e-08
6,-1.7500000000000000e+00,-4.7500000000000000e+00,9.8333030452499996e-08,1.7927318934798019e-10,9.8153757263152012e-08,9.8153757263152012e-08
7,-1.2500000000000000e+00,-4.7500000000000000e+00,3.1231236667999998e-07,5.2660667048871119e-10,3.1178576000951127e-07,3.1178576000951127e-07
8,-7.5000000000000000e-01,-4.7500000000000000e+00,6.6069258888200004e-07,9.9022113254331712e-10,6.5970236774945668e-07,6.5970236774945668e-07
9,-2.5000000000000000e-01,-4.7500000000000000e+00,8.5662323285399998e-07,1.3055374355478765e-09,8.5531769541845208e-07,8.5531769541845208e-07
10,2.5000000000000000e-01,-4.7500000000000000e+00,8.5662323285399998e-07,1.3055374355478765e-09,8.5531769541845208e-07,8.5531769541845208e-07
11,7.5000000000000000e-01,-4.7500000000000000e+00,6.6069258888200004e-07,9.9022113254331712e-10,6.5970236774945668e-07,6.5970236774945668e-07
12,1.2500000000000000e+00,-4.7500000000000000e+00,3.1231236667999998e-07,5.2660667048871119e-10,3.1178576000951127e-07,3.1178576000951127e-07
13,1.7500000000000000e+00,-4.7500000000000000e+00,9.8333030452499996e-08,1.7927318934798019e-10,9.8153757263152012e-08,9.8153757263152012e-08
