i,j,x,y,numerical,exact,error,absError
2,10,6.2500000000000000e-02,2.6250000000000001e-01,3.9933650313000002e-01,8.9100652418836812e-01,-4.9167002105836810e-01,4.9167002105836810e-01
3,10,8.7499999999999994e-02,2.6250000000000001e-01,3.6061042394400000e-01,8.0901699437494723e-01,-4.4840657043094723e-01,4.4840657043094723e-01
4,10,1.1250000000000000e-01,2.6250000000000001e-01,3.1300491932300001e-01,7.0710678118654791e-01,-3.9410186186354790e-01,3.9410186186354790e-01
5,10,1.3750000000000001e-01,2.6250000000000001e-01,2.5769219478499999e-01,5.8778525229247280e-01,-3.3009305750747281e-01,3.3009305750747281e-01
6,10,1.6250000000000001e-01,2.6250000000000001e-01,1.9603423317999999e-01,4.5399049973954564e-01,-2.5795626655954562e-01,2.5795626655954562e-01
7,10,1.8750000000000000e-01,2.6250000000000001e-01,1.2954925815300000e-01,3.0901699437494706e-01,-1.7946773622194706e-01,1.7946773622194706e-01
8,10,2.1249999999999999e-01,2.6250000000000001e-01,5.9874350441599999e-02,1.5643446504022962e-01,-9.6560114598629621e-02,9.6560114598629621e-02
9,10,2.3749999999999999e-01,2.6250000000000001e-01,-1.1274862489400000e-02,-3.6739403974420594e-16,-1.1274862489399632e-02,1.1274862489399632e-02
10,10,2.6250000000000001e-01,2.6250000000000001e-01,-8.2146450886899994e-02,-1.5643446504023034e-01,7.4288014153330348e-02,7.4288014153330348e-02
11,10,2.8749999999999998e-01,2.6250000000000001e-01,-1.5099532103499999e-01,-3.0901699437494778e-01,1.5802167333994779e-01,1.5802167333994779e-01
12,10,3.1250000000000000e-01,2.6250000000000001e-01,-2.1612618525499999e-01,-4.5399049973954630e-01,2.3786431448454631e-01,2.3786431448454631e-01
13,10,3.3750000000000002e-01,2.6250000000000001e-01,-2.7593530551099998e-01,-5.8778525229247336e-01,3.1184994678147337e-01,3.1184994678147337e-01
14,10,3.6249999999999999e-01,2.6250000000000001e-01,-3.2894998276999998e-01,-7.0710678118654835e-01,3.7815679841654837e-01,3.7815679841654837e-01
15,10,3.8750000000000001e-01,2.6250000000000001e-01,-3.7386481973000002e-01,-8.0901699437494767e-01,4.3515217464494765e-01,4.3515217464494765e-01
16,10,4.1249999999999998e-01,2.6250000000000001e-01,-4.0957386404200002e-01,-8.9100652418836845e-01,4.8143266014636843e-01,4.8143266014636843e-01
17,10,4.3750000000000000e-01,2.6250000000000001e-01,-4.3519784052400001e-01,-9.5105651629515364e-01,5.1585867577115363e-01,5.1585867577115363e-01
18,10,4.6250000000000002e-01,2.6250000000000001e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
19,10,4.8749999999999999e-01,2.6250000000000001e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
20,10,5.1249999999999996e-01,2.6250000000000001e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
21,10,5.3749999999999998e-01,2.6250000000000001e-01,-4.2822959228700003e-01,-9.5105651629515353e-01,5.2282692400815356e-01,5.2282692400815356e-01
22,10,5.6250000000000000e-01,2.6250000000000001e-01,-3.9933650313000002e-01,-8.9100652418836768e-01,4.9167002105836766e-01,4.9167002105836766e-01
23,10,5.8750000000000002e-01,2.6250000000000001e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
24,10,6.1250000000000004e-01,2.6250000000000001e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
25,10,6.3749999999999996e-01,2.6250000000000001e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
26,10,6.6249999999999998e-01,2.6250000000000001e-01,-1.9603423317999999e-01,-4.5399049973954658e-01,2.5795626655954662e-01,2.5795626655954662e-01
27,10,6.8750000000000000e-01,2.6250000000000001e-01,-1.2954925815300000e-01,-3.0901699437494717e-01,1.7946773622194717e-01,1.7946773622194717e-01
28,10,7.1250000000000002e-01,2.6250000000000001e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
29,10,7.3750000000000004e-01,2.6250000000000001e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
30,10,7.6249999999999996e-01,2.6250000000000001e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
31,10,7.8749999999999998e-01,2.6250000000000001e-01,1.5099532103499999e-01,3.0901699437494762e-01,-1.5802167333994763e-01,1.5802167333994763e-01
32,10,8.1250000000000000e-01,2.6250000000000001e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
33,10,8.3750000000000002e-01,2.6250000000000001e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
34,10,8.6250000000000004e-01,2.6250000000000001e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
35,10,8.8749999999999996e-01,2.6250000000000001e-01,3.7386481973000002e-01,8.0901699437494701e-01,-4.3515217464494699e-01,4.3515217464494699e-01
36,10,9.1249999999999998e-01,2.6250000000000001e-01,4.0957386404200002e-01,8.9100652418836801e-01,-4.8143266014636799e-01,4.8143266014636799e-01
37,10,9.3750000000000000e-01,2.6250000000000001e-01,4.3519784052400001e-01,9.5105651629515364e-01,-5.1585867577115363e-01,5.1585867577115363e-01
38,10,9.6250000000000002e-01,2.6250000000000001e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
39,10,9.8750000000000004e-01,2.6250000000000001e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
0,11,1.2500000000000001e-02,2.8749999999999998e-01,4.2822959228700003e-01,9.5105651629515342e-01,-5.2282692400815334e-01,5.2282692400815334e-01
1,11,3.7499999999999999e-02,2.8749999999999998e-01,3.9933650313000002e-01,8.9100652418836812e-01,-4.9167002105836810e-01,4.9167002105836810e-01
2,11,6.2500000000000000e-02,2.8749999999999998e-01,3.6061042394400000e-01,8.0901699437494723e-01,-4.4840657043094723e-01,4.4840657043094723e-01
3,11,8.7499999999999994e-02,2.8749999999999998e-01,3.1300491932300001e-01,7.0710678118654791e-01,-3.9410186186354790e-01,3.9410186186354790e-01
4,11,1.1250000000000000e-01,2.8749999999999998e-01,2.5769219478499999e-01,5.8778525229247280e-01,-3.3009305750747281e-01,3.3009305750747281e-01
5,11,1.3750000000000001e-01,2.8749999999999998e-01,1.9603423317999999e-01,4.5399049973954564e-01,-2.5795626655954562e-01,2.5795626655954562e-01
6,11,1.6250000000000001e-01,2.8749999999999998e-01,1.2954925815300000e-01,3.0901699437494706e-01,-1.7946773622194706e-01,1.7946773622194706e-01
7,11,1.8750000000000000e-01,2.8749999999999998e-01,5.9874350441599999e-02,1.5643446504022962e-01,-9.6560114598629621e-02,9.6560114598629621e-02
8,11,2.1249999999999999e-01,2.8749999999999998e-01,-1.1274862489400000e-02,-3.6739403974420594e-16,-1.1274862489399632e-02,1.1274862489399632e-02
9,11,2.3749999999999999e-01,2.8749999999999998e-01,-8.2146450886899994e-02,-1.5643446504023034e-01,7.4288014153330348e-02,7.4288014153330348e-02
10,11,2.6250000000000001e-01,2.8749999999999998e-01,-1.5099532103499999e-01,-3.0901699437494778e-01,1.5802167333994779e-01,1.5802167333994779e-01
11,11,2.8749999999999998e-01,2.8749999999999998e-01,-2.1612618525499999e-01,-4.5399049973954630e-01,2.3786431448454631e-01,2.3786431448454631e-01
12,11,3.1250000000000000e-01,2.8749999999999998e-01,-2.7593530551099998e-01,-5.8778525229247336e-01,3.1184994678147337e-01,3.1184994678147337e-01
13,11,3.3750000000000002e-01,2.8749999999999998e-01,-3.2894998276999998e-01,-7.0710678118654835e-01,3.7815679841654837e-01,3.7815679841654837e-01
14,11,3.6249999999999999e-01,2.8749999999999998e-01,-3.7386481973000002e-01,-8.0901699437494767e-01,4.3515217464494765e-01,4.3515217464494765e-01
15,11,3.8750000000000001e-01,2.8749999999999998e-01,-4.0957386404200002e-01,-8.9100652418836845e-01,4.8143266014636843e-01,4.8143266014636843e-01
16,11,4.1249999999999998e-01,2.8749999999999998e-01,-4.3519784052400001e-01,-9.5105651629515364e-01,5.1585867577115363e-01,5.1585867577115363e-01
17,11,4.3750000000000000e-01,2.8749999999999998e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
18,11,4.6250000000000002e-01,2.8749999999999998e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
19,11,4.8749999999999999e-01,2.8749999999999998e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
20,11,5.1249999999999996e-01,2.8749999999999998e-01,-4.2822959228700003e-01,-9.5105651629515375e-01,5.2282692400815378e-01,5.2282692400815378e-01
21,11,5.3749999999999998e-01,2.8749999999999998e-01,-3.9933650313000002e-01,-8.9100652418836768e-01,4.9167002105836766e-01,4.9167002105836766e-01
22,11,5.6250000000000000e-01,2.8749999999999998e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
23,11,5.8750000000000002e-01,2.8749999999999998e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
24,11,6.1250000000000004e-01,2.8749999999999998e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
25,11,6.3749999999999996e-01,2.8749999999999998e-01,-1.9603423317999999e-01,-4.5399049973954736e-01,2.5795626655954740e-01,2.5795626655954740e-01
26,11,6.6249999999999998e-01,2.8749999999999998e-01,-1.2954925815300000e-01,-3.0901699437494717e-01,1.7946773622194717e-01,1.7946773622194717e-01
27,11,6.8750000000000000e-01,2.8749999999999998e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
28,11,7.1250000000000002e-01,2.8749999999999998e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
29,11,7.3750000000000004e-01,2.8749999999999998e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
30,11,7.6249999999999996e-01,2.8749999999999998e-01,1.5099532103499999e-01,3.0901699437494679e-01,-1.5802167333994679e-01,1.5802167333994679e-01
31,11,7.8749999999999998e-01,2.8749999999999998e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
32,11,8.1250000000000000e-01,2.8749999999999998e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
33,11,8.3750000000000002e-01,2.8749999999999998e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
34,11,8.6250000000000004e-01,2.8749999999999998e-01,3.7386481973000002e-01,8.0901699437494701e-01,-4.3515217464494699e-01,4.3515217464494699e-01
35,11,8.8749999999999996e-01,2.8749999999999998e-01,4.0957386404200002e-01,8.9100652418836757e-01,-4.8143266014636754e-01,4.8143266014636754e-01
36,11,9.1249999999999998e-01,2.8749999999999998e-01,4.3519784052400001e-01,9.5105651629515364e-01,-5.1585867577115363e-01,5.1585867577115363e-01
37,11,9.3750000000000000e-01,2.8749999999999998e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
38,11,9.6250000000000002e-01,2.8749999999999998e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
39,11,9.8750000000000004e-01,2.8749999999999998e-01,4.4657824766999998e-01,9.8768834059513788e-01,-5.4111009292513790e-01,5.4111009292513790e-01
0,12,1.2500000000000001e-02,3.1250000000000000e-01,3.9933650313000002e-01,8.9100652418836812e-01,-4.9167002105836810e-01,4.9167002105836810e-01
1,12,3.7499999999999999e-02,3.1250000000000000e-01,3.6061042394400000e-01,8.0901699437494723e-01,-4.4840657043094723e-01,4.4840657043094723e-01
2,12,6.2500000000000000e-02,3.1250000000000000e-01,3.1300491932300001e-01,7.0710678118654791e-01,-3.9410186186354790e-01,3.9410186186354790e-01
3,12,8.7499999999999994e-02,3.1250000000000000e-01,2.5769219478499999e-01,5.8778525229247280e-01,-3.3009305750747281e-01,3.3009305750747281e-01
4,12,1.1250000000000000e-01,3.1250000000000000e-01,1.9603423317999999e-01,4.5399049973954564e-01,-2.5795626655954562e-01,2.5795626655954562e-01
5,12,1.3750000000000001e-01,3.1250000000000000e-01,1.2954925815300000e-01,3.0901699437494706e-01,-1.7946773622194706e-01,1.7946773622194706e-01
6,12,1.6250000000000001e-01,3.1250000000000000e-01,5.9874350441599999e-02,1.5643446504022962e-01,-9.6560114598629621e-02,9.6560114598629621e-02
7,12,1.8750000000000000e-01,3.1250000000000000e-01,-1.1274862489400000e-02,-3.6739403974420594e-16,-1.1274862489399632e-02,1.1274862489399632e-02
8,12,2.1249999999999999e-01,3.1250000000000000e-01,-8.2146450886899994e-02,-1.5643446504023034e-01,7.4288014153330348e-02,7.4288014153330348e-02
9,12,2.3749999999999999e-01,3.1250000000000000e-01,-1.5099532103499999e-01,-3.0901699437494778e-01,1.5802167333994779e-01,1.5802167333994779e-01
10,12,2.6250000000000001e-01,3.1250000000000000e-01,-2.1612618525499999e-01,-4.5399049973954630e-01,2.3786431448454631e-01,2.3786431448454631e-01
11,12,2.8749999999999998e-01,3.1250000000000000e-01,-2.7593530551099998e-01,-5.8778525229247336e-01,3.1184994678147337e-01,3.1184994678147337e-01
12,12,3.1250000000000000e-01,3.1250000000000000e-01,-3.2894998276999998e-01,-7.0710678118654835e-01,3.7815679841654837e-01,3.7815679841654837e-01
13,12,3.3750000000000002e-01,3.1250000000000000e-01,-3.7386481973000002e-01,-8.0901699437494767e-01,4.3515217464494765e-01,4.3515217464494765e-01
14,12,3.6249999999999999e-01,3.1250000000000000e-01,-4.0957386404200002e-01,-8.9100652418836845e-01,4.8143266014636843e-01,4.8143266014636843e-01
15,12,3.8750000000000001e-01,3.1250000000000000e-01,-4.3519784052400001e-01,-9.5105651629515364e-01,5.1585867577115363e-01,5.1585867577115363e-01
16,12,4.1249999999999998e-01,3.1250000000000000e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
17,12,4.3750000000000000e-01,3.1250000000000000e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
18,12,4.6250000000000002e-01,3.1250000000000000e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
19,12,4.8749999999999999e-01,3.1250000000000000e-01,-4.2822959228700003e-01,-9.5105651629515353e-01,5.2282692400815356e-01,5.2282692400815356e-01
20,12,5.1249999999999996e-01,3.1250000000000000e-01,-3.9933650313000002e-01,-8.9100652418836768e-01,4.9167002105836766e-01,4.9167002105836766e-01
21,12,5.3749999999999998e-01,3.1250000000000000e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
22,12,5.6250000000000000e-01,3.1250000000000000e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
23,12,5.8750000000000002e-01,3.1250000000000000e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
24,12,6.1250000000000004e-01,3.1250000000000000e-01,-1.9603423317999999e-01,-4.5399049973954658e-01,2.5795626655954662e-01,2.5795626655954662e-01
25,12,6.3749999999999996e-01,3.1250000000000000e-01,-1.2954925815300000e-01,-3.0901699437494717e-01,1.7946773622194717e-01,1.7946773622194717e-01
26,12,6.6249999999999998e-01,3.1250000000000000e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
27,12,6.8750000000000000e-01,3.1250000000000000e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
28,12,7.1250000000000002e-01,3.1250000000000000e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
29,12,7.3750000000000004e-01,3.1250000000000000e-01,1.5099532103499999e-01,3.0901699437494762e-01,-1.5802167333994763e-01,1.5802167333994763e-01
30,12,7.6249999999999996e-01,3.1250000000000000e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
31,12,7.8749999999999998e-01,3.1250000000000000e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
32,12,8.1250000000000000e-01,3.1250000000000000e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
33,12,8.3750000000000002e-01,3.1250000000000000e-01,3.7386481973000002e-01,8.0901699437494701e-01,-4.3515217464494699e-01,4.3515217464494699e-01
34,12,8.6250000000000004e-01,3.1250000000000000e-01,4.0957386404200002e-01,8.9100652418836801e-01,-4.8143266014636799e-01,4.8143266014636799e-01
35,12,8.8749999999999996e-01,3.1250000000000000e-01,4.3519784052400001e-01,9.5105651629515364e-01,-5.1585867577115363e-01,5.1585867577115363e-01
36,12,9.1249999999999998e-01,3.1250000000000000e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
37,12,9.3750000000000000e-01,3.1250000000000000e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
38,12,9.6250000000000002e-01,3.1250000000000000e-01,4.4657824766999998e-01,9.8768834059513788e-01,-5.4111009292513790e-01,5.4111009292513790e-01
39,12,9.8750000000000004e-01,3.1250000000000000e-01,4.2822959228700003e-01,9.5105651629515353e-01,-5.2282692400815356e-01,5.2282692400815356e-01
0,13,1.2500000000000001e-02,3.3750000000000002e-01,3.6061042394400000e-01,8.0901699437494723e-01,-4.4840657043094723e-01,4.4840657043094723e-01
1,13,3.7499999999999999e-02,3.3750000000000002e-01,3.1300491932300001e-01,7.0710678118654791e-01,-3.9410186186354790e-01,3.9410186186354790e-01
2,13,6.2500000000000000e-02,3.3750000000000002e-01,2.5769219478499999e-01,5.8778525229247280e-01,-3.3009305750747281e-01,3.3009305750747281e-01
3,13,8.7499999999999994e-02,3.3750000000000002e-01,1.9603423317999999e-01,4.5399049973954564e-01,-2.5795626655954562e-01,2.5795626655954562e-01
4,13,1.1250000000000000e-01,3.3750000000000002e-01,1.2954925815300000e-01,3.0901699437494706e-01,-1.7946773622194706e-01,1.7946773622194706e-01
5,13,1.3750000000000001e-01,3.3750000000000002e-01,5.9874350441599999e-02,1.5643446504022962e-01,-9.6560114598629621e-02,9.6560114598629621e-02
6,13,1.6250000000000001e-01,3.3750000000000002e-01,-1.1274862489400000e-02,-3.6739403974420594e-16,-1.1274862489399632e-02,1.1274862489399632e-02
7,13,1.8750000000000000e-01,3.3750000000000002e-01,-8.2146450886899994e-02,-1.5643446504023034e-01,7.4288014153330348e-02,7.4288014153330348e-02
8,13,2.1249999999999999e-01,3.3750000000000002e-01,-1.5099532103499999e-01,-3.0901699437494778e-01,1.5802167333994779e-01,1.5802167333994779e-01
9,13,2.3749999999999999e-01,3.3750000000000002e-01,-2.1612618525499999e-01,-4.5399049973954630e-01,2.3786431448454631e-01,2.3786431448454631e-01
10,13,2.6250000000000001e-01,3.3750000000000002e-01,-2.7593530551099998e-01,-5.8778525229247336e-01,3.1184994678147337e-01,3.1184994678147337e-01
11,13,2.8749999999999998e-01,3.3750000000000002e-01,-3.2894998276999998e-01,-7.0710678118654835e-01,3.7815679841654837e-01,3.7815679841654837e-01
12,13,3.1250000000000000e-01,3.3750000000000002e-01,-3.7386481973000002e-01,-8.0901699437494767e-01,4.3515217464494765e-01,4.3515217464494765e-01
13,13,3.3750000000000002e-01,3.3750000000000002e-01,-4.0957386404200002e-01,-8.9100652418836845e-01,4.8143266014636843e-01,4.8143266014636843e-01
14,13,3.6249999999999999e-01,3.3750000000000002e-01,-4.3519784052400001e-01,-9.5105651629515364e-01,5.1585867577115363e-01,5.1585867577115363e-01
15,13,3.8750000000000001e-01,3.3750000000000002e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
16,13,4.1249999999999998e-01,3.3750000000000002e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
17,13,4.3750000000000000e-01,3.3750000000000002e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
18,13,4.6250000000000002e-01,3.3750000000000002e-01,-4.2822959228700003e-01,-9.5105651629515353e-01,5.2282692400815356e-01,5.2282692400815356e-01
19,13,4.8749999999999999e-01,3.3750000000000002e-01,-3.9933650313000002e-01,-8.9100652418836768e-01,4.9167002105836766e-01,4.9167002105836766e-01
20,13,5.1249999999999996e-01,3.3750000000000002e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
21,13,5.3749999999999998e-01,3.3750000000000002e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
22,13,5.6250000000000000e-01,3.3750000000000002e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
23,13,5.8750000000000002e-01,3.3750000000000002e-01,-1.9603423317999999e-01,-4.5399049973954658e-01,2.5795626655954662e-01,2.5795626655954662e-01
24,13,6.1250000000000004e-01,3.3750000000000002e-01,-1.2954925815300000e-01,-3.0901699437494634e-01,1.7946773622194634e-01,1.7946773622194634e-01
25,13,6.3749999999999996e-01,3.3750000000000002e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
26,13,6.6249999999999998e-01,3.3750000000000002e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
27,13,6.8750000000000000e-01,3.3750000000000002e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
28,13,7.1250000000000002e-01,3.3750000000000002e-01,1.5099532103499999e-01,3.0901699437494762e-01,-1.5802167333994763e-01,1.5802167333994763e-01
29,13,7.3750000000000004e-01,3.3750000000000002e-01,2.1612618525499999e-01,4.5399049973954780e-01,-2.3786431448454781e-01,2.3786431448454781e-01
30,13,7.6249999999999996e-01,3.3750000000000002e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
31,13,7.8749999999999998e-01,3.3750000000000002e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
32,13,8.1250000000000000e-01,3.3750000000000002e-01,3.7386481973000002e-01,8.0901699437494701e-01,-4.3515217464494699e-01,4.3515217464494699e-01
33,13,8.3750000000000002e-01,3.3750000000000002e-01,4.0957386404200002e-01,8.9100652418836801e-01,-4.8143266014636799e-01,4.8143266014636799e-01
34,13,8.6250000000000004e-01,3.3750000000000002e-01,4.3519784052400001e-01,9.5105651629515386e-01,-5.1585867577115385e-01,5.1585867577115385e-01
35,13,8.8749999999999996e-01,3.3750000000000002e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
36,13,9.1249999999999998e-01,3.3750000000000002e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
37,13,9.3750000000000000e-01,3.3750000000000002e-01,4.4657824766999998e-01,9.8768834059513788e-01,-5.4111009292513790e-01,5.4111009292513790e-01
38,13,9.6250000000000002e-01,3.3750000000000002e-01,4.2822959228700003e-01,9.5105651629515353e-01,-5.2282692400815356e-01,5.2282692400815356e-01
39,13,9.8750000000000004e-01,3.3750000000000002e-01,3.9933650313000002e-01,8.9100652418836734e-01,-4.9167002105836732e-01,4.9167002105836732e-01
0,14,1.2500000000000001e-02,3.6249999999999999e-01,3.1300491932300001e-01,7.0710678118654791e-01,-3.9410186186354790e-01,3.9410186186354790e-01
1,14,3.7499999999999999e-02,3.6249999999999999e-01,2.5769219478499999e-01,5.8778525229247280e-01,-3.3009305750747281e-01,3.3009305750747281e-01
2,14,6.2500000000000000e-02,3.6249999999999999e-01,1.9603423317999999e-01,4.5399049973954564e-01,-2.5795626655954562e-01,2.5795626655954562e-01
3,14,8.7499999999999994e-02,3.6249999999999999e-01,1.2954925815300000e-01,3.0901699437494706e-01,-1.7946773622194706e-01,1.7946773622194706e-01
4,14,1.1250000000000000e-01,3.6249999999999999e-01,5.9874350441599999e-02,1.5643446504022962e-01,-9.6560114598629621e-02,9.6560114598629621e-02
5,14,1.3750000000000001e-01,3.6249999999999999e-01,-1.1274862489400000e-02,-3.6739403974420594e-16,-1.1274862489399632e-02,1.1274862489399632e-02
6,14,1.6250000000000001e-01,3.6249999999999999e-01,-8.2146450886899994e-02,-1.5643446504023034e-01,7.4288014153330348e-02,7.4288014153330348e-02
7,14,1.8750000000000000e-01,3.6249999999999999e-01,-1.5099532103499999e-01,-3.0901699437494778e-01,1.5802167333994779e-01,1.5802167333994779e-01
8,14,2.1249999999999999e-01,3.6249999999999999e-01,-2.1612618525499999e-01,-4.5399049973954630e-01,2.3786431448454631e-01,2.3786431448454631e-01
9,14,2.3749999999999999e-01,3.6249999999999999e-01,-2.7593530551099998e-01,-5.8778525229247336e-01,3.1184994678147337e-01,3.1184994678147337e-01
10,14,2.6250000000000001e-01,3.6249999999999999e-01,-3.2894998276999998e-01,-7.0710678118654835e-01,3.7815679841654837e-01,3.7815679841654837e-01
11,14,2.8749999999999998e-01,3.6249999999999999e-01,-3.7386481973000002e-01,-8.0901699437494767e-01,4.3515217464494765e-01,4.3515217464494765e-01
12,14,3.1250000000000000e-01,3.6249999999999999e-01,-4.0957386404200002e-01,-8.9100652418836845e-01,4.8143266014636843e-01,4.8143266014636843e-01
13,14,3.3750000000000002e-01,3.6249999999999999e-01,-4.3519784052400001e-01,-9.5105651629515364e-01,5.1585867577115363e-01,5.1585867577115363e-01
14,14,3.6249999999999999e-01,3.6249999999999999e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
15,14,3.8750000000000001e-01,3.6249999999999999e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
16,14,4.1249999999999998e-01,3.6249999999999999e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
17,14,4.3750000000000000e-01,3.6249999999999999e-01,-4.2822959228700003e-01,-9.5105651629515353e-01,5.2282692400815356e-01,5.2282692400815356e-01
18,14,4.6250000000000002e-01,3.6249999999999999e-01,-3.9933650313000002e-01,-8.9100652418836768e-01,4.9167002105836766e-01,4.9167002105836766e-01
19,14,4.8749999999999999e-01,3.6249999999999999e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
20,14,5.1249999999999996e-01,3.6249999999999999e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
21,14,5.3749999999999998e-01,3.6249999999999999e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
