i,j,x,y,numerical,exact,error,absError
0,31,1.2500000000000001e-02,7.8749999999999998e-01,-4.2822959228700003e-01,-9.5105651629515375e-01,5.2282692400815378e-01,5.2282692400815378e-01
1,31,3.7499999999999999e-02,7.8749999999999998e-01,-3.9933650313000002e-01,-8.9100652418836768e-01,4.9167002105836766e-01,4.9167002105836766e-01
2,31,6.2500000000000000e-02,7.8749999999999998e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
3,31,8.7499999999999994e-02,7.8749999999999998e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
4,31,1.1250000000000000e-01,7.8749999999999998e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
5,31,1.3750000000000001e-01,7.8749999999999998e-01,-1.9603423317999999e-01,-4.5399049973954658e-01,2.5795626655954662e-01,2.5795626655954662e-01
6,31,1.6250000000000001e-01,7.8749999999999998e-01,-1.2954925815300000e-01,-3.0901699437494717e-01,1.7946773622194717e-01,1.7946773622194717e-01
7,31,1.8750000000000000e-01,7.8749999999999998e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
8,31,2.1249999999999999e-01,7.8749999999999998e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
9,31,2.3749999999999999e-01,7.8749999999999998e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
10,31,2.6250000000000001e-01,7.8749999999999998e-01,1.5099532103499999e-01,3.0901699437494762e-01,-1.5802167333994763e-01,1.5802167333994763e-01
11,31,2.8749999999999998e-01,7.8749999999999998e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
12,31,3.1250000000000000e-01,7.8749999999999998e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
13,31,3.3750000000000002e-01,7.8749999999999998e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
14,31,3.6249999999999999e-01,7.8749999999999998e-01,3.7386481973000002e-01,8.0901699437494701e-01,-4.3515217464494699e-01,4.3515217464494699e-01
15,31,3.8750000000000001e-01,7.8749999999999998e-01,4.0957386404200002e-01,8.9100652418836801e-01,-4.8143266014636799e-01,4.8143266014636799e-01
16,31,4.1249999999999998e-01,7.8749999999999998e-01,4.3519784052400001e-01,9.5105651629515364e-01,-5.1585867577115363e-01,5.1585867577115363e-01
17,31,4.3750000000000000e-01,7.8749999999999998e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
18,31,4.6250000000000002e-01,7.8749999999999998e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
19,31,4.8749999999999999e-01,7.8749999999999998e-01,4.4657824766999998e-01,9.8768834059513788e-01,-5.4111009292513790e-01,5.4111009292513790e-01
20,31,5.1249999999999996e-01,7.8749999999999998e-01,4.2822959228700003e-01,9.5105651629515375e-01,-5.2282692400815378e-01,5.2282692400815378e-01
21,31,5.3749999999999998e-01,7.8749999999999998e-01,3.9933650313000002e-01,8.9100652418836779e-01,-4.9167002105836777e-01,4.9167002105836777e-01
22,31,5.6250000000000000e-01,7.8749999999999998e-01,3.6061042394400000e-01,8.0901699437494679e-01,-4.4840657043094678e-01,4.4840657043094678e-01
23,31,5.8750000000000002e-01,7.8749999999999998e-01,3.1300491932300001e-01,7.0710678118654746e-01,-3.9410186186354745e-01,3.9410186186354745e-01
24,31,6.1250000000000004e-01,7.8749999999999998e-01,2.5769219478499999e-01,5.8778525229247336e-01,-3.3009305750747336e-01,3.3009305750747336e-01
25,31,6.3749999999999996e-01,7.8749999999999998e-01,1.9603423317999999e-01,4.5399049973954786e-01,-2.5795626655954784e-01,2.5795626655954784e-01
26,31,6.6249999999999998e-01,7.8749999999999998e-01,1.2954925815300000e-01,3.0901699437494773e-01,-1.7946773622194773e-01,1.7946773622194773e-01
27,31,6.8750000000000000e-01,7.8749999999999998e-01,5.9874350441599999e-02,1.5643446504023031e-01,-9.6560114598630314e-02,9.6560114598630314e-02
28,31,7.1250000000000002e-01,7.8749999999999998e-01,-1.1274862489400000e-02,-1.2246467991473532e-16,-1.1274862489399877e-02,1.1274862489399877e-02
29,31,7.3750000000000004e-01,7.8749999999999998e-01,-8.2146450886899994e-02,-1.5643446504023054e-01,7.4288014153330542e-02,7.4288014153330542e-02
30,31,7.6249999999999996e-01,7.8749999999999998e-01,-1.5099532103499999e-01,-3.0901699437494629e-01,1.5802167333994629e-01,1.5802167333994629e-01
31,31,7.8749999999999998e-01,7.8749999999999998e-01,-2.1612618525499999e-01,-4.5399049973954647e-01,2.3786431448454648e-01,2.3786431448454648e-01
32,31,8.1250000000000000e-01,7.8749999999999998e-01,-2.7593530551099998e-01,-5.8778525229247358e-01,3.1184994678147360e-01,3.1184994678147360e-01
33,31,8.3750000000000002e-01,7.8749999999999998e-01,-3.2894998276999998e-01,-7.0710678118654757e-01,3.7815679841654759e-01,3.7815679841654759e-01
34,31,8.6250000000000004e-01,7.8749999999999998e-01,-3.7386481973000002e-01,-8.0901699437494723e-01,4.3515217464494721e-01,4.3515217464494721e-01
35,31,8.8749999999999996e-01,7.8749999999999998e-01,-4.0957386404200002e-01,-8.9100652418836734e-01,4.8143266014636732e-01,4.8143266014636732e-01
36,31,9.1249999999999998e-01,7.8749999999999998e-01,-4.3519784052400001e-01,-9.5105651629515353e-01,5.1585867577115352e-01,5.1585867577115352e-01
37,31,9.3750000000000000e-01,7.8749999999999998e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
38,31,9.6250000000000002e-01,7.8749999999999998e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
39,31,9.8750000000000004e-01,7.8749999999999998e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
0,32,1.2500000000000001e-02,8.1250000000000000e-01,-3.9933650313000002e-01,-8.9100652418836768e-01,4.9167002105836766e-01,4.9167002105836766e-01
1,32,3.7499999999999999e-02,8.1250000000000000e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
2,32,6.2500000000000000e-02,8.1250000000000000e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
3,32,8.7499999999999994e-02,8.1250000000000000e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
4,32,1.1250000000000000e-01,8.1250000000000000e-01,-1.9603423317999999e-01,-4.5399049973954658e-01,2.5795626655954662e-01,2.5795626655954662e-01
5,32,1.3750000000000001e-01,8.1250000000000000e-01,-1.2954925815300000e-01,-3.0901699437494717e-01,1.7946773622194717e-01,1.7946773622194717e-01
6,32,1.6250000000000001e-01,8.1250000000000000e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
7,32,1.8750000000000000e-01,8.1250000000000000e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
8,32,2.1249999999999999e-01,8.1250000000000000e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
9,32,2.3749999999999999e-01,8.1250000000000000e-01,1.5099532103499999e-01,3.0901699437494762e-01,-1.5802167333994763e-01,1.5802167333994763e-01
10,32,2.6250000000000001e-01,8.1250000000000000e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
11,32,2.8749999999999998e-01,8.1250000000000000e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
12,32,3.1250000000000000e-01,8.1250000000000000e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
13,32,3.3750000000000002e-01,8.1250000000000000e-01,3.7386481973000002e-01,8.0901699437494701e-01,-4.3515217464494699e-01,4.3515217464494699e-01
14,32,3.6249999999999999e-01,8.1250000000000000e-01,4.0957386404200002e-01,8.9100652418836801e-01,-4.8143266014636799e-01,4.8143266014636799e-01
15,32,3.8750000000000001e-01,8.1250000000000000e-01,4.3519784052400001e-01,9.5105651629515364e-01,-5.1585867577115363e-01,5.1585867577115363e-01
16,32,4.1249999999999998e-01,8.1250000000000000e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
17,32,4.3750000000000000e-01,8.1250000000000000e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
18,32,4.6250000000000002e-01,8.1250000000000000e-01,4.4657824766999998e-01,9.8768834059513788e-01,-5.4111009292513790e-01,5.4111009292513790e-01
19,32,4.8749999999999999e-01,8.1250000000000000e-01,4.2822959228700003e-01,9.5105651629515353e-01,-5.2282692400815356e-01,5.2282692400815356e-01
20,32,5.1249999999999996e-01,8.1250000000000000e-01,3.9933650313000002e-01,8.9100652418836779e-01,-4.9167002105836777e-01,4.9167002105836777e-01
21,32,5.3749999999999998e-01,8.1250000000000000e-01,3.6061042394400000e-01,8.0901699437494679e-01,-4.4840657043094678e-01,4.4840657043094678e-01
22,32,5.6250000000000000e-01,8.1250000000000000e-01,3.1300491932300001e-01,7.0710678118654746e-01,-3.9410186186354745e-01,3.9410186186354745e-01
23,32,5.8750000000000002e-01,8.1250000000000000e-01,2.5769219478499999e-01,5.8778525229247336e-01,-3.3009305750747336e-01,3.3009305750747336e-01
24,32,6.1250000000000004e-01,8.1250000000000000e-01,1.9603423317999999e-01,4.5399049973954625e-01,-2.5795626655954629e-01,2.5795626655954629e-01
25,32,6.3749999999999996e-01,8.1250000000000000e-01,1.2954925815300000e-01,3.0901699437494773e-01,-1.7946773622194773e-01,1.7946773622194773e-01
26,32,6.6249999999999998e-01,8.1250000000000000e-01,5.9874350441599999e-02,1.5643446504023031e-01,-9.6560114598630314e-02,9.6560114598630314e-02
27,32,6.8750000000000000e-01,8.1250000000000000e-01,-1.1274862489400000e-02,-1.2246467991473532e-16,-1.1274862489399877e-02,1.1274862489399877e-02
28,32,7.1250000000000002e-01,8.1250000000000000e-01,-8.2146450886899994e-02,-1.5643446504023054e-01,7.4288014153330542e-02,7.4288014153330542e-02
29,32,7.3750000000000004e-01,8.1250000000000000e-01,-1.5099532103499999e-01,-3.0901699437494795e-01,1.5802167333994796e-01,1.5802167333994796e-01
30,32,7.6249999999999996e-01,8.1250000000000000e-01,-2.1612618525499999e-01,-4.5399049973954647e-01,2.3786431448454648e-01,2.3786431448454648e-01
31,32,7.8749999999999998e-01,8.1250000000000000e-01,-2.7593530551099998e-01,-5.8778525229247358e-01,3.1184994678147360e-01,3.1184994678147360e-01
32,32,8.1250000000000000e-01,8.1250000000000000e-01,-3.2894998276999998e-01,-7.0710678118654757e-01,3.7815679841654759e-01,3.7815679841654759e-01
33,32,8.3750000000000002e-01,8.1250000000000000e-01,-3.7386481973000002e-01,-8.0901699437494723e-01,4.3515217464494721e-01,4.3515217464494721e-01
34,32,8.6250000000000004e-01,8.1250000000000000e-01,-4.0957386404200002e-01,-8.9100652418836812e-01,4.8143266014636810e-01,4.8143266014636810e-01
35,32,8.8749999999999996e-01,8.1250000000000000e-01,-4.3519784052400001e-01,-9.5105651629515353e-01,5.1585867577115352e-01,5.1585867577115352e-01
36,32,9.1249999999999998e-01,8.1250000000000000e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
37,32,9.3750000000000000e-01,8.1250000000000000e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
38,32,9.6250000000000002e-01,8.1250000000000000e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
39,32,9.8750000000000004e-01,8.1250000000000000e-01,-4.2822959228700003e-01,-9.5105651629515353e-01,5.2282692400815356e-01,5.2282692400815356e-01
0,33,1.2500000000000001e-02,8.3750000000000002e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
1,33,3.7499999999999999e-02,8.3750000000000002e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
2,33,6.2500000000000000e-02,8.3750000000000002e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
3,33,8.7499999999999994e-02,8.3750000000000002e-01,-1.9603423317999999e-01,-4.5399049973954658e-01,2.5795626655954662e-01,2.5795626655954662e-01
4,33,1.1250000000000000e-01,8.3750000000000002e-01,-1.2954925815300000e-01,-3.0901699437494634e-01,1.7946773622194634e-01,1.7946773622194634e-01
5,33,1.3750000000000001e-01,8.3750000000000002e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
6,33,1.6250000000000001e-01,8.3750000000000002e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
7,33,1.8750000000000000e-01,8.3750000000000002e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
8,33,2.1249999999999999e-01,8.3750000000000002e-01,1.5099532103499999e-01,3.0901699437494762e-01,-1.5802167333994763e-01,1.5802167333994763e-01
9,33,2.3749999999999999e-01,8.3750000000000002e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
10,33,2.6250000000000001e-01,8.3750000000000002e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
11,33,2.8749999999999998e-01,8.3750000000000002e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
12,33,3.1250000000000000e-01,8.3750000000000002e-01,3.7386481973000002e-01,8.0901699437494701e-01,-4.3515217464494699e-01,4.3515217464494699e-01
13,33,3.3750000000000002e-01,8.3750000000000002e-01,4.0957386404200002e-01,8.9100652418836801e-01,-4.8143266014636799e-01,4.8143266014636799e-01
14,33,3.6249999999999999e-01,8.3750000000000002e-01,4.3519784052400001e-01,9.5105651629515364e-01,-5.1585867577115363e-01,5.1585867577115363e-01
15,33,3.8750000000000001e-01,8.3750000000000002e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
16,33,4.1249999999999998e-01,8.3750000000000002e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
17,33,4.3750000000000000e-01,8.3750000000000002e-01,4.4657824766999998e-01,9.8768834059513788e-01,-5.4111009292513790e-01,5.4111009292513790e-01
18,33,4.6250000000000002e-01,8.3750000000000002e-01,4.2822959228700003e-01,9.5105651629515353e-01,-5.2282692400815356e-01,5.2282692400815356e-01
19,33,4.8749999999999999e-01,8.3750000000000002e-01,3.9933650313000002e-01,8.9100652418836779e-01,-4.9167002105836777e-01,4.9167002105836777e-01
20,33,5.1249999999999996e-01,8.3750000000000002e-01,3.6061042394400000e-01,8.0901699437494679e-01,-4.4840657043094678e-01,4.4840657043094678e-01
21,33,5.3749999999999998e-01,8.3750000000000002e-01,3.1300491932300001e-01,7.0710678118654746e-01,-3.9410186186354745e-01,3.9410186186354745e-01
22,33,5.6250000000000000e-01,8.3750000000000002e-01,2.5769219478499999e-01,5.8778525229247336e-01,-3.3009305750747336e-01,3.3009305750747336e-01
23,33,5.8750000000000002e-01,8.3750000000000002e-01,1.9603423317999999e-01,4.5399049973954625e-01,-2.5795626655954629e-01,2.5795626655954629e-01
24,33,6.1250000000000004e-01,8.3750000000000002e-01,1.2954925815300000e-01,3.0901699437494601e-01,-1.7946773622194601e-01,1.7946773622194601e-01
25,33,6.3749999999999996e-01,8.3750000000000002e-01,5.9874350441599999e-02,1.5643446504023031e-01,-9.6560114598630314e-02,9.6560114598630314e-02
26,33,6.6249999999999998e-01,8.3750000000000002e-01,-1.1274862489400000e-02,-1.2246467991473532e-16,-1.1274862489399877e-02,1.1274862489399877e-02
27,33,6.8750000000000000e-01,8.3750000000000002e-01,-8.2146450886899994e-02,-1.5643446504023054e-01,7.4288014153330542e-02,7.4288014153330542e-02
28,33,7.1250000000000002e-01,8.3750000000000002e-01,-1.5099532103499999e-01,-3.0901699437494795e-01,1.5802167333994796e-01,1.5802167333994796e-01
29,33,7.3750000000000004e-01,8.3750000000000002e-01,-2.1612618525499999e-01,-4.5399049973954808e-01,2.3786431448454809e-01,2.3786431448454809e-01
30,33,7.6249999999999996e-01,8.3750000000000002e-01,-2.7593530551099998e-01,-5.8778525229247358e-01,3.1184994678147360e-01,3.1184994678147360e-01
31,33,7.8749999999999998e-01,8.3750000000000002e-01,-3.2894998276999998e-01,-7.0710678118654757e-01,3.7815679841654759e-01,3.7815679841654759e-01
32,33,8.1250000000000000e-01,8.3750000000000002e-01,-3.7386481973000002e-01,-8.0901699437494723e-01,4.3515217464494721e-01,4.3515217464494721e-01
33,33,8.3750000000000002e-01,8.3750000000000002e-01,-4.0957386404200002e-01,-8.9100652418836812e-01,4.8143266014636810e-01,4.8143266014636810e-01
34,33,8.6250000000000004e-01,8.3750000000000002e-01,-4.3519784052400001e-01,-9.5105651629515398e-01,5.1585867577115396e-01,5.1585867577115396e-01
35,33,8.8749999999999996e-01,8.3750000000000002e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
36,33,9.1249999999999998e-01,8.3750000000000002e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
37,33,9.3750000000000000e-01,8.3750000000000002e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
38,33,9.6250000000000002e-01,8.3750000000000002e-01,-4.2822959228700003e-01,-9.5105651629515353e-01,5.2282692400815356e-01,5.2282692400815356e-01
39,33,9.8750000000000004e-01,8.3750000000000002e-01,-3.9933650313000002e-01,-8.9100652418836734e-01,4.9167002105836732e-01,4.9167002105836732e-01
0,34,1.2500000000000001e-02,8.6250000000000004e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
1,34,3.7499999999999999e-02,8.6250000000000004e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
2,34,6.2500000000000000e-02,8.6250000000000004e-01,-1.9603423317999999e-01,-4.5399049973954658e-01,2.5795626655954662e-01,2.5795626655954662e-01
3,34,8.7499999999999994e-02,8.6250000000000004e-01,-1.2954925815300000e-01,-3.0901699437494634e-01,1.7946773622194634e-01,1.7946773622194634e-01
4,34,1.1250000000000000e-01,8.6250000000000004e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
5,34,1.3750000000000001e-01,8.6250000000000004e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
6,34,1.6250000000000001e-01,8.6250000000000004e-01,8.2146450886899994e-02,1.5643446504023198e-01,-7.4288014153331985e-02,7.4288014153331985e-02
7,34,1.8750000000000000e-01,8.6250000000000004e-01,1.5099532103499999e-01,3.0901699437494762e-01,-1.5802167333994763e-01,1.5802167333994763e-01
8,34,2.1249999999999999e-01,8.6250000000000004e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
9,34,2.3749999999999999e-01,8.6250000000000004e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
10,34,2.6250000000000001e-01,8.6250000000000004e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
11,34,2.8749999999999998e-01,8.6250000000000004e-01,3.7386481973000002e-01,8.0901699437494701e-01,-4.3515217464494699e-01,4.3515217464494699e-01
12,34,3.1250000000000000e-01,8.6250000000000004e-01,4.0957386404200002e-01,8.9100652418836801e-01,-4.8143266014636799e-01,4.8143266014636799e-01
13,34,3.3750000000000002e-01,8.6250000000000004e-01,4.3519784052400001e-01,9.5105651629515386e-01,-5.1585867577115385e-01,5.1585867577115385e-01
14,34,3.6249999999999999e-01,8.6250000000000004e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
15,34,3.8750000000000001e-01,8.6250000000000004e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
16,34,4.1249999999999998e-01,8.6250000000000004e-01,4.4657824766999998e-01,9.8768834059513788e-01,-5.4111009292513790e-01,5.4111009292513790e-01
17,34,4.3750000000000000e-01,8.6250000000000004e-01,4.2822959228700003e-01,9.5105651629515353e-01,-5.2282692400815356e-01,5.2282692400815356e-01
18,34,4.6250000000000002e-01,8.6250000000000004e-01,3.9933650313000002e-01,8.9100652418836734e-01,-4.9167002105836732e-01,4.9167002105836732e-01
19,34,4.8749999999999999e-01,8.6250000000000004e-01,3.6061042394400000e-01,8.0901699437494679e-01,-4.4840657043094678e-01,4.4840657043094678e-01
20,34,5.1249999999999996e-01,8.6250000000000004e-01,3.1300491932300001e-01,7.0710678118654746e-01,-3.9410186186354745e-01,3.9410186186354745e-01
21,34,5.3749999999999998e-01,8.6250000000000004e-01,2.5769219478499999e-01,5.8778525229247336e-01,-3.3009305750747336e-01,3.3009305750747336e-01
22,34,5.6250000000000000e-01,8.6250000000000004e-01,1.9603423317999999e-01,4.5399049973954625e-01,-2.5795626655954629e-01,2.5795626655954629e-01
23,34,5.8750000000000002e-01,8.6250000000000004e-01,1.2954925815300000e-01,3.0901699437494601e-01,-1.7946773622194601e-01,1.7946773622194601e-01
24,34,6.1250000000000004e-01,8.6250000000000004e-01,5.9874350441599999e-02,1.5643446504023031e-01,-9.6560114598630314e-02,9.6560114598630314e-02
25,34,6.3749999999999996e-01,8.6250000000000004e-01,-1.1274862489400000e-02,-1.2246467991473532e-16,-1.1274862489399877e-02,1.1274862489399877e-02
26,34,6.6249999999999998e-01,8.6250000000000004e-01,-8.2146450886899994e-02,-1.5643446504023054e-01,7.4288014153330542e-02,7.4288014153330542e-02
27,34,6.8750000000000000e-01,8.6250000000000004e-01,-1.5099532103499999e-01,-3.0901699437494795e-01,1.5802167333994796e-01,1.5802167333994796e-01
28,34,7.1250000000000002e-01,8.6250000000000004e-01,-2.1612618525499999e-01,-4.5399049973954808e-01,2.3786431448454809e-01,2.3786431448454809e-01
29,34,7.3750000000000004e-01,8.6250000000000004e-01,-2.7593530551099998e-01,-5.8778525229247358e-01,3.1184994678147360e-01,3.1184994678147360e-01
30,34,7.6249999999999996e-01,8.6250000000000004e-01,-3.2894998276999998e-01,-7.0710678118654757e-01,3.7815679841654759e-01,3.7815679841654759e-01
31,34,7.8749999999999998e-01,8.6250000000000004e-01,-3.7386481973000002e-01,-8.0901699437494723e-01,4.3515217464494721e-01,4.3515217464494721e-01
32,34,8.1250000000000000e-01,8.6250000000000004e-01,-4.0957386404200002e-01,-8.9100652418836812e-01,4.8143266014636810e-01,4.8143266014636810e-01
33,34,8.3750000000000002e-01,8.6250000000000004e-01,-4.3519784052400001e-01,-9.5105651629515398e-01,5.1585867577115396e-01,5.1585867577115396e-01
34,34,8.6250000000000004e-01,8.6250000000000004e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
35,34,8.8749999999999996e-01,8.6250000000000004e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
36,34,9.1249999999999998e-01,8.6250000000000004e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
37,34,9.3750000000000000e-01,8.6250000000000004e-01,-4.2822959228700003e-01,-9.5105651629515353e-01,5.2282692400815356e-01,5.2282692400815356e-01
38,34,9.6250000000000002e-01,8.6250000000000004e-01,-3.9933650313000002e-01,-8.9100652418836734e-01,4.9167002105836732e-01,4.9167002105836732e-01
39,34,9.8750000000000004e-01,8.6250000000000004e-01,-3.6061042394400000e-01,-8.0901699437494712e-01,4.4840657043094712e-01,4.4840657043094712e-01
0,35,1.2500000000000001e-02,8.8749999999999996e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
1,35,3.7499999999999999e-02,8.8749999999999996e-01,-1.9603423317999999e-01,-4.5399049973954736e-01,2.5795626655954740e-01,2.5795626655954740e-01
2,35,6.2500000000000000e-02,8.8749999999999996e-01,-1.2954925815300000e-01,-3.0901699437494717e-01,1.7946773622194717e-01,1.7946773622194717e-01
3,35,8.7499999999999994e-02,8.8749999999999996e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
4,35,1.1250000000000000e-01,8.8749999999999996e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
5,35,1.3750000000000001e-01,8.8749999999999996e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
6,35,1.6250000000000001e-01,8.8749999999999996e-01,1.5099532103499999e-01,3.0901699437494762e-01,-1.5802167333994763e-01,1.5802167333994763e-01
7,35,1.8750000000000000e-01,8.8749999999999996e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
8,35,2.1249999999999999e-01,8.8749999999999996e-01,2.7593530551099998e-01,5.8778525229247258e-01,-3.1184994678147260e-01,3.1184994678147260e-01
9,35,2.3749999999999999e-01,8.8749999999999996e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
10,35,2.6250000000000001e-01,8.8749999999999996e-01,3.7386481973000002e-01,8.0901699437494701e-01,-4.3515217464494699e-01,4.3515217464494699e-01
11,35,2.8749999999999998e-01,8.8749999999999996e-01,4.0957386404200002e-01,8.9100652418836757e-01,-4.8143266014636754e-01,4.8143266014636754e-01
12,35,3.1250000000000000e-01,8.8749999999999996e-01,4.3519784052400001e-01,9.5105651629515364e-01,-5.1585867577115363e-01,5.1585867577115363e-01
13,35,3.3750000000000002e-01,8.8749999999999996e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
14,35,3.6249999999999999e-01,8.8749999999999996e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
15,35,3.8750000000000001e-01,8.8749999999999996e-01,4.4657824766999998e-01,9.8768834059513788e-01,-5.4111009292513790e-01,5.4111009292513790e-01
16,35,4.1249999999999998e-01,8.8749999999999996e-01,4.2822959228700003e-01,9.5105651629515375e-01,-5.2282692400815378e-01,5.2282692400815378e-01
17,35,4.3750000000000000e-01,8.8749999999999996e-01,3.9933650313000002e-01,8.9100652418836779e-01,-4.9167002105836777e-01,4.9167002105836777e-01
18,35,4.6250000000000002e-01,8.8749999999999996e-01,3.6061042394400000e-01,8.0901699437494679e-01,-4.4840657043094678e-01,4.4840657043094678e-01
19,35,4.8749999999999999e-01,8.8749999999999996e-01,3.1300491932300001e-01,7.0710678118654746e-01,-3.9410186186354745e-01,3.9410186186354745e-01
