case,solverFamily,mesh,resolution,nominalH,nCells,normalizedL1,normalizedL2,normalizedLinf,absoluteL1,absoluteL2,absoluteLinf,initialNormalizedL1,initialNormalizedL2,initialNormalizedLinf,relativeErrorValid,observedOrderL1,observedOrderL2,observedOrderLinf,maxCo,normalizedMassError,finalAmplitude,meshOK,solverEnded,solverFatal,linearSolver,linearTolerance,nNonOrthogonalCorrectors
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_advection_diffusion_equation/02_sine_wave_tri_upwind/N10,03_advection_diffusion_equation,tri,10,0.1,200,2.3384465765296164e+21,2.0821347143347035e+21,1.480401369447008e+21,7.541816952989978e-14,7.541816952989999e-14,7.54181695299e-14,1.1978697918143312e-13,1.0665739819854784e-13,7.58335938917559e-14,False,,,,0.45,1.1425306578789869e-13,0.0,True,True,False,,,
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_advection_diffusion_equation/02_sine_wave_tri_upwind/N20,03_advection_diffusion_equation,tri,20,0.05,800,1.6754361920418525e+21,1.4917954047425907e+21,1.060669103161865e+21,5.403515822690027e-14,5.403515822689959e-14,5.40351582269e-14,8.58242571244795e-14,7.641725360946915e-14,5.433279898461281e-14,False,0.4810137263077888,0.48101372630785055,0.4810137263079244,0.45,9.557419605910635e-14,0.0,True,True,False,,,
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_advection_diffusion_equation/02_sine_wave_tri_upwind/N40,03_advection_diffusion_equation,tri,40,0.025,3200,1.437646528524813e+21,1.2907835788679869e+21,9.127218216617008e+20,4.675419611770101e-14,4.6754196117701144e-14,4.67541961177e-14,7.364347619103291e-14,6.61204182475099e-14,4.67541961177e-14,False,0.22082773680141052,0.20880255853980445,0.21672751968023096,0.45,1.5138133878042124e-13,0.0,True,True,False,,,
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_advection_diffusion_equation/02_sine_wave_tri_upwind/N80,03_advection_diffusion_equation,tri,80,0.0125,12800,1.6858205680542826e+21,1.5167311662499942e+21,1.0724908928922852e+21,5.493837043300175e-14,5.493837043299853e-14,5.4938370433e-14,8.635619702239966e-14,7.769458856102937e-14,5.4938370433e-14,False,-0.22974198317379815,-0.23271826773284682,-0.23271826773293172,0.450000000008,6.599024631308305e-15,0.0,True,True,False,,,
