i,j,x,y,initial,numerical,change,absChange
34,59,1.7249999999999999e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.4219351785300000e-02,1.4219351785300000e-02,1.4219351785300000e-02
35,59,1.7749999999999999e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.5161561759899999e-02,1.5161561759899999e-02,1.5161561759899999e-02
36,59,1.8250000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.6141812469999999e-02,1.6141812469999999e-02,1.6141812469999999e-02
37,59,1.8750000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.7161797515500000e-02,1.7161797515500000e-02,1.7161797515500000e-02
38,59,1.9250000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.8223807185000000e-02,1.8223807185000000e-02,1.8223807185000000e-02
39,59,1.9750000000000001e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.9330843194700000e-02,1.9330843194700000e-02,1.9330843194700000e-02
40,59,2.0250000000000001e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.0486737648500002e-02,2.0486737648500002e-02,2.0486737648500002e-02
41,59,2.0749999999999999e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.1696273955900000e-02,2.1696273955900000e-02,2.1696273955900000e-02
42,59,2.1249999999999999e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.2965307045500000e-02,2.2965307045500000e-02,2.2965307045500000e-02
43,59,2.1750000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.4300879821900000e-02,2.4300879821900000e-02,2.4300879821900000e-02
44,59,2.2250000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.5711332458299999e-02,2.5711332458299999e-02,2.5711332458299999e-02
45,59,2.2750000000000001e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.7206400807500000e-02,2.7206400807500000e-02,2.7206400807500000e-02
46,59,2.3250000000000001e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.8797299968800000e-02,2.8797299968800000e-02,2.8797299968800000e-02
47,59,2.3749999999999999e-01,2.9749999999999999e-01,0.0000000000000000e+00,3.0496788876199998e-02,3.0496788876199998e-02,3.0496788876199998e-02
48,59,2.4249999999999999e-01,2.9749999999999999e-01,0.0000000000000000e+00,3.2319211700000003e-02,3.2319211700000003e-02,3.2319211700000003e-02
49,59,2.4750000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,3.4280511882000000e-02,3.4280511882000000e-02,3.4280511882000000e-02
50,59,2.5250000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,3.6398214773400002e-02,3.6398214773400002e-02,3.6398214773400002e-02
51,59,2.5750000000000001e-01,2.9749999999999999e-01,0.0000000000000000e+00,3.8691375122400000e-02,3.8691375122400000e-02,3.8691375122400000e-02
52,59,2.6250000000000001e-01,2.9749999999999999e-01,0.0000000000000000e+00,4.1180486068500000e-02,4.1180486068500000e-02,4.1180486068500000e-02
53,59,2.6750000000000002e-01,2.9749999999999999e-01,0.0000000000000000e+00,4.3887346852900001e-02,4.3887346852900001e-02,4.3887346852900001e-02
54,59,2.7250000000000002e-01,2.9749999999999999e-01,0.0000000000000000e+00,4.6834887140600003e-02,4.6834887140600003e-02,4.6834887140600003e-02
55,59,2.7750000000000002e-01,2.9749999999999999e-01,0.0000000000000000e+00,5.0046946671400000e-02,5.0046946671400000e-02,5.0046946671400000e-02
56,59,2.8249999999999997e-01,2.9749999999999999e-01,0.0000000000000000e+00,5.3548009898299997e-02,5.3548009898299997e-02,5.3548009898299997e-02
57,59,2.8749999999999998e-01,2.9749999999999999e-01,0.0000000000000000e+00,5.7362896320800001e-02,5.7362896320800001e-02,5.7362896320800001e-02
58,59,2.9249999999999998e-01,2.9749999999999999e-01,0.0000000000000000e+00,6.1516408358799998e-02,6.1516408358799998e-02,6.1516408358799998e-02
59,59,2.9749999999999999e-01,2.9749999999999999e-01,0.0000000000000000e+00,6.6032939805099999e-02,6.6032939805099999e-02,6.6032939805099999e-02
60,59,3.0249999999999999e-01,2.9749999999999999e-01,0.0000000000000000e+00,7.0936049128900003e-02,7.0936049128900003e-02,7.0936049128900003e-02
61,59,3.0750000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,7.6248003123999999e-02,7.6248003123999999e-02,7.6248003123999999e-02
62,59,3.1250000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,8.1989297587200000e-02,8.1989297587200000e-02,8.1989297587200000e-02
63,59,3.1750000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,8.8178162818700001e-02,8.8178162818700001e-02,8.8178162818700001e-02
64,59,3.2250000000000001e-01,2.9749999999999999e-01,0.0000000000000000e+00,9.4830062727600001e-02,9.4830062727600001e-02,9.4830062727600001e-02
65,59,3.2750000000000001e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.0195719716100000e-01,1.0195719716100000e-01,1.0195719716100000e-01
66,59,3.3250000000000002e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.0956801770900000e-01,1.0956801770900000e-01,1.0956801770900000e-01
67,59,3.3750000000000002e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.1766676763900000e-01,1.1766676763900000e-01,1.1766676763900000e-01
68,59,3.4250000000000003e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.2625305677699999e-01,1.2625305677699999e-01,1.2625305677699999e-01
69,59,3.4749999999999998e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.3532148199100000e-01,1.3532148199100000e-01,1.3532148199100000e-01
70,59,3.5249999999999998e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.4486130351599999e-01,1.4486130351599999e-01,1.4486130351599999e-01
71,59,3.5749999999999998e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.5485618662299999e-01,1.5485618662299999e-01,1.5485618662299999e-01
72,59,3.6249999999999999e-01,2.9749999999999999e-01,3.0177564934922851e-02,1.6528401709700000e-01,1.3510645216207715e-01,1.3510645216207715e-01
73,59,3.6749999999999999e-01,2.9749999999999999e-01,6.1620782649383421e-02,1.7611679768899999e-01,1.1449601503961657e-01,1.1449601503961657e-01
74,59,3.7250000000000000e-01,2.9749999999999999e-01,9.2929011720814803e-02,1.8732063115399999e-01,9.4391619433185192e-02,9.4391619433185192e-02
75,59,3.7750000000000000e-01,2.9749999999999999e-01,1.2408777710193919e-01,1.9885579369699999e-01,7.4768016595060799e-02,7.4768016595060799e-02
76,59,3.8250000000000001e-01,2.9749999999999999e-01,1.5508054295756168e-01,2.1067690078099999e-01,5.5596357823438303e-02,5.5596357823438303e-02
77,59,3.8750000000000001e-01,2.9749999999999999e-01,1.8588835054534592e-01,2.2273316516899999e-01,3.6844814623654076e-02,3.6844814623654076e-02
78,59,3.9250000000000002e-01,2.9749999999999999e-01,2.1648938176378951e-01,2.3496874506700000e-01,1.8479363303210483e-02,1.8479363303210483e-02
79,59,3.9750000000000002e-01,2.9749999999999999e-01,2.4685843148699993e-01,2.4732317820100000e-01,4.6474671400006939e-04,4.6474671400006939e-04
80,59,4.0250000000000002e-01,2.9749999999999999e-01,2.7696626788387146e-01,2.5973189573900002e-01,-1.7234372144871446e-02,1.7234372144871446e-02
81,59,4.0749999999999997e-01,2.9749999999999999e-01,3.0677885523048609e-01,2.7212680826000002e-01,-3.4652046970486072e-02,3.4652046970486072e-02
82,59,4.1249999999999998e-01,2.9749999999999999e-01,3.3625640827533765e-01,2.8443695441599998e-01,-5.1819453859337672e-02,5.1819453859337672e-02
83,59,4.1749999999999998e-01,2.9749999999999999e-01,3.6535224117800758e-01,2.9658920175400000e-01,-6.8763039424007577e-02,6.8763039424007577e-02
84,59,4.2249999999999999e-01,2.9749999999999999e-01,3.9401136791007185e-01,3.0850898820900002e-01,-8.5502379701071829e-02,8.5502379701071829e-02
85,59,4.2749999999999999e-01,2.9749999999999999e-01,4.2216880588800942e-01,3.2012109222300000e-01,-1.0204771366500942e-01,1.0204771366500942e-01
86,59,4.3250000000000000e-01,2.9749999999999999e-01,4.4974753269269407e-01,3.3135041921000002e-01,-1.1839711348269405e-01,1.1839711348269405e-01
87,59,4.3750000000000000e-01,2.9749999999999999e-01,4.7665605106308062e-01,3.4212279219000002e-01,-1.3453325887308060e-01,1.3453325887308060e-01
88,59,4.4250000000000000e-01,2.9749999999999999e-01,5.0278553699412343e-01,3.5236573480599997e-01,-1.5041980218812345e-01,1.5041980218812345e-01
89,59,4.4750000000000001e-01,2.9749999999999999e-01,5.2800659138312356e-01,3.6200923561699999e-01,-1.6599735576612357e-01,1.6599735576612357e-01
90,59,4.5250000000000001e-01,2.9749999999999999e-01,5.5216570524852004e-01,3.7098648343500001e-01,-1.8117922181352003e-01,1.8117922181352003e-01
91,59,4.5750000000000002e-01,2.9749999999999999e-01,5.7508170720060137e-01,3.7923456449199999e-01,-1.9584714270860137e-01,1.9584714270860137e-01
92,59,4.6250000000000002e-01,2.9749999999999999e-01,5.9654271876966003e-01,3.8669511334399997e-01,-2.0984760542566006e-01,2.0984760542566006e-01
93,59,4.6750000000000003e-01,2.9749999999999999e-01,6.1630451889262217e-01,3.9331491054500001e-01,-2.2298960834762216e-01,2.2298960834762216e-01
94,59,4.7249999999999998e-01,2.9749999999999999e-01,6.3409169333166426e-01,3.9904642125200002e-01,-2.3504527207966425e-01,2.3504527207966425e-01
95,59,4.7749999999999998e-01,2.9749999999999999e-01,6.4960339930618949e-01,4.0384826994099998e-01,-2.4575512936518951e-01,2.4575512936518951e-01
96,59,4.8249999999999998e-01,2.9749999999999999e-01,6.6252572114472352e-01,4.0768564735599999e-01,-2.5484007378872353e-01,2.5484007378872353e-01
97,59,4.8749999999999999e-01,2.9749999999999999e-01,6.7255195492685838e-01,4.1053064666000000e-01,-2.6202130826685838e-01,2.6202130826685838e-01
98,59,4.9249999999999999e-01,2.9749999999999999e-01,6.7941026563881102e-01,4.1236252643799998e-01,-2.6704773920081104e-01,2.6704773920081104e-01
99,59,4.9750000000000000e-01,2.9749999999999999e-01,6.8289504015932589e-01,4.1316789883400001e-01,-2.6972714132532588e-01,2.6972714132532588e-01
100,59,5.0249999999999995e-01,2.9749999999999999e-01,6.8289504015932589e-01,4.1292409655599999e-01,-2.6997094360332591e-01,2.6997094360332591e-01
101,59,5.0749999999999995e-01,2.9749999999999999e-01,6.7941026563881102e-01,4.1161629501199998e-01,-2.6779397062681104e-01,2.6779397062681104e-01
102,59,5.1249999999999996e-01,2.9749999999999999e-01,6.7255195492685849e-01,4.0925443512600002e-01,-2.6329751980085847e-01,2.6329751980085847e-01
103,59,5.1749999999999996e-01,2.9749999999999999e-01,6.6252572114472374e-01,4.0585630678300000e-01,-2.5666941436172375e-01,2.5666941436172375e-01
104,59,5.2249999999999996e-01,2.9749999999999999e-01,6.4960339930618949e-01,4.0144733177300002e-01,-2.4815606753318947e-01,2.4815606753318947e-01
105,59,5.2749999999999997e-01,2.9749999999999999e-01,6.3409169333166426e-01,3.9606026514100001e-01,-2.3803142819066425e-01,2.3803142819066425e-01
106,59,5.3249999999999997e-01,2.9749999999999999e-01,6.1630451889262217e-01,3.8973481761399997e-01,-2.2656970127862219e-01,2.2656970127862219e-01
107,59,5.3749999999999998e-01,2.9749999999999999e-01,5.9654271876966003e-01,3.8251720277399998e-01,-2.1402551599566005e-01,2.1402551599566005e-01
108,59,5.4249999999999998e-01,2.9749999999999999e-01,5.7508170720060137e-01,3.7445961380600001e-01,-2.0062209339460135e-01,2.0062209339460135e-01
109,59,5.4749999999999999e-01,2.9749999999999999e-01,5.5216570524852004e-01,3.6561963576099998e-01,-1.8654606948752006e-01,1.8654606948752006e-01
110,59,5.5249999999999999e-01,2.9749999999999999e-01,5.2800659138312356e-01,3.5605960050000002e-01,-1.7194699088312354e-01,1.7194699088312354e-01
111,59,5.5750000000000000e-01,2.9749999999999999e-01,5.0278553699412343e-01,3.4584589264999999e-01,-1.5693964434412344e-01,1.5693964434412344e-01
112,59,5.6250000000000000e-01,2.9749999999999999e-01,4.7665605106308062e-01,3.3504821591099998e-01,-1.4160783515208064e-01,1.4160783515208064e-01
113,59,5.6750000000000000e-01,2.9749999999999999e-01,4.4974753269269407e-01,3.2373883006499998e-01,-1.2600870262769409e-01,1.2600870262769409e-01
114,59,5.7250000000000001e-01,2.9749999999999999e-01,4.2216880588800942e-01,3.1199176970400000e-01,-1.1017703618400942e-01,1.1017703618400942e-01
115,59,5.7750000000000001e-01,2.9749999999999999e-01,3.9401136791007185e-01,2.9988205624600001e-01,-9.4129311664071846e-02,9.4129311664071846e-02
116,59,5.8250000000000002e-01,2.9749999999999999e-01,3.6535224117800758e-01,2.8748491506099999e-01,-7.7867326117007585e-02,7.7867326117007585e-02
117,59,5.8750000000000002e-01,2.9749999999999999e-01,3.3625640827533732e-01,2.7487500947299998e-01,-6.1381398802337339e-02,6.1381398802337339e-02
118,59,5.9250000000000003e-01,2.9749999999999999e-01,3.0677885523048587e-01,2.6212570310700001e-01,-4.4653152123485862e-02,4.4653152123485862e-02
119,59,5.9750000000000003e-01,2.9749999999999999e-01,2.7696626788387113e-01,2.4930836144099999e-01,-2.7657906442871139e-02,2.7657906442871139e-02
120,59,6.0250000000000004e-01,2.9749999999999999e-01,2.4685843148699960e-01,2.3649170253400001e-01,-1.0366728952999588e-02,1.0366728952999588e-02
121,59,6.0750000000000004e-01,2.9749999999999999e-01,2.1648938176378918e-01,2.2374120581699999e-01,7.2518240532108147e-03,7.2518240532108147e-03
122,59,6.1250000000000004e-01,2.9749999999999999e-01,1.8588835054534547e-01,2.1111858647699999e-01,2.5230235931654521e-02,2.5230235931654521e-02
123,59,6.1750000000000005e-01,2.9749999999999999e-01,1.5508054295756135e-01,1.9868134151700001e-01,4.3600798559438658e-02,4.3600798559438658e-02
124,59,6.2250000000000005e-01,2.9749999999999999e-01,1.2408777710193886e-01,1.8648237195100001e-01,6.2394594849061152e-02,6.2394594849061152e-02
125,59,6.2749999999999995e-01,2.9749999999999999e-01,9.2929011720814469e-02,1.7456968394700001e-01,8.1640672226185540e-02,8.1640672226185540e-02
126,59,6.3249999999999995e-01,2.9749999999999999e-01,6.1620782649383088e-02,1.6298617008300001e-01,1.0136538743361692e-01,1.0136538743361692e-01
127,59,6.3749999999999996e-01,2.9749999999999999e-01,3.0177564934922518e-02,1.5176947019199999e-01,1.2159190525707747e-01,1.2159190525707747e-01
128,59,6.4249999999999996e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.4095190979700001e-01,1.4095190979700001e-01,1.4095190979700001e-01
129,59,6.4749999999999996e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.3056051264999999e-01,1.3056051264999999e-01,1.3056051264999999e-01
130,59,6.5249999999999997e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.2061708266600001e-01,1.2061708266600001e-01,1.2061708266600001e-01
131,59,6.5749999999999997e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.1113834943200000e-01,1.1113834943200000e-01,1.1113834943200000e-01
132,59,6.6249999999999998e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.0213617061900000e-01,1.0213617061900000e-01,1.0213617061900000e-01
133,59,6.6749999999999998e-01,2.9749999999999999e-01,0.0000000000000000e+00,9.3617783936300006e-02,9.3617783936300006e-02,9.3617783936300006e-02
134,59,6.7249999999999999e-01,2.9749999999999999e-01,0.0000000000000000e+00,8.5586100840500001e-02,8.5586100840500001e-02,8.5586100840500001e-02
135,59,6.7749999999999999e-01,2.9749999999999999e-01,0.0000000000000000e+00,7.8040033971299994e-02,7.8040033971299994e-02,7.8040033971299994e-02
136,59,6.8250000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,7.0974850259200001e-02,7.0974850259200001e-02,7.0974850259200001e-02
137,59,6.8750000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,6.4382541812300007e-02,6.4382541812300007e-02,6.4382541812300007e-02
138,59,6.9250000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,5.8252207015499997e-02,5.8252207015499997e-02,5.8252207015499997e-02
139,59,6.9750000000000001e-01,2.9749999999999999e-01,0.0000000000000000e+00,5.2570434750500002e-02,5.2570434750500002e-02,5.2570434750500002e-02
140,59,7.0250000000000001e-01,2.9749999999999999e-01,0.0000000000000000e+00,4.7321685233800002e-02,4.7321685233800002e-02,4.7321685233800002e-02
141,59,7.0750000000000002e-01,2.9749999999999999e-01,0.0000000000000000e+00,4.2488661655000003e-02,4.2488661655000003e-02,4.2488661655000003e-02
142,59,7.1250000000000002e-01,2.9749999999999999e-01,0.0000000000000000e+00,3.8052667547300002e-02,3.8052667547300002e-02,3.8052667547300002e-02
143,59,7.1750000000000003e-01,2.9749999999999999e-01,0.0000000000000000e+00,3.3993945605100002e-02,3.3993945605100002e-02,3.3993945605100002e-02
144,59,7.2250000000000003e-01,2.9749999999999999e-01,0.0000000000000000e+00,3.0291994471500001e-02,3.0291994471500001e-02,3.0291994471500001e-02
145,59,7.2750000000000004e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.6925860806900001e-02,2.6925860806900001e-02,2.6925860806900001e-02
146,59,7.3250000000000004e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.3874404718100001e-02,2.3874404718100001e-02,2.3874404718100001e-02
147,59,7.3750000000000004e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.1116537352599999e-02,2.1116537352599999e-02,2.1116537352599999e-02
148,59,7.4250000000000005e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.8631430121800002e-02,1.8631430121800002e-02,1.8631430121800002e-02
149,59,7.4750000000000005e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.6398695621199999e-02,1.6398695621199999e-02,1.6398695621199999e-02
150,59,7.5249999999999995e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.4398540833599999e-02,1.4398540833599999e-02,1.4398540833599999e-02
151,59,7.5749999999999995e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.2611893650999999e-02,1.2611893650999999e-02,1.2611893650999999e-02
152,59,7.6249999999999996e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.1020504114600000e-02,1.1020504114600000e-02,1.1020504114600000e-02
153,59,7.6749999999999996e-01,2.9749999999999999e-01,0.0000000000000000e+00,9.6070220618899999e-03,9.6070220618899999e-03,9.6070220618899999e-03
154,59,7.7249999999999996e-01,2.9749999999999999e-01,0.0000000000000000e+00,8.3550530822400007e-03,8.3550530822400007e-03,8.3550530822400007e-03
155,59,7.7749999999999997e-01,2.9749999999999999e-01,0.0000000000000000e+00,7.2491948278300003e-03,7.2491948278300003e-03,7.2491948278300003e-03
156,59,7.8249999999999997e-01,2.9749999999999999e-01,0.0000000000000000e+00,6.2750558050399998e-03,6.2750558050399998e-03,6.2750558050399998e-03
157,59,7.8749999999999998e-01,2.9749999999999999e-01,0.0000000000000000e+00,5.4192587962100004e-03,5.4192587962100004e-03,5.4192587962100004e-03
158,59,7.9249999999999998e-01,2.9749999999999999e-01,0.0000000000000000e+00,4.6694310356199999e-03,4.6694310356199999e-03,4.6694310356199999e-03
159,59,7.9749999999999999e-01,2.9749999999999999e-01,0.0000000000000000e+00,4.0141831969599997e-03,4.0141831969599997e-03,4.0141831969599997e-03
160,59,8.0249999999999999e-01,2.9749999999999999e-01,0.0000000000000000e+00,3.4430791494399998e-03,3.4430791494399998e-03,3.4430791494399998e-03
161,59,8.0750000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.9465983130799998e-03,2.9465983130799998e-03,2.9465983130799998e-03
162,59,8.1250000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.5160922988500000e-03,2.5160922988500000e-03,2.5160922988500000e-03
163,59,8.1750000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.1437373610700000e-03,2.1437373610700000e-03,2.1437373610700000e-03
164,59,8.2250000000000001e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.8224840246000001e-03,1.8224840246000001e-03,1.8224840246000001e-03
165,59,8.2750000000000001e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.5460050830300000e-03,1.5460050830300000e-03,1.5460050830300000e-03
166,59,8.3250000000000002e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.3086429993600000e-03,1.3086429993600000e-03,1.3086429993600000e-03
167,59,8.3750000000000002e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.1053575828199999e-03,1.1053575828199999e-03,1.1053575828199999e-03
168,59,8.4250000000000003e-01,2.9749999999999999e-01,0.0000000000000000e+00,9.3167466597300001e-04,9.3167466597300001e-04,9.3167466597300001e-04
169,59,8.4750000000000003e-01,2.9749999999999999e-01,0.0000000000000000e+00,7.8363636789099999e-04,7.8363636789099999e-04,7.8363636789099999e-04
170,59,8.5250000000000004e-01,2.9749999999999999e-01,0.0000000000000000e+00,6.5775340330000002e-04,6.5775340330000002e-04,6.5775340330000002e-04
171,59,8.5750000000000004e-01,2.9749999999999999e-01,0.0000000000000000e+00,5.5095978489900002e-04,5.5095978489900002e-04,5.5095978489900002e-04
172,59,8.6250000000000004e-01,2.9749999999999999e-01,0.0000000000000000e+00,4.6057016678100002e-04,4.6057016678100002e-04,4.6057016678100002e-04
173,59,8.6750000000000005e-01,2.9749999999999999e-01,0.0000000000000000e+00,3.8423999073800003e-04,3.8423999073800003e-04,3.8423999073800003e-04
174,59,8.7250000000000005e-01,2.9749999999999999e-01,0.0000000000000000e+00,3.1992852340899998e-04,3.1992852340899998e-04,3.1992852340899998e-04
175,59,8.7749999999999995e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.6586480976300002e-04,2.6586480976300002e-04,2.6586480976300002e-04
176,59,8.8249999999999995e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.2051651616800000e-04,2.2051651616800000e-04,2.2051651616800000e-04
177,59,8.8749999999999996e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.8256159299799999e-04,1.8256159299799999e-04,1.8256159299799999e-04
178,59,8.9249999999999996e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.5086265156899999e-04,1.5086265156899999e-04,1.5086265156899999e-04
179,59,8.9749999999999996e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.2444392217500001e-04,1.2444392217500001e-04,1.2444392217500001e-04
180,59,9.0249999999999997e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.0247063863900000e-04,1.0247063863900000e-04,1.0247063863900000e-04
181,59,9.0749999999999997e-01,2.9749999999999999e-01,0.0000000000000000e+00,8.4230679669999994e-05,8.4230679669999994e-05,8.4230679669999994e-05
182,59,9.1249999999999998e-01,2.9749999999999999e-01,0.0000000000000000e+00,6.9118288159900006e-05,6.9118288159900006e-05,6.9118288159900006e-05
183,59,9.1749999999999998e-01,2.9749999999999999e-01,0.0000000000000000e+00,5.6619686021699999e-05,5.6619686021699999e-05,5.6619686021699999e-05
184,59,9.2249999999999999e-01,2.9749999999999999e-01,0.0000000000000000e+00,4.6300403890900001e-05,4.6300403890900001e-05,4.6300403890900001e-05
185,59,9.2749999999999999e-01,2.9749999999999999e-01,0.0000000000000000e+00,3.7794151354500003e-05,3.7794151354500003e-05,3.7794151354500003e-05
186,59,9.3250000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,3.0793063489899998e-05,3.0793063489899998e-05,3.0793063489899998e-05
187,59,9.3750000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.5039172375300000e-05,2.5039172375300000e-05,2.5039172375300000e-05
188,59,9.4250000000000000e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.0316966699299999e-05,2.0316966699299999e-05,2.0316966699299999e-05
189,59,9.4750000000000001e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.6446917509299999e-05,1.6446917509299999e-05,1.6446917509299999e-05
190,59,9.5250000000000001e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.3279862450800000e-05,1.3279862450800000e-05,1.3279862450800000e-05
191,59,9.5750000000000002e-01,2.9749999999999999e-01,0.0000000000000000e+00,1.0692153763300000e-05,1.0692153763300000e-05,1.0692153763300000e-05
192,59,9.6250000000000002e-01,2.9749999999999999e-01,0.0000000000000000e+00,8.5814863173900004e-06,8.5814863173900004e-06,8.5814863173900004e-06
193,59,9.6750000000000003e-01,2.9749999999999999e-01,0.0000000000000000e+00,6.8633309104899998e-06,6.8633309104899998e-06,6.8633309104899998e-06
194,59,9.7250000000000003e-01,2.9749999999999999e-01,0.0000000000000000e+00,5.4679050278300003e-06,5.4679050278300003e-06,5.4679050278300003e-06
195,59,9.7750000000000004e-01,2.9749999999999999e-01,0.0000000000000000e+00,4.3376186484699996e-06,4.3376186484699996e-06,4.3376186484699996e-06
196,59,9.8250000000000004e-01,2.9749999999999999e-01,0.0000000000000000e+00,3.4249369290200002e-06,3.4249369290200002e-06,3.4249369290200002e-06
197,59,9.8750000000000004e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.6906052365799999e-06,2.6906052365799999e-06,2.6906052365799999e-06
198,59,9.9250000000000005e-01,2.9749999999999999e-01,0.0000000000000000e+00,2.1021854885000000e-06,2.1021854885000000e-06,2.1021854885000000e-06
199,59,9.9750000000000005e-01,2.9749999999999999e-01,0.0000000000000000e+00,6.7190318541899998e-06,6.7190318541899998e-06,6.7190318541899998e-06
0,60,2.5000000000000001e-03,3.0249999999999999e-01,0.0000000000000000e+00,8.7088029845200005e-06,8.7088029845200005e-06,8.7088029845200005e-06
1,60,7.4999999999999997e-03,3.0249999999999999e-01,0.0000000000000000e+00,5.3772755760700000e-05,5.3772755760700000e-05,5.3772755760700000e-05
2,60,1.2500000000000001e-02,3.0249999999999999e-01,0.0000000000000000e+00,1.7367353009699999e-04,1.7367353009699999e-04,1.7367353009699999e-04
3,60,1.7500000000000002e-02,3.0249999999999999e-01,0.0000000000000000e+00,3.9185315147499997e-04,3.9185315147499997e-04,3.9185315147499997e-04
4,60,2.2499999999999999e-02,3.0249999999999999e-01,0.0000000000000000e+00,6.9658138642299998e-04,6.9658138642299998e-04,6.9658138642299998e-04
5,60,2.7500000000000000e-02,3.0249999999999999e-01,0.0000000000000000e+00,1.0444106528600000e-03,1.0444106528600000e-03,1.0444106528600000e-03
6,60,3.2500000000000001e-02,3.0249999999999999e-01,0.0000000000000000e+00,1.3825368336200000e-03,1.3825368336200000e-03,1.3825368336200000e-03
7,60,3.7499999999999999e-02,3.0249999999999999e-01,0.0000000000000000e+00,1.6723898342300000e-03,1.6723898342300000e-03,1.6723898342300000e-03
8,60,4.2500000000000003e-02,3.0249999999999999e-01,0.0000000000000000e+00,1.9010665853800000e-03,1.9010665853800000e-03,1.9010665853800000e-03
9,60,4.7500000000000001e-02,3.0249999999999999e-01,0.0000000000000000e+00,2.0788419374100000e-03,2.0788419374100000e-03,2.0788419374100000e-03
10,60,5.2499999999999998e-02,3.0249999999999999e-01,0.0000000000000000e+00,2.2289420285800002e-03,2.2289420285800002e-03,2.2289420285800002e-03
11,60,5.7500000000000002e-02,3.0249999999999999e-01,0.0000000000000000e+00,2.3768421046700002e-03,2.3768421046700002e-03,2.3768421046700002e-03
12,60,6.2500000000000000e-02,3.0249999999999999e-01,0.0000000000000000e+00,2.5432941255600001e-03,2.5432941255600001e-03,2.5432941255600001e-03
13,60,6.7500000000000004e-02,3.0249999999999999e-01,0.0000000000000000e+00,2.7417927085100001e-03,2.7417927085100001e-03,2.7417927085100001e-03
14,60,7.2499999999999995e-02,3.0249999999999999e-01,0.0000000000000000e+00,2.9791725168299998e-03,2.9791725168299998e-03,2.9791725168299998e-03
15,60,7.7499999999999999e-02,3.0249999999999999e-01,0.0000000000000000e+00,3.2576002139100002e-03,3.2576002139100002e-03,3.2576002139100002e-03
16,60,8.2500000000000004e-02,3.0249999999999999e-01,0.0000000000000000e+00,3.5766788029199998e-03,3.5766788029199998e-03,3.5766788029199998e-03
