x,v
0.0,0.0
0.005,0.167712294821
0.01,0.167712294821
0.015,0.167712294821
0.02,0.03495217849459045
0.025,0.17412897409334538
0.03,0.19331998112281595
0.035,0.21251098815228653
0.04,0.23170199518175713
0.045,0.2508930022112277
0.05,0.2700840092406983
0.055,0.2892750162701689
0.06,0.30846602329963946
0.065,0.32404409675208967
0.07,0.3391992224774658
0.075,0.3478338751676813
0.08,0.3548605815837923
0.085,0.36188728799990333
0.09,0.36891399441601436
0.095,0.3759407008321255
0.1,0.3829674072482365
0.105,0.3883860959708301
0.11,0.39292741130334535
0.115,0.39699382192613875
0.12,0.4010602325489321
0.125,0.4051266431717255
0.13,0.40909457399389404
0.135,0.411273059956681
0.14,0.4084615797476755
0.145,0.40565009953867015
0.15,0.402466889744804
0.155,0.39893384612353844
0.16,0.39540080250227305
0.165,0.3914055219898541
0.17,0.3871534488825287
0.17500000000000002,0.3826656901205315
0.18,0.3764026667817383
0.185,0.37013964344294503
0.19,0.36377878028753674
0.195,0.35717595407814406
0.2,0.3505731278687514
0.20500000000000002,0.3439703016593587
0.21,0.33736747544996604
0.215,0.3307646492405733
0.22,0.32400744380344576
0.225,0.31721238929693246
0.23,0.3104491747955178
0.23500000000000001,0.30417875573724623
0.24,0.2979083366789747
0.245,0.2916379176207031
0.25,0.2853674985624316
0.255,0.27909707950416
0.26,0.27305093575077444
0.265,0.26716997670488707
0.27,0.2612890176589997
0.275,0.2555685827117464
0.28,0.24993484116992382
0.28500000000000003,0.2443693529510275
0.29,0.23885094909908444
0.295,0.23333254524714125
0.3,0.22784556541579198
0.305,0.2224172996554735
0.31,0.21698903389515506
0.315,0.21161253568485322
0.32,0.2062696657407539
0.325,0.20092679579665462
0.33,0.19558774644059237
0.335,0.19029765215848868
0.34,0.18505323913214317
0.34500000000000003,0.1797789536684142
0.35000000000000003,0.17450466820468524
0.355,0.16927869124081593
0.36,0.16413188035285226
0.365,0.1589850694648886
0.37,0.15383825857692499
0.375,0.14869144768896134
0.38,0.1435446368009977
0.385,0.1384530308109658
0.39,0.13336796082341668
0.395,0.12830280026651836
0.4,0.12334895127625234
0.405,0.11836110429684023
0.41000000000000003,0.1133930135881692
0.41500000000000004,0.10846723052894627
0.42,0.10354144746972341
0.425,0.09862884901737484
0.43,0.09372283604176603
0.435,0.08881682306615718
0.44,0.08402557410057133
0.445,0.07921691341360436
0.45,0.0743924386979546
0.455,0.06959408122214078
0.46,0.06479572374632694
0.465,0.059995378862384305
0.47000000000000003,0.05519250101098873
0.47500000000000003,0.05038962315959315
0.48,0.04563670460166398
0.485,0.0409054795064219
0.49,0.0361742544111798
0.495,0.031443029315937704
0.5,0.026711804220695617
0.505,0.021969744015422357
0.51,0.017187509570784642
0.515,0.012405275126146928
0.52,0.007681765553756947
0.525,0.003011905539121997
0.53,-0.0017726377286369816
0.535,-0.0065455186334801695
0.54,-0.011314033070766913
0.545,-0.016082547508053657
0.55,-0.020913595594992666
0.555,-0.02574558483155666
0.56,-0.030575776125699717
0.5650000000000001,-0.03540035907950618
0.5700000000000001,-0.04022494203331265
0.5750000000000001,-0.045071946236551655
0.58,-0.049942315647528636
0.585,-0.05481925946030816
0.59,-0.05976042570836625
0.595,-0.06472210334351376
0.6,-0.06968500821863212
0.605,-0.07472577207353336
0.61,-0.0797665359284346
