y,u
0.0,0.0
0.005,-0.167753665509
0.01,-0.167753665509
0.015,-0.167753665509
0.02,-0.004433030615772512
0.025,-0.14509010745587747
0.03,-0.1666072528644872
0.035,-0.18812439827309693
0.04,-0.20964154368170668
0.045,-0.2311586890903164
0.05,-0.25267583449892617
0.055,-0.2741929799075359
0.06,-0.29588518564654254
0.065,-0.31927022337921057
0.07,-0.34265526111187866
0.075,-0.35431118432167774
0.08,-0.36370390155957805
0.085,-0.37309661879747824
0.09,-0.3824893360353785
0.095,-0.3918820532732788
0.1,-0.40127477051117905
0.105,-0.4095268196251544
0.11,-0.4147220404561824
0.115,-0.4195980835109995
0.12,-0.42447412656581657
0.125,-0.42935016962063366
0.13,-0.4333380728559002
0.135,-0.4353093872877445
0.14,-0.4303900001598866
0.145,-0.42542858887577467
0.15,-0.4202270065800266
0.155,-0.41361312505554376
0.16,-0.40636600761443337
0.165,-0.39897414191611885
0.17,-0.3911823448388359
0.17500000000000002,-0.38337677352519417
0.18,-0.37550640776679434
0.185,-0.36780315399444646
0.19,-0.3603481706151399
0.195,-0.3529138801379465
0.2,-0.34561143918135795
0.20500000000000002,-0.33841057383374296
0.21,-0.3311002542202057
0.215,-0.3240045712359967
0.22,-0.3172629524173949
0.225,-0.3108045875163511
0.23,-0.30453369225370425
0.23500000000000001,-0.29852645594416544
0.24,-0.29268487572953333
0.245,-0.2868432955149012
0.25,-0.2812664489809782
0.255,-0.2757258311735751
0.26,-0.2702712073165482
0.265,-0.2649059595247005
0.27,-0.25955265230543906
0.275,-0.25425227803470596
0.28,-0.24890977595190217
0.28500000000000003,-0.2435461470775719
0.29,-0.2382219072889269
0.295,-0.2329104155538368
0.3,-0.22757721262162628
0.305,-0.22223113656086257
0.31,-0.21688221280424141
0.315,-0.21157532896434017
0.32,-0.206285427745736
0.325,-0.20099266979752545
0.33,-0.19569509382707148
0.335,-0.19042234902588218
0.34,-0.18522535411011945
0.34500000000000003,-0.18004613268519376
0.35000000000000003,-0.17486740688729902
0.355,-0.16969817854521874
0.36,-0.16457777001407975
0.365,-0.15950939756562296
0.37,-0.1544709794883598
0.375,-0.1494338371956698
0.38,-0.14440794766235365
0.385,-0.13943027559280866
0.39,-0.13451030991115315
0.395,-0.12959796542567945
0.4,-0.12469013974391951
0.405,-0.11978908672821012
0.41000000000000003,-0.11494614559357977
0.41500000000000004,-0.1101149609985157
0.42,-0.10530548588635999
0.425,-0.10049834283798798
0.43,-0.09570215245189598
0.435,-0.09093554088182201
0.44,-0.08618944264597078
0.445,-0.08144598744639184
0.45,-0.07670797606953278
0.455,-0.07196456292441655
0.46,-0.0672667985703304
0.465,-0.06257313307751759
0.47000000000000003,-0.05786975062219661
0.47500000000000003,-0.05317116767277773
0.48,-0.04847010075434347
0.485,-0.04380234168741334
0.49,-0.03912847250514047
0.495,-0.03443919156216668
0.5,-0.029755156844244672
0.505,-0.025071751421324687
0.51,-0.02038916469662938
0.515,-0.01570704681570516
0.52,-0.011014675087026844
0.525,-0.006309245355913378
0.53,-0.00161503313561618
0.535,0.0030582106453638834
0.54,0.00779332428459803
0.545,0.012544458612635404
0.55,0.01729190677090358
0.555,0.02202375124365706
0.56,0.02675831938641114
0.5650000000000001,0.031577847612698225
0.5700000000000001,0.03638356469596235
0.5750000000000001,0.041217902032556264
0.58,0.04602825949062491
0.585,0.050849611285835844
0.59,0.055794480716298625
0.595,0.060717611697035476
0.6,0.06564074267777234
0.605,0.07060398911047708
0.61,0.07559020845211918
0.615,0.08062011995552525
0.62,0.08566864999801839
0.625,0.09074444142833654
0.63,0.09587571248859833
0.635,0.10101664696836676
0.64,0.10623074278248347
0.645,0.11146176647822992
0.65,0.11670388281226263
0.655,0.12202723109120997
0.66,0.1273616484023076
0.665,0.13278197552779206
0.67,0.1382023026532765
0.675,0.14360593071303454
0.68,0.14909626962457725
0.685,0.15474180673428184
0.6900000000000001,0.1603286063388195
0.6950000000000001,0.16600776705219505
0.7000000000000001,0.1716281902603482
0.705,0.17745920692389397
0.71,0.18331552042134253
0.715,0.18918165876914425
0.72,0.19507979503545775
0.725,0.20095705916064874
0.73,0.20710678546668165
0.735,0.21329759824761854
0.74,0.21948274270267576
0.745,0.2256999658651844
0.75,0.23211924889005353
0.755,0.23855449085189256
0.76,0.24511217803024776
0.765,0.251671826670053
0.77,0.2583191403394434
0.775,0.26509755462727325
0.78,0.2719933839115664
0.785,0.2790804518746342
0.79,0.286167519837702
0.795,0.2933322596606108
0.8,0.30052638528201564
0.805,0.3078464343643932
0.81,0.31520580266644793
0.8150000000000001,0.3226381705570061
0.8200000000000001,0.33019137563050316
0.8250000000000001,0.33774458070400015
0.8300000000000001,0.3451879256564863
0.835,0.3522209178746946
0.84,0.359253910092903
0.845,0.36628690231111133
0.85,0.3733198945293197
0.855,0.37999195061923
0.86,0.38600819866951436
0.865,0.39202444671979875
0.87,0.3964974635333872
0.875,0.4002226841879035
0.88,0.4036727285419848
0.885,0.40712277289606624
0.89,0.4105728172501476
0.895,0.4140396951764522
0.9,0.41530257316473895
0.905,0.41659298488693475
0.91,0.41788339660913043
0.915,0.4191738083313262
0.92,0.4204642200535219
0.925,0.4217546317757177
0.93,0.4226486007191921
0.935,0.42193493233565765
0.9400000000000001,0.42213998900659777
0.9450000000000001,0.43019304292977434
0.9500000000000001,0.43824609685295085
0.9550000000000001,0.4462991507761274
0.96,0.4543522046993037
0.965,0.4624052586224803
0.97,0.47045831254565684
0.975,0.4785113664688333
0.98,0.423906822449984
0.985,0.533237161197
0.99,0.533237161197
0.995,0.533237161197
1.0,1.0
