cell,x,y,z,volume,numerical,exact,error,absError
0,3.3333333333299998e-02,3.3333333333499998e-02,5.0000000000000003e-02,5.0000000000099997e-04,4.3771446285600001e-02,4.0673664312248542e-01,-3.6296519683688544e-01,3.6296519683688544e-01
1,6.6666666666599997e-02,6.6666666666900007e-02,5.0000000000000003e-02,5.0000000000099997e-04,6.3521183058500005e-02,7.4314482551172967e-01,-6.7962364245322970e-01,6.7962364245322970e-01
2,6.6666666666599997e-02,1.3333333333399999e-01,5.0000000000000003e-02,5.0000000000099997e-04,7.6658230199400004e-02,9.5105651631185140e-01,-8.7439828611245141e-01,8.7439828611245141e-01
3,3.3333333333299998e-02,1.6666666666700000e-01,5.0000000000000003e-02,5.0000000000200004e-04,7.6658230196500005e-02,9.5105651631126908e-01,-8.7439828611476911e-01,8.7439828611476911e-01
4,3.3333333333299998e-02,2.3333333333400000e-01,5.0000000000000003e-02,5.0000000000200004e-04,7.5628879566599999e-02,9.9452189536260316e-01,-9.1889301579600313e-01,9.1889301579600313e-01
5,6.6666666666599997e-02,2.6666666666799999e-01,5.0000000000000003e-02,5.0000000000200004e-04,6.6729699456599997e-02,8.6602540375532600e-01,-7.9929570429872598e-01,7.9929570429872598e-01
6,6.6666666666700000e-02,3.3333333333499998e-01,5.0000000000000003e-02,5.0000000000200004e-04,2.6729275920400000e-02,5.8778525224316436e-01,-5.6105597632276438e-01,5.6105597632276438e-01
7,3.3333333333400002e-02,3.6666666666800002e-01,5.0000000000000003e-02,5.0000000000200004e-04,2.6729275920000000e-02,5.8778525224469058e-01,-5.6105597632469062e-01,5.6105597632469062e-01
8,3.3333333333400002e-02,4.3333333333500001e-01,5.0000000000000003e-02,5.0000000000200004e-04,2.9697718182600001e-03,2.0791169075793839e-01,-2.0494191893967839e-01,2.0494191893967839e-01
9,6.6666666666700000e-02,4.6666666666800000e-01,5.0000000000000003e-02,5.0000000000200004e-04,-2.2279960734400001e-02,-2.0791169087532552e-01,1.8563173014092552e-01,1.8563173014092552e-01
10,6.6666666666800004e-02,5.3333333333499999e-01,5.0000000000000003e-02,4.9999999999799998e-04,-6.0138629184699997e-02,-5.8778525234228918e-01,5.2764662315758915e-01,5.2764662315758915e-01
11,3.3333333333400002e-02,5.6666666666800003e-01,5.0000000000000003e-02,4.9999999999799998e-04,-6.0138629182700000e-02,-5.8778525234025569e-01,5.2764662315755573e-01,5.2764662315755573e-01
12,3.3333333333400002e-02,6.3333333333399999e-01,5.0000000000000003e-02,4.9999999999700002e-04,-7.3793459643099996e-02,-8.6602540381187498e-01,7.9223194416877496e-01,7.9223194416877496e-01
13,6.6666666666800004e-02,6.6666666666700003e-01,5.0000000000000003e-02,4.9999999999799998e-04,-8.0499472457099999e-02,-9.9452189537383406e-01,9.1402242291673408e-01,9.1402242291673408e-01
14,6.6666666666800004e-02,7.3333333333399997e-01,5.0000000000000003e-02,4.9999999999799998e-04,-6.3896992791800000e-02,-9.5105651627806742e-01,8.8715952348626748e-01,8.8715952348626748e-01
15,3.3333333333400002e-02,7.6666666666700001e-01,5.0000000000000003e-02,4.9999999999799998e-04,-6.3896992793399998e-02,-9.5105651627884358e-01,8.8715952348544358e-01,8.8715952348544358e-01
16,3.3333333333400002e-02,8.3333333333299997e-01,5.0000000000000003e-02,4.9999999999900005e-04,-4.8576638026399999e-02,-7.4314482544488092e-01,6.9456818741848092e-01,6.9456818741848092e-01
17,6.6666666666900007e-02,8.6666666666600001e-01,5.0000000000000003e-02,5.0000000000000001e-04,-2.7471449321499999e-02,-4.0673664303236756e-01,3.7926519371086759e-01,3.7926519371086759e-01
18,6.6666666666900007e-02,9.3333333333299995e-01,5.0000000000000003e-02,5.0000000000399996e-04,2.0648115860399999e-02,4.9637872271140727e-11,2.0648115810762126e-02,2.0648115810762126e-02
19,3.3333333333499998e-02,9.6666666666699996e-01,5.0000000000000003e-02,5.0000000000399996e-04,2.0648115859200001e-02,5.3408189662767759e-11,2.0648115805791810e-02,2.0648115805791810e-02
20,1.6666666666600000e-01,3.3333333333400002e-02,5.0000000000000003e-02,5.0000000000000001e-04,7.6658230200399996e-02,9.5105651630952182e-01,-8.7439828610912185e-01,8.7439828610912185e-01
21,1.3333333333299999e-01,6.6666666666900007e-02,5.0000000000000003e-02,5.0000000000099997e-04,7.6658230199499994e-02,9.5105651631049282e-01,-8.7439828611099280e-01,8.7439828611099280e-01
22,1.3333333333299999e-01,1.3333333333399999e-01,5.0000000000000003e-02,5.0000000000099997e-04,7.5628879569300006e-02,9.9452189536280033e-01,-9.1889301579350036e-01,9.1889301579350036e-01
23,1.6666666666600000e-01,1.6666666666700000e-01,5.0000000000000003e-02,5.0000000000099997e-04,6.6729699458999994e-02,8.6602540376035309e-01,-7.9929570430135310e-01,7.9929570430135310e-01
24,1.6666666666700000e-01,2.3333333333400000e-01,5.0000000000000003e-02,5.0000000000099997e-04,2.6729275922300001e-02,5.8778525224672407e-01,-5.6105597632442405e-01,5.6105597632442405e-01
25,1.3333333333299999e-01,2.6666666666799999e-01,5.0000000000000003e-02,5.0000000000099997e-04,2.6729275920400000e-02,5.8778525224672407e-01,-5.6105597632632409e-01,5.6105597632632409e-01
26,1.3333333333299999e-01,3.3333333333400000e-01,5.0000000000000003e-02,5.0000000000099997e-04,2.9697718183500001e-03,2.0791169076654267e-01,-2.0494191894819266e-01,2.0494191894819266e-01
27,1.6666666666700000e-01,3.6666666666800002e-01,5.0000000000000003e-02,5.0000000000099997e-04,-2.2279960734500000e-02,-2.0791169087717079e-01,1.8563173014267079e-01,1.8563173014267079e-01
28,1.6666666666700000e-01,4.3333333333500001e-01,5.0000000000000003e-02,5.0000000000099997e-04,-6.0138629185200000e-02,-5.8778525234330659e-01,5.2764662315810662e-01,5.2764662315810662e-01
29,1.3333333333299999e-01,4.6666666666800000e-01,5.0000000000000003e-02,5.0000000000200004e-04,-6.0138629184899997e-02,-5.8778525233822210e-01,5.2764662315332211e-01,5.2764662315332211e-01
30,1.3333333333299999e-01,5.3333333333499999e-01,5.0000000000000003e-02,4.9999999999700002e-04,-7.3793459645400003e-02,-8.6602540381376059e-01,7.9223194416836062e-01,7.9223194416836062e-01
31,1.6666666666700000e-01,5.6666666666800003e-01,5.0000000000000003e-02,4.9999999999799998e-04,-8.0499472459599999e-02,-9.9452189537462221e-01,9.1402242291502223e-01,9.1402242291502223e-01
32,1.6666666666700000e-01,6.3333333333399999e-01,5.0000000000000003e-02,4.9999999999799998e-04,-6.3896992794700000e-02,-9.5105651627767873e-01,8.8715952348297877e-01,8.8715952348297877e-01
33,1.3333333333399999e-01,6.6666666666700003e-01,5.0000000000000003e-02,4.9999999999799998e-04,-6.3896992791400001e-02,-9.5105651627767873e-01,8.8715952348627869e-01,8.8715952348627869e-01
34,1.3333333333399999e-01,7.3333333333399997e-01,5.0000000000000003e-02,4.9999999999799998e-04,-4.8576638024600001e-02,-7.4314482543815397e-01,6.9456818741355397e-01,6.9456818741355397e-01
35,1.6666666666700000e-01,7.6666666666700001e-01,5.0000000000000003e-02,4.9999999999900005e-04,-2.7471449319800001e-02,-4.0673664302605328e-01,3.7926519370625328e-01,3.7926519370625328e-01
36,1.6666666666700000e-01,8.3333333333299997e-01,5.0000000000000003e-02,5.0000000000000001e-04,2.0648115861700001e-02,5.0265814413868716e-11,2.0648115811434185e-02,2.0648115811434185e-02
37,1.3333333333399999e-01,8.6666666666600001e-01,5.0000000000000003e-02,5.0000000000000001e-04,2.0648115860399999e-02,5.0265814413868716e-11,2.0648115810134184e-02,2.0648115810134184e-02
38,1.3333333333399999e-01,9.3333333333299995e-01,5.0000000000000003e-02,5.0000000000399996e-04,4.3771446286999999e-02,4.0673664312363328e-01,-3.6296519683663331e-01,3.6296519683663331e-01
39,1.6666666666700000e-01,9.6666666666699996e-01,5.0000000000000003e-02,5.0000000000399996e-04,6.3521183059799993e-02,7.4314482551383099e-01,-6.7962364245403095e-01,6.7962364245403095e-01
40,2.3333333333299999e-01,3.3333333333400002e-02,5.0000000000000003e-02,5.0000000000000001e-04,7.5628879570000002e-02,9.9452189536319435e-01,-9.1889301579319438e-01,9.1889301579319438e-01
41,2.6666666666599997e-01,6.6666666666800004e-02,5.0000000000000003e-02,5.0000000000000001e-04,6.6729699459399994e-02,8.6602540376098103e-01,-7.9929570430158103e-01,7.9929570430158103e-01
42,2.6666666666599997e-01,1.3333333333399999e-01,5.0000000000000003e-02,5.0000000000000001e-04,2.6729275922300001e-02,5.8778525225180711e-01,-5.6105597632950710e-01,5.6105597632950710e-01
43,2.3333333333299999e-01,1.6666666666700000e-01,5.0000000000000003e-02,5.0000000000099997e-04,2.6729275922300001e-02,5.8778525225180567e-01,-5.6105597632950566e-01,5.6105597632950566e-01
44,2.3333333333299999e-01,2.3333333333400000e-01,5.0000000000000003e-02,5.0000000000099997e-04,2.9697718200100000e-03,2.0791169076654267e-01,-2.0494191894653269e-01,2.0494191894653269e-01
45,2.6666666666599997e-01,2.6666666666700001e-01,5.0000000000000003e-02,5.0000000000099997e-04,-2.2279960732999999e-02,-2.0791169086487771e-01,1.8563173013187770e-01,1.8563173013187770e-01
46,2.6666666666700001e-01,3.3333333333400000e-01,5.0000000000000003e-02,5.0000000000099997e-04,-6.0138629183899998e-02,-5.8778525233822210e-01,5.2764662315432209e-01,5.2764662315432209e-01
47,2.3333333333299999e-01,3.6666666666800002e-01,5.0000000000000003e-02,5.0000000000099997e-04,-6.0138629185200000e-02,-5.8778525233822210e-01,5.2764662315302213e-01,5.2764662315302213e-01
48,2.3333333333299999e-01,4.3333333333399998e-01,5.0000000000000003e-02,5.0000000000099997e-04,-7.3793459645900006e-02,-8.6602540381061910e-01,7.9223194416471909e-01,7.9223194416471909e-01
49,2.6666666666700001e-01,4.6666666666800000e-01,5.0000000000000003e-02,5.0000000000099997e-04,-8.0499472460100002e-02,-9.9452189537462221e-01,9.1402242291452218e-01,9.1402242291452218e-01
50,2.6666666666700001e-01,5.3333333333400001e-01,5.0000000000000003e-02,4.9999999999799998e-04,-6.3896992795099999e-02,-9.5105651627767873e-01,8.8715952348257876e-01,8.8715952348257876e-01
51,2.3333333333400000e-01,5.6666666666800003e-01,5.0000000000000003e-02,4.9999999999799998e-04,-6.3896992794300000e-02,-9.5105651627573717e-01,8.8715952348143712e-01,8.8715952348143712e-01
52,2.3333333333400000e-01,6.3333333333399999e-01,5.0000000000000003e-02,4.9999999999799998e-04,-4.8576638027599997e-02,-7.4314482543815397e-01,6.9456818741055393e-01,6.9456818741055393e-01
53,2.6666666666700001e-01,6.6666666666700003e-01,5.0000000000000003e-02,4.9999999999900005e-04,-2.7471449322900000e-02,-4.0673664302605328e-01,3.7926519370315326e-01,3.7926519370315326e-01
