cell,x,y,z,volume,initial,numerical,change,absChange
10,1.3333333333300000e-02,1.0666666666700000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,9.1553712389199996e-07,9.1553712389199996e-07,9.1553712389199996e-07
11,6.6666666666599997e-03,1.1333333333400000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,9.1193861089399996e-07,9.1193861089399996e-07,9.1193861089399996e-07
12,6.6666666666599997e-03,1.2666666666699999e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.6235420800499999e-06,1.6235420800499999e-06,1.6235420800499999e-06
13,1.3333333333300000e-02,1.3333333333399999e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,6.6749757677100003e-06,6.6749757677100003e-06,6.6749757677100003e-06
14,1.3333333333300000e-02,1.4666666666700001e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,6.7173909240500003e-06,6.7173909240500003e-06,6.7173909240500003e-06
15,6.6666666666599997e-03,1.5333333333400001e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,6.7658911531599997e-06,6.7658911531599997e-06,6.7658911531599997e-06
16,6.6666666666599997e-03,1.6666666666700000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.1625639687800000e-05,1.1625639687800000e-05,1.1625639687800000e-05
17,1.3333333333300000e-02,1.7333333333400000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,3.6515330007499997e-05,3.6515330007499997e-05,3.6515330007499997e-05
18,1.3333333333300000e-02,1.8666666666699999e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,3.7390027094300002e-05,3.7390027094300002e-05,3.7390027094300002e-05
19,6.6666666666599997e-03,1.9333333333399999e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,3.8037064169199998e-05,3.8037064169199998e-05,3.8037064169199998e-05
20,6.6666666666599997e-03,2.0666666666799999e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,6.2837940419399995e-05,6.2837940419399995e-05,6.2837940419399995e-05
21,1.3333333333300000e-02,2.1333333333400001e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.6003613348100000e-04,1.6003613348100000e-04,1.6003613348100000e-04
22,1.3333333333300000e-02,2.2666666666800001e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.6578778850700001e-04,1.6578778850700001e-04,1.6578778850700001e-04
23,6.6666666666599997e-03,2.3333333333400000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.6985913163100001e-04,1.6985913163100001e-04,1.6985913163100001e-04
24,6.6666666666599997e-03,2.4666666666800000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,2.6829651354499999e-04,2.6829651354499999e-04,2.6829651354499999e-04
25,1.3333333333300000e-02,2.5333333333399999e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,5.7350243163899997e-04,5.7350243163899997e-04,5.7350243163899997e-04
26,1.3333333333300000e-02,2.6666666666799999e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,5.9731018658000002e-04,5.9731018658000002e-04,5.9731018658000002e-04
27,6.6666666666700004e-03,2.7333333333400001e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,6.1430732307999995e-04,6.1430732307999995e-04,6.1430732307999995e-04
28,6.6666666666700004e-03,2.8666666666800000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,9.2212675098200000e-04,9.2212675098200000e-04,9.2212675098200000e-04
29,1.3333333333300000e-02,2.9333333333500000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.6921829018300000e-03,1.6921829018300000e-03,1.6921829018300000e-03
30,1.3333333333300000e-02,3.0666666666800002e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.7628040953700001e-03,1.7628040953700001e-03,1.7628040953700001e-03
31,6.6666666666700004e-03,3.1333333333500002e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.8145781904899999e-03,1.8145781904899999e-03,1.8145781904899999e-03
32,6.6666666666700004e-03,3.2666666666799998e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,2.5733739910800001e-03,2.5733739910800001e-03,2.5733739910800001e-03
33,1.3333333333300000e-02,3.3333333333499998e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,4.1218955195300002e-03,4.1218955195300002e-03,4.1218955195300002e-03
34,1.3333333333300000e-02,3.4666666666800000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,4.2794661797600003e-03,4.2794661797600003e-03,4.2794661797600003e-03
35,6.6666666666700004e-03,3.5333333333500000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,4.3990663265800001e-03,4.3990663265800001e-03,4.3990663265800001e-03
36,6.6666666666700004e-03,3.6666666666800002e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,5.8609759443699998e-03,5.8609759443699998e-03,5.8609759443699998e-03
37,1.3333333333300000e-02,3.7333333333500002e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,8.3025638709300006e-03,8.3025638709300006e-03,8.3025638709300006e-03
38,1.3333333333300000e-02,3.8666666666799998e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,8.5716248459099999e-03,8.5716248459099999e-03,8.5716248459099999e-03
39,6.6666666666700004e-03,3.9333333333499998e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,8.7837988785900000e-03,8.7837988785900000e-03,8.7837988785900000e-03
40,6.6666666666700004e-03,4.0666666666800000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.0933590645600001e-02,1.0933590645600001e-02,1.0933590645600001e-02
41,1.3333333333300000e-02,4.1333333333500000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.3847764521200000e-02,1.3847764521200000e-02,1.3847764521200000e-02
42,1.3333333333300000e-02,4.2666666666800002e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.4197874094700001e-02,1.4197874094700001e-02,1.4197874094700001e-02
43,6.6666666666700004e-03,4.3333333333500001e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.4484415768900000e-02,1.4484415768900000e-02,1.4484415768900000e-02
44,6.6666666666700004e-03,4.4666666666900001e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.6747761270200001e-02,1.6747761270200001e-02,1.6747761270200001e-02
45,1.3333333333300000e-02,4.5333333333499998e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.9140970405800001e-02,1.9140970405800001e-02,1.9140970405800001e-02
46,1.3333333333300000e-02,4.6666666666899997e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.9477164596800000e-02,1.9477164596800000e-02,1.9477164596800000e-02
47,6.6666666666700004e-03,4.7333333333499999e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.9759935268399999e-02,1.9759935268399999e-02,1.9759935268399999e-02
48,6.6666666666700004e-03,4.8666666666899999e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,2.1093482917000000e-02,2.1093482917000000e-02,2.1093482917000000e-02
49,1.3333333333300000e-02,4.9333333333500001e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,2.1930881809600001e-02,2.1930881809600001e-02,2.1930881809600001e-02
50,1.3333333333300000e-02,5.0666666666899995e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,2.2146862452399999e-02,2.2146862452399999e-02,2.2146862452399999e-02
51,6.6666666666800002e-03,5.1333333333499997e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,2.2459370543800001e-02,2.2459370543800001e-02,2.2459370543800001e-02
52,6.6666666666800002e-03,5.2666666666899997e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,2.1989511946500000e-02,2.1989511946500000e-02,2.1989511946500000e-02
53,1.3333333333400000e-02,5.3333333333499999e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,2.0953687637899999e-02,2.0953687637899999e-02,2.0953687637899999e-02
54,1.3333333333400000e-02,5.4666666666800001e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,2.1614064991899998e-02,2.1614064991899998e-02,2.1614064991899998e-02
55,6.6666666666800002e-03,5.5333333333500001e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,2.2649738028800000e-02,2.2649738028800000e-02,2.2649738028800000e-02
56,6.6666666666800002e-03,5.6666666666800003e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,2.0207450581899999e-02,2.0207450581899999e-02,2.0207450581899999e-02
57,1.3333333333400000e-02,5.7333333333500003e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,1.7783851181199999e-02,1.7783851181199999e-02,1.7783851181199999e-02
58,1.3333333333400000e-02,5.8666666666800005e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,1.8799383563599999e-02,1.8799383563599999e-02,1.8799383563599999e-02
59,6.6666666666800002e-03,5.9333333333500005e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,2.0479023404800002e-02,2.0479023404800002e-02,2.0479023404800002e-02
60,6.6666666666800002e-03,6.0666666666799995e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,1.6542230341700000e-02,1.6542230341700000e-02,1.6542230341700000e-02
61,1.3333333333400000e-02,6.1333333333499995e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,1.3554854271499999e-02,1.3554854271499999e-02,1.3554854271499999e-02
62,1.3333333333400000e-02,6.2666666666799997e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,1.4623962520700000e-02,1.4623962520700000e-02,1.4623962520700000e-02
63,6.6666666666800002e-03,6.3333333333399999e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,1.6631455240800001e-02,1.6631455240800001e-02,1.6631455240800001e-02
64,6.6666666666800002e-03,6.4666666666799999e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,1.2092885624300000e-02,1.2092885624300000e-02,1.2092885624300000e-02
65,1.3333333333400000e-02,6.5333333333400001e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,9.3094357651500002e-03,9.3094357651500002e-03,9.3094357651500002e-03
66,1.3333333333400000e-02,6.6666666666800001e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,1.0172778333700000e-02,1.0172778333700000e-02,1.0172778333700000e-02
67,6.6666666666800002e-03,6.7333333333400003e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,1.2053679535000000e-02,1.2053679535000000e-02,1.2053679535000000e-02
68,6.6666666666800002e-03,6.8666666666700005e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,7.8517203808500004e-03,7.8517203808500004e-03,7.8517203808500004e-03
69,1.3333333333400000e-02,6.9333333333400005e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,5.7345234925000000e-03,5.7345234925000000e-03,5.7345234925000000e-03
70,1.3333333333400000e-02,7.0666666666699995e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,6.2595345360199998e-03,6.2595345360199998e-03,6.2595345360199998e-03
71,6.6666666666800002e-03,7.1333333333399995e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,7.5854559486000003e-03,7.5854559486000003e-03,7.5854559486000003e-03
72,6.6666666666800002e-03,7.2666666666699997e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,4.4055486147100004e-03,4.4055486147100004e-03,4.4055486147100004e-03
73,1.3333333333400000e-02,7.3333333333399997e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,3.0803644999699998e-03,3.0803644999699998e-03,3.0803644999699998e-03
74,1.3333333333400000e-02,7.4666666666699999e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,3.2944666877799999e-03,3.2944666877799999e-03,3.2944666877799999e-03
75,6.6666666666800002e-03,7.5333333333399999e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,3.8867637338900001e-03,3.8867637338900001e-03,3.8867637338900001e-03
76,6.6666666666800002e-03,7.6666666666700001e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,1.9953428438500001e-03,1.9953428438500001e-03,1.9953428438500001e-03
77,1.3333333333400000e-02,7.7333333333400001e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,1.3433572408100001e-03,1.3433572408100001e-03,1.3433572408100001e-03
78,1.3333333333400000e-02,7.8666666666700003e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,1.3882700312799999e-03,1.3882700312799999e-03,1.3882700312799999e-03
79,6.6666666666900000e-03,7.9333333333300005e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,1.4673729077300001e-03,1.4673729077300001e-03,1.4673729077300001e-03
80,6.6666666666900000e-03,8.0666666666700004e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,6.5411627767599997e-04,6.5411627767599997e-04,6.5411627767599997e-04
81,1.3333333333400000e-02,8.1333333333299995e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,4.2465833644199998e-04,4.2465833644199998e-04,4.2465833644199998e-04
82,1.3333333333400000e-02,8.2666666666599997e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,4.2547076435099998e-04,4.2547076435099998e-04,4.2547076435099998e-04
83,6.6666666666900000e-03,8.3333333333299997e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,3.6573292137800001e-04,3.6573292137800001e-04,3.6573292137800001e-04
84,6.6666666666900000e-03,8.4666666666599999e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,1.3727054858100001e-04,1.3727054858100001e-04,1.3727054858100001e-04
85,1.3333333333400000e-02,8.5333333333299999e-01,5.0000000000000003e-02,1.9999999999900001e-05,0.0000000000000000e+00,8.5843482374699996e-05,8.5843482374699996e-05,8.5843482374699996e-05
86,1.3333333333400000e-02,8.6666666666600001e-01,5.0000000000000003e-02,2.0000000000000002e-05,0.0000000000000000e+00,8.4796653220000002e-05,8.4796653220000002e-05,8.4796653220000002e-05
87,6.6666666666900000e-03,8.7333333333300001e-01,5.0000000000000003e-02,2.0000000000000002e-05,0.0000000000000000e+00,5.4265326698199997e-05,5.4265326698199997e-05,5.4265326698199997e-05
88,6.6666666666900000e-03,8.8666666666600003e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.6322186824600001e-05,1.6322186824600001e-05,1.6322186824600001e-05
89,1.3333333333400000e-02,8.9333333333300002e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,9.8179604017300006e-06,9.8179604017300006e-06,9.8179604017300006e-06
90,1.3333333333400000e-02,9.0666666666600004e-01,5.0000000000000003e-02,2.0000000000200000e-05,0.0000000000000000e+00,9.7437573267100002e-06,9.7437573267100002e-06,9.7437573267100002e-06
91,6.6666666666900000e-03,9.1333333333300004e-01,5.0000000000000003e-02,2.0000000000200000e-05,0.0000000000000000e+00,4.2745442957099997e-06,4.2745442957099997e-06,4.2745442957099997e-06
92,6.6666666666900000e-03,9.2666666666599995e-01,5.0000000000000003e-02,2.0000000000200000e-05,0.0000000000000000e+00,9.4488503285699995e-07,9.4488503285699995e-07,9.4488503285699995e-07
93,1.3333333333400000e-02,9.3333333333299995e-01,5.0000000000000003e-02,2.0000000000200000e-05,0.0000000000000000e+00,5.4622653551100001e-07,5.4622653551100001e-07,5.4622653551100001e-07
94,1.3333333333400000e-02,9.4666666666599997e-01,5.0000000000000003e-02,2.0000000000200000e-05,0.0000000000000000e+00,5.5280354394099999e-07,5.5280354394099999e-07,5.5280354394099999e-07
95,6.6666666666900000e-03,9.5333333333299997e-01,5.0000000000000003e-02,2.0000000000200000e-05,0.0000000000000000e+00,1.4747038942499999e-07,1.4747038942499999e-07,1.4747038942499999e-07
96,6.6666666666900000e-03,9.6666666666699996e-01,5.0000000000000003e-02,2.0000000000200000e-05,0.0000000000000000e+00,1.9504675843599999e-08,1.9504675843599999e-08,1.9504675843599999e-08
97,1.3333333333400000e-02,9.7333333333299998e-01,5.0000000000000003e-02,2.0000000000200000e-05,0.0000000000000000e+00,1.0835342117700000e-08,1.0835342117700000e-08,1.0835342117700000e-08
98,1.3333333333400000e-02,9.8666666666699998e-01,5.0000000000000003e-02,2.0000000000200000e-05,0.0000000000000000e+00,1.1303884099299999e-08,1.1303884099299999e-08,1.1303884099299999e-08
99,6.6666666666900000e-03,9.9333333333300000e-01,5.0000000000000003e-02,2.0000000000200000e-05,0.0000000000000000e+00,4.4860419360900000e-20,4.4860419360900000e-20,4.4860419360900000e-20
100,3.3333333333299998e-02,6.6666666666900000e-03,5.0000000000000003e-02,2.0000000000000002e-05,0.0000000000000000e+00,8.6014130444400002e-09,8.6014130444400002e-09,8.6014130444400002e-09
101,2.6666666666599999e-02,1.3333333333400000e-02,5.0000000000000003e-02,2.0000000000000002e-05,0.0000000000000000e+00,4.2083696574700000e-09,4.2083696574700000e-09,4.2083696574700000e-09
102,2.6666666666599999e-02,2.6666666666799999e-02,5.0000000000000003e-02,2.0000000000000002e-05,0.0000000000000000e+00,4.1132388010699997e-09,4.1132388010699997e-09,4.1132388010699997e-09
103,3.3333333333299998e-02,3.3333333333499998e-02,5.0000000000000003e-02,2.0000000000000002e-05,0.0000000000000000e+00,2.3424543316600001e-07,2.3424543316600001e-07,2.3424543316600001e-07
104,3.3333333333299998e-02,4.6666666666900003e-02,5.0000000000000003e-02,2.0000000000000002e-05,0.0000000000000000e+00,2.2398175741700000e-07,2.2398175741700000e-07,2.2398175741700000e-07
105,2.6666666666599999e-02,5.3333333333500002e-02,5.0000000000000003e-02,2.0000000000000002e-05,0.0000000000000000e+00,2.1949989429499999e-07,2.1949989429499999e-07,2.1949989429499999e-07
106,2.6666666666599999e-02,6.6666666666900007e-02,5.0000000000000003e-02,2.0000000000000002e-05,0.0000000000000000e+00,3.3632742132299998e-07,3.3632742132299998e-07,3.3632742132299998e-07
107,3.3333333333299998e-02,7.3333333333599995e-02,5.0000000000000003e-02,2.0000000000000002e-05,0.0000000000000000e+00,2.9289633448999999e-06,2.9289633448999999e-06,2.9289633448999999e-06
108,3.3333333333299998e-02,8.6666666667000000e-02,5.0000000000000003e-02,2.0000000000000002e-05,0.0000000000000000e+00,2.8424579805199998e-06,2.8424579805199998e-06,2.8424579805199998e-06
109,2.6666666666599999e-02,9.3333333333700003e-02,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,2.8072711977100002e-06,2.8072711977100002e-06,2.8072711977100002e-06
110,2.6666666666599999e-02,1.0666666666700000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,4.3667822805299999e-06,4.3667822805299999e-06,4.3667822805299999e-06
111,3.3333333333299998e-02,1.1333333333400000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,2.0911028790700001e-05,2.0911028790700001e-05,2.0911028790700001e-05
112,3.3333333333299998e-02,1.2666666666699999e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,2.0694482595400001e-05,2.0694482595400001e-05,2.0694482595400001e-05
113,2.6666666666599999e-02,1.3333333333399999e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,2.0656322063300000e-05,2.0656322063300000e-05,2.0656322063300000e-05
114,2.6666666666599999e-02,1.4666666666700001e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,3.1498311251100003e-05,3.1498311251100003e-05,3.1498311251100003e-05
115,3.3333333333299998e-02,1.5333333333400001e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.0495536050000000e-04,1.0495536050000000e-04,1.0495536050000000e-04
116,3.3333333333299998e-02,1.6666666666700000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.0602380856400000e-04,1.0602380856400000e-04,1.0602380856400000e-04
117,2.6666666666599999e-02,1.7333333333400000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.0704515647799999e-04,1.0704515647799999e-04,1.0704515647799999e-04
118,2.6666666666599999e-02,1.8666666666699999e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.5782311890099999e-04,1.5782311890099999e-04,1.5782311890099999e-04
119,3.3333333333299998e-02,1.9333333333399999e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,4.0417552672099999e-04,4.0417552672099999e-04,4.0417552672099999e-04
120,3.3333333333299998e-02,2.0666666666700001e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,4.1528198309700000e-04,4.1528198309700000e-04,4.1528198309700000e-04
121,2.6666666666699999e-02,2.1333333333400001e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,4.2341145020199998e-04,4.2341145020199998e-04,4.2341145020199998e-04
122,2.6666666666699999e-02,2.2666666666800001e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,5.9718080548100004e-04,5.9718080548100004e-04,5.9718080548100004e-04
123,3.3333333333299998e-02,2.3333333333400000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.2368421619700001e-03,1.2368421619700001e-03,1.2368421619700001e-03
124,3.3333333333299998e-02,2.4666666666800000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.2844282173999999e-03,1.2844282173999999e-03,1.2844282173999999e-03
125,2.6666666666699999e-02,2.5333333333399999e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.3182426887199999e-03,1.3182426887199999e-03,1.3182426887199999e-03
126,2.6666666666699999e-02,2.6666666666799999e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.7604140961600000e-03,1.7604140961600000e-03,1.7604140961600000e-03
127,3.3333333333299998e-02,2.7333333333400001e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,3.0355380788699999e-03,3.0355380788699999e-03,3.0355380788699999e-03
128,3.3333333333299998e-02,2.8666666666800000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,3.1652323116899998e-03,3.1652323116899998e-03,3.1652323116899998e-03
129,2.6666666666699999e-02,2.9333333333500000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,3.2586392501200000e-03,3.2586392501200000e-03,3.2586392501200000e-03
130,2.6666666666699999e-02,3.0666666666800002e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,4.0803414261500002e-03,4.0803414261500002e-03,4.0803414261500002e-03
131,3.3333333333299998e-02,3.1333333333500002e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,5.9688429944400002e-03,5.9688429944400002e-03,5.9688429944400002e-03
132,3.3333333333299998e-02,3.2666666666799998e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,6.2165498199500003e-03,6.2165498199500003e-03,6.2165498199500003e-03
133,2.6666666666699999e-02,3.3333333333499998e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,6.4002139459499998e-03,6.4002139459499998e-03,6.4002139459499998e-03
134,2.6666666666699999e-02,3.4666666666800000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,7.4522982906000002e-03,7.4522982906000002e-03,7.4522982906000002e-03
135,3.3333333333299998e-02,3.5333333333500000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,9.3888476587499995e-03,9.3888476587499995e-03,9.3888476587499995e-03
136,3.3333333333299998e-02,3.6666666666800002e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,9.7308816518699992e-03,9.7308816518699992e-03,9.7308816518699992e-03
137,2.6666666666699999e-02,3.7333333333500002e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,9.9936821571399992e-03,9.9936821571399992e-03,9.9936821571399992e-03
138,2.6666666666699999e-02,3.8666666666799998e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.0774123055099999e-02,1.0774123055099999e-02,1.0774123055099999e-02
139,3.3333333333299998e-02,3.9333333333499998e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.1905331803600001e-02,1.1905331803600001e-02,1.1905331803600001e-02
140,3.3333333333400002e-02,4.0666666666800000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.2248604008399999e-02,1.2248604008399999e-02,1.2248604008399999e-02
141,2.6666666666699999e-02,4.1333333333500000e-01,5.0000000000000003e-02,2.0000000000099999e-05,0.0000000000000000e+00,1.2522016120100000e-02,1.2522016120100000e-02,1.2522016120100000e-02
