case,solverFamily,mesh,resolution,nominalH,nCells,normalizedL1,normalizedL2,normalizedLinf,observedOrderL1,observedOrderL2,observedOrderLinf,maxCo,normalizedMassError,finalAmplitude,meshOK,solverEnded,solverFatal
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_advection_diffusion_equation/02_sine_wave_tri_upwind/N10,03_advection_diffusion_equation,tri,10,0.1,200,2.3384465765296164e+21,2.0821347143347035e+21,1.480401369447008e+21,,,,0.45,1.1425306578789869e-13,0.0,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_advection_diffusion_equation/02_sine_wave_tri_upwind/N20,03_advection_diffusion_equation,tri,20,0.05,800,1.6754361920418525e+21,1.4917954047425907e+21,1.060669103161865e+21,0.4810137263077865,0.4810137263078533,0.4810137263079244,0.45,9.557419605910635e-14,0.0,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_advection_diffusion_equation/02_sine_wave_tri_upwind/N40,03_advection_diffusion_equation,tri,40,0.025,3200,1.437646528524813e+21,1.2907835788679869e+21,9.127218216617008e+20,0.2208277368014116,0.20880255853980806,0.21672751968023096,0.45,1.5138133878042124e-13,0.0,True,True,False
/home/a776/workdocuments/上交船舶/slover/student_project/cases/03_advection_diffusion_equation/02_sine_wave_tri_upwind/N80,03_advection_diffusion_equation,tri,80,0.0125,12800,1.6858205680542826e+21,1.5167311662499942e+21,1.0724908928922852e+21,-0.22974198317381525,-0.23271826773287338,-0.23271826773293172,0.450000000008,6.599024631308305e-15,0.0,True,True,False
