cell,x,y,numerical,exact,error,absError
139,7.4375000000000002e-01,1.8750000000000003e-02,-6.9201646419463692e-01,-6.9188527888293450e-01,-1.3118531170241976e-04,1.3118531170241976e-04
140,7.5625000000000009e-01,1.8750000000000003e-02,-7.1973982424735972e-01,-7.1960335556648636e-01,-1.3646868087335839e-04,1.3646868087335839e-04
141,7.6875000000000004e-01,1.8750000000000003e-02,-7.4635340270375561e-01,-7.4621185603364637e-01,-1.4154667010923827e-04,1.4154667010923827e-04
142,7.8125000000000000e-01,1.8750000000000003e-02,-7.7181616390046548e-01,-7.7166975190531650e-01,-1.4641199514897618e-04,1.4641199514897618e-04
143,7.9375000000000007e-01,1.8750000000000003e-02,-7.9608884671738556e-01,-7.9593778895128831e-01,-1.5105776609725119e-04,1.5105776609725119e-04
144,8.0625000000000002e-01,1.8750000000000003e-02,-8.1913402512726996e-01,-8.1897854761741862e-01,-1.5547750985134279e-04,1.5547750985134279e-04
145,8.1875000000000009e-01,1.8750000000000003e-02,-8.4091616591860807e-01,-8.4075650072387242e-01,-1.5966519473564755e-04,1.5966519473564755e-04
146,8.3125000000000004e-01,1.8750000000000003e-02,-8.6140168350377255e-01,-8.6123806824545657e-01,-1.6361525831598556e-04,1.6361525831598556e-04
147,8.4375000000000000e-01,1.8750000000000003e-02,-8.8055899172926488e-01,-8.8039166908958666e-01,-1.6732263967822458e-04,1.6732263967822458e-04
148,8.5625000000000007e-01,1.8750000000000003e-02,-8.9835855261021080e-01,-8.9818776979204207e-01,-1.7078281816873542e-04,1.7078281816873542e-04
149,8.6875000000000002e-01,1.8750000000000003e-02,-9.1477292191701853e-01,-9.1459893005542603e-01,-1.7399186159250402e-04,1.7399186159250402e-04
150,8.8125000000000009e-01,1.8750000000000003e-02,-9.2977679154861903e-01,-9.2959984506011750e-01,-1.7694648850152817e-04,1.7694648850152817e-04
151,8.9375000000000004e-01,1.8750000000000003e-02,-9.4334702863456721e-01,-9.4316738448246706e-01,-1.7964415210014462e-04,1.7964415210014462e-04
152,9.0625000000000000e-01,1.8750000000000003e-02,-9.5546271131843574e-01,-9.5528062816008041e-01,-1.8208315835532840e-04,1.8208315835532840e-04
153,9.1875000000000007e-01,1.8750000000000003e-02,-9.6610516118957401e-01,-9.6592089834919215e-01,-1.8426284038186580e-04,1.8426284038186580e-04
154,9.3125000000000002e-01,1.8750000000000003e-02,-9.7525797235428580e-01,-9.7507178852439247e-01,-1.8618382989332716e-04,1.8618382989332716e-04
155,9.4375000000000009e-01,1.8750000000000003e-02,-9.8290703718160255e-01,-9.8271918867630159e-01,-1.8784850530095820e-04,1.8784850530095820e-04
156,9.5625000000000004e-01,1.8750000000000003e-02,-9.8904056884922509e-01,-9.8885130706817925e-01,-1.8926178104583524e-04,1.8926178104583524e-04
157,9.6875000000000000e-01,1.8750000000000003e-02,-9.9364912101318226e-01,-9.9345868841793028e-01,-1.9043259525197698e-04,1.9043259525197698e-04
158,9.8125000000000007e-01,1.8750000000000003e-02,-9.9672560536298838e-01,-9.9653422847746320e-01,-1.9137688552517407e-04,1.9137688552517407e-04
159,9.9375000000000002e-01,1.8750000000000003e-02,-9.9826530868041763e-01,-9.9807318498692543e-01,-1.9212369349219660e-04,1.9212369349219660e-04
160,6.2500000000000003e-03,3.1250000000000000e-02,9.9518430211919484e-01,9.9499289534402713e-01,1.9140677516771287e-04,1.9140677516771287e-04
161,1.8750000000000003e-02,3.1250000000000000e-02,9.9364912101289615e-01,9.9345868841793039e-01,1.9043259496576148e-04,1.9043259496576148e-04
162,3.1250000000000000e-02,3.1250000000000000e-02,9.9058193139465245e-01,9.9039264020161533e-01,1.8929119303712216e-04,1.8929119303712216e-04
163,4.3750000000000004e-02,3.1250000000000000e-02,9.8598743184507509e-01,9.8579947831919978e-01,1.8795352587530623e-04,1.8795352587530623e-04
