i,j,x,y,initial,numerical,change,absChange
6,11,1.3000000000000000e-01,2.3000000000000001e-01,0.0000000000000000e+00,2.8204034097600000e-02,2.8204034097600000e-02,2.8204034097600000e-02
7,11,1.4999999999999999e-01,2.3000000000000001e-01,0.0000000000000000e+00,3.2213831712199999e-02,3.2213831712199999e-02,3.2213831712199999e-02
8,11,1.7000000000000001e-01,2.3000000000000001e-01,0.0000000000000000e+00,3.6966241027000003e-02,3.6966241027000003e-02,3.6966241027000003e-02
9,11,1.9000000000000000e-01,2.3000000000000001e-01,0.0000000000000000e+00,4.2639259219599997e-02,4.2639259219599997e-02,4.2639259219599997e-02
10,11,2.0999999999999999e-01,2.3000000000000001e-01,0.0000000000000000e+00,4.9321481490500002e-02,4.9321481490500002e-02,4.9321481490500002e-02
11,11,2.3000000000000001e-01,2.3000000000000001e-01,0.0000000000000000e+00,5.7037497104899998e-02,5.7037497104899998e-02,5.7037497104899998e-02
12,11,2.5000000000000000e-01,2.3000000000000001e-01,0.0000000000000000e+00,6.5758128455799994e-02,6.5758128455799994e-02,6.5758128455799994e-02
13,11,2.7000000000000002e-01,2.3000000000000001e-01,0.0000000000000000e+00,7.5399659594499999e-02,7.5399659594499999e-02,7.5399659594499999e-02
14,11,2.8999999999999998e-01,2.3000000000000001e-01,0.0000000000000000e+00,8.5817916532399993e-02,8.5817916532399993e-02,8.5817916532399993e-02
15,11,3.1000000000000000e-01,2.3000000000000001e-01,0.0000000000000000e+00,9.6802391985699995e-02,9.6802391985699995e-02,9.6802391985699995e-02
16,11,3.3000000000000002e-01,2.3000000000000001e-01,0.0000000000000000e+00,1.0807450340300000e-01,1.0807450340300000e-01,1.0807450340300000e-01
17,11,3.4999999999999998e-01,2.3000000000000001e-01,0.0000000000000000e+00,1.1929287254000000e-01,1.1929287254000000e-01,1.1929287254000000e-01
18,11,3.7000000000000000e-01,2.3000000000000001e-01,1.2313690413560618e-01,1.3006705429900001e-01,6.9301501633938223e-03,6.9301501633938223e-03
19,11,3.9000000000000001e-01,2.3000000000000001e-01,2.5464400750007021e-01,1.3997936241799999e-01,-1.1466464508207022e-01,1.1466464508207022e-01
20,11,4.0999999999999998e-01,2.3000000000000001e-01,3.8536370284714105e-01,1.4861262802700001e-01,-2.3675107482014104e-01,2.3675107482014104e-01
21,11,4.2999999999999999e-01,2.3000000000000001e-01,5.1465934071463204e-01,1.5558044773700000e-01,-3.5907889297763207e-01,3.5907889297763207e-01
22,11,4.5000000000000001e-01,2.3000000000000001e-01,6.4098901285769982e-01,1.6055619905200000e-01,-4.8043281380569980e-01,4.8043281380569980e-01
23,11,4.6999999999999997e-01,2.3000000000000001e-01,7.5962991496906751e-01,1.6329776029900001e-01,-5.9633215467006750e-01,5.9633215467006750e-01
24,11,4.8999999999999999e-01,2.3000000000000001e-01,8.5092880150001404e-01,1.6366585941699999e-01,-6.8726294208301408e-01,6.8726294208301408e-01
25,11,5.1000000000000001e-01,2.3000000000000001e-01,8.5092880150001404e-01,1.6155886941799999e-01,-6.8936993208201403e-01,6.8936993208201403e-01
26,11,5.3000000000000003e-01,2.3000000000000001e-01,7.5962991496906729e-01,1.5700831245700000e-01,-6.0262160251206731e-01,6.0262160251206731e-01
27,11,5.5000000000000004e-01,2.3000000000000001e-01,6.4098901285769949e-01,1.5025452005300000e-01,-4.9073449280469950e-01,4.9073449280469950e-01
28,11,5.6999999999999995e-01,2.3000000000000001e-01,5.1465934071463171e-01,1.4164199087300000e-01,-3.7301734984163171e-01,3.7301734984163171e-01
29,11,5.8999999999999997e-01,2.3000000000000001e-01,3.8536370284714105e-01,1.3158435946800001e-01,-2.5377934337914104e-01,2.5377934337914104e-01
30,11,6.0999999999999999e-01,2.3000000000000001e-01,2.5464400750007021e-01,1.2052691885400001e-01,-1.3411708864607019e-01,1.3411708864607019e-01
31,11,6.3000000000000000e-01,2.3000000000000001e-01,1.2313690413560618e-01,1.0891160751600000e-01,-1.4225296619606184e-02,1.4225296619606184e-02
32,11,6.5000000000000002e-01,2.3000000000000001e-01,0.0000000000000000e+00,9.7148346271399996e-02,9.7148346271399996e-02,9.7148346271399996e-02
33,11,6.7000000000000004e-01,2.3000000000000001e-01,0.0000000000000000e+00,8.5595053800500004e-02,8.5595053800500004e-02,8.5595053800500004e-02
34,11,6.8999999999999995e-01,2.3000000000000001e-01,0.0000000000000000e+00,7.4546588932900004e-02,7.4546588932900004e-02,7.4546588932900004e-02
35,11,7.0999999999999996e-01,2.3000000000000001e-01,0.0000000000000000e+00,6.4230636192400006e-02,6.4230636192400006e-02,6.4230636192400006e-02
36,11,7.2999999999999998e-01,2.3000000000000001e-01,0.0000000000000000e+00,5.4807235268000000e-02,5.4807235268000000e-02,5.4807235268000000e-02
37,11,7.5000000000000000e-01,2.3000000000000001e-01,0.0000000000000000e+00,4.6369369370899999e-02,4.6369369370899999e-02,4.6369369370899999e-02
38,11,7.7000000000000002e-01,2.3000000000000001e-01,0.0000000000000000e+00,3.8944627090400002e-02,3.8944627090400002e-02,3.8944627090400002e-02
39,11,7.9000000000000004e-01,2.3000000000000001e-01,0.0000000000000000e+00,3.2500569450000003e-02,3.2500569450000003e-02,3.2500569450000003e-02
40,11,8.1000000000000005e-01,2.3000000000000001e-01,0.0000000000000000e+00,2.6956771267299999e-02,2.6956771267299999e-02,2.6956771267299999e-02
41,11,8.2999999999999996e-01,2.3000000000000001e-01,0.0000000000000000e+00,2.2203862877700001e-02,2.2203862877700001e-02,2.2203862877700001e-02
42,11,8.4999999999999998e-01,2.3000000000000001e-01,0.0000000000000000e+00,1.8125942687500000e-02,1.8125942687500000e-02,1.8125942687500000e-02
43,11,8.7000000000000000e-01,2.3000000000000001e-01,0.0000000000000000e+00,1.4620229558300000e-02,1.4620229558300000e-02,1.4620229558300000e-02
44,11,8.9000000000000001e-01,2.3000000000000001e-01,0.0000000000000000e+00,1.1608508054100001e-02,1.1608508054100001e-02,1.1608508054100001e-02
45,11,9.1000000000000003e-01,2.3000000000000001e-01,0.0000000000000000e+00,9.0383258967899997e-03,9.0383258967899997e-03,9.0383258967899997e-03
46,11,9.3000000000000005e-01,2.3000000000000001e-01,0.0000000000000000e+00,6.8759516214400001e-03,6.8759516214400001e-03,6.8759516214400001e-03
47,11,9.4999999999999996e-01,2.3000000000000001e-01,0.0000000000000000e+00,5.0956659078799996e-03,5.0956659078799996e-03,5.0956659078799996e-03
48,11,9.6999999999999997e-01,2.3000000000000001e-01,0.0000000000000000e+00,3.6701288015700000e-03,3.6701288015700000e-03,3.6701288015700000e-03
49,11,9.8999999999999999e-01,2.3000000000000001e-01,0.0000000000000000e+00,7.5001812053400001e-03,7.5001812053400001e-03,7.5001812053400001e-03
0,12,1.0000000000000000e-02,2.5000000000000000e-01,0.0000000000000000e+00,3.3715932875400000e-03,3.3715932875400000e-03,3.3715932875400000e-03
1,12,2.9999999999999999e-02,2.5000000000000000e-01,0.0000000000000000e+00,9.3597026433100000e-03,9.3597026433100000e-03,9.3597026433100000e-03
2,12,5.0000000000000003e-02,2.5000000000000000e-01,0.0000000000000000e+00,1.5373177658300000e-02,1.5373177658300000e-02,1.5373177658300000e-02
3,12,7.0000000000000007e-02,2.5000000000000000e-01,0.0000000000000000e+00,2.0089096041599998e-02,2.0089096041599998e-02,2.0089096041599998e-02
4,12,8.9999999999999997e-02,2.5000000000000000e-01,0.0000000000000000e+00,2.3666890540199999e-02,2.3666890540199999e-02,2.3666890540199999e-02
5,12,1.1000000000000000e-01,2.5000000000000000e-01,0.0000000000000000e+00,2.6846184150400000e-02,2.6846184150400000e-02,2.6846184150400000e-02
6,12,1.3000000000000000e-01,2.5000000000000000e-01,0.0000000000000000e+00,3.0310724640800001e-02,3.0310724640800001e-02,3.0310724640800001e-02
7,12,1.4999999999999999e-01,2.5000000000000000e-01,0.0000000000000000e+00,3.4499298930900001e-02,3.4499298930900001e-02,3.4499298930900001e-02
8,12,1.7000000000000001e-01,2.5000000000000000e-01,0.0000000000000000e+00,3.9641217503400002e-02,3.9641217503400002e-02,3.9641217503400002e-02
9,12,1.9000000000000000e-01,2.5000000000000000e-01,0.0000000000000000e+00,4.5837923159000003e-02,4.5837923159000003e-02,4.5837923159000003e-02
10,12,2.0999999999999999e-01,2.5000000000000000e-01,0.0000000000000000e+00,5.3121152609800000e-02,5.3121152609800000e-02,5.3121152609800000e-02
11,12,2.3000000000000001e-01,2.5000000000000000e-01,0.0000000000000000e+00,6.1478760795200003e-02,6.1478760795200003e-02,6.1478760795200003e-02
12,12,2.5000000000000000e-01,2.5000000000000000e-01,0.0000000000000000e+00,7.0858321266100005e-02,7.0858321266100005e-02,7.0858321266100005e-02
13,12,2.7000000000000002e-01,2.5000000000000000e-01,0.0000000000000000e+00,8.1159645885899995e-02,8.1159645885899995e-02,8.1159645885899995e-02
14,12,2.8999999999999998e-01,2.5000000000000000e-01,0.0000000000000000e+00,9.2224176999200005e-02,9.2224176999200005e-02,9.2224176999200005e-02
15,12,3.1000000000000000e-01,2.5000000000000000e-01,0.0000000000000000e+00,1.0382653988800000e-01,1.0382653988800000e-01,1.0382653988800000e-01
16,12,3.3000000000000002e-01,2.5000000000000000e-01,0.0000000000000000e+00,1.1567196672200000e-01,1.1567196672200000e-01,1.1567196672200000e-01
17,12,3.4999999999999998e-01,2.5000000000000000e-01,2.2204460492503131e-16,1.2740213407100001e-01,1.2740213407099979e-01,1.2740213407099979e-01
18,12,3.7000000000000000e-01,2.5000000000000000e-01,1.3333333333333330e-01,1.3861050212400000e-01,5.2771687906666975e-03,5.2771687906666975e-03
19,12,3.9000000000000001e-01,2.5000000000000000e-01,2.6666666666666672e-01,1.4886626683000001e-01,-1.1780039983666671e-01,1.1780039983666671e-01
20,12,4.0999999999999998e-01,2.5000000000000000e-01,4.0000000000000013e-01,1.5774392129900000e-01,-2.4225607870100013e-01,2.4225607870100013e-01
21,12,4.2999999999999999e-01,2.5000000000000000e-01,5.3333333333333321e-01,1.6485405612400000e-01,-3.6847927720933321e-01,3.6847927720933321e-01
22,12,4.5000000000000001e-01,2.5000000000000000e-01,6.6666666666666674e-01,1.6987121589500001e-01,-4.9679545077166676e-01,4.9679545077166676e-01
23,12,4.6999999999999997e-01,2.5000000000000000e-01,8.0000000000000016e-01,1.7255625232200000e-01,-6.2744374767800015e-01,6.2744374767800015e-01
24,12,4.8999999999999999e-01,2.5000000000000000e-01,9.3333333333333324e-01,1.7277241644999999e-01,-7.6056091688333327e-01,7.6056091688333327e-01
25,12,5.1000000000000001e-01,2.5000000000000000e-01,9.3333333333333324e-01,1.7038183920300001e-01,-7.6295149413033325e-01,7.6295149413033325e-01
26,12,5.3000000000000003e-01,2.5000000000000000e-01,7.9999999999999982e-01,1.6538837097100001e-01,-6.3461162902899981e-01,6.3461162902899981e-01
27,12,5.5000000000000004e-01,2.5000000000000000e-01,6.6666666666666630e-01,1.5805496637100000e-01,-5.0861170029566627e-01,5.0861170029566627e-01
28,12,5.6999999999999995e-01,2.5000000000000000e-01,5.3333333333333288e-01,1.4875734225800000e-01,-3.8457599107533291e-01,3.8457599107533291e-01
29,12,5.8999999999999997e-01,2.5000000000000000e-01,4.0000000000000013e-01,1.3794518497100000e-01,-2.6205481502900013e-01,2.6205481502900013e-01
30,12,6.0999999999999999e-01,2.5000000000000000e-01,2.6666666666666672e-01,1.2610076061799999e-01,-1.4056590604866673e-01,1.4056590604866673e-01
31,12,6.3000000000000000e-01,2.5000000000000000e-01,1.3333333333333330e-01,1.1370034454700000e-01,-1.9632988786333308e-02,1.9632988786333308e-02
32,12,6.5000000000000002e-01,2.5000000000000000e-01,0.0000000000000000e+00,1.0118261106400001e-01,1.0118261106400001e-01,1.0118261106400001e-01
33,12,6.7000000000000004e-01,2.5000000000000000e-01,0.0000000000000000e+00,8.8926473039000004e-02,8.8926473039000004e-02,8.8926473039000004e-02
34,12,6.8999999999999995e-01,2.5000000000000000e-01,0.0000000000000000e+00,7.7238992660800004e-02,7.7238992660800004e-02,7.7238992660800004e-02
35,12,7.0999999999999996e-01,2.5000000000000000e-01,0.0000000000000000e+00,6.6352016185699997e-02,6.6352016185699997e-02,6.6352016185699997e-02
36,12,7.2999999999999998e-01,2.5000000000000000e-01,0.0000000000000000e+00,5.6424586384800003e-02,5.6424586384800003e-02,5.6424586384800003e-02
37,12,7.5000000000000000e-01,2.5000000000000000e-01,0.0000000000000000e+00,4.7547810553800002e-02,4.7547810553800002e-02,4.7547810553800002e-02
38,12,7.7000000000000002e-01,2.5000000000000000e-01,0.0000000000000000e+00,3.9750224255000001e-02,3.9750224255000001e-02,3.9750224255000001e-02
39,12,7.9000000000000004e-01,2.5000000000000000e-01,0.0000000000000000e+00,3.3004107150699999e-02,3.3004107150699999e-02,3.3004107150699999e-02
40,12,8.1000000000000005e-01,2.5000000000000000e-01,0.0000000000000000e+00,2.7234923876599999e-02,2.7234923876599999e-02,2.7234923876599999e-02
41,12,8.2999999999999996e-01,2.5000000000000000e-01,0.0000000000000000e+00,2.2335587366100002e-02,2.2335587366100002e-02,2.2335587366100002e-02
42,12,8.4999999999999998e-01,2.5000000000000000e-01,0.0000000000000000e+00,1.8184697253099999e-02,1.8184697253099999e-02,1.8184697253099999e-02
43,12,8.7000000000000000e-01,2.5000000000000000e-01,0.0000000000000000e+00,1.4665060201799999e-02,1.4665060201799999e-02,1.4665060201799999e-02
44,12,8.9000000000000001e-01,2.5000000000000000e-01,0.0000000000000000e+00,1.1677699523500000e-02,1.1677699523500000e-02,1.1677699523500000e-02
45,12,9.1000000000000003e-01,2.5000000000000000e-01,0.0000000000000000e+00,9.1480013898500006e-03,9.1480013898500006e-03,9.1480013898500006e-03
46,12,9.3000000000000005e-01,2.5000000000000000e-01,0.0000000000000000e+00,7.0237176564400001e-03,7.0237176564400001e-03,7.0237176564400001e-03
47,12,9.4999999999999996e-01,2.5000000000000000e-01,0.0000000000000000e+00,5.2674637381899996e-03,5.2674637381899996e-03,5.2674637381899996e-03
48,12,9.6999999999999997e-01,2.5000000000000000e-01,0.0000000000000000e+00,3.8477002968400000e-03,3.8477002968400000e-03,3.8477002968400000e-03
49,12,9.8999999999999999e-01,2.5000000000000000e-01,0.0000000000000000e+00,8.2197937993899999e-03,8.2197937993899999e-03,8.2197937993899999e-03
0,13,1.0000000000000000e-02,2.7000000000000002e-01,0.0000000000000000e+00,5.1552828003299999e-03,5.1552828003299999e-03,5.1552828003299999e-03
1,13,2.9999999999999999e-02,2.7000000000000002e-01,0.0000000000000000e+00,1.2690053873699999e-02,1.2690053873699999e-02,1.2690053873699999e-02
2,13,5.0000000000000003e-02,2.7000000000000002e-01,0.0000000000000000e+00,1.8888200950199999e-02,1.8888200950199999e-02,1.8888200950199999e-02
3,13,7.0000000000000007e-02,2.7000000000000002e-01,0.0000000000000000e+00,2.2958864122900002e-02,2.2958864122900002e-02,2.2958864122900002e-02
4,13,8.9999999999999997e-02,2.7000000000000002e-01,0.0000000000000000e+00,2.5866336190199998e-02,2.5866336190199998e-02,2.5866336190199998e-02
5,13,1.1000000000000000e-01,2.7000000000000002e-01,0.0000000000000000e+00,2.8739313411999999e-02,2.8739313411999999e-02,2.8739313411999999e-02
6,13,1.3000000000000000e-01,2.7000000000000002e-01,0.0000000000000000e+00,3.2286872429100000e-02,3.2286872429100000e-02,3.2286872429100000e-02
7,13,1.4999999999999999e-01,2.7000000000000002e-01,0.0000000000000000e+00,3.6830288328399997e-02,3.6830288328399997e-02,3.6830288328399997e-02
8,13,1.7000000000000001e-01,2.7000000000000002e-01,0.0000000000000000e+00,4.2476124748700002e-02,4.2476124748700002e-02,4.2476124748700002e-02
9,13,1.9000000000000000e-01,2.7000000000000002e-01,0.0000000000000000e+00,4.9241522054000002e-02,4.9241522054000002e-02,4.9241522054000002e-02
10,13,2.0999999999999999e-01,2.7000000000000002e-01,0.0000000000000000e+00,5.7110017195600001e-02,5.7110017195600001e-02,5.7110017195600001e-02
11,13,2.3000000000000001e-01,2.7000000000000002e-01,0.0000000000000000e+00,6.6043244790100000e-02,6.6043244790100000e-02,6.6043244790100000e-02
12,13,2.5000000000000000e-01,2.7000000000000002e-01,0.0000000000000000e+00,7.5972546101900004e-02,7.5972546101900004e-02,7.5972546101900004e-02
13,13,2.7000000000000002e-01,2.7000000000000002e-01,0.0000000000000000e+00,8.6784424617499994e-02,8.6784424617499994e-02,8.6784424617499994e-02
14,13,2.8999999999999998e-01,2.7000000000000002e-01,0.0000000000000000e+00,9.8306800972700004e-02,9.8306800972700004e-02,9.8306800972700004e-02
15,13,3.1000000000000000e-01,2.7000000000000002e-01,0.0000000000000000e+00,1.1029990431599999e-01,1.1029990431599999e-01,1.1029990431599999e-01
16,13,3.3000000000000002e-01,2.7000000000000002e-01,0.0000000000000000e+00,1.2245457932900000e-01,1.2245457932900000e-01,1.2245457932900000e-01
17,13,3.4999999999999998e-01,2.7000000000000002e-01,0.0000000000000000e+00,1.3440010547299999e-01,1.3440010547299999e-01,1.3440010547299999e-01
18,13,3.7000000000000000e-01,2.7000000000000002e-01,1.2313690413560618e-01,1.4572228801800000e-01,2.2585383882393811e-02,2.2585383882393811e-02
19,13,3.9000000000000001e-01,2.7000000000000002e-01,2.5464400750007021e-01,1.5599029651400001e-01,-9.8653710986070203e-02,9.8653710986070203e-02
20,13,4.0999999999999998e-01,2.7000000000000002e-01,3.8536370284714105e-01,1.6478806644200000e-01,-2.2057563640514105e-01,2.2057563640514105e-01
21,13,4.2999999999999999e-01,2.7000000000000002e-01,5.1465934071463204e-01,1.7174443898000000e-01,-3.4291490173463202e-01,3.4291490173463202e-01
22,13,4.5000000000000001e-01,2.7000000000000002e-01,6.4098901285769982e-01,1.7655707048100000e-01,-4.6443194237669982e-01,4.6443194237669982e-01
23,13,4.6999999999999997e-01,2.7000000000000002e-01,7.5962991496906751e-01,1.7900850660400000e-01,-5.8062140836506748e-01,5.8062140836506748e-01
24,13,4.8999999999999999e-01,2.7000000000000002e-01,8.5092880150001382e-01,1.7897632598100000e-01,-6.7195247551901383e-01,6.7195247551901383e-01
25,13,5.1000000000000001e-01,2.7000000000000002e-01,8.5092880150001382e-01,1.7628483310900001e-01,-6.7464396839101382e-01,6.7464396839101382e-01
26,13,5.3000000000000003e-01,2.7000000000000002e-01,7.5962991496906718e-01,1.7090213591299999e-01,-5.8872777905606721e-01,5.8872777905606721e-01
27,13,5.5000000000000004e-01,2.7000000000000002e-01,6.4098901285769938e-01,1.6310582992600001e-01,-4.7788318293169940e-01,4.7788318293169940e-01
28,13,5.6999999999999995e-01,2.7000000000000002e-01,5.1465934071463171e-01,1.5329140403300001e-01,-3.6136793668163170e-01,3.6136793668163170e-01
29,13,5.8999999999999997e-01,2.7000000000000002e-01,3.8536370284714105e-01,1.4193123643500000e-01,-2.4343246641214106e-01,2.4343246641214106e-01
30,13,6.0999999999999999e-01,2.7000000000000002e-01,2.5464400750007021e-01,1.2953077419000000e-01,-1.2511323331007021e-01,1.2511323331007021e-01
31,13,6.3000000000000000e-01,2.7000000000000002e-01,1.2313690413560618e-01,1.1658771060400000e-01,-6.5491935316061844e-03,6.5491935316061844e-03
32,13,6.5000000000000002e-01,2.7000000000000002e-01,0.0000000000000000e+00,1.0355853006100001e-01,1.0355853006100001e-01,1.0355853006100001e-01
33,13,6.7000000000000004e-01,2.7000000000000002e-01,0.0000000000000000e+00,9.0834978965600000e-02,9.0834978965600000e-02,9.0834978965600000e-02
34,13,6.8999999999999995e-01,2.7000000000000002e-01,0.0000000000000000e+00,7.8731179204600002e-02,7.8731179204600002e-02,7.8731179204600002e-02
35,13,7.0999999999999996e-01,2.7000000000000002e-01,0.0000000000000000e+00,6.7480352011100003e-02,6.7480352011100003e-02,6.7480352011100003e-02
36,13,7.2999999999999998e-01,2.7000000000000002e-01,0.0000000000000000e+00,5.7238622457400003e-02,5.7238622457400003e-02,5.7238622457400003e-02
37,13,7.5000000000000000e-01,2.7000000000000002e-01,0.0000000000000000e+00,4.8092584320700002e-02,4.8092584320700002e-02,4.8092584320700002e-02
38,13,7.7000000000000002e-01,2.7000000000000002e-01,0.0000000000000000e+00,4.0067780794200002e-02,4.0067780794200002e-02,4.0067780794200002e-02
39,13,7.9000000000000004e-01,2.7000000000000002e-01,0.0000000000000000e+00,3.3136990410700000e-02,3.3136990410700000e-02,3.3136990410700000e-02
40,13,8.1000000000000005e-01,2.7000000000000002e-01,0.0000000000000000e+00,2.7229210833499998e-02,2.7229210833499998e-02,2.7229210833499998e-02
41,13,8.2999999999999996e-01,2.7000000000000002e-01,0.0000000000000000e+00,2.2241064774200001e-02,2.2241064774200001e-02,2.2241064774200001e-02
42,13,8.4999999999999998e-01,2.7000000000000002e-01,0.0000000000000000e+00,1.8051289010199999e-02,1.8051289010199999e-02,1.8051289010199999e-02
43,13,8.7000000000000000e-01,2.7000000000000002e-01,0.0000000000000000e+00,1.4536712396699999e-02,1.4536712396699999e-02,1.4536712396699999e-02
44,13,8.9000000000000001e-01,2.7000000000000002e-01,0.0000000000000000e+00,1.1586326980500000e-02,1.1586326980500000e-02,1.1586326980500000e-02
45,13,9.1000000000000003e-01,2.7000000000000002e-01,0.0000000000000000e+00,9.1100327321200006e-03,9.1100327321200006e-03,9.1100327321200006e-03
46,13,9.3000000000000005e-01,2.7000000000000002e-01,0.0000000000000000e+00,7.0404548464400004e-03,7.0404548464400004e-03,7.0404548464400004e-03
47,13,9.4999999999999996e-01,2.7000000000000002e-01,0.0000000000000000e+00,5.3287815573200004e-03,5.3287815573200004e-03,5.3287815573200004e-03
48,13,9.6999999999999997e-01,2.7000000000000002e-01,0.0000000000000000e+00,3.9374474046799997e-03,3.9374474046799997e-03,3.9374474046799997e-03
49,13,9.8999999999999999e-01,2.7000000000000002e-01,0.0000000000000000e+00,8.7535574147800006e-03,8.7535574147800006e-03,8.7535574147800006e-03
0,14,1.0000000000000000e-02,2.8999999999999998e-01,0.0000000000000000e+00,7.6851438073299999e-03,7.6851438073299999e-03,7.6851438073299999e-03
1,14,2.9999999999999999e-02,2.8999999999999998e-01,0.0000000000000000e+00,1.6612700303000001e-02,1.6612700303000001e-02,1.6612700303000001e-02
2,14,5.0000000000000003e-02,2.8999999999999998e-01,0.0000000000000000e+00,2.2337378643900001e-02,2.2337378643900001e-02,2.2337378643900001e-02
3,14,7.0000000000000007e-02,2.8999999999999998e-01,0.0000000000000000e+00,2.5375942455400001e-02,2.5375942455400001e-02,2.5375942455400001e-02
4,14,8.9999999999999997e-02,2.8999999999999998e-01,0.0000000000000000e+00,2.7635669287500001e-02,2.7635669287500001e-02,2.7635669287500001e-02
5,14,1.1000000000000000e-01,2.8999999999999998e-01,0.0000000000000000e+00,3.0425032261100000e-02,3.0425032261100000e-02,3.0425032261100000e-02
6,14,1.3000000000000000e-01,2.8999999999999998e-01,0.0000000000000000e+00,3.4282596539400002e-02,3.4282596539400002e-02,3.4282596539400002e-02
7,14,1.4999999999999999e-01,2.8999999999999998e-01,0.0000000000000000e+00,3.9327737704300002e-02,3.9327737704300002e-02,3.9327737704300002e-02
8,14,1.7000000000000001e-01,2.8999999999999998e-01,0.0000000000000000e+00,4.5536016745599997e-02,4.5536016745599997e-02,4.5536016745599997e-02
9,14,1.9000000000000000e-01,2.8999999999999998e-01,0.0000000000000000e+00,5.2859076517699999e-02,5.2859076517699999e-02,5.2859076517699999e-02
10,14,2.0999999999999999e-01,2.8999999999999998e-01,0.0000000000000000e+00,6.1251089354100001e-02,6.1251089354100001e-02,6.1251089354100001e-02
11,14,2.3000000000000001e-01,2.8999999999999998e-01,0.0000000000000000e+00,7.0657983560399998e-02,7.0657983560399998e-02,7.0657983560399998e-02
12,14,2.5000000000000000e-01,2.8999999999999998e-01,0.0000000000000000e+00,8.0997577155500003e-02,8.0997577155500003e-02,8.0997577155500003e-02
13,14,2.7000000000000002e-01,2.8999999999999998e-01,0.0000000000000000e+00,9.2141054549299994e-02,9.2141054549299994e-02,9.2141054549299994e-02
14,14,2.8999999999999998e-01,2.8999999999999998e-01,0.0000000000000000e+00,1.0389913094100001e-01,1.0389913094100001e-01,1.0389913094100001e-01
15,14,3.1000000000000000e-01,2.8999999999999998e-01,0.0000000000000000e+00,1.1601465675100001e-01,1.1601465675100001e-01,1.1601465675100001e-01
16,14,3.3000000000000002e-01,2.8999999999999998e-01,0.0000000000000000e+00,1.2816361232699999e-01,1.2816361232699999e-01,1.2816361232699999e-01
17,14,3.4999999999999998e-01,2.8999999999999998e-01,0.0000000000000000e+00,1.3996640110700001e-01,1.3996640110700001e-01,1.3996640110700001e-01
18,14,3.7000000000000000e-01,2.8999999999999998e-01,9.3235299417636974e-02,1.5101004767900000e-01,5.7774748261363029e-02,5.7774748261363029e-02
19,14,3.9000000000000001e-01,2.8999999999999998e-01,2.1968667261869168e-01,1.6087907908499999e-01,-5.8807593533691693e-02,5.8807593533691693e-02
20,14,4.0999999999999998e-01,2.8999999999999998e-01,3.4340947988025983e-01,1.6918924812700001e-01,-1.7422023175325982e-01,1.7422023175325982e-01
21,14,4.2999999999999999e-01,2.8999999999999998e-01,4.6251615011343006e-01,1.7561588739400000e-01,-2.8690026271943003e-01,2.8690026271943003e-01
22,14,4.5000000000000001e-01,2.8999999999999998e-01,5.7312505083781029e-01,1.7991024820599999e-01,-3.9321480263181030e-01,3.9321480263181030e-01
23,14,4.6999999999999997e-01,2.8999999999999998e-01,6.6666666666666685e-01,1.8190344044900000e-01,-4.8476322621766688e-01,4.8476322621766688e-01
24,14,4.8999999999999999e-01,2.8999999999999998e-01,7.2512629162548947e-01,1.8150462508099999e-01,-5.4362166654448951e-01,5.4362166654448951e-01
25,14,5.1000000000000001e-01,2.8999999999999998e-01,7.2512629162548947e-01,1.7850242782400000e-01,-5.4662386380148953e-01,5.4662386380148953e-01
26,14,5.3000000000000003e-01,2.8999999999999998e-01,6.6666666666666663e-01,1.7282093107200000e-01,-4.9384573559466660e-01,4.9384573559466660e-01
27,14,5.5000000000000004e-01,2.8999999999999998e-01,5.7312505083780985e-01,1.6473874465400001e-01,-4.0838630618380983e-01,4.0838630618380983e-01
28,14,5.6999999999999995e-01,2.8999999999999998e-01,4.6251615011342972e-01,1.5465234622599999e-01,-3.0786380388742973e-01,3.0786380388742973e-01
29,14,5.8999999999999997e-01,2.8999999999999998e-01,3.4340947988025983e-01,1.4303582631199999e-01,-2.0037365356825984e-01,2.0037365356825984e-01
30,14,6.0999999999999999e-01,2.8999999999999998e-01,2.1968667261869168e-01,1.3039717331100001e-01,-8.9289499307691672e-02,8.9289499307691672e-02
31,14,6.3000000000000000e-01,2.8999999999999998e-01,9.3235299417636974e-02,1.1723706685300000e-01,2.4001767435363031e-02,2.4001767435363031e-02
32,14,6.5000000000000002e-01,2.8999999999999998e-01,0.0000000000000000e+00,1.0401478126499999e-01,1.0401478126499999e-01,1.0401478126499999e-01
33,14,6.7000000000000004e-01,2.8999999999999998e-01,0.0000000000000000e+00,9.1123930207000006e-02,9.1123930207000006e-02,9.1123930207000006e-02
34,14,6.8999999999999995e-01,2.8999999999999998e-01,0.0000000000000000e+00,7.8878896908100002e-02,7.8878896908100002e-02,7.8878896908100002e-02
35,14,7.0999999999999996e-01,2.8999999999999998e-01,0.0000000000000000e+00,6.7511138165699994e-02,6.7511138165699994e-02,6.7511138165699994e-02
36,14,7.2999999999999998e-01,2.8999999999999998e-01,0.0000000000000000e+00,5.7173200516300003e-02,5.7173200516300003e-02,5.7173200516300003e-02
37,14,7.5000000000000000e-01,2.8999999999999998e-01,0.0000000000000000e+00,4.7947416986600003e-02,4.7947416986600003e-02,4.7947416986600003e-02
38,14,7.7000000000000002e-01,2.8999999999999998e-01,0.0000000000000000e+00,3.9856235054099999e-02,3.9856235054099999e-02,3.9856235054099999e-02
