cell,x,y,initial,numerical,exact,error,absError
0,-9.7499999999999998e-01,-9.7499999999999998e-01,4.1487308965162119e-215,1.5321221859300001e-06,6.1425578590137373e-43,1.5321221859300001e-06,1.5321221859300001e-06
1,-9.2500000000000004e-01,-9.7499999999999998e-01,1.5287133320837191e-208,8.0084236639400001e-06,1.2636634186905525e-41,8.0084236639400001e-06,8.0084236639400001e-06
2,-8.7500000000000000e-01,-9.7499999999999998e-01,2.5417701366120276e-202,2.2912029605299999e-05,2.2171417364748231e-40,2.2912029605299999e-05,2.2912029605299999e-05
3,-8.2499999999999996e-01,-9.7499999999999998e-01,1.9069790626126844e-196,4.7837824859099999e-05,3.3176868222696465e-39,4.7837824859099999e-05,4.7837824859099999e-05
4,-7.7500000000000002e-01,-9.7499999999999998e-01,6.4558734555318925e-191,8.1550299340000002e-05,4.2340619166712345e-38,8.1550299340000002e-05,8.1550299340000002e-05
5,-7.2499999999999998e-01,-9.7499999999999998e-01,9.8619665563550382e-186,1.2048702737300000e-04,4.6084927426364262e-37,1.2048702737300000e-04,1.2048702737300000e-04
6,-6.7500000000000004e-01,-9.7499999999999998e-01,6.7978483846876625e-181,1.5999317706400000e-04,4.2779972163268020e-36,1.5999317706400000e-04,1.5999317706400000e-04
7,-6.2500000000000000e-01,-9.7499999999999998e-01,2.1143596149039455e-176,1.9554276599500001e-04,3.3868968786984785e-35,1.9554276599500001e-04,1.9554276599500001e-04
8,-5.7499999999999996e-01,-9.7499999999999998e-01,2.9674654292266442e-172,2.2355956080300000e-04,2.2868797898257617e-34,2.2355956080300000e-04,2.2355956080300000e-04
9,-5.2499999999999991e-01,-9.7499999999999998e-01,1.8792818246902206e-168,2.4178822351499999e-04,1.3169357445185076e-33,2.4178822351499999e-04,2.4178822351499999e-04
10,-4.7499999999999998e-01,-9.7499999999999998e-01,5.3702881770027527e-165,2.4933101982300000e-04,6.4679361061465202e-33,2.4933101982300000e-04,2.4933101982300000e-04
11,-4.2499999999999993e-01,-9.7499999999999998e-01,6.9247277102466688e-162,2.4648941211299999e-04,2.7092354086205497e-32,2.4648941211299999e-04,2.4648941211299999e-04
12,-3.7500000000000000e-01,-9.7499999999999998e-01,4.0290925470513744e-159,2.3451166764699999e-04,9.6784910200477565e-32,2.3451166764699999e-04,2.3451166764699999e-04
13,-3.2499999999999996e-01,-9.7499999999999998e-01,1.0578186446916841e-156,2.1530339097100001e-04,2.9488212417397457e-31,2.1530339097100001e-04,2.1530339097100001e-04
14,-2.7499999999999991e-01,-9.7499999999999998e-01,1.2531833727543952e-154,1.9113051946100001e-04,7.6624760065777527e-31,1.9113051946100001e-04,1.9113051946100001e-04
15,-2.2499999999999998e-01,-9.7499999999999998e-01,6.6991154579532569e-153,1.6433468379199999e-04,1.6981251549467517e-30,1.6433468379199999e-04,1.6433468379199999e-04
16,-1.7499999999999993e-01,-9.7499999999999998e-01,1.6159195449685454e-151,1.3708083786400000e-04,3.2095943704511404e-30,1.3708083786400000e-04,1.3708083786400000e-04
17,-1.2500000000000000e-01,-9.7499999999999998e-01,1.7588201689613037e-150,1.1115806944400000e-04,5.1738101710971774e-30,1.1115806944400000e-04,1.1115806944400000e-04
18,-7.4999999999999956e-02,-9.7499999999999998e-01,8.6381864281483507e-150,8.7851168901600005e-05,7.1129657475727581e-30,8.7851168901600005e-05,8.7851168901600005e-05
19,-2.4999999999999911e-02,-9.7499999999999998e-01,1.9143579247969972e-149,6.7891557344700005e-05,8.3400917988231827e-30,6.7891557344700005e-05,6.7891557344700005e-05
20,2.5000000000000133e-02,-9.7499999999999998e-01,1.9143579247969972e-149,5.1449998320900002e-05,8.3400917988231827e-30,5.1449998320900002e-05,5.1449998320900002e-05
21,7.4999999999999956e-02,-9.7499999999999998e-01,8.6381864281483507e-150,3.8510591215799999e-05,7.1129657475728590e-30,3.8510591215799999e-05,3.8510591215799999e-05
22,1.2500000000000000e-01,-9.7499999999999998e-01,1.7588201689613037e-150,2.8766395019300001e-05,5.1738101710971774e-30,2.8766395019300001e-05,2.8766395019300001e-05
23,1.7500000000000004e-01,-9.7499999999999998e-01,1.6159195449685454e-151,2.1650892158500001e-05,3.2095943704511404e-30,2.1650892158500001e-05,2.1650892158500001e-05
24,2.2500000000000009e-01,-9.7499999999999998e-01,6.6991154579532569e-153,1.6528908425200001e-05,1.6981251549467517e-30,1.6528908425200001e-05,1.6528908425200001e-05
25,2.7500000000000013e-01,-9.7499999999999998e-01,1.2531833727543952e-154,1.2822624171800000e-05,7.6624760065777527e-31,1.2822624171800000e-05,1.2822624171800000e-05
26,3.2500000000000018e-01,-9.7499999999999998e-01,1.0578186446916238e-156,1.0074146189899999e-05,2.9488212417397457e-31,1.0074146189899999e-05,1.0074146189899999e-05
27,3.7500000000000000e-01,-9.7499999999999998e-01,4.0290925470513744e-159,7.9591487756700007e-06,9.6784910200477565e-32,7.9591487756700007e-06,7.9591487756700007e-06
28,4.2500000000000004e-01,-9.7499999999999998e-01,6.9247277102466688e-162,6.2702469461900000e-06,2.7092354086205497e-32,6.2702469461900000e-06,6.2702469461900000e-06
29,4.7500000000000009e-01,-9.7499999999999998e-01,5.3702881770027527e-165,4.8869553580200002e-06,6.4679361061465202e-33,4.8869553580200002e-06,4.8869553580200002e-06
30,5.2500000000000013e-01,-9.7499999999999998e-01,1.8792818246900067e-168,3.7443765508100002e-06,1.3169357445185076e-33,3.7443765508100002e-06,3.7443765508100002e-06
31,5.7500000000000018e-01,-9.7499999999999998e-01,2.9674654292264753e-172,2.8075132890000000e-06,2.2868797898257617e-34,2.8075132890000000e-06,2.8075132890000000e-06
32,6.2500000000000000e-01,-9.7499999999999998e-01,2.1143596149039455e-176,2.0537272191700000e-06,3.3868968786984785e-35,2.0537272191700000e-06,2.0537272191700000e-06
33,6.7500000000000004e-01,-9.7499999999999998e-01,6.7978483846876625e-181,1.4629454971399999e-06,4.2779972163268628e-36,1.4629454971399999e-06,1.4629454971399999e-06
34,7.2500000000000009e-01,-9.7499999999999998e-01,9.8619665563544780e-186,1.0137370496000000e-06,4.6084927426364921e-37,1.0137370496000000e-06,1.0137370496000000e-06
35,7.7500000000000013e-01,-9.7499999999999998e-01,6.4558734555318925e-191,6.8301026632500002e-07,4.2340619166712345e-38,6.8301026632500002e-07,6.8301026632500002e-07
36,8.2500000000000018e-01,-9.7499999999999998e-01,1.9069790626126844e-196,4.4739285589800000e-07,3.3176868222696465e-39,4.4739285589800000e-07,4.4739285589800000e-07
37,8.7500000000000000e-01,-9.7499999999999998e-01,2.5417701366120276e-202,2.8497460768500002e-07,2.2171417364748231e-40,2.8497460768500002e-07,2.8497460768500002e-07
38,9.2500000000000004e-01,-9.7499999999999998e-01,1.5287133320837191e-208,1.7837340077600000e-07,1.2636634186905703e-41,1.7837340077600000e-07,1.7837340077600000e-07
39,9.7500000000000009e-01,-9.7499999999999998e-01,4.1487308965162119e-215,2.5277553264499998e-07,6.1425578590137373e-43,2.5277553264499998e-07,2.5277553264499998e-07
40,-9.7499999999999998e-01,-9.2500000000000004e-01,4.3684938711462023e-205,1.9429200535899998e-06,6.2062969175110143e-41,1.9429200535899998e-06,1.9429200535899998e-06
41,-9.2500000000000004e-01,-9.2500000000000004e-01,1.6096910087744322e-198,9.3327894867700004e-06,1.2767759881466922e-39,9.3327894867700004e-06,9.3327894867700004e-06
42,-8.7500000000000000e-01,-9.2500000000000004e-01,2.6764105796729629e-192,2.4620957802300002e-05,2.2401481989422723e-38,2.4620957802300002e-05,2.4620957802300002e-05
43,-8.2499999999999996e-01,-9.2500000000000004e-01,2.0079939034907129e-186,4.7719038408000001e-05,3.3521132353851506e-37,4.7719038408000001e-05,4.7719038408000001e-05
44,-7.7500000000000002e-01,-9.2500000000000004e-01,6.7978483846876625e-181,7.6150577309299996e-05,4.2779972163268020e-36,7.6150577309299996e-05,7.6150577309299996e-05
45,-7.2499999999999998e-01,-9.2500000000000004e-01,1.0384366094956961e-175,1.0631082245800000e-04,4.6563133729420467e-35,1.0631082245800000e-04,1.0631082245800000e-04
46,-6.7500000000000004e-01,-9.2500000000000004e-01,7.1579381131771892e-171,1.3470000907099999e-04,4.3223884163904919e-34,1.3470000907099999e-04,1.3470000907099999e-04
47,-6.2500000000000000e-01,-9.2500000000000004e-01,2.2263596385253854e-166,1.5861755648800000e-04,3.4220414590557530e-33,1.5861755648800000e-04,1.5861755648800000e-04
48,-5.7499999999999996e-01,-9.2500000000000004e-01,3.1246554340992486e-162,1.7634495581300000e-04,2.3106098983645115e-32,1.7634495581300000e-04,1.7634495581300000e-04
49,-5.2499999999999991e-01,-9.2500000000000004e-01,1.9788295115042295e-158,1.8704821341200000e-04,1.3306011012613390e-31,1.8704821341200000e-04,1.8704821341200000e-04
50,-4.7499999999999998e-01,-9.2500000000000004e-01,5.6547584243718358e-155,1.9060019020900000e-04,6.5350514947661592e-31,1.9060019020900000e-04,1.9060019020900000e-04
51,-4.2499999999999993e-01,-9.2500000000000004e-01,7.2915383803203579e-152,1.8742222036199999e-04,2.7373481457174127e-30,1.8742222036199999e-04,1.8742222036199999e-04
52,-3.7500000000000000e-01,-9.2500000000000004e-01,4.2425181428023697e-149,1.7836354803499999e-04,9.7789211534629590e-30,1.7836354803499999e-04,1.7836354803499999e-04
53,-3.2499999999999996e-01,-9.2500000000000004e-01,1.1138524964346306e-146,1.6459886305300001e-04,2.9794200727054472e-29,1.6459886305300001e-04,1.6459886305300001e-04
54,-2.7499999999999991e-01,-9.2500000000000004e-01,1.3195659154217475e-144,1.4751939401900000e-04,7.7419866953863047e-29,1.4751939401900000e-04,1.4751939401900000e-04
55,-2.2499999999999998e-01,-9.2500000000000004e-01,7.0539751914842538e-143,1.2860566600800000e-04,1.7157459736791093e-28,1.2860566600800000e-04,1.2860566600800000e-04
