cell,x,y,z,volume,initial,numerical,exact,error,absError
0,4.1666666666600001e-03,4.1666666666799997e-03,5.0000000000000003e-02,7.8125000000200003e-06,5.2335956242985662e-02,3.7796626686300003e-02,5.2335956242985412e-02,-1.4539329556685410e-02,1.4539329556685410e-02
1,8.3333333333200001e-03,8.3333333333700001e-03,5.0000000000000003e-02,7.8125000000200003e-06,1.0452846326779927e-01,6.6253630032800007e-02,1.0452846326779941e-01,-3.8274833234999403e-02,3.8274833234999403e-02
2,8.3333333333200001e-03,1.6666666666700001e-02,5.0000000000000003e-02,7.8125000000200003e-06,1.5643446504035496e-01,1.2267191258300000e-01,1.5643446504035505e-01,-3.3762552457355044e-02,3.3762552457355044e-02
3,4.1666666666600001e-03,2.0833333333400001e-02,5.0000000000000003e-02,7.8125000000200003e-06,1.5643446504060324e-01,1.2267191258200000e-01,1.5643446504060418e-01,-3.3762552458604184e-02,3.3762552458604184e-02
4,4.1666666666600001e-03,2.9166666666800001e-02,5.0000000000000003e-02,7.8125000000200003e-06,2.0791169081853783e-01,1.5071349305800000e-01,2.0791169081853764e-01,-5.7198197760537639e-02,5.7198197760537639e-02
5,8.3333333333200001e-03,3.3333333333499998e-02,5.0000000000000003e-02,7.8125000000200003e-06,2.5881904510345138e-01,1.7854410791600001e-01,2.5881904510345094e-01,-8.0274937187450934e-02,8.0274937187450934e-02
6,8.3333333333200001e-03,4.1666666666800002e-02,5.0000000000000003e-02,7.8125000000200003e-06,3.0901699437566454e-01,2.3301996874100001e-01,3.0901699437566421e-01,-7.5997025634664206e-02,7.5997025634664206e-02
7,4.1666666666600001e-03,4.5833333333500002e-02,5.0000000000000003e-02,7.8125000000200003e-06,3.0901699437590352e-01,2.3301996874000000e-01,3.0901699437590407e-01,-7.5997025635904075e-02,7.5997025635904075e-02
8,4.1666666666600001e-03,5.4166666666900003e-02,5.0000000000000003e-02,7.8125000000200003e-06,3.5836794954662987e-01,2.5991929304099998e-01,3.5836794954663098e-01,-9.8448656505631005e-02,9.8448656505631005e-02
9,8.3333333333200001e-03,5.8333333333600003e-02,5.0000000000000003e-02,7.8125000000200003e-06,4.0673664307725432e-01,2.8643823730899998e-01,4.0673664307725521e-01,-1.2029840576825523e-01,1.2029840576825523e-01
10,8.3333333333200001e-03,6.6666666666900007e-02,5.0000000000000003e-02,7.8125000000200003e-06,4.5399049974077843e-01,3.3763029991999999e-01,4.5399049974077937e-01,-1.1636019982077939e-01,1.1636019982077939e-01
11,4.1666666666600001e-03,7.0833333333599993e-02,5.0000000000000003e-02,7.8125000000200003e-06,4.5399049974100236e-01,3.3763029991900001e-01,4.5399049974100253e-01,-1.1636019982200252e-01,1.1636019982200252e-01
12,4.1666666666600001e-03,7.9166666666999994e-02,5.0000000000000003e-02,7.8125000000200003e-06,5.0000000000177758e-01,3.6272501740800001e-01,5.0000000000177669e-01,-1.3727498259377668e-01,1.3727498259377668e-01
