cell,x,y,z,volume,initial,numerical,exact,error,absError
0,8.3333333333200001e-03,8.3333333333700001e-03,5.0000000000000003e-02,3.1250000000099998e-05,1.0452846326779927e-01,7.1648106160199995e-02,1.0452846331778962e-01,-3.2880357157589621e-02,3.2880357157589621e-02
1,1.6666666666600001e-02,1.6666666666700001e-02,5.0000000000000003e-02,3.1250000000099998e-05,2.0791169081755451e-01,1.6214715138600000e-01,2.0791169086672134e-01,-4.5764539480721345e-02,4.5764539480721345e-02
2,1.6666666666600001e-02,3.3333333333499998e-02,5.0000000000000003e-02,3.1250000000099998e-05,3.0901699437554497e-01,2.9993900707600002e-01,3.0901699442335134e-01,-9.0779873473513240e-03,9.0779873473513240e-03
3,8.3333333333200001e-03,4.1666666666800002e-02,5.0000000000000003e-02,3.1250000000099998e-05,3.0901699437566454e-01,2.9993900707400001e-01,3.0901699442346958e-01,-9.0779873494695740e-03,9.0779873494695740e-03
4,8.3333333333200001e-03,5.8333333333600003e-02,5.0000000000000003e-02,3.1250000000099998e-05,4.0673664307725432e-01,3.6547735191000003e-01,4.0673664312317509e-01,-4.1259291213175064e-02,4.1259291213175064e-02
5,1.6666666666600001e-02,6.6666666666900007e-02,5.0000000000000003e-02,3.1250000000099998e-05,5.0000000000090694e-01,4.4934514365200001e-01,5.0000000004443879e-01,-5.0654856392438774e-02,5.0654856392438774e-02
6,1.6666666666600001e-02,8.3333333333699994e-02,5.0000000000000003e-02,3.1250000000099998e-05,5.8778525229399792e-01,5.6828807969899997e-01,5.8778525233466394e-01,-1.9497172635663973e-02,1.9497172635663973e-02
7,8.3333333333200001e-03,9.1666666667000005e-02,5.0000000000000003e-02,3.1250000000099998e-05,5.8778525229409972e-01,5.6828807969700001e-01,5.8778525233476597e-01,-1.9497172637765958e-02,1.9497172637765958e-02
8,8.3333333333200001e-03,1.0833333333400000e-01,5.0000000000000003e-02,3.1250000000099998e-05,6.6913060636190880e-01,6.2353112802400001e-01,6.6913060639926436e-01,-4.5599478375264346e-02,4.5599478375264346e-02
9,1.6666666666600001e-02,1.1666666666700000e-01,5.0000000000000003e-02,3.1250000000099998e-05,7.4314482547851535e-01,6.9255810248700000e-01,7.4314482551215044e-01,-5.0586723025150437e-02,5.0586723025150437e-02
10,1.6666666666600001e-02,1.3333333333399999e-01,5.0000000000000003e-02,3.1250000000099998e-05,8.0901699437716323e-01,7.8100915558600004e-01,8.0901699440670971e-01,-2.8007838820709674e-02,2.8007838820709674e-02
11,8.3333333333300008e-03,1.4166666666700001e-01,5.0000000000000003e-02,3.1250000000099998e-05,8.0901699437616614e-01,7.8100915558499995e-01,8.0901699440571262e-01,-2.8007838820712672e-02,2.8007838820712672e-02
12,8.3333333333300008e-03,1.5833333333399999e-01,5.0000000000000003e-02,3.1250000000099998e-05,8.6602540378652249e-01,8.2054933293200005e-01,8.6602540381165560e-01,-4.5476070879655550e-02,4.5476070879655550e-02
13,1.6666666666700001e-02,1.6666666666700000e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.1354545764353789e-01,8.6797864891599996e-01,9.1354545766398276e-01,-4.5566808747982801e-02,4.5566808747982801e-02
14,1.6666666666700001e-02,1.8333333333400001e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.5105651629651267e-01,9.1727961371500000e-01,9.5105651631204580e-01,-3.3776902597045799e-02,3.3776902597045799e-02
15,8.3333333333300008e-03,1.9166666666700000e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.5105651629579424e-01,9.1727961371400002e-01,9.5105651631132726e-01,-3.3776902597327241e-02,3.3776902597327241e-02
16,8.3333333333300008e-03,2.0833333333400000e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.7814760073467222e-01,9.3724645203099999e-01,9.7814760074512308e-01,-4.0901148714123092e-02,4.0901148714123092e-02
17,1.6666666666700001e-02,2.1666666666800000e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.9452189536917091e-01,9.5843539762700003e-01,9.9452189537442526e-01,-3.6086497747425228e-02,3.6086497747425228e-02
18,1.6666666666700001e-02,2.3333333333400000e-01,5.0000000000000003e-02,3.1250000000099998e-05,1.0000000000000000e+00,9.6376035219099998e-01,1.0000000000000000e+00,-3.6239647809000020e-02,3.6239647809000020e-02
19,8.3333333333300008e-03,2.4166666666799999e-01,5.0000000000000003e-02,3.1250000000099998e-05,1.0000000000000000e+00,9.6376035219099998e-01,1.0000000000000000e+00,-3.6239647809000020e-02,3.6239647809000020e-02
20,8.3333333333300008e-03,2.5833333333399999e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.9452189536783775e-01,9.6219935822400005e-01,9.9452189536258340e-01,-3.2322537138583352e-02,3.2322537138583352e-02
21,1.6666666666700001e-02,2.6666666666799999e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.7814760073202034e-01,9.5507381180600004e-01,9.7814760072156959e-01,-2.3073788915569549e-02,2.3073788915569549e-02
