y,u
0.0,0.0
0.005,-0.285158207181
0.01,-0.285158207181
0.015,-0.285158207181
0.02,-0.03827241552445229
0.025,-0.08566188067358295
0.03,-0.13305134582271358
0.035,-0.18044081097184425
0.04,-0.21726033225092967
0.045,-0.22867638549709518
0.05,-0.24009243874326067
0.055,-0.25150849198942615
0.06,-0.2629245452355916
0.065,-0.2743405984817572
0.07,-0.28539455640803213
0.075,-0.28969026272652076
0.08,-0.2939859690450094
0.085,-0.29828167536349803
0.09,-0.30257738168198667
0.095,-0.3068730880004753
0.1,-0.311168794318964
0.105,-0.31546450063745257
0.11,-0.319561078195309
0.115,-0.319990778146817
0.12,-0.320695971077696
0.125,-0.32181977428563435
0.13,-0.3189799045110451
0.135,-0.3145276636941466
0.14,-0.30930218103423324
0.145,-0.3040425636390318
0.15,-0.2978309623386894
0.155,-0.2914648362691582
0.16,-0.2850363758116628
0.165,-0.2786079153541675
0.17,-0.27235176408636713
0.17500000000000002,-0.2662777282720977
0.18,-0.2603750369668475
0.185,-0.2547350790305866
0.19,-0.2494345629429298
0.195,-0.24427078424519408
0.2,-0.239430401454979
0.20500000000000002,-0.2347687225558869
0.21,-0.23024857243563712
0.215,-0.2258947668250046
0.22,-0.2217403751189425
0.225,-0.2175859834128804
0.23,-0.21346392642136086
0.23500000000000001,-0.20945622929987984
0.24,-0.20545017891965728
0.245,-0.2015037420840015
0.25,-0.19756063089579787
0.255,-0.19362211774408436
0.26,-0.18967970215327837
0.265,-0.18573571314083165
0.27,-0.18181165606463387
0.275,-0.17788957761936888
0.28,-0.17396321493463485
0.28500000000000003,-0.17003681103287632
0.29,-0.16613005601462877
0.295,-0.1622424917994989
0.3,-0.15835378226484104
0.305,-0.1544774945445304
0.31,-0.15060894231848687
0.315,-0.14677366159156613
0.32,-0.1429430030784203
0.325,-0.1391269437329943
0.33,-0.13531829847195606
0.335,-0.13153614394055194
0.34,-0.1277686749701169
0.34500000000000003,-0.12400865258088277
0.35000000000000003,-0.12025750732459956
0.355,-0.11653227517416907
0.36,-0.11282045081270006
0.365,-0.10911012719510527
0.37,-0.10541819050666351
0.375,-0.10173939423723735
0.38,-0.0980682522791134
0.385,-0.09440619950291378
0.39,-0.09076146094738108
0.395,-0.0871167223918484
0.4,-0.0834764570202789
0.405,-0.0798496199984637
0.41000000000000003,-0.07622467118801862
0.41500000000000004,-0.0726135821784969
0.42,-0.06900999954048194
0.425,-0.06541020743619703
0.43,-0.06181116135460649
0.435,-0.05821850644674485
0.44,-0.05463563876677271
0.445,-0.051053444085284255
0.45,-0.047472131379868665
0.455,-0.043891651316931644
0.46,-0.04031963167543312
0.465,-0.03674716268035809
0.47000000000000003,-0.033173988088293735
0.47500000000000003,-0.029604489895879587
0.48,-0.026030138543758182
0.485,-0.022459026473759518
0.49,-0.018884655979987716
0.495,-0.015312072794932807
0.5,-0.011732726329881543
0.505,-0.00815647453182677
0.51,-0.004571842802320865
0.515,-0.0009872960621740492
0.52,0.0025994369765627505
0.525,0.006195877442385752
0.53,0.00979851434212562
0.535,0.013406583164592485
0.54,0.017021143458040004
0.545,0.020635703751487523
0.55,0.02426043815634689
0.555,0.027894849208683847
0.56,0.03153326049228083
0.5650000000000001,0.03518279913480611
0.5700000000000001,0.03884884380934712
0.5750000000000001,0.04252218196982893
0.58,0.04620322262749912
0.585,0.04989105684688157
0.59,0.05359910521718739
0.595,0.057322029027685295
0.6,0.061060007995160065
0.605,0.0648073096743017
0.61,0.06855461135344336
0.615,0.07232978386364988
0.62,0.07610957976083778
0.625,0.07991165691724117
0.63,0.0837396068649878
0.635,0.08758110525417603
0.64,0.09143542069325464
0.645,0.09530211427992286
0.65,0.09918669362869142
0.655,0.10311035724464188
0.66,0.10704218486476293
0.665,0.11100759417903994
0.67,0.1149776427327205
0.675,0.11895008305612086
0.68,0.12297022971602906
0.685,0.12700349432657543
0.6900000000000001,0.13104926281375698
0.6950000000000001,0.1351351517830553
0.7000000000000001,0.13925178685332942
0.705,0.14337821879060844
0.71,0.14751667188179857
0.715,0.15170542862465136
0.72,0.15593364745569954
0.725,0.16016688665948312
0.73,0.16442323802201916
0.735,0.16874623325990826
0.74,0.17309406296284513
0.745,0.17747306705805518
0.75,0.18188752621440776
0.755,0.18633317631272686
0.76,0.1908584651945992
0.765,0.19542601718435842
0.77,0.20003457851187811
0.775,0.20467409509586837
0.78,0.20938958731252308
0.785,0.2141770722375433
0.79,0.21899663034752234
0.795,0.22385444453524211
0.8,0.2287694604599196
0.805,0.23375716607431202
0.81,0.23875148677805133
0.8150000000000001,0.24374400459461953
0.8200000000000001,0.24878607130316527
0.8250000000000001,0.2538355324989566
0.8300000000000001,0.2588456329591438
0.835,0.2637554151211511
0.84,0.26861381840716986
0.845,0.27340448218035485
0.85,0.2779695135069266
0.855,0.2821726595273828
0.86,0.28619083597432393
0.865,0.2902090124212652
0.87,0.2931331987251281
0.875,0.2956790642829085
0.88,0.29632874364105655
0.885,0.29712150555799094
0.89,0.2980603027556227
0.895,0.3001214037712855
0.9,0.3022434511812184
0.905,0.3043654985911515
0.91,0.30648754600108447
0.915,0.3086095934110175
0.92,0.3107316408209505
0.925,0.31285368823088355
0.93,0.3149757356408165
0.935,0.32884212593044293
0.9400000000000001,0.3433081970516615
0.9450000000000001,0.35777426817288
0.9500000000000001,0.3722403392940986
0.9550000000000001,0.38670641041531717
0.96,0.40117248153653534
0.965,0.4072349912448646
0.97,0.3906693593707188
0.975,0.373674597912426
0.98,0.3566798364541332
0.985,0.315096362744
0.99,0.315096362744
0.995,0.315096362744
1.0,1.0
