cell,x,y,z,volume,initial,numerical,exact,error,absError
0,8.3333333333200001e-03,8.3333333333700001e-03,5.0000000000000003e-02,3.1250000000099998e-05,1.0452846326779927e-01,-4.6754196117700002e-14,5.3544729133428218e-36,-4.6754196117700002e-14,4.6754196117700002e-14
1,1.6666666666600001e-02,1.6666666666700001e-02,5.0000000000000003e-02,3.1250000000099998e-05,2.0791169081755451e-01,-4.6754196117700002e-14,1.0650281100926189e-35,-4.6754196117700002e-14,4.6754196117700002e-14
2,1.6666666666600001e-02,3.3333333333499998e-02,5.0000000000000003e-02,3.1250000000099998e-05,3.0901699437554497e-01,-4.6754196117700002e-14,1.5829402580112240e-35,-4.6754196117700002e-14,4.6754196117700002e-14
3,8.3333333333200001e-03,4.1666666666800002e-02,5.0000000000000003e-02,3.1250000000099998e-05,3.0901699437566454e-01,-4.6754196117700002e-14,1.5829402580118302e-35,-4.6754196117700002e-14,4.6754196117700002e-14
4,8.3333333333200001e-03,5.8333333333600003e-02,5.0000000000000003e-02,3.1250000000099998e-05,4.0673664307725432e-01,-4.6754196117700002e-14,2.0835093812118182e-35,-4.6754196117700002e-14,4.6754196117700002e-14
5,1.6666666666600001e-02,6.6666666666900007e-02,5.0000000000000003e-02,3.1250000000099998e-05,5.0000000000090694e-01,-4.6754196117700002e-14,2.5612511396223767e-35,-4.6754196117700002e-14,4.6754196117700002e-14
6,1.6666666666600001e-02,8.3333333333699994e-02,5.0000000000000003e-02,3.1250000000099998e-05,5.8778525229399792e-01,-4.6754196117700002e-14,3.0109312945769936e-35,-4.6754196117700002e-14,4.6754196117700002e-14
7,8.3333333333200001e-03,9.1666666667000005e-02,5.0000000000000003e-02,3.1250000000099998e-05,5.8778525229409972e-01,-4.6754196117700002e-14,3.0109312945775163e-35,-4.6754196117700002e-14,4.6754196117700002e-14
8,8.3333333333200001e-03,1.0833333333400000e-01,5.0000000000000003e-02,3.1250000000099998e-05,6.6913060636190880e-01,-4.6754196117700002e-14,3.4276230561950787e-35,-4.6754196117700002e-14,4.6754196117700002e-14
9,1.6666666666600001e-02,1.1666666666700000e-01,5.0000000000000003e-02,3.1250000000099998e-05,7.4314482547851535e-01,-4.6754196117700002e-14,3.8067610623157287e-35,-4.6754196117700002e-14,4.6754196117700002e-14
10,1.6666666666600001e-02,1.3333333333399999e-01,5.0000000000000003e-02,3.1250000000099998e-05,8.0901699437716323e-01,-4.6754196117700002e-14,4.1441913976372375e-35,-4.6754196117700002e-14,4.6754196117700002e-14
11,8.3333333333300008e-03,1.4166666666700001e-01,5.0000000000000003e-02,3.1250000000099998e-05,8.0901699437616614e-01,-4.6754196117700002e-14,4.1441913976321352e-35,-4.6754196117700002e-14,4.6754196117700002e-14
12,8.3333333333300008e-03,1.5833333333399999e-01,5.0000000000000003e-02,3.1250000000099998e-05,8.6602540378652249e-01,-4.6754196117700002e-14,4.4362171047722696e-35,-4.6754196117700002e-14,4.6754196117700002e-14
13,1.6666666666700001e-02,1.6666666666700000e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.1354545764353789e-01,-4.6754196117700002e-14,4.6796386889642212e-35,-4.6754196117700002e-14,4.6754196117700002e-14
14,1.6666666666700001e-02,1.8333333333400001e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.5105651629651267e-01,-4.6754196117700002e-14,4.8717891724106202e-35,-4.6754196117700002e-14,4.6754196117700002e-14
15,8.3333333333300008e-03,1.9166666666700000e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.5105651629579424e-01,-4.6754196117700002e-14,4.8717891724069393e-35,-4.6754196117700002e-14,4.6754196117700002e-14
16,8.3333333333300008e-03,2.0833333333400000e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.7814760073467222e-01,-4.6754196117700002e-14,5.0105633141920518e-35,-4.6754196117700002e-14,4.6754196117700002e-14
17,1.6666666666700001e-02,2.1666666666800000e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.9452189536917091e-01,-4.6754196117700002e-14,5.0944406757781453e-35,-4.6754196117700002e-14,4.6754196117700002e-14
18,1.6666666666700001e-02,2.3333333333400000e-01,5.0000000000000003e-02,3.1250000000099998e-05,1.0000000000000000e+00,-4.6754196117700002e-14,5.1225022792354564e-35,-4.6754196117700002e-14,4.6754196117700002e-14
19,8.3333333333300008e-03,2.4166666666799999e-01,5.0000000000000003e-02,3.1250000000099998e-05,1.0000000000000000e+00,-4.6754196117700002e-14,5.1225022792354564e-35,-4.6754196117700002e-14,4.6754196117700002e-14
20,8.3333333333300008e-03,2.5833333333399999e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.9452189536783775e-01,-4.6754196117700002e-14,5.0944406757713148e-35,-4.6754196117700002e-14,4.6754196117700002e-14
21,1.6666666666700001e-02,2.6666666666799999e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.7814760073202034e-01,-4.6754196117700002e-14,5.0105633141784656e-35,-4.6754196117700002e-14,4.6754196117700002e-14
22,1.6666666666700001e-02,2.8333333333400001e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.5105651629379440e-01,-4.6754196117700002e-14,4.8717891723966908e-35,-4.6754196117700002e-14,4.6754196117700002e-14
23,8.3333333333300008e-03,2.9166666666800001e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.5105651629257126e-01,-4.6754196117700002e-14,4.8717891723904291e-35,-4.6754196117700002e-14,4.6754196117700002e-14
24,8.3333333333300008e-03,3.0833333333500001e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.1354545763835016e-01,-4.6754196117700002e-14,4.6796386889376454e-35,-4.6754196117700002e-14,4.6754196117700002e-14
25,1.6666666666700001e-02,3.1666666666799997e-01,5.0000000000000003e-02,3.1250000000099998e-05,8.6602540378014503e-01,-4.6754196117700002e-14,4.4362171047396004e-35,-4.6754196117700002e-14,4.6754196117700002e-14
26,1.6666666666700001e-02,3.3333333333499998e-01,5.0000000000000003e-02,3.1250000000099998e-05,8.0901699436866892e-01,-4.6754196117700002e-14,4.1441913975937249e-35,-4.6754196117700002e-14,4.6754196117700002e-14
27,8.3333333333399998e-03,3.4166666666800000e-01,5.0000000000000003e-02,3.1250000000099998e-05,8.0901699436999863e-01,-4.6754196117700002e-14,4.1441913976005389e-35,-4.6754196117700002e-14,4.6754196117700002e-14
28,8.3333333333399998e-03,3.5833333333500000e-01,5.0000000000000003e-02,3.1250000000099998e-05,7.4314482547035909e-01,-4.6754196117700002e-14,3.8067610622739454e-35,-4.6754196117700002e-14,4.6754196117700002e-14
29,1.6666666666700001e-02,3.6666666666800002e-01,5.0000000000000003e-02,3.1250000000099998e-05,6.6913060635247679e-01,-4.6754196117700002e-14,3.4276230561467663e-35,-4.6754196117700002e-14,4.6754196117700002e-14
30,1.6666666666700001e-02,3.8333333333500003e-01,5.0000000000000003e-02,3.1250000000099998e-05,5.8778525228383161e-01,-4.6754196117700002e-14,3.0109312945249147e-35,-4.6754196117700002e-14,4.6754196117700002e-14
31,8.3333333333399998e-03,3.9166666666799999e-01,5.0000000000000003e-02,3.1250000000099998e-05,5.8778525228566170e-01,-4.6754196117700002e-14,3.0109312945342860e-35,-4.6754196117700002e-14,4.6754196117700002e-14
32,8.3333333333399998e-03,4.0833333333499999e-01,5.0000000000000003e-02,3.1250000000099998e-05,4.9999999999089473e-01,-4.6754196117700002e-14,2.5612511395710804e-35,-4.6754196117700002e-14,4.6754196117700002e-14
33,1.6666666666700001e-02,4.1666666666800001e-01,5.0000000000000003e-02,3.1250000000099998e-05,4.0673664306795548e-01,-4.6754196117700002e-14,2.0835093811641741e-35,-4.6754196117700002e-14,4.6754196117700002e-14
34,1.6666666666700001e-02,4.3333333333500001e-01,5.0000000000000003e-02,3.1250000000099998e-05,3.0901699436478863e-01,-4.6754196117700002e-14,1.5829402579561111e-35,-4.6754196117700002e-14,4.6754196117700002e-14
