i,j,x,y,initial,numerical,exact,error,absError
13,7,6.7500000000000004e-01,3.7500000000000000e-01,3.0901699437494717e-01,8.2943802912400000e-02,3.0901699437500002e-01,-2.2607319146260002e-01,2.2607319146260002e-01
14,7,7.2499999999999998e-01,3.7500000000000000e-01,5.8778525229247358e-01,1.3724366425199999e-01,5.8778525229251788e-01,-4.5054158804051792e-01,4.5054158804051792e-01
15,7,7.7500000000000002e-01,3.7500000000000000e-01,8.0901699437494679e-01,1.7810915950199999e-01,8.0901699437497943e-01,-6.3090783487297941e-01,6.3090783487297941e-01
16,7,8.2499999999999996e-01,3.7500000000000000e-01,9.5105651629515353e-01,2.0154008926100000e-01,9.5105651629517041e-01,-7.4951642703417043e-01,7.4951642703417043e-01
17,7,8.7500000000000000e-01,3.7500000000000000e-01,1.0000000000000000e+00,2.0524287087000001e-01,1.0000000000000000e+00,-7.9475712912999996e-01,7.9475712912999996e-01
18,7,9.2500000000000004e-01,3.7500000000000000e-01,9.5105651629515364e-01,1.8885505026700000e-01,9.5105651629513654e-01,-7.6220146602813654e-01,7.6220146602813654e-01
19,7,9.7499999999999998e-01,3.7500000000000000e-01,8.0901699437494767e-01,1.5398078151399999e-01,8.0901699437491492e-01,-6.5503621286091496e-01,6.5503621286091496e-01
0,8,2.5000000000000001e-02,4.2499999999999999e-01,3.0901699437494751e-01,4.3903267233899999e-02,3.0901699437489638e-01,-2.6511372714099640e-01,2.6511372714099640e-01
1,8,7.4999999999999997e-02,4.2499999999999999e-01,1.2246467991473532e-16,-2.0524824240000000e-02,-5.5434456061151970e-14,-2.0524824239944565e-02,2.0524824239944565e-02
2,8,1.2500000000000000e-01,4.2499999999999999e-01,-3.0901699437494773e-01,-8.2943802912400000e-02,-3.0901699437500013e-01,2.2607319146260013e-01,2.2607319146260013e-01
3,8,1.7499999999999999e-01,4.2499999999999999e-01,-5.8778525229247303e-01,-1.3724366425199999e-01,-5.8778525229251655e-01,4.5054158804051658e-01,4.5054158804051658e-01
4,8,2.2500000000000001e-01,4.2499999999999999e-01,-8.0901699437494734e-01,-1.7810915950199999e-01,-8.0901699437497998e-01,6.3090783487297997e-01,6.3090783487297997e-01
5,8,2.7500000000000002e-01,4.2499999999999999e-01,-9.5105651629515353e-01,-2.0154008926100000e-01,-9.5105651629517018e-01,7.4951642703417021e-01,7.4951642703417021e-01
6,8,3.2500000000000001e-01,4.2499999999999999e-01,-1.0000000000000000e+00,-2.0524287087000001e-01,-1.0000000000000000e+00,7.9475712912999996e-01,7.9475712912999996e-01
7,8,3.7500000000000000e-01,4.2499999999999999e-01,-9.5105651629515364e-01,-1.8885505026700000e-01,-9.5105651629513643e-01,7.6220146602813643e-01,7.6220146602813643e-01
8,8,4.2499999999999999e-01,4.2499999999999999e-01,-8.0901699437494756e-01,-1.5398078151399999e-01,-8.0901699437491592e-01,6.5503621286091596e-01,6.5503621286091596e-01
9,8,4.7499999999999998e-01,4.2499999999999999e-01,-5.8778525229247403e-01,-1.0403380101900001e-01,-5.8778525229242906e-01,4.8375145127342906e-01,4.8375145127342906e-01
10,8,5.2500000000000002e-01,4.2499999999999999e-01,-3.0901699437494762e-01,-4.3903267233899999e-02,-3.0901699437489566e-01,2.6511372714099568e-01,2.6511372714099568e-01
11,8,5.7499999999999996e-01,4.2499999999999999e-01,-2.4492935982947064e-16,2.0524824240000000e-02,5.4423812961537109e-14,2.0524824239945574e-02,2.0524824239945574e-02
12,8,6.2500000000000000e-01,4.2499999999999999e-01,3.0901699437494717e-01,8.2943802912400000e-02,3.0901699437500002e-01,-2.2607319146260002e-01,2.2607319146260002e-01
13,8,6.7500000000000004e-01,4.2499999999999999e-01,5.8778525229247358e-01,1.3724366425199999e-01,5.8778525229251788e-01,-4.5054158804051792e-01,4.5054158804051792e-01
14,8,7.2499999999999998e-01,4.2499999999999999e-01,8.0901699437494679e-01,1.7810915950199999e-01,8.0901699437497943e-01,-6.3090783487297941e-01,6.3090783487297941e-01
15,8,7.7500000000000002e-01,4.2499999999999999e-01,9.5105651629515353e-01,2.0154008926100000e-01,9.5105651629517041e-01,-7.4951642703417043e-01,7.4951642703417043e-01
16,8,8.2499999999999996e-01,4.2499999999999999e-01,1.0000000000000000e+00,2.0524287087000001e-01,1.0000000000000000e+00,-7.9475712912999996e-01,7.9475712912999996e-01
17,8,8.7500000000000000e-01,4.2499999999999999e-01,9.5105651629515364e-01,1.8885505026700000e-01,9.5105651629513654e-01,-7.6220146602813654e-01,7.6220146602813654e-01
18,8,9.2500000000000004e-01,4.2499999999999999e-01,8.0901699437494767e-01,1.5398078151399999e-01,8.0901699437491492e-01,-6.5503621286091496e-01,6.5503621286091496e-01
19,8,9.7499999999999998e-01,4.2499999999999999e-01,5.8778525229247336e-01,1.0403380101900001e-01,5.8778525229242951e-01,-4.8375145127342950e-01,4.8375145127342950e-01
0,9,2.5000000000000001e-02,4.7499999999999998e-01,1.2246467991473532e-16,-2.0524824240000000e-02,-5.5434456061151970e-14,-2.0524824239944565e-02,2.0524824239944565e-02
1,9,7.4999999999999997e-02,4.7499999999999998e-01,-3.0901699437494690e-01,-8.2943802912400000e-02,-3.0901699437500013e-01,2.2607319146260013e-01,2.2607319146260013e-01
2,9,1.2500000000000000e-01,4.7499999999999998e-01,-5.8778525229247303e-01,-1.3724366425199999e-01,-5.8778525229251655e-01,4.5054158804051658e-01,4.5054158804051658e-01
3,9,1.7499999999999999e-01,4.7499999999999998e-01,-8.0901699437494679e-01,-1.7810915950199999e-01,-8.0901699437497898e-01,6.3090783487297897e-01,6.3090783487297897e-01
4,9,2.2500000000000001e-01,4.7499999999999998e-01,-9.5105651629515353e-01,-2.0154008926100000e-01,-9.5105651629517018e-01,7.4951642703417021e-01,7.4951642703417021e-01
5,9,2.7500000000000002e-01,4.7499999999999998e-01,-1.0000000000000000e+00,-2.0524287087000001e-01,-1.0000000000000000e+00,7.9475712912999996e-01,7.9475712912999996e-01
6,9,3.2500000000000001e-01,4.7499999999999998e-01,-9.5105651629515364e-01,-1.8885505026700000e-01,-9.5105651629513643e-01,7.6220146602813643e-01,7.6220146602813643e-01
7,9,3.7500000000000000e-01,4.7499999999999998e-01,-8.0901699437494756e-01,-1.5398078151399999e-01,-8.0901699437491592e-01,6.5503621286091596e-01,6.5503621286091596e-01
8,9,4.2499999999999999e-01,4.7499999999999998e-01,-5.8778525229247403e-01,-1.0403380101900001e-01,-5.8778525229242906e-01,4.8375145127342906e-01,4.8375145127342906e-01
9,9,4.7499999999999998e-01,4.7499999999999998e-01,-3.0901699437494762e-01,-4.3903267233899999e-02,-3.0901699437489566e-01,2.6511372714099568e-01,2.6511372714099568e-01
10,9,5.2500000000000002e-01,4.7499999999999998e-01,-2.4492935982947064e-16,2.0524824240000000e-02,5.4423812961537109e-14,2.0524824239945574e-02,2.0524824239945574e-02
11,9,5.7499999999999996e-01,4.7499999999999998e-01,3.0901699437494634e-01,8.2943802912400000e-02,3.0901699437499835e-01,-2.2607319146259836e-01,2.2607319146259836e-01
12,9,6.2500000000000000e-01,4.7499999999999998e-01,5.8778525229247358e-01,1.3724366425199999e-01,5.8778525229251788e-01,-4.5054158804051792e-01,4.5054158804051792e-01
13,9,6.7500000000000004e-01,4.7499999999999998e-01,8.0901699437494679e-01,1.7810915950199999e-01,8.0901699437497943e-01,-6.3090783487297941e-01,6.3090783487297941e-01
14,9,7.2499999999999998e-01,4.7499999999999998e-01,9.5105651629515353e-01,2.0154008926100000e-01,9.5105651629517041e-01,-7.4951642703417043e-01,7.4951642703417043e-01
15,9,7.7500000000000002e-01,4.7499999999999998e-01,1.0000000000000000e+00,2.0524287087000001e-01,1.0000000000000000e+00,-7.9475712912999996e-01,7.9475712912999996e-01
16,9,8.2499999999999996e-01,4.7499999999999998e-01,9.5105651629515420e-01,1.8885505026700000e-01,9.5105651629513710e-01,-7.6220146602813710e-01,7.6220146602813710e-01
17,9,8.7500000000000000e-01,4.7499999999999998e-01,8.0901699437494767e-01,1.5398078151399999e-01,8.0901699437491492e-01,-6.5503621286091496e-01,6.5503621286091496e-01
18,9,9.2500000000000004e-01,4.7499999999999998e-01,5.8778525229247336e-01,1.0403380101900001e-01,5.8778525229242951e-01,-4.8375145127342950e-01,4.8375145127342950e-01
19,9,9.7499999999999998e-01,4.7499999999999998e-01,3.0901699437494778e-01,4.3903267233899999e-02,3.0901699437489577e-01,-2.6511372714099579e-01,2.6511372714099579e-01
0,10,2.5000000000000001e-02,5.2500000000000002e-01,-3.0901699437494773e-01,-8.2943802912400000e-02,-3.0901699437500013e-01,2.2607319146260013e-01,2.2607319146260013e-01
1,10,7.4999999999999997e-02,5.2500000000000002e-01,-5.8778525229247303e-01,-1.3724366425199999e-01,-5.8778525229251655e-01,4.5054158804051658e-01,4.5054158804051658e-01
2,10,1.2500000000000000e-01,5.2500000000000002e-01,-8.0901699437494734e-01,-1.7810915950199999e-01,-8.0901699437497998e-01,6.3090783487297997e-01,6.3090783487297997e-01
3,10,1.7499999999999999e-01,5.2500000000000002e-01,-9.5105651629515353e-01,-2.0154008926100000e-01,-9.5105651629517018e-01,7.4951642703417021e-01,7.4951642703417021e-01
4,10,2.2500000000000001e-01,5.2500000000000002e-01,-1.0000000000000000e+00,-2.0524287087000001e-01,-1.0000000000000000e+00,7.9475712912999996e-01,7.9475712912999996e-01
5,10,2.7500000000000002e-01,5.2500000000000002e-01,-9.5105651629515364e-01,-1.8885505026700000e-01,-9.5105651629513643e-01,7.6220146602813643e-01,7.6220146602813643e-01
6,10,3.2500000000000001e-01,5.2500000000000002e-01,-8.0901699437494701e-01,-1.5398078151399999e-01,-8.0901699437491492e-01,6.5503621286091496e-01,6.5503621286091496e-01
7,10,3.7500000000000000e-01,5.2500000000000002e-01,-5.8778525229247336e-01,-1.0403380101900001e-01,-5.8778525229242840e-01,4.8375145127342839e-01,4.8375145127342839e-01
8,10,4.2499999999999999e-01,5.2500000000000002e-01,-3.0901699437494762e-01,-4.3903267233899999e-02,-3.0901699437489566e-01,2.6511372714099568e-01,2.6511372714099568e-01
9,10,4.7499999999999998e-01,5.2500000000000002e-01,-2.4492935982947064e-16,2.0524824240000000e-02,5.4423812961537109e-14,2.0524824239945574e-02,2.0524824239945574e-02
10,10,5.2500000000000002e-01,5.2500000000000002e-01,3.0901699437494717e-01,8.2943802912400000e-02,3.0901699437500002e-01,-2.2607319146260002e-01,2.2607319146260002e-01
11,10,5.7499999999999996e-01,5.2500000000000002e-01,5.8778525229247358e-01,1.3724366425199999e-01,5.8778525229251788e-01,-4.5054158804051792e-01,4.5054158804051792e-01
12,10,6.2500000000000000e-01,5.2500000000000002e-01,8.0901699437494679e-01,1.7810915950199999e-01,8.0901699437497943e-01,-6.3090783487297941e-01,6.3090783487297941e-01
13,10,6.7500000000000004e-01,5.2500000000000002e-01,9.5105651629515375e-01,2.0154008926100000e-01,9.5105651629517096e-01,-7.4951642703417098e-01,7.4951642703417098e-01
14,10,7.2499999999999998e-01,5.2500000000000002e-01,1.0000000000000000e+00,2.0524287087000001e-01,1.0000000000000000e+00,-7.9475712912999996e-01,7.9475712912999996e-01
15,10,7.7500000000000002e-01,5.2500000000000002e-01,9.5105651629515364e-01,1.8885505026700000e-01,9.5105651629513654e-01,-7.6220146602813654e-01,7.6220146602813654e-01
16,10,8.2499999999999996e-01,5.2500000000000002e-01,8.0901699437494767e-01,1.5398078151399999e-01,8.0901699437491492e-01,-6.5503621286091496e-01,6.5503621286091496e-01
17,10,8.7500000000000000e-01,5.2500000000000002e-01,5.8778525229247336e-01,1.0403380101900001e-01,5.8778525229242951e-01,-4.8375145127342950e-01,4.8375145127342950e-01
18,10,9.2500000000000004e-01,5.2500000000000002e-01,3.0901699437494606e-01,4.3903267233899999e-02,3.0901699437489449e-01,-2.6511372714099452e-01,2.6511372714099452e-01
19,10,9.7499999999999998e-01,5.2500000000000002e-01,3.6739403974420594e-16,-2.0524824240000000e-02,-5.4745437491472437e-14,-2.0524824239945255e-02,2.0524824239945255e-02
0,11,2.5000000000000001e-02,5.7499999999999996e-01,-5.8778525229247303e-01,-1.3724366425199999e-01,-5.8778525229251655e-01,4.5054158804051658e-01,4.5054158804051658e-01
1,11,7.4999999999999997e-02,5.7499999999999996e-01,-8.0901699437494679e-01,-1.7810915950199999e-01,-8.0901699437497898e-01,6.3090783487297897e-01,6.3090783487297897e-01
2,11,1.2500000000000000e-01,5.7499999999999996e-01,-9.5105651629515353e-01,-2.0154008926100000e-01,-9.5105651629517018e-01,7.4951642703417021e-01,7.4951642703417021e-01
3,11,1.7499999999999999e-01,5.7499999999999996e-01,-1.0000000000000000e+00,-2.0524287087000001e-01,-1.0000000000000000e+00,7.9475712912999996e-01,7.9475712912999996e-01
4,11,2.2500000000000001e-01,5.7499999999999996e-01,-9.5105651629515364e-01,-1.8885505026700000e-01,-9.5105651629513643e-01,7.6220146602813643e-01,7.6220146602813643e-01
5,11,2.7500000000000002e-01,5.7499999999999996e-01,-8.0901699437494756e-01,-1.5398078151399999e-01,-8.0901699437491592e-01,6.5503621286091596e-01,6.5503621286091596e-01
6,11,3.2500000000000001e-01,5.7499999999999996e-01,-5.8778525229247403e-01,-1.0403380101900001e-01,-5.8778525229242906e-01,4.8375145127342906e-01,4.8375145127342906e-01
7,11,3.7500000000000000e-01,5.7499999999999996e-01,-3.0901699437494762e-01,-4.3903267233899999e-02,-3.0901699437489566e-01,2.6511372714099568e-01,2.6511372714099568e-01
8,11,4.2499999999999999e-01,5.7499999999999996e-01,-2.4492935982947064e-16,2.0524824240000000e-02,5.4423812961537109e-14,2.0524824239945574e-02,2.0524824239945574e-02
9,11,4.7499999999999998e-01,5.7499999999999996e-01,3.0901699437494634e-01,8.2943802912400000e-02,3.0901699437499835e-01,-2.2607319146259836e-01,2.2607319146259836e-01
10,11,5.2500000000000002e-01,5.7499999999999996e-01,5.8778525229247358e-01,1.3724366425199999e-01,5.8778525229251788e-01,-4.5054158804051792e-01,4.5054158804051792e-01
11,11,5.7499999999999996e-01,5.7499999999999996e-01,8.0901699437494679e-01,1.7810915950199999e-01,8.0901699437497943e-01,-6.3090783487297941e-01,6.3090783487297941e-01
12,11,6.2500000000000000e-01,5.7499999999999996e-01,9.5105651629515353e-01,2.0154008926100000e-01,9.5105651629517041e-01,-7.4951642703417043e-01,7.4951642703417043e-01
13,11,6.7500000000000004e-01,5.7499999999999996e-01,1.0000000000000000e+00,2.0524287087000001e-01,1.0000000000000000e+00,-7.9475712912999996e-01,7.9475712912999996e-01
14,11,7.2499999999999998e-01,5.7499999999999996e-01,9.5105651629515420e-01,1.8885505026700000e-01,9.5105651629513710e-01,-7.6220146602813710e-01,7.6220146602813710e-01
15,11,7.7500000000000002e-01,5.7499999999999996e-01,8.0901699437494767e-01,1.5398078151399999e-01,8.0901699437491492e-01,-6.5503621286091496e-01,6.5503621286091496e-01
16,11,8.2499999999999996e-01,5.7499999999999996e-01,5.8778525229247336e-01,1.0403380101900001e-01,5.8778525229242951e-01,-4.8375145127342950e-01,4.8375145127342950e-01
17,11,8.7500000000000000e-01,5.7499999999999996e-01,3.0901699437494778e-01,4.3903267233899999e-02,3.0901699437489577e-01,-2.6511372714099579e-01,2.6511372714099579e-01
18,11,9.2500000000000004e-01,5.7499999999999996e-01,3.6739403974420594e-16,-2.0524824240000000e-02,-5.4745437491472437e-14,-2.0524824239945255e-02,2.0524824239945255e-02
19,11,9.7499999999999998e-01,5.7499999999999996e-01,-3.0901699437494540e-01,-8.2943802912400000e-02,-3.0901699437499819e-01,2.2607319146259819e-01,2.2607319146259819e-01
0,12,2.5000000000000001e-02,6.2500000000000000e-01,-8.0901699437494734e-01,-1.7810915950199999e-01,-8.0901699437497998e-01,6.3090783487297997e-01,6.3090783487297997e-01
1,12,7.4999999999999997e-02,6.2500000000000000e-01,-9.5105651629515353e-01,-2.0154008926100000e-01,-9.5105651629517018e-01,7.4951642703417021e-01,7.4951642703417021e-01
2,12,1.2500000000000000e-01,6.2500000000000000e-01,-1.0000000000000000e+00,-2.0524287087000001e-01,-1.0000000000000000e+00,7.9475712912999996e-01,7.9475712912999996e-01
3,12,1.7499999999999999e-01,6.2500000000000000e-01,-9.5105651629515364e-01,-1.8885505026700000e-01,-9.5105651629513643e-01,7.6220146602813643e-01,7.6220146602813643e-01
4,12,2.2500000000000001e-01,6.2500000000000000e-01,-8.0901699437494756e-01,-1.5398078151399999e-01,-8.0901699437491592e-01,6.5503621286091596e-01,6.5503621286091596e-01
5,12,2.7500000000000002e-01,6.2500000000000000e-01,-5.8778525229247336e-01,-1.0403380101900001e-01,-5.8778525229242840e-01,4.8375145127342839e-01,4.8375145127342839e-01
6,12,3.2500000000000001e-01,6.2500000000000000e-01,-3.0901699437494762e-01,-4.3903267233899999e-02,-3.0901699437489566e-01,2.6511372714099568e-01,2.6511372714099568e-01
7,12,3.7500000000000000e-01,6.2500000000000000e-01,-2.4492935982947064e-16,2.0524824240000000e-02,5.4423812961537109e-14,2.0524824239945574e-02,2.0524824239945574e-02
8,12,4.2499999999999999e-01,6.2500000000000000e-01,3.0901699437494717e-01,8.2943802912400000e-02,3.0901699437500002e-01,-2.2607319146260002e-01,2.2607319146260002e-01
9,12,4.7499999999999998e-01,6.2500000000000000e-01,5.8778525229247358e-01,1.3724366425199999e-01,5.8778525229251788e-01,-4.5054158804051792e-01,4.5054158804051792e-01
10,12,5.2500000000000002e-01,6.2500000000000000e-01,8.0901699437494679e-01,1.7810915950199999e-01,8.0901699437497943e-01,-6.3090783487297941e-01,6.3090783487297941e-01
11,12,5.7499999999999996e-01,6.2500000000000000e-01,9.5105651629515353e-01,2.0154008926100000e-01,9.5105651629517041e-01,-7.4951642703417043e-01,7.4951642703417043e-01
12,12,6.2500000000000000e-01,6.2500000000000000e-01,1.0000000000000000e+00,2.0524287087000001e-01,1.0000000000000000e+00,-7.9475712912999996e-01,7.9475712912999996e-01
13,12,6.7500000000000004e-01,6.2500000000000000e-01,9.5105651629515364e-01,1.8885505026700000e-01,9.5105651629513654e-01,-7.6220146602813654e-01,7.6220146602813654e-01
14,12,7.2499999999999998e-01,6.2500000000000000e-01,8.0901699437494767e-01,1.5398078151399999e-01,8.0901699437491492e-01,-6.5503621286091496e-01,6.5503621286091496e-01
15,12,7.7500000000000002e-01,6.2500000000000000e-01,5.8778525229247336e-01,1.0403380101900001e-01,5.8778525229242951e-01,-4.8375145127342950e-01,4.8375145127342950e-01
16,12,8.2499999999999996e-01,6.2500000000000000e-01,3.0901699437494778e-01,4.3903267233899999e-02,3.0901699437489577e-01,-2.6511372714099579e-01,2.6511372714099579e-01
17,12,8.7500000000000000e-01,6.2500000000000000e-01,3.6739403974420594e-16,-2.0524824240000000e-02,-5.4745437491472437e-14,-2.0524824239945255e-02,2.0524824239945255e-02
18,12,9.2500000000000004e-01,6.2500000000000000e-01,-3.0901699437494706e-01,-8.2943802912400000e-02,-3.0901699437499947e-01,2.2607319146259947e-01,2.2607319146259947e-01
19,12,9.7499999999999998e-01,6.2500000000000000e-01,-5.8778525229247280e-01,-1.3724366425199999e-01,-5.8778525229251777e-01,4.5054158804051780e-01,4.5054158804051780e-01
0,13,2.5000000000000001e-02,6.7500000000000004e-01,-9.5105651629515353e-01,-2.0154008926100000e-01,-9.5105651629517018e-01,7.4951642703417021e-01,7.4951642703417021e-01
1,13,7.4999999999999997e-02,6.7500000000000004e-01,-1.0000000000000000e+00,-2.0524287087000001e-01,-1.0000000000000000e+00,7.9475712912999996e-01,7.9475712912999996e-01
2,13,1.2500000000000000e-01,6.7500000000000004e-01,-9.5105651629515364e-01,-1.8885505026700000e-01,-9.5105651629513643e-01,7.6220146602813643e-01,7.6220146602813643e-01
3,13,1.7499999999999999e-01,6.7500000000000004e-01,-8.0901699437494701e-01,-1.5398078151399999e-01,-8.0901699437491492e-01,6.5503621286091496e-01,6.5503621286091496e-01
4,13,2.2500000000000001e-01,6.7500000000000004e-01,-5.8778525229247336e-01,-1.0403380101900001e-01,-5.8778525229242840e-01,4.8375145127342839e-01,4.8375145127342839e-01
5,13,2.7500000000000002e-01,6.7500000000000004e-01,-3.0901699437494762e-01,-4.3903267233899999e-02,-3.0901699437489566e-01,2.6511372714099568e-01,2.6511372714099568e-01
6,13,3.2500000000000001e-01,6.7500000000000004e-01,-2.4492935982947064e-16,2.0524824240000000e-02,5.4423812961537109e-14,2.0524824239945574e-02,2.0524824239945574e-02
7,13,3.7500000000000000e-01,6.7500000000000004e-01,3.0901699437494717e-01,8.2943802912400000e-02,3.0901699437500002e-01,-2.2607319146260002e-01,2.2607319146260002e-01
8,13,4.2499999999999999e-01,6.7500000000000004e-01,5.8778525229247358e-01,1.3724366425199999e-01,5.8778525229251788e-01,-4.5054158804051792e-01,4.5054158804051792e-01
9,13,4.7499999999999998e-01,6.7500000000000004e-01,8.0901699437494679e-01,1.7810915950199999e-01,8.0901699437497943e-01,-6.3090783487297941e-01,6.3090783487297941e-01
10,13,5.2500000000000002e-01,6.7500000000000004e-01,9.5105651629515375e-01,2.0154008926100000e-01,9.5105651629517096e-01,-7.4951642703417098e-01,7.4951642703417098e-01
11,13,5.7499999999999996e-01,6.7500000000000004e-01,1.0000000000000000e+00,2.0524287087000001e-01,1.0000000000000000e+00,-7.9475712912999996e-01,7.9475712912999996e-01
12,13,6.2500000000000000e-01,6.7500000000000004e-01,9.5105651629515364e-01,1.8885505026700000e-01,9.5105651629513654e-01,-7.6220146602813654e-01,7.6220146602813654e-01
13,13,6.7500000000000004e-01,6.7500000000000004e-01,8.0901699437494767e-01,1.5398078151399999e-01,8.0901699437491492e-01,-6.5503621286091496e-01,6.5503621286091496e-01
14,13,7.2499999999999998e-01,6.7500000000000004e-01,5.8778525229247336e-01,1.0403380101900001e-01,5.8778525229242951e-01,-4.8375145127342950e-01,4.8375145127342950e-01
15,13,7.7500000000000002e-01,6.7500000000000004e-01,3.0901699437494606e-01,4.3903267233899999e-02,3.0901699437489449e-01,-2.6511372714099452e-01,2.6511372714099452e-01
16,13,8.2499999999999996e-01,6.7500000000000004e-01,3.6739403974420594e-16,-2.0524824240000000e-02,-5.4745437491472437e-14,-2.0524824239945255e-02,2.0524824239945255e-02
17,13,8.7500000000000000e-01,6.7500000000000004e-01,-3.0901699437494706e-01,-8.2943802912400000e-02,-3.0901699437499947e-01,2.2607319146259947e-01,2.2607319146259947e-01
18,13,9.2500000000000004e-01,6.7500000000000004e-01,-5.8778525229247280e-01,-1.3724366425199999e-01,-5.8778525229251777e-01,4.5054158804051780e-01,4.5054158804051780e-01
19,13,9.7499999999999998e-01,6.7500000000000004e-01,-8.0901699437494723e-01,-1.7810915950199999e-01,-8.0901699437497909e-01,6.3090783487297908e-01,6.3090783487297908e-01
0,14,2.5000000000000001e-02,7.2499999999999998e-01,-1.0000000000000000e+00,-2.0524287087000001e-01,-1.0000000000000000e+00,7.9475712912999996e-01,7.9475712912999996e-01
1,14,7.4999999999999997e-02,7.2499999999999998e-01,-9.5105651629515364e-01,-1.8885505026700000e-01,-9.5105651629513643e-01,7.6220146602813643e-01,7.6220146602813643e-01
2,14,1.2500000000000000e-01,7.2499999999999998e-01,-8.0901699437494756e-01,-1.5398078151399999e-01,-8.0901699437491592e-01,6.5503621286091596e-01,6.5503621286091596e-01
3,14,1.7499999999999999e-01,7.2499999999999998e-01,-5.8778525229247403e-01,-1.0403380101900001e-01,-5.8778525229242906e-01,4.8375145127342906e-01,4.8375145127342906e-01
4,14,2.2500000000000001e-01,7.2499999999999998e-01,-3.0901699437494762e-01,-4.3903267233899999e-02,-3.0901699437489566e-01,2.6511372714099568e-01,2.6511372714099568e-01
5,14,2.7500000000000002e-01,7.2499999999999998e-01,-2.4492935982947064e-16,2.0524824240000000e-02,5.4423812961537109e-14,2.0524824239945574e-02,2.0524824239945574e-02
6,14,3.2500000000000001e-01,7.2499999999999998e-01,3.0901699437494717e-01,8.2943802912400000e-02,3.0901699437500002e-01,-2.2607319146260002e-01,2.2607319146260002e-01
7,14,3.7500000000000000e-01,7.2499999999999998e-01,5.8778525229247358e-01,1.3724366425199999e-01,5.8778525229251788e-01,-4.5054158804051792e-01,4.5054158804051792e-01
8,14,4.2499999999999999e-01,7.2499999999999998e-01,8.0901699437494679e-01,1.7810915950199999e-01,8.0901699437497943e-01,-6.3090783487297941e-01,6.3090783487297941e-01
9,14,4.7499999999999998e-01,7.2499999999999998e-01,9.5105651629515353e-01,2.0154008926100000e-01,9.5105651629517041e-01,-7.4951642703417043e-01,7.4951642703417043e-01
10,14,5.2500000000000002e-01,7.2499999999999998e-01,1.0000000000000000e+00,2.0524287087000001e-01,1.0000000000000000e+00,-7.9475712912999996e-01,7.9475712912999996e-01
11,14,5.7499999999999996e-01,7.2499999999999998e-01,9.5105651629515420e-01,1.8885505026700000e-01,9.5105651629513710e-01,-7.6220146602813710e-01,7.6220146602813710e-01
12,14,6.2500000000000000e-01,7.2499999999999998e-01,8.0901699437494767e-01,1.5398078151399999e-01,8.0901699437491492e-01,-6.5503621286091496e-01,6.5503621286091496e-01
13,14,6.7500000000000004e-01,7.2499999999999998e-01,5.8778525229247336e-01,1.0403380101900001e-01,5.8778525229242951e-01,-4.8375145127342950e-01,4.8375145127342950e-01
14,14,7.2499999999999998e-01,7.2499999999999998e-01,3.0901699437494778e-01,4.3903267233899999e-02,3.0901699437489577e-01,-2.6511372714099579e-01,2.6511372714099579e-01
15,14,7.7500000000000002e-01,7.2499999999999998e-01,3.6739403974420594e-16,-2.0524824240000000e-02,-5.4745437491472437e-14,-2.0524824239945255e-02,2.0524824239945255e-02
16,14,8.2499999999999996e-01,7.2499999999999998e-01,-3.0901699437494540e-01,-8.2943802912400000e-02,-3.0901699437499819e-01,2.2607319146259819e-01,2.2607319146259819e-01
17,14,8.7500000000000000e-01,7.2499999999999998e-01,-5.8778525229247280e-01,-1.3724366425199999e-01,-5.8778525229251777e-01,4.5054158804051780e-01,4.5054158804051780e-01
18,14,9.2500000000000004e-01,7.2499999999999998e-01,-8.0901699437494723e-01,-1.7810915950199999e-01,-8.0901699437497909e-01,6.3090783487297908e-01,6.3090783487297908e-01
19,14,9.7499999999999998e-01,7.2499999999999998e-01,-9.5105651629515342e-01,-2.0154008926100000e-01,-9.5105651629517030e-01,7.4951642703417032e-01,7.4951642703417032e-01
0,15,2.5000000000000001e-02,7.7500000000000002e-01,-9.5105651629515364e-01,-1.8885505026700000e-01,-9.5105651629513643e-01,7.6220146602813643e-01,7.6220146602813643e-01
1,15,7.4999999999999997e-02,7.7500000000000002e-01,-8.0901699437494756e-01,-1.5398078151399999e-01,-8.0901699437491592e-01,6.5503621286091596e-01,6.5503621286091596e-01
2,15,1.2500000000000000e-01,7.7500000000000002e-01,-5.8778525229247336e-01,-1.0403380101900001e-01,-5.8778525229242840e-01,4.8375145127342839e-01,4.8375145127342839e-01
3,15,1.7499999999999999e-01,7.7500000000000002e-01,-3.0901699437494762e-01,-4.3903267233899999e-02,-3.0901699437489566e-01,2.6511372714099568e-01,2.6511372714099568e-01
4,15,2.2500000000000001e-01,7.7500000000000002e-01,-2.4492935982947064e-16,2.0524824240000000e-02,5.4423812961537109e-14,2.0524824239945574e-02,2.0524824239945574e-02
5,15,2.7500000000000002e-01,7.7500000000000002e-01,3.0901699437494717e-01,8.2943802912400000e-02,3.0901699437500002e-01,-2.2607319146260002e-01,2.2607319146260002e-01
6,15,3.2500000000000001e-01,7.7500000000000002e-01,5.8778525229247358e-01,1.3724366425199999e-01,5.8778525229251788e-01,-4.5054158804051792e-01,4.5054158804051792e-01
7,15,3.7500000000000000e-01,7.7500000000000002e-01,8.0901699437494679e-01,1.7810915950199999e-01,8.0901699437497943e-01,-6.3090783487297941e-01,6.3090783487297941e-01
