cell,x,y,initial,numerical,exact,error,absError
0,-4.5000000000000000e+00,-4.5000000000000000e+00,2.5767571091549810e-18,2.1400712694300001e-08,9.3994329034173908e-11,2.1306718365265829e-08,2.1306718365265829e-08
1,-3.5000000000000000e+00,-4.5000000000000000e+00,7.6812046852020953e-15,3.5275937445099999e-07,8.0038575282051013e-09,3.4475551692279487e-07,3.4475551692279487e-07
2,-2.5000000000000000e+00,-4.5000000000000000e+00,3.0988191387218256e-12,3.9726072234899996e-06,2.2436113193987425e-07,3.7482460915501254e-06,3.7482460915501254e-06
3,-1.5000000000000000e+00,-4.5000000000000000e+00,1.6918979226151304e-10,2.8329369346199999e-05,2.0703628733770394e-06,2.6259006472822960e-05,2.6259006472822960e-05
4,-5.0000000000000000e-01,-4.5000000000000000e+00,1.2501528663867426e-09,9.9283412119200004e-05,6.2892070914498341e-06,9.2994205027750173e-05,9.2994205027750173e-05
5,5.0000000000000000e-01,-4.5000000000000000e+00,1.2501528663867426e-09,9.9283412119200004e-05,6.2892070914498341e-06,9.2994205027750173e-05,9.2994205027750173e-05
6,1.5000000000000000e+00,-4.5000000000000000e+00,1.6918979226151304e-10,2.8329369346199999e-05,2.0703628733770394e-06,2.6259006472822960e-05,2.6259006472822960e-05
7,2.5000000000000000e+00,-4.5000000000000000e+00,3.0988191387218256e-12,3.9726072234899996e-06,2.2436113193987425e-07,3.7482460915501254e-06,3.7482460915501254e-06
8,3.5000000000000000e+00,-4.5000000000000000e+00,7.6812046852020953e-15,3.5275937445099999e-07,8.0038575282051013e-09,3.4475551692279487e-07,3.4475551692279487e-07
9,4.5000000000000000e+00,-4.5000000000000000e+00,2.5767571091549810e-18,2.1400712694300001e-08,9.3994329034173908e-11,2.1306718365265829e-08,2.1306718365265829e-08
10,-4.5000000000000000e+00,-3.5000000000000000e+00,7.6812046852020953e-15,3.5275937445099999e-07,8.0038575282051013e-09,3.4475551692279487e-07,3.4475551692279487e-07
11,-3.5000000000000000e+00,-3.5000000000000000e+00,2.2897348456455530e-11,5.7946388195000000e-06,6.8154894013354843e-07,5.1130898793664515e-06,5.1130898793664515e-06
12,-2.5000000000000000e+00,-3.5000000000000000e+00,9.2374496619705944e-09,6.5035156350399997e-05,1.9104924237085491e-05,4.5930232113314506e-05,4.5930232113314506e-05
13,-1.5000000000000000e+00,-3.5000000000000000e+00,5.0434766256788803e-07,4.6241913588999998e-04,1.7629669407151559e-04,2.8612244181848440e-04,2.8612244181848440e-04
14,-5.0000000000000000e-01,-3.5000000000000000e+00,3.7266531720786709e-06,1.6175694623199999e-03,5.3554206985232061e-04,1.0820273924676792e-03,1.0820273924676792e-03
15,5.0000000000000000e-01,-3.5000000000000000e+00,3.7266531720786709e-06,1.6175694623199999e-03,5.3554206985232061e-04,1.0820273924676792e-03,1.0820273924676792e-03
16,1.5000000000000000e+00,-3.5000000000000000e+00,5.0434766256788803e-07,4.6241913588999998e-04,1.7629669407151559e-04,2.8612244181848440e-04,2.8612244181848440e-04
17,2.5000000000000000e+00,-3.5000000000000000e+00,9.2374496619705944e-09,6.5035156350399997e-05,1.9104924237085491e-05,4.5930232113314506e-05,4.5930232113314506e-05
18,3.5000000000000000e+00,-3.5000000000000000e+00,2.2897348456455530e-11,5.7946388195000000e-06,6.8154894013354843e-07,5.1130898793664515e-06,5.1130898793664515e-06
19,4.5000000000000000e+00,-3.5000000000000000e+00,7.6812046852020953e-15,3.5275937445099999e-07,8.0038575282051013e-09,3.4475551692279487e-07,3.4475551692279487e-07
20,-4.5000000000000000e+00,-2.5000000000000000e+00,3.0988191387218256e-12,3.9726072234899996e-06,2.2436113193987425e-07,3.7482460915501254e-06,3.7482460915501254e-06
21,-3.5000000000000000e+00,-2.5000000000000000e+00,9.2374496619705944e-09,6.5035156350399997e-05,1.9104924237085491e-05,4.5930232113314506e-05,4.5930232113314506e-05
22,-2.5000000000000000e+00,-2.5000000000000000e+00,3.7266531720786709e-06,7.2753991788000001e-04,5.3554206985232061e-04,1.9199784802767939e-04,1.9199784802767939e-04
23,-1.5000000000000000e+00,-2.5000000000000000e+00,2.0346836901064417e-04,5.1583155385900000e-03,4.9418827983577522e-03,2.1643274023224780e-04,2.1643274023224780e-04
24,-5.0000000000000000e-01,-2.5000000000000000e+00,1.5034391929775724e-03,1.8010081151400001e-02,1.5012114417338367e-02,2.9979667340616339e-03,2.9979667340616339e-03
25,5.0000000000000000e-01,-2.5000000000000000e+00,1.5034391929775724e-03,1.8010081151400001e-02,1.5012114417338367e-02,2.9979667340616339e-03,2.9979667340616339e-03
26,1.5000000000000000e+00,-2.5000000000000000e+00,2.0346836901064417e-04,5.1583155385900000e-03,4.9418827983577522e-03,2.1643274023224780e-04,2.1643274023224780e-04
27,2.5000000000000000e+00,-2.5000000000000000e+00,3.7266531720786709e-06,7.2753991788000001e-04,5.3554206985232061e-04,1.9199784802767939e-04,1.9199784802767939e-04
28,3.5000000000000000e+00,-2.5000000000000000e+00,9.2374496619705944e-09,6.5035156350399997e-05,1.9104924237085491e-05,4.5930232113314506e-05,4.5930232113314506e-05
29,4.5000000000000000e+00,-2.5000000000000000e+00,3.0988191387218256e-12,3.9726072234899996e-06,2.2436113193987425e-07,3.7482460915501254e-06,3.7482460915501254e-06
30,-4.5000000000000000e+00,-1.5000000000000000e+00,1.6918979226151304e-10,2.8329369346199999e-05,2.0703628733770394e-06,2.6259006472822960e-05,2.6259006472822960e-05
31,-3.5000000000000000e+00,-1.5000000000000000e+00,5.0434766256788803e-07,4.6241913588999998e-04,1.7629669407151559e-04,2.8612244181848440e-04,2.8612244181848440e-04
32,-2.5000000000000000e+00,-1.5000000000000000e+00,2.0346836901064417e-04,5.1583155385900000e-03,4.9418827983577522e-03,2.1643274023224780e-04,2.1643274023224780e-04
33,-1.5000000000000000e+00,-1.5000000000000000e+00,1.1108996538242306e-02,3.6481840585400001e-02,4.5602777013277113e-02,-9.1209364278771118e-03,9.1209364278771118e-03
34,-5.0000000000000000e-01,-1.5000000000000000e+00,8.2084998623898800e-02,1.2716471387700001e-01,1.3852900487627567e-01,-1.1364290999275661e-02,1.1364290999275661e-02
35,5.0000000000000000e-01,-1.5000000000000000e+00,8.2084998623898800e-02,1.2716471387700001e-01,1.3852900487627567e-01,-1.1364290999275661e-02,1.1364290999275661e-02
36,1.5000000000000000e+00,-1.5000000000000000e+00,1.1108996538242306e-02,3.6481840585400001e-02,4.5602777013277113e-02,-9.1209364278771118e-03,9.1209364278771118e-03
37,2.5000000000000000e+00,-1.5000000000000000e+00,2.0346836901064417e-04,5.1583155385900000e-03,4.9418827983577522e-03,2.1643274023224780e-04,2.1643274023224780e-04
38,3.5000000000000000e+00,-1.5000000000000000e+00,5.0434766256788803e-07,4.6241913588999998e-04,1.7629669407151559e-04,2.8612244181848440e-04,2.8612244181848440e-04
39,4.5000000000000000e+00,-1.5000000000000000e+00,1.6918979226151304e-10,2.8329369346199999e-05,2.0703628733770394e-06,2.6259006472822960e-05,2.6259006472822960e-05
40,-4.5000000000000000e+00,-5.0000000000000000e-01,1.2501528663867426e-09,9.9283412119200004e-05,6.2892070914498341e-06,9.2994205027750173e-05,9.2994205027750173e-05
41,-3.5000000000000000e+00,-5.0000000000000000e-01,3.7266531720786709e-06,1.6175694623199999e-03,5.3554206985232061e-04,1.0820273924676792e-03,1.0820273924676792e-03
42,-2.5000000000000000e+00,-5.0000000000000000e-01,1.5034391929775724e-03,1.8010081151400001e-02,1.5012114417338367e-02,2.9979667340616339e-03,2.9979667340616339e-03
43,-1.5000000000000000e+00,-5.0000000000000000e-01,8.2084998623898800e-02,1.2716471387700001e-01,1.3852900487627567e-01,-1.1364290999275661e-02,1.1364290999275661e-02
44,-5.0000000000000000e-01,-5.0000000000000000e-01,6.0653065971263342e-01,4.4277152571000000e-01,4.2081396022053691e-01,2.1957565489463093e-02,2.1957565489463093e-02
45,5.0000000000000000e-01,-5.0000000000000000e-01,6.0653065971263342e-01,4.4277152571000000e-01,4.2081396022053691e-01,2.1957565489463093e-02,2.1957565489463093e-02
46,1.5000000000000000e+00,-5.0000000000000000e-01,8.2084998623898800e-02,1.2716471387700001e-01,1.3852900487627567e-01,-1.1364290999275661e-02,1.1364290999275661e-02
47,2.5000000000000000e+00,-5.0000000000000000e-01,1.5034391929775724e-03,1.8010081151400001e-02,1.5012114417338367e-02,2.9979667340616339e-03,2.9979667340616339e-03
48,3.5000000000000000e+00,-5.0000000000000000e-01,3.7266531720786709e-06,1.6175694623199999e-03,5.3554206985232061e-04,1.0820273924676792e-03,1.0820273924676792e-03
49,4.5000000000000000e+00,-5.0000000000000000e-01,1.2501528663867426e-09,9.9283412119200004e-05,6.2892070914498341e-06,9.2994205027750173e-05,9.2994205027750173e-05
50,-4.5000000000000000e+00,5.0000000000000000e-01,1.2501528663867426e-09,9.9283412119200004e-05,6.2892070914498341e-06,9.2994205027750173e-05,9.2994205027750173e-05
51,-3.5000000000000000e+00,5.0000000000000000e-01,3.7266531720786709e-06,1.6175694623199999e-03,5.3554206985232061e-04,1.0820273924676792e-03,1.0820273924676792e-03
52,-2.5000000000000000e+00,5.0000000000000000e-01,1.5034391929775724e-03,1.8010081151400001e-02,1.5012114417338367e-02,2.9979667340616339e-03,2.9979667340616339e-03
53,-1.5000000000000000e+00,5.0000000000000000e-01,8.2084998623898800e-02,1.2716471387700001e-01,1.3852900487627567e-01,-1.1364290999275661e-02,1.1364290999275661e-02
54,-5.0000000000000000e-01,5.0000000000000000e-01,6.0653065971263342e-01,4.4277152571000000e-01,4.2081396022053691e-01,2.1957565489463093e-02,2.1957565489463093e-02
55,5.0000000000000000e-01,5.0000000000000000e-01,6.0653065971263342e-01,4.4277152571000000e-01,4.2081396022053691e-01,2.1957565489463093e-02,2.1957565489463093e-02
56,1.5000000000000000e+00,5.0000000000000000e-01,8.2084998623898800e-02,1.2716471387700001e-01,1.3852900487627567e-01,-1.1364290999275661e-02,1.1364290999275661e-02
57,2.5000000000000000e+00,5.0000000000000000e-01,1.5034391929775724e-03,1.8010081151400001e-02,1.5012114417338367e-02,2.9979667340616339e-03,2.9979667340616339e-03
58,3.5000000000000000e+00,5.0000000000000000e-01,3.7266531720786709e-06,1.6175694623199999e-03,5.3554206985232061e-04,1.0820273924676792e-03,1.0820273924676792e-03
