i,j,x,y,initial,numerical,exact,error,absError
39,0,4.9375000000000002e-01,6.2500000000000003e-03,1.2246467991473532e-16,-4.1797567153200000e-03,-3.6739403974420594e-16,-4.1797567153196323e-03,4.1797567153196323e-03
40,0,5.0624999999999998e-01,6.2500000000000003e-03,-7.8459095727844375e-02,-5.7034021149199997e-02,-7.8459095727845748e-02,2.1425074578645752e-02,2.1425074578645752e-02
41,0,5.1875000000000004e-01,6.2500000000000003e-03,-1.5643446504023073e-01,-1.0953665187700000e-01,-1.5643446504023034e-01,4.6897813163230342e-02,4.6897813163230342e-02
42,0,5.3125000000000000e-01,6.2500000000000003e-03,-2.3344536385590528e-01,-1.6136395272099999e-01,-2.3344536385590706e-01,7.2081411134907070e-02,7.2081411134907070e-02
43,0,5.4374999999999996e-01,6.2500000000000003e-03,-3.0901699437494690e-01,-2.1219639113800001e-01,-3.0901699437494606e-01,9.6820603236946051e-02,9.6820603236946051e-02
44,0,5.5625000000000002e-01,6.2500000000000003e-03,-3.8268343236508967e-01,-2.6172056824099998e-01,-3.8268343236509050e-01,1.2096286412409052e-01,1.2096286412409052e-01
45,0,5.6874999999999998e-01,6.2500000000000003e-03,-4.5399049973954625e-01,-3.0963115100999999e-01,-4.5399049973954630e-01,1.4435934872954631e-01,1.4435934872954631e-01
46,0,5.8125000000000004e-01,6.2500000000000003e-03,-5.2249856471594869e-01,-3.5563275477000000e-01,-5.2249856471594880e-01,1.6686580994594880e-01,1.6686580994594880e-01
47,0,5.9375000000000000e-01,6.2500000000000003e-03,-5.8778525229247303e-01,-3.9944176433700002e-01,-5.8778525229247336e-01,1.8834348795547334e-01,1.8834348795547334e-01
48,0,6.0624999999999996e-01,6.2500000000000003e-03,-6.4944804833018321e-01,-4.4078808259899999e-01,-6.4944804833018288e-01,2.0865996573118289e-01,2.0865996573118289e-01
49,0,6.1875000000000002e-01,6.2500000000000003e-03,-7.0710678118654746e-01,-4.7941679575500001e-01,-7.0710678118654835e-01,2.2768998543154834e-01,2.2768998543154834e-01
50,0,6.3124999999999998e-01,6.2500000000000003e-03,-7.6040596560003060e-01,-5.1508974494299997e-01,-7.6040596560003082e-01,2.4531622065703085e-01,2.4531622065703085e-01
51,0,6.4375000000000004e-01,6.2500000000000003e-03,-8.0901699437494734e-01,-5.4758699456899995e-01,-8.0901699437494767e-01,2.6142999980594772e-01,2.6142999980594772e-01
52,0,6.5625000000000000e-01,6.2500000000000003e-03,-8.5264016435409196e-01,-5.7670818828100001e-01,-8.5264016435409262e-01,2.7593197607309261e-01,2.7593197607309261e-01
53,0,6.6874999999999996e-01,6.2500000000000003e-03,-8.9100652418836779e-01,-6.0227378423900002e-01,-8.9100652418836757e-01,2.8873273994936755e-01,2.8873273994936755e-01
54,0,6.8125000000000002e-01,6.2500000000000003e-03,-9.2387953251128652e-01,-6.2412616204000004e-01,-9.2387953251128674e-01,2.9975337047128670e-01,2.9975337047128670e-01
55,0,6.9374999999999998e-01,6.2500000000000003e-03,-9.5105651629515353e-01,-6.4213059450900001e-01,-9.5105651629515364e-01,3.0892592178615363e-01,3.0892592178615363e-01
56,0,7.0625000000000004e-01,6.2500000000000003e-03,-9.7236992039767667e-01,-6.5617607833199998e-01,-9.7236992039767633e-01,3.1619384206567636e-01,3.1619384206567636e-01
57,0,7.1875000000000000e-01,6.2500000000000003e-03,-9.8768834059513766e-01,-6.6617601843200003e-01,-9.8768834059513788e-01,3.2151232216313785e-01,3.2151232216313785e-01
58,0,7.3124999999999996e-01,6.2500000000000003e-03,-9.9691733373312796e-01,-6.7206876185300002e-01,-9.9691733373312785e-01,3.2484857188012783e-01,3.2484857188012783e-01
59,0,7.4375000000000002e-01,6.2500000000000003e-03,-1.0000000000000000e+00,-6.7381797787099995e-01,-1.0000000000000000e+00,3.2618202212900005e-01,3.2618202212900005e-01
60,0,7.5624999999999998e-01,6.2500000000000003e-03,-9.9691733373312807e-01,-6.7141288198799998e-01,-9.9691733373312796e-01,3.2550445174512799e-01,3.2550445174512799e-01
61,0,7.6875000000000004e-01,6.2500000000000003e-03,-9.8768834059513777e-01,-6.6486830242100003e-01,-9.8768834059513777e-01,3.2282003817413774e-01,3.2282003817413774e-01
62,0,7.8125000000000000e-01,6.2500000000000003e-03,-9.7236992039767678e-01,-6.5422458867800004e-01,-9.7236992039767645e-01,3.1814533171967641e-01,3.1814533171967641e-01
63,0,7.9374999999999996e-01,6.2500000000000003e-03,-9.5105651629515364e-01,-6.3954736279400004e-01,-9.5105651629515375e-01,3.1150915350115371e-01,3.1150915350115371e-01
64,0,8.0625000000000002e-01,6.2500000000000003e-03,-9.2387953251128663e-01,-6.2092711474700002e-01,-9.2387953251128652e-01,3.0295241776428650e-01,3.0295241776428650e-01
65,0,8.1874999999999998e-01,6.2500000000000003e-03,-8.9100652418836801e-01,-5.9847864455900002e-01,-8.9100652418836768e-01,2.9252787962936766e-01,2.9252787962936766e-01
66,0,8.3125000000000004e-01,6.2500000000000003e-03,-8.5264016435409207e-01,-5.7234035451200005e-01,-8.5264016435409229e-01,2.8029980984209224e-01,2.8029980984209224e-01
67,0,8.4375000000000000e-01,6.2500000000000003e-03,-8.0901699437494756e-01,-5.4267339585800001e-01,-8.0901699437494679e-01,2.6634359851694678e-01,2.6634359851694678e-01
68,0,8.5624999999999996e-01,6.2500000000000003e-03,-7.6040596560003137e-01,-5.0966067526000003e-01,-7.6040596560003160e-01,2.5074529034003157e-01,2.5074529034003157e-01
69,0,8.6875000000000002e-01,6.2500000000000003e-03,-7.0710678118654768e-01,-4.7350572712099998e-01,-7.0710678118654735e-01,2.3360105406554738e-01,2.3360105406554738e-01
70,0,8.8124999999999998e-01,6.2500000000000003e-03,-6.4944804833018421e-01,-4.3443145871700001e-01,-6.4944804833018377e-01,2.1501658961318376e-01,2.1501658961318376e-01
71,0,8.9375000000000004e-01,6.2500000000000003e-03,-5.8778525229247336e-01,-3.9267877590700001e-01,-5.8778525229247358e-01,1.9510647638547357e-01,1.9510647638547357e-01
72,0,9.0625000000000000e-01,6.2500000000000003e-03,-5.2249856471594947e-01,-3.4850509786500000e-01,-5.2249856471594824e-01,1.7399346685094824e-01,1.7399346685094824e-01
73,0,9.1874999999999996e-01,6.2500000000000003e-03,-4.5399049973954697e-01,-3.0218277000400001e-01,-4.5399049973954736e-01,1.5180772973554735e-01,1.5180772973554735e-01
74,0,9.3125000000000002e-01,6.2500000000000003e-03,-3.8268343236509039e-01,-2.5399738488099999e-01,-3.8268343236508995e-01,1.2868604748408996e-01,1.2868604748408996e-01
75,0,9.4374999999999998e-01,6.2500000000000003e-03,-3.0901699437494762e-01,-2.0424602141699999e-01,-3.0901699437494717e-01,1.0477097295794718e-01,1.0477097295794718e-01
76,0,9.5625000000000004e-01,6.2500000000000003e-03,-2.3344536385590520e-01,-1.5323541331200000e-01,-2.3344536385590559e-01,8.0209950543905589e-02,8.0209950543905589e-02
77,0,9.6875000000000000e-01,6.2500000000000003e-03,-1.5643446504023112e-01,-1.0128005792899999e-01,-1.5643446504022973e-01,5.5154407111229736e-02,5.5154407111229736e-02
78,0,9.8124999999999996e-01,6.2500000000000003e-03,-7.8459095727845624e-02,-4.8700277308600000e-02,-7.8459095727846026e-02,2.9758818419246026e-02,2.9758818419246026e-02
79,0,9.9375000000000002e-01,6.2500000000000003e-03,-2.4492935982947064e-16,4.1797567153200000e-03,2.4492935982947064e-16,4.1797567153197554e-03,4.1797567153197554e-03
0,1,6.2500000000000003e-03,1.8749999999999999e-02,1.5643446504023087e-01,1.0953665187700000e-01,1.5643446504023048e-01,-4.6897813163230481e-02,4.6897813163230481e-02
1,1,1.8749999999999999e-02,1.8749999999999999e-02,2.3344536385590539e-01,1.6136395272099999e-01,2.3344536385590717e-01,-7.2081411134907181e-02,7.2081411134907181e-02
2,1,3.1250000000000000e-02,1.8749999999999999e-02,3.0901699437494740e-01,2.1219639113800001e-01,3.0901699437494790e-01,-9.6820603236947883e-02,9.6820603236947883e-02
3,1,4.3749999999999997e-02,1.8749999999999999e-02,3.8268343236508978e-01,2.6172056824099998e-01,3.8268343236509061e-01,-1.2096286412409063e-01,1.2096286412409063e-01
4,1,5.6250000000000001e-02,1.8749999999999999e-02,4.5399049973954675e-01,3.0963115100999999e-01,4.5399049973954642e-01,-1.4435934872954642e-01,1.4435934872954642e-01
5,1,6.8750000000000006e-02,1.8749999999999999e-02,5.2249856471594880e-01,3.5563275477000000e-01,5.2249856471594891e-01,-1.6686580994594891e-01,1.6686580994594891e-01
6,1,8.1250000000000003e-02,1.8749999999999999e-02,5.8778525229247314e-01,3.9944176433700002e-01,5.8778525229247347e-01,-1.8834348795547345e-01,1.8834348795547345e-01
7,1,9.3750000000000000e-02,1.8749999999999999e-02,6.4944804833018366e-01,4.4078808259899999e-01,6.4944804833018432e-01,-2.0865996573118434e-01,2.0865996573118434e-01
8,1,1.0625000000000000e-01,1.8749999999999999e-02,7.0710678118654746e-01,4.7941679575500001e-01,7.0710678118654846e-01,-2.2768998543154845e-01,2.2768998543154845e-01
9,1,1.1874999999999999e-01,1.8749999999999999e-02,7.6040596560003082e-01,5.1508974494299997e-01,7.6040596560003093e-01,-2.4531622065703096e-01,2.4531622065703096e-01
10,1,1.3125000000000001e-01,1.8749999999999999e-02,8.0901699437494745e-01,5.4758699456899995e-01,8.0901699437494767e-01,-2.6142999980594772e-01,2.6142999980594772e-01
11,1,1.4374999999999999e-01,1.8749999999999999e-02,8.5264016435409207e-01,5.7670818828100001e-01,8.5264016435409273e-01,-2.7593197607309272e-01,2.7593197607309272e-01
12,1,1.5625000000000000e-01,1.8749999999999999e-02,8.9100652418836779e-01,6.0227378423900002e-01,8.9100652418836845e-01,-2.8873273994936843e-01,2.8873273994936843e-01
13,1,1.6875000000000001e-01,1.8749999999999999e-02,9.2387953251128674e-01,6.2412616204000004e-01,9.2387953251128674e-01,-2.9975337047128670e-01,2.9975337047128670e-01
14,1,1.8124999999999999e-01,1.8749999999999999e-02,9.5105651629515353e-01,6.4213059450900001e-01,9.5105651629515375e-01,-3.0892592178615375e-01,3.0892592178615375e-01
15,1,1.9375000000000001e-01,1.8749999999999999e-02,9.7236992039767656e-01,6.5617607833199998e-01,9.7236992039767645e-01,-3.1619384206567647e-01,3.1619384206567647e-01
16,1,2.0624999999999999e-01,1.8749999999999999e-02,9.8768834059513766e-01,6.6617601843200003e-01,9.8768834059513788e-01,-3.2151232216313785e-01,3.2151232216313785e-01
17,1,2.1875000000000000e-01,1.8749999999999999e-02,9.9691733373312796e-01,6.7206876185300002e-01,9.9691733373312796e-01,-3.2484857188012795e-01,3.2484857188012795e-01
18,1,2.3125000000000001e-01,1.8749999999999999e-02,1.0000000000000000e+00,6.7381797787099995e-01,1.0000000000000000e+00,-3.2618202212900005e-01,3.2618202212900005e-01
19,1,2.4374999999999999e-01,1.8749999999999999e-02,9.9691733373312796e-01,6.7141288198799998e-01,9.9691733373312785e-01,-3.2550445174512788e-01,3.2550445174512788e-01
20,1,2.5624999999999998e-01,1.8749999999999999e-02,9.8768834059513777e-01,6.6486830242100003e-01,9.8768834059513777e-01,-3.2282003817413774e-01,3.2282003817413774e-01
21,1,2.6874999999999999e-01,1.8749999999999999e-02,9.7236992039767667e-01,6.5422458867800004e-01,9.7236992039767622e-01,-3.1814533171967618e-01,3.1814533171967618e-01
22,1,2.8125000000000000e-01,1.8749999999999999e-02,9.5105651629515364e-01,6.3954736279400004e-01,9.5105651629515342e-01,-3.1150915350115338e-01,3.1150915350115338e-01
23,1,2.9375000000000001e-01,1.8749999999999999e-02,9.2387953251128674e-01,6.2092711474700002e-01,9.2387953251128641e-01,-3.0295241776428639e-01,3.0295241776428639e-01
24,1,3.0625000000000002e-01,1.8749999999999999e-02,8.9100652418836790e-01,5.9847864455900002e-01,8.9100652418836812e-01,-2.9252787962936810e-01,2.9252787962936810e-01
25,1,3.1874999999999998e-01,1.8749999999999999e-02,8.5264016435409229e-01,5.7234035451200005e-01,8.5264016435409229e-01,-2.8029980984209224e-01,2.8029980984209224e-01
26,1,3.3124999999999999e-01,1.8749999999999999e-02,8.0901699437494745e-01,5.4267339585800001e-01,8.0901699437494723e-01,-2.6634359851694722e-01,2.6634359851694722e-01
27,1,3.4375000000000000e-01,1.8749999999999999e-02,7.6040596560003104e-01,5.0966067526000003e-01,7.6040596560003038e-01,-2.5074529034003035e-01,2.5074529034003035e-01
28,1,3.5625000000000001e-01,1.8749999999999999e-02,7.0710678118654757e-01,4.7350572712099998e-01,7.0710678118654791e-01,-2.3360105406554793e-01,2.3360105406554793e-01
29,1,3.6875000000000002e-01,1.8749999999999999e-02,6.4944804833018377e-01,4.3443145871700001e-01,6.4944804833018366e-01,-2.1501658961318365e-01,2.1501658961318365e-01
30,1,3.8124999999999998e-01,1.8749999999999999e-02,5.8778525229247325e-01,3.9267877590700001e-01,5.8778525229247280e-01,-1.9510647638547279e-01,1.9510647638547279e-01
31,1,3.9374999999999999e-01,1.8749999999999999e-02,5.2249856471594891e-01,3.4850509786500000e-01,5.2249856471594813e-01,-1.7399346685094813e-01,1.7399346685094813e-01
32,1,4.0625000000000000e-01,1.8749999999999999e-02,4.5399049973954686e-01,3.0218277000400001e-01,4.5399049973954564e-01,-1.5180772973554563e-01,1.5180772973554563e-01
33,1,4.1875000000000001e-01,1.8749999999999999e-02,3.8268343236508989e-01,2.5399738488099999e-01,3.8268343236508984e-01,-1.2868604748408985e-01,1.2868604748408985e-01
34,1,4.3125000000000002e-01,1.8749999999999999e-02,3.0901699437494751e-01,2.0424602141699999e-01,3.0901699437494706e-01,-1.0477097295794707e-01,1.0477097295794707e-01
35,1,4.4374999999999998e-01,1.8749999999999999e-02,2.3344536385590553e-01,1.5323541331200000e-01,2.3344536385590633e-01,-8.0209950543906339e-02,8.0209950543906339e-02
36,1,4.5624999999999999e-01,1.8749999999999999e-02,1.5643446504023098e-01,1.0128005792899999e-01,1.5643446504022962e-01,-5.5154407111229625e-02,5.5154407111229625e-02
37,1,4.6875000000000000e-01,1.8749999999999999e-02,7.8459095727845068e-02,4.8700277308600000e-02,7.8459095727845013e-02,-2.9758818419245013e-02,2.9758818419245013e-02
38,1,4.8125000000000001e-01,1.8749999999999999e-02,1.2246467991473532e-16,-4.1797567153200000e-03,-3.6739403974420594e-16,-4.1797567153196323e-03,4.1797567153196323e-03
39,1,4.9375000000000002e-01,1.8749999999999999e-02,-7.8459095727845263e-02,-5.7034021149199997e-02,-7.8459095727845748e-02,2.1425074578645752e-02,2.1425074578645752e-02
40,1,5.0624999999999998e-01,1.8749999999999999e-02,-1.5643446504023073e-01,-1.0953665187700000e-01,-1.5643446504023034e-01,4.6897813163230342e-02,4.6897813163230342e-02
41,1,5.1875000000000004e-01,1.8749999999999999e-02,-2.3344536385590572e-01,-1.6136395272099999e-01,-2.3344536385590706e-01,7.2081411134907070e-02,7.2081411134907070e-02
42,1,5.3125000000000000e-01,1.8749999999999999e-02,-3.0901699437494773e-01,-2.1219639113800001e-01,-3.0901699437494778e-01,9.6820603236947772e-02,9.6820603236947772e-02
43,1,5.4374999999999996e-01,1.8749999999999999e-02,-3.8268343236508967e-01,-2.6172056824099998e-01,-3.8268343236509050e-01,1.2096286412409052e-01,1.2096286412409052e-01
44,1,5.5625000000000002e-01,1.8749999999999999e-02,-4.5399049973954708e-01,-3.0963115100999999e-01,-4.5399049973954791e-01,1.4435934872954792e-01,1.4435934872954792e-01
45,1,5.6874999999999998e-01,1.8749999999999999e-02,-5.2249856471594869e-01,-3.5563275477000000e-01,-5.2249856471594880e-01,1.6686580994594880e-01,1.6686580994594880e-01
46,1,5.8125000000000004e-01,1.8749999999999999e-02,-5.8778525229247336e-01,-3.9944176433700002e-01,-5.8778525229247336e-01,1.8834348795547334e-01,1.8834348795547334e-01
47,1,5.9375000000000000e-01,1.8749999999999999e-02,-6.4944804833018388e-01,-4.4078808259899999e-01,-6.4944804833018421e-01,2.0865996573118423e-01,2.0865996573118423e-01
48,1,6.0624999999999996e-01,1.8749999999999999e-02,-7.0710678118654746e-01,-4.7941679575500001e-01,-7.0710678118654835e-01,2.2768998543154834e-01,2.2768998543154834e-01
49,1,6.1875000000000002e-01,1.8749999999999999e-02,-7.6040596560003115e-01,-5.1508974494299997e-01,-7.6040596560003204e-01,2.4531622065703207e-01,2.4531622065703207e-01
50,1,6.3124999999999998e-01,1.8749999999999999e-02,-8.0901699437494734e-01,-5.4758699456899995e-01,-8.0901699437494767e-01,2.6142999980594772e-01,2.6142999980594772e-01
51,1,6.4375000000000004e-01,1.8749999999999999e-02,-8.5264016435409240e-01,-5.7670818828100001e-01,-8.5264016435409262e-01,2.7593197607309261e-01,2.7593197607309261e-01
52,1,6.5625000000000000e-01,1.8749999999999999e-02,-8.9100652418836779e-01,-6.0227378423900002e-01,-8.9100652418836845e-01,2.8873273994936843e-01,2.8873273994936843e-01
53,1,6.6874999999999996e-01,1.8749999999999999e-02,-9.2387953251128652e-01,-6.2412616204000004e-01,-9.2387953251128674e-01,2.9975337047128670e-01,2.9975337047128670e-01
54,1,6.8125000000000002e-01,1.8749999999999999e-02,-9.5105651629515353e-01,-6.4213059450900001e-01,-9.5105651629515420e-01,3.0892592178615419e-01,3.0892592178615419e-01
55,1,6.9374999999999998e-01,1.8749999999999999e-02,-9.7236992039767667e-01,-6.5617607833199998e-01,-9.7236992039767633e-01,3.1619384206567636e-01,3.1619384206567636e-01
56,1,7.0625000000000004e-01,1.8749999999999999e-02,-9.8768834059513788e-01,-6.6617601843200003e-01,-9.8768834059513788e-01,3.2151232216313785e-01,3.2151232216313785e-01
57,1,7.1875000000000000e-01,1.8749999999999999e-02,-9.9691733373312796e-01,-6.7206876185300002e-01,-9.9691733373312807e-01,3.2484857188012806e-01,3.2484857188012806e-01
58,1,7.3124999999999996e-01,1.8749999999999999e-02,-1.0000000000000000e+00,-6.7381797787099995e-01,-1.0000000000000000e+00,3.2618202212900005e-01,3.2618202212900005e-01
59,1,7.4375000000000002e-01,1.8749999999999999e-02,-9.9691733373312796e-01,-6.7141288198799998e-01,-9.9691733373312785e-01,3.2550445174512788e-01,3.2550445174512788e-01
60,1,7.5624999999999998e-01,1.8749999999999999e-02,-9.8768834059513777e-01,-6.6486830242100003e-01,-9.8768834059513777e-01,3.2282003817413774e-01,3.2282003817413774e-01
61,1,7.6875000000000004e-01,1.8749999999999999e-02,-9.7236992039767656e-01,-6.5422458867800004e-01,-9.7236992039767645e-01,3.1814533171967641e-01,3.1814533171967641e-01
62,1,7.8125000000000000e-01,1.8749999999999999e-02,-9.5105651629515364e-01,-6.3954736279400004e-01,-9.5105651629515353e-01,3.1150915350115349e-01,3.1150915350115349e-01
63,1,7.9374999999999996e-01,1.8749999999999999e-02,-9.2387953251128663e-01,-6.2092711474700002e-01,-9.2387953251128652e-01,3.0295241776428650e-01,3.0295241776428650e-01
64,1,8.0625000000000002e-01,1.8749999999999999e-02,-8.9100652418836801e-01,-5.9847864455900002e-01,-8.9100652418836734e-01,2.9252787962936733e-01,2.9252787962936733e-01
65,1,8.1874999999999998e-01,1.8749999999999999e-02,-8.5264016435409207e-01,-5.7234035451200005e-01,-8.5264016435409229e-01,2.8029980984209224e-01,2.8029980984209224e-01
66,1,8.3125000000000004e-01,1.8749999999999999e-02,-8.0901699437494701e-01,-5.4267339585800001e-01,-8.0901699437494679e-01,2.6634359851694678e-01,2.6634359851694678e-01
67,1,8.4375000000000000e-01,1.8749999999999999e-02,-7.6040596560003082e-01,-5.0966067526000003e-01,-7.6040596560003049e-01,2.5074529034003046e-01,2.5074529034003046e-01
68,1,8.5624999999999996e-01,1.8749999999999999e-02,-7.0710678118654768e-01,-4.7350572712099998e-01,-7.0710678118654735e-01,2.3360105406554738e-01,2.3360105406554738e-01
69,1,8.6875000000000002e-01,1.8749999999999999e-02,-6.4944804833018344e-01,-4.3443145871700001e-01,-6.4944804833018244e-01,2.1501658961318243e-01,2.1501658961318243e-01
70,1,8.8124999999999998e-01,1.8749999999999999e-02,-5.8778525229247336e-01,-3.9267877590700001e-01,-5.8778525229247358e-01,1.9510647638547357e-01,1.9510647638547357e-01
71,1,8.9375000000000004e-01,1.8749999999999999e-02,-5.2249856471594869e-01,-3.4850509786500000e-01,-5.2249856471594824e-01,1.7399346685094824e-01,1.7399346685094824e-01
72,1,9.0625000000000000e-01,1.8749999999999999e-02,-4.5399049973954697e-01,-3.0218277000400001e-01,-4.5399049973954658e-01,1.5180772973554657e-01,1.5180772973554657e-01
73,1,9.1874999999999996e-01,1.8749999999999999e-02,-3.8268343236509039e-01,-2.5399738488099999e-01,-3.8268343236508995e-01,1.2868604748408996e-01,1.2868604748408996e-01
74,1,9.3125000000000002e-01,1.8749999999999999e-02,-3.0901699437494762e-01,-2.0424602141699999e-01,-3.0901699437494634e-01,1.0477097295794635e-01,1.0477097295794635e-01
