cell,x,y,initial,numerical,exact,error,absError
131,1.4375000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,5.1298665882900002e-10,2.0281248574315961e-10,3.1017417308584043e-10,3.1017417308584043e-10
132,1.5625000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,3.8518297497999999e-10,1.5501601168063903e-10,2.3016696329936096e-10,2.3016696329936096e-10
133,1.6875000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,2.7973225917000001e-10,1.1489080865194142e-10,1.6484145051805858e-10,1.6484145051805858e-10
134,1.8125000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,1.9633594713699999e-10,8.2495949123080475e-11,1.1383999801391951e-10,1.1383999801391951e-10
135,1.9375000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,1.3309997894799999e-10,5.7342534788428934e-11,7.5757444159571053e-11,7.5757444159571053e-11
136,2.0625000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,8.7112484438100000e-11,3.8558327001158206e-11,4.8554157436941795e-11,4.8554157436941795e-11
137,2.1875000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,5.5025908571600001e-11,2.5066495328556685e-11,2.9959413243043315e-11,2.9959413243043315e-11
138,2.3125000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,3.3538863163400002e-11,1.5746091044041460e-11,1.7792772119358542e-11,1.7792772119358542e-11
139,2.4375000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,1.9723173322200000e-11,9.5533011627406926e-12,1.0169872159459307e-11,1.0169872159459307e-11
140,2.5625000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,1.1190328064100000e-11,5.5957485432687679e-12,5.5945795208312326e-12,5.5945795208312326e-12
141,2.6875000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,6.1258799382599998e-12,3.1632292189255410e-12,2.9626507193344588e-12,2.9626507193344588e-12
142,2.8125000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,3.2359580229500000e-12,1.7251746759526022e-12,1.5107833469973979e-12,1.5107833469973979e-12
143,2.9375000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,1.6497491873599999e-12,9.0749362572670924e-13,7.4225556163329069e-13,7.4225556163329069e-13
144,3.0625000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,8.1190383911800001e-13,4.6031401404530352e-13,3.5158982507269649e-13,3.5158982507269649e-13
145,3.1875000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,3.8580661991400000e-13,2.2509660355349488e-13,1.6071001636050512e-13,1.6071001636050512e-13
146,3.3125000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,1.7706506205899999e-13,1.0609680257870113e-13,7.0968259480298862e-14,7.0968259480298862e-14
147,3.4375000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,7.8509885097500002e-14,4.8192320912561653e-14,3.0317564184938349e-14,3.0317564184938349e-14
148,3.5625000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,3.3642051976700001e-14,2.1092454322402906e-14,1.2549597654297095e-14,1.2549597654297095e-14
149,3.6875000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,1.3936446928400000e-14,8.8938257991172153e-15,5.0426211292827847e-15,5.0426211292827847e-15
150,3.8125000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,5.5831929624599998e-15,3.6124924916879107e-15,1.9707004707720891e-15,1.9707004707720891e-15
151,3.9375000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,2.1638496298000000e-15,1.4132926515683212e-15,7.5055697823167881e-16,7.5055697823167881e-16
152,4.0625000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,8.1159696820699999e-16,5.3249898291826111e-16,2.7909798528873888e-16,2.7909798528873888e-16
153,4.1875000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,2.9469911991900001e-16,1.9320835826309342e-16,1.0149076165590659e-16,1.0149076165590659e-16
154,4.3125000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,1.0363326562900000e-16,6.7501917694987088e-17,3.6131347934012916e-17,3.6131347934012916e-17
155,4.4375000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,3.5307141021100001e-17,2.2706767542685485e-17,1.2600373478414516e-17,1.2600373478414516e-17
156,4.5625000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,1.1659621572100000e-17,7.3538097472321994e-18,4.3058118248678001e-18,4.3058118248678001e-18
157,4.6875000000000000e+00,-4.8125000000000000e+00,0.0000000000000000e+00,3.7396116029600002e-18,2.2927612459731223e-18,1.4468503569868779e-18,1.4468503569868779e-18
