case,solverFamily,mesh,resolution,nominalH,nCells,normalizedL1,normalizedL2,normalizedLinf,observedOrderL1,observedOrderL2,observedOrderLinf,maxCo,normalizedMassError,finalAmplitude,meshOK,solverEnded,solverFatal,linearSolver,linearTolerance,nNonOrthogonalCorrectors
/home/a776/workdocuments/上交船舶/slover/student_project/cases/01_advection_equation/01_sine_wave_quad/N10,01_advection_equation,quad,10,0.1,100,0.9661795052668464,0.9608682627832834,0.9661795052668247,,,,0.2,3.466421822904224e-17,0.0425471074125,True,True,False,,,
