cell,x,y,z,volume,initial,numerical,exact,error,absError
38,1.3333333333399999e-01,9.3333333333299995e-01,5.0000000000000003e-02,5.0000000000399996e-04,4.0673664307771296e-01,7.5147750852900000e-02,4.0673664312363328e-01,-3.3158889227073329e-01,3.3158889227073329e-01
39,1.6666666666700000e-01,9.6666666666699996e-01,5.0000000000000003e-02,5.0000000000399996e-04,7.4314482548019645e-01,4.1044129579499999e-01,7.4314482551383099e-01,-3.3270352971883099e-01,3.3270352971883099e-01
40,2.3333333333299999e-01,3.3333333333400002e-02,5.0000000000000003e-02,5.0000000000000001e-04,9.9452189536844848e-01,8.0522442499799995e-01,9.9452189536319435e-01,-1.8929747036519440e-01,1.8929747036519440e-01
41,2.6666666666599997e-01,6.6666666666800004e-02,5.0000000000000003e-02,5.0000000000000001e-04,8.6602540378611426e-01,8.5697727450299999e-01,8.6602540376098103e-01,-9.0481292579810413e-03,9.0481292579810413e-03
42,2.6666666666599997e-01,1.3333333333399999e-01,5.0000000000000003e-02,5.0000000000000001e-04,5.8778525229247325e-01,5.8715357567000004e-01,5.8778525225180711e-01,-6.3167658180707242e-04,6.3167658180707242e-04
43,2.3333333333299999e-01,1.6666666666700000e-01,5.0000000000000003e-02,5.0000000000099997e-04,5.8778525229247325e-01,5.8715357567299997e-01,5.8778525225180567e-01,-6.3167657880569550e-04,6.3167657880569550e-04
44,2.3333333333299999e-01,2.3333333333400000e-01,5.0000000000000003e-02,5.0000000000099997e-04,2.0791169081571118e-01,4.2250831237100001e-01,2.0791169076654267e-01,2.1459662160445733e-01,2.1459662160445733e-01
45,2.6666666666599997e-01,2.6666666666700001e-01,5.0000000000000003e-02,5.0000000000099997e-04,-2.0791169081571007e-01,1.1919978744100000e-01,-2.0791169086487771e-01,3.2711147830587772e-01,3.2711147830587772e-01
46,2.6666666666700001e-01,3.3333333333400000e-01,5.0000000000000003e-02,5.0000000000099997e-04,-5.8778525229755607e-01,-3.4003862818699998e-01,-5.8778525233822210e-01,2.4774662415122212e-01,2.4774662415122212e-01
47,2.3333333333299999e-01,3.6666666666800002e-01,5.0000000000000003e-02,5.0000000000099997e-04,-5.8778525229755607e-01,-3.4003862818600000e-01,-5.8778525233822210e-01,2.4774662415222209e-01,2.4774662415222209e-01
48,2.3333333333299999e-01,4.3333333333399998e-01,5.0000000000000003e-02,5.0000000000099997e-04,-8.6602540378548598e-01,-5.4409992741900004e-01,-8.6602540381061910e-01,3.2192547639161906e-01,3.2192547639161906e-01
49,2.6666666666700001e-01,4.6666666666800000e-01,5.0000000000000003e-02,5.0000000000099997e-04,-9.9452189536936797e-01,-7.8330775441400002e-01,-9.9452189537462221e-01,2.1121414096062219e-01,2.1121414096062219e-01
50,2.6666666666700001e-01,5.3333333333400001e-01,5.0000000000000003e-02,4.9999999999799998e-04,-9.5105651629321208e-01,-7.9730900538200000e-01,-9.5105651627767873e-01,1.5374751089567873e-01,1.5374751089567873e-01
51,2.3333333333400000e-01,5.6666666666800003e-01,5.0000000000000003e-02,4.9999999999799998e-04,-9.5105651629127053e-01,-7.9730900538100002e-01,-9.5105651627573717e-01,1.5374751089473715e-01,1.5374751089473715e-01
52,2.3333333333400000e-01,6.3333333333399999e-01,5.0000000000000003e-02,4.9999999999799998e-04,-7.4314482547178906e-01,-7.5878056079500000e-01,-7.4314482543815397e-01,-1.5635735356846037e-02,1.5635735356846037e-02
53,2.6666666666700001e-01,6.6666666666700003e-01,5.0000000000000003e-02,4.9999999999900005e-04,-4.0673664307197360e-01,-6.0331060332399999e-01,-4.0673664302605328e-01,-1.9657396029794671e-01,1.9657396029794671e-01
54,2.6666666666700001e-01,7.3333333333299999e-01,5.0000000000000003e-02,4.9999999999900005e-04,-2.4492935982947064e-16,-1.5272543667700000e-01,5.0265814413868716e-11,-1.5272543672726582e-01,1.5272543672726582e-01
55,2.3333333333400000e-01,7.6666666666700001e-01,5.0000000000000003e-02,4.9999999999900005e-04,6.2836173900185569e-12,-1.5272543667100000e-01,5.6549676733247102e-11,-1.5272543672754968e-01,1.5272543672754968e-01
56,2.3333333333400000e-01,8.3333333333299997e-01,5.0000000000000003e-02,5.0000000000000001e-04,4.0673664307771296e-01,7.5147750851000006e-02,4.0673664312363328e-01,-3.3158889227263327e-01,3.3158889227263327e-01
57,2.6666666666799999e-01,8.6666666666600001e-01,5.0000000000000003e-02,5.0000000000099997e-04,7.4314482548019645e-01,4.1044129579299998e-01,7.4314482551383099e-01,-3.3270352972083100e-01,3.3270352972083100e-01
58,2.6666666666799999e-01,9.3333333333299995e-01,5.0000000000000003e-02,5.0000000000399996e-04,9.5105651629709476e-01,7.0291949457299996e-01,9.5105651631262778e-01,-2.4813702173962782e-01,2.4813702173962782e-01
59,2.3333333333400000e-01,9.6666666666699996e-01,5.0000000000000003e-02,5.0000000000399996e-04,9.5105651629709531e-01,7.0291949457299996e-01,9.5105651631262833e-01,-2.4813702173962837e-01,2.4813702173962837e-01
60,3.6666666666600001e-01,3.3333333333400002e-02,5.0000000000000003e-02,4.9999999999900005e-04,5.8778525229552314e-01,5.8715357567299997e-01,5.8778525225485667e-01,-6.3167658185669939e-04,6.3167658185669939e-04
61,3.3333333333300003e-01,6.6666666666800004e-02,5.0000000000000003e-02,5.0000000000000001e-04,5.8778525229348955e-01,5.8715357567000004e-01,5.8778525225282319e-01,-6.3167658282314854e-04,6.3167658282314854e-04
62,3.3333333333300003e-01,1.3333333333399999e-01,5.0000000000000003e-02,5.0000000000000001e-04,2.0791169081571076e-01,4.2250831236600001e-01,2.0791169076654267e-01,2.1459662159945733e-01,2.1459662159945733e-01
63,3.6666666666600001e-01,1.6666666666700000e-01,5.0000000000000003e-02,5.0000000000000001e-04,-2.0791169081571095e-01,1.1919978743600000e-01,-2.0791169086487771e-01,3.2711147830087772e-01,3.2711147830087772e-01
64,3.6666666666600001e-01,2.3333333333400000e-01,5.0000000000000003e-02,5.0000000000000001e-04,-5.8778525229247303e-01,-3.4003862819000003e-01,-5.8778525233313905e-01,2.4774662414313903e-01,2.4774662414313903e-01
65,3.3333333333300003e-01,2.6666666666700001e-01,5.0000000000000003e-02,5.0000000000099997e-04,-5.8778525229247336e-01,-3.4003862818699998e-01,-5.8778525233313905e-01,2.4774662414613907e-01,2.4774662414613907e-01
66,3.3333333333300003e-01,3.3333333333400000e-01,5.0000000000000003e-02,5.0000000000099997e-04,-8.6602540378548598e-01,-5.4409992742000002e-01,-8.6602540381061910e-01,3.2192547639061908e-01,3.2192547639061908e-01
67,3.6666666666699999e-01,3.6666666666699999e-01,5.0000000000000003e-02,5.0000000000099997e-04,-9.9452189536871116e-01,-7.8330775441300005e-01,-9.9452189537396540e-01,2.1121414096096536e-01,2.1121414096096536e-01
68,3.6666666666699999e-01,4.3333333333399998e-01,5.0000000000000003e-02,5.0000000000099997e-04,-9.5105651629321208e-01,-7.9730900538000005e-01,-9.5105651627767906e-01,1.5374751089767902e-01,1.5374751089767902e-01
69,3.3333333333400000e-01,4.6666666666800000e-01,5.0000000000000003e-02,5.0000000000099997e-04,-9.5105651629127053e-01,-7.9730900537899996e-01,-9.5105651627573717e-01,1.5374751089673722e-01,1.5374751089673722e-01
70,3.3333333333400000e-01,5.3333333333400001e-01,5.0000000000000003e-02,4.9999999999799998e-04,-7.4314482547178851e-01,-7.5878056079300005e-01,-7.4314482543815397e-01,-1.5635735354846081e-02,1.5635735354846081e-02
71,3.6666666666699999e-01,5.6666666666700005e-01,5.0000000000000003e-02,4.9999999999900005e-04,-4.0673664307197360e-01,-6.0331060332099995e-01,-4.0673664302605328e-01,-1.9657396029494667e-01,1.9657396029494667e-01
72,3.6666666666699999e-01,6.3333333333399999e-01,5.0000000000000003e-02,4.9999999999900005e-04,6.2836173900185569e-12,-1.5272543667700000e-01,5.6549676733247102e-11,-1.5272543673354969e-01,1.5272543673354969e-01
73,3.3333333333400000e-01,6.6666666666700003e-01,5.0000000000000003e-02,4.9999999999900005e-04,6.2836173900185569e-12,-1.5272543667600000e-01,5.6549676733247102e-11,-1.5272543673254968e-01,1.5272543673254968e-01
74,3.3333333333400000e-01,7.3333333333299999e-01,5.0000000000000003e-02,4.9999999999900005e-04,4.0673664307771296e-01,7.5147750845900002e-02,4.0673664312363328e-01,-3.3158889227773325e-01,3.3158889227773325e-01
75,3.6666666666800002e-01,7.6666666666700001e-01,5.0000000000000003e-02,5.0000000000000001e-04,7.4314482548440108e-01,4.1044129578700000e-01,7.4314482551803573e-01,-3.3270352973103573e-01,3.3270352973103573e-01
76,3.6666666666800002e-01,8.3333333333299997e-01,5.0000000000000003e-02,5.0000000000099997e-04,9.5105651629709531e-01,7.0291949457000003e-01,9.5105651631262833e-01,-2.4813702174262831e-01,2.4813702174262831e-01
77,3.3333333333400000e-01,8.6666666666600001e-01,5.0000000000000003e-02,5.0000000000099997e-04,9.5105651629515353e-01,7.0291949457400005e-01,9.5105651631068655e-01,-2.4813702173668650e-01,2.4813702173668650e-01
78,3.3333333333499998e-01,9.3333333333299995e-01,5.0000000000000003e-02,5.0000000000399996e-04,9.9452189536739766e-01,8.0522442500000002e-01,9.9452189536214342e-01,-1.8929747036214339e-01,1.8929747036214339e-01
79,3.6666666666800002e-01,9.6666666666699996e-01,5.0000000000000003e-02,5.0000000000399996e-04,8.6602540377920334e-01,8.5697727450700001e-01,8.6602540375406978e-01,-9.0481292470697694e-03,9.0481292470697694e-03
80,4.3333333333200003e-01,3.3333333333400002e-02,5.0000000000000003e-02,4.9999999999900005e-04,2.0791169082554392e-01,4.2250831236800002e-01,2.0791169077637717e-01,2.1459662159162285e-01,2.1459662159162285e-01
81,4.6666666666599999e-01,6.6666666666800004e-02,5.0000000000000003e-02,5.0000000000000001e-04,-2.0791169081448119e-01,1.1919978743699999e-01,-2.0791169086364925e-01,3.2711147830064924e-01,3.2711147830064924e-01
82,4.6666666666599999e-01,1.3333333333299999e-01,5.0000000000000003e-02,4.9999999999900005e-04,-5.8778525228738998e-01,-3.4003862819000003e-01,-5.8778525232805612e-01,2.4774662413805609e-01,2.4774662413805609e-01
83,4.3333333333300000e-01,1.6666666666700000e-01,5.0000000000000003e-02,5.0000000000000001e-04,-5.8778525229247303e-01,-3.4003862819000003e-01,-5.8778525233313905e-01,2.4774662414313903e-01,2.4774662414313903e-01
84,4.3333333333300000e-01,2.3333333333400000e-01,5.0000000000000003e-02,5.0000000000000001e-04,-8.6602540378548598e-01,-5.4409992742199997e-01,-8.6602540381061910e-01,3.2192547638861913e-01,3.2192547638861913e-01
85,4.6666666666599999e-01,2.6666666666700001e-01,5.0000000000000003e-02,5.0000000000000001e-04,-9.9452189536805446e-01,-7.8330775441400002e-01,-9.9452189537330871e-01,2.1121414095930868e-01,2.1121414095930868e-01
86,4.6666666666700002e-01,3.3333333333400000e-01,5.0000000000000003e-02,5.0000000000000001e-04,-9.5105651629321208e-01,-7.9730900538000005e-01,-9.5105651627767873e-01,1.5374751089767869e-01,1.5374751089767869e-01
87,4.3333333333300000e-01,3.6666666666699999e-01,5.0000000000000003e-02,5.0000000000099997e-04,-9.5105651629515364e-01,-7.9730900537799998e-01,-9.5105651627962029e-01,1.5374751090162031e-01,1.5374751090162031e-01
88,4.3333333333300000e-01,4.3333333333399998e-01,5.0000000000000003e-02,5.0000000000099997e-04,-7.4314482547599325e-01,-7.5878056079099998e-01,-7.4314482544235805e-01,-1.5635735348641933e-02,1.5635735348641933e-02
89,4.6666666666700002e-01,4.6666666666700002e-01,5.0000000000000003e-02,5.0000000000099997e-04,-4.0673664307197360e-01,-6.0331060331700004e-01,-4.0673664302605328e-01,-1.9657396029094676e-01,1.9657396029094676e-01
90,4.6666666666700002e-01,5.3333333333400001e-01,5.0000000000000003e-02,4.9999999999900005e-04,6.2836173900185569e-12,-1.5272543667399999e-01,5.6549676733247102e-11,-1.5272543673054967e-01,1.5272543673054967e-01
91,4.3333333333399998e-01,5.6666666666700005e-01,5.0000000000000003e-02,4.9999999999900005e-04,6.2836173900185569e-12,-1.5272543667399999e-01,5.6549676733247102e-11,-1.5272543673054967e-01,1.5272543673054967e-01
92,4.3333333333399998e-01,6.3333333333399999e-01,5.0000000000000003e-02,4.9999999999900005e-04,4.0673664308345353e-01,7.5147750846300002e-02,4.0673664312937391e-01,-3.3158889228307392e-01,3.3158889228307392e-01
93,4.6666666666800000e-01,6.6666666666700003e-01,5.0000000000000003e-02,5.0000000000000001e-04,7.4314482548440108e-01,4.1044129578700000e-01,7.4314482551803573e-01,-3.3270352973103573e-01,3.3270352973103573e-01
94,4.6666666666800000e-01,7.3333333333299999e-01,5.0000000000000003e-02,5.0000000000000001e-04,9.5105651629709531e-01,7.0291949456799996e-01,9.5105651631262833e-01,-2.4813702174462837e-01,2.4813702174462837e-01
95,4.3333333333399998e-01,7.6666666666700001e-01,5.0000000000000003e-02,5.0000000000000001e-04,9.5105651629709531e-01,7.0291949456900005e-01,9.5105651631262833e-01,-2.4813702174362828e-01,2.4813702174362828e-01
96,4.3333333333500001e-01,8.3333333333299997e-01,5.0000000000000003e-02,5.0000000000099997e-04,9.9452189536739766e-01,8.0522442499500002e-01,9.9452189536214342e-01,-1.8929747036714339e-01,1.8929747036714339e-01
97,4.6666666666800000e-01,8.6666666666600001e-01,5.0000000000000003e-02,5.0000000000099997e-04,8.6602540378234394e-01,8.5697727450399996e-01,8.6602540375721127e-01,-9.0481292532113011e-03,9.0481292532113011e-03
98,4.6666666666800000e-01,9.3333333333299995e-01,5.0000000000000003e-02,5.0000000000300000e-04,5.8778525228739043e-01,5.8715357567199999e-01,5.8778525224672395e-01,-6.3167657472396055e-04,6.3167657472396055e-04
99,4.3333333333500001e-01,9.6666666666699996e-01,5.0000000000000003e-02,5.0000000000399996e-04,5.8778525228230594e-01,5.8715357567100002e-01,5.8778525224164013e-01,-6.3167657064011618e-04,6.3167657064011618e-04
100,5.6666666666599996e-01,3.3333333333400002e-02,5.0000000000000003e-02,5.0000000000200004e-04,-5.8778525228942313e-01,-3.4003862818600000e-01,-5.8778525233008816e-01,2.4774662414408816e-01,2.4774662414408816e-01
101,5.3333333333199995e-01,6.6666666666700000e-02,5.0000000000000003e-02,5.0000000000099997e-04,-5.8778525228586453e-01,-3.4003862819100000e-01,-5.8778525232653134e-01,2.4774662413553133e-01,2.4774662413553133e-01
102,5.3333333333300004e-01,1.3333333333299999e-01,5.0000000000000003e-02,5.0000000000099997e-04,-8.6602540378234449e-01,-5.4409992742299995e-01,-8.6602540380747761e-01,3.2192547638447766e-01,3.2192547638447766e-01
103,5.6666666666599996e-01,1.6666666666700000e-01,5.0000000000000003e-02,5.0000000000000001e-04,-9.9452189536805446e-01,-7.8330775441400002e-01,-9.9452189537330871e-01,2.1121414095930868e-01,2.1121414095930868e-01
104,5.6666666666599996e-01,2.3333333333299999e-01,5.0000000000000003e-02,5.0000000000000001e-04,-9.5105651629709542e-01,-7.9730900537799998e-01,-9.5105651628156207e-01,1.5374751090356209e-01,1.5374751090356209e-01
105,5.3333333333300004e-01,2.6666666666700001e-01,5.0000000000000003e-02,5.0000000000000001e-04,-9.5105651629515364e-01,-7.9730900537899996e-01,-9.5105651627962029e-01,1.5374751090062033e-01,1.5374751090062033e-01
106,5.3333333333300004e-01,3.3333333333400000e-01,5.0000000000000003e-02,5.0000000000000001e-04,-7.4314482547599325e-01,-7.5878056079199996e-01,-7.4314482544235805e-01,-1.5635735349641910e-02,1.5635735349641910e-02
107,5.6666666666700005e-01,3.6666666666699999e-01,5.0000000000000003e-02,4.9999999999900005e-04,-4.0673664307197360e-01,-6.0331060331899999e-01,-4.0673664302605328e-01,-1.9657396029294671e-01,1.9657396029294671e-01
108,5.6666666666700005e-01,4.3333333333300000e-01,5.0000000000000003e-02,4.9999999999900005e-04,-2.4492935982947064e-16,-1.5272543667300001e-01,5.0265814413868716e-11,-1.5272543672326583e-01,1.5272543672326583e-01
109,5.3333333333400001e-01,4.6666666666700002e-01,5.0000000000000003e-02,4.9999999999900005e-04,6.2836173900185569e-12,-1.5272543667100000e-01,5.6549676733247102e-11,-1.5272543672754968e-01,1.5272543672754968e-01
110,5.3333333333400001e-01,5.3333333333400001e-01,5.0000000000000003e-02,4.9999999999799998e-04,4.0673664308345353e-01,7.5147750849499997e-02,4.0673664312937391e-01,-3.3158889227987393e-01,3.3158889227987393e-01
111,5.6666666666700005e-01,5.6666666666700005e-01,5.0000000000000003e-02,4.9999999999799998e-04,7.4314482548019756e-01,4.1044129578900002e-01,7.4314482551383221e-01,-3.3270352972483219e-01,3.3270352972483219e-01
112,5.6666666666700005e-01,6.3333333333300001e-01,5.0000000000000003e-02,4.9999999999799998e-04,9.5105651629515375e-01,7.0291949457000003e-01,9.5105651631068677e-01,-2.4813702174068675e-01,2.4813702174068675e-01
113,5.3333333333400001e-01,6.6666666666700003e-01,5.0000000000000003e-02,4.9999999999700002e-04,9.5105651629709531e-01,7.0291949456799996e-01,9.5105651631262833e-01,-2.4813702174462837e-01,2.4813702174462837e-01
114,5.3333333333400001e-01,7.3333333333299999e-01,5.0000000000000003e-02,4.9999999999700002e-04,9.9452189536805435e-01,8.0522442499400004e-01,9.9452189536280011e-01,-1.8929747036880007e-01,1.8929747036880007e-01
115,5.6666666666800003e-01,7.6666666666600003e-01,5.0000000000000003e-02,4.9999999999700002e-04,8.6602540378234394e-01,8.5697727450399996e-01,8.6602540375721127e-01,-9.0481292532113011e-03,9.0481292532113011e-03
116,5.6666666666800003e-01,8.3333333333299997e-01,5.0000000000000003e-02,4.9999999999799998e-04,5.8778525228739043e-01,5.8715357567500004e-01,5.8778525224672395e-01,-6.3167657172391589e-04,6.3167657172391589e-04
117,5.3333333333499999e-01,8.6666666666600001e-01,5.0000000000000003e-02,4.9999999999700002e-04,5.8778525228739043e-01,5.8715357567399995e-01,5.8778525224672395e-01,-6.3167657272400479e-04,6.3167657272400479e-04
118,5.3333333333499999e-01,9.3333333333299995e-01,5.0000000000000003e-02,4.9999999999900005e-04,2.0791169080956487e-01,4.2250831237100001e-01,2.0791169076039767e-01,2.1459662161060233e-01,2.1459662161060233e-01
119,5.6666666666800003e-01,9.6666666666699996e-01,5.0000000000000003e-02,4.9999999999799998e-04,-2.0791169082800118e-01,1.1919978744300000e-01,-2.0791169087716924e-01,3.2711147832016924e-01,3.2711147832016924e-01
