time,step,deltaT,maxCo,residualIntegral,minT,maxT,amplitude
0.00499999999998,1.0,0.00499999999998,0.2,1.56125112838e-17,-0.993104002841,1.00132564202,0.9972148224305
0.00999999999996,2.0,0.00499999999998,0.2,0.0,-0.98208785143,1.00229799807,0.99219292475
0.0149999999999,3.0,0.00499999999998,0.2,3.98986399475e-17,-0.983791567757,0.998416023957,0.991103795857
0.0199999999999,4.0,0.00499999999998,0.2,-1.56125112838e-17,-0.988520073171,0.990198450889,0.98935926203
0.0249999999999,5.0,0.00499999999998,0.2,-1.73472347598e-18,-0.989462484421,0.99752577445,0.9934941294355
0.0299999999999,6.0,0.00499999999998,0.2,1.73472347598e-18,-0.996847482602,1.01133387798,1.0040906802910001
0.0349999999999,7.0,0.00499999999998,0.2,-7.8062556419e-18,-1.01397025679,1.02074558358,1.0173579201849998
0.0399999999998,8.0,0.00499999999998,0.2,-2.60208521397e-18,-1.02485449817,1.02570602789,1.02528026303
0.0449999999998,9.0,0.00499999999998,0.2,0.0,-1.02982242677,1.02611881947,1.0279706231199999
0.0499999999998,10.0,0.00499999999998,0.2,1.21430643318e-17,-1.02921904769,1.02185341242,1.0255362300550002
0.0549999999998,11.0,0.00499999999998,0.2,3.81639164715e-17,-1.02341484322,1.01276481572,1.01808982947
0.0599999999998,12.0,0.00499999999998,0.2,-1.21430643318e-17,-1.0177038183,0.998718773417,1.0082112958585001
0.0649999999997,13.0,0.00499999999998,0.2,3.03576608296e-17,-1.03885655458,0.979617081516,1.009236818048
0.0699999999997,14.0,0.00499999999998,0.2,1.73472347598e-18,-1.05387945534,0.955419251792,1.004649353566
0.0749999999997,15.0,0.00499999999998,0.2,-2.42861286637e-17,-1.06291056282,0.953115055575,1.0080128091975
0.0799999999997,16.0,0.00499999999998,0.2,2.26056152963e-17,-1.06616638029,0.956340055683,1.0112532179865
0.0849999999997,17.0,0.00499999999998,0.2,-4.25278302157e-17,-1.06392446791,0.956692690837,1.0103085793735
0.0899999999997,18.0,0.00499999999998,0.2,2.60208521397e-18,-1.05650495648,0.965826046538,1.011165501509
0.0949999999996,19.0,0.00499999999998,0.2,3.46944695195e-18,-1.0442519625,0.972055562199,1.0081537623495
0.0999999999996,20.0,0.00499999999998,0.2,8.67361737988e-18,-1.02751596411,0.975203068461,1.0013595162855
0.105,21.0,0.00499999999998,0.2,1.21430643318e-17,-1.006638132,0.975067769996,0.990852950998
0.11,22.0,0.00499999999998,0.2,-1.38777878078e-17,-0.981937438345,0.990166088238,0.9860517632915
0.115,23.0,0.00499999999998,0.2,1.90819582357e-17,-0.953701124262,1.00431988295,0.979010503606
0.12,24.0,0.00499999999998,0.2,-1.30104260698e-17,-0.959438864538,1.01510631852,0.9872725915289999
0.125,25.0,0.00499999999998,0.2,-3.46944695195e-18,-0.962147953126,1.02244528461,0.992296618868
0.129999999999,26.0,0.00499999999998,0.2,5.20417042793e-18,-0.960658833658,1.02622686071,0.993442847184
0.134999999999,27.0,0.00499999999998,0.2,0.0,-0.969743626795,1.02632350651,0.9980335666525
0.139999999999,28.0,0.00499999999998,0.2,5.20417042793e-18,-0.979585348621,1.02260276038,1.0010940545005
0.144999999999,29.0,0.00499999999998,0.2,-1.73472347598e-18,-0.984868183434,1.01493959837,0.9999038909019999
0.149999999999,30.0,0.00499999999998,0.2,2.34187669257e-17,-0.985652927901,1.00322772082,0.9944403243605
0.154999999999,31.0,0.00499999999998,0.2,2.42861286637e-17,-0.982038492675,0.987389181137,0.984713836906
0.159999999999,32.0,0.00499999999998,0.2,-2.16840434497e-17,-0.994970667051,0.967381939549,0.9811763033
0.164999999999,33.0,0.00499999999998,0.2,8.67361737988e-18,-1.01078377526,0.943205099885,0.9769944375724999
0.169999999999,34.0,0.00499999999998,0.2,-4.33680868994e-18,-1.02201144442,0.941140995261,0.9815762198405
0.174999999999,35.0,0.00499999999998,0.2,-1.56125112838e-17,-1.02864268318,0.94453526109,0.986588972135
0.179999999999,36.0,0.00499999999998,0.2,-8.67361737988e-19,-1.03070665925,0.944143746624,0.9874252029370001
0.184999999999,37.0,0.00499999999998,0.2,-1.38777878078e-17,-1.02826670914,0.951935785752,0.990101247446
0.189999999999,38.0,0.00499999999998,0.2,-3.55618312575e-17,-1.02141393151,0.960285043309,0.9908494874095
0.194999999999,39.0,0.00499999999998,0.2,1.82145964978e-17,-1.01026082813,0.964923638531,0.9875922333305001
0.199999999999,40.0,0.00499999999998,0.2,1.12757025938e-17,-0.994935389317,0.965798804393,0.980367096855
0.204999999999,41.0,0.00499999999998,0.2,5.20417042793e-18,-0.975575937414,0.96501589484,0.970295916127
0.209999999999,42.0,0.00499999999998,0.2,-8.67361737988e-18,-0.952326947981,0.982500487281,0.967413717631
0.214999999999,43.0,0.00499999999998,0.2,3.38271077815e-17,-0.932257280133,0.996117627857,0.9641874539949999
0.219999999999,44.0,0.00499999999998,0.2,-1.38777878078e-17,-0.937907198124,1.00581531935,0.9718612587369999
0.224999999999,45.0,0.00499999999998,0.2,6.07153216592e-18,-0.939609466549,1.01154477296,0.9755771197545
0.229999999999,46.0,0.00499999999998,0.2,2.16840434497e-17,-0.938718540912,1.01326331403,0.975990927471
0.234999999999,47.0,0.00499999999998,0.2,-2.34187669257e-17,-0.95042836677,1.01093759764,0.9806829822049999
0.239999999999,48.0,0.00499999999998,0.2,1.21430643318e-17,-0.958058418033,1.0045468774,0.9813026477164999
