cell,x,y,z,volume,numerical,exact,error,absError
0,1.6666666666633131e-02,1.6666666666736031e-02,5.0000000000000003e-02,1.2500000000026870e-04,9.9757029126999963e-01,9.9726094768413087e-01,3.0934358586875987e-04,3.0934358586875987e-04
1,3.3333333333271389e-02,3.3333333333466907e-02,5.0000000000000003e-02,1.2500000000026870e-04,9.9067406381187517e-01,9.8907380036687942e-01,1.6002634449957531e-03,1.6002634449957531e-03
2,3.3333333333281687e-02,6.6666666666928942e-02,5.0000000000000010e-02,1.2500000000027059e-04,9.7564303040938194e-01,9.7278920583155970e-01,2.8538245778222393e-03,2.8538245778222393e-03
3,1.6666666666643421e-02,8.3333333333670129e-02,5.0000000000000010e-02,1.2500000000034589e-04,9.6831309915321073e-01,9.6460205851420988e-01,3.7110406390008510e-03,3.7110406390008510e-03
4,1.6666666666643421e-02,1.1666666666714220e-01,5.0000000000000003e-02,1.2500000000034611e-04,9.2967252628222474e-01,9.3230098696834618e-01,-2.6284606861214366e-03,2.6284606861214366e-03
5,3.3333333333291970e-02,1.3333333333386299e-01,5.0000000000000003e-02,1.2500000000034470e-04,9.0847736534827528e-01,9.0854096003913543e-01,-6.3594690860147018e-05,6.3594690860147018e-05
6,3.3333333333302267e-02,1.6666666666732380e-01,5.0000000000000003e-02,1.2500000000034009e-04,8.6493781033670636e-01,8.6128122600775636e-01,3.6565843289499966e-03,3.6565843289499966e-03
7,1.6666666666653712e-02,1.8333333333407520e-01,5.0000000000000010e-02,1.2500000000042319e-04,8.4389018103390578e-01,8.3752119907842726e-01,6.3689819554785254e-03,6.3689819554785254e-03
8,1.6666666666653712e-02,2.1666666666754730e-01,5.0000000000000010e-02,1.2500000000042300e-04,7.7051828426940527e-01,7.7608090992443390e-01,-5.5626256550286302e-03,5.5626256550286302e-03
9,3.3333333333312558e-02,2.3333333333425610e-01,5.0000000000000003e-02,1.2500000000041750e-04,7.3756164492178633e-01,7.3907380036497872e-01,-1.5121554431923867e-03,1.5121554431923867e-03
10,3.3333333333322862e-02,2.6666666666771638e-01,5.0000000000000003e-02,1.2500000000041731e-04,6.6977465033510020e-01,6.6546503888249875e-01,4.3096114526014473e-03,4.3096114526014473e-03
11,1.6666666666664009e-02,2.8333333333447958e-01,5.0000000000000010e-02,1.2500000000050031e-04,6.3695127706496757e-01,6.2845792932287126e-01,8.4933477420963133e-03,8.4933477420963133e-03
12,1.6666666666663998e-02,3.1666666666795162e-01,5.0000000000000003e-02,1.2500000000050031e-04,5.3597326942434953e-01,5.4389262614285594e-01,-7.9193567185064095e-03,7.9193567185064095e-03
13,3.3333333333333152e-02,3.3333333333464871e-01,5.0000000000000003e-02,1.2500000000049470e-04,4.9448563276907481e-01,4.9726094768057755e-01,-2.7753149115027353e-03,2.7753149115027353e-03
14,3.3333333333343443e-02,3.6666666666810910e-01,5.0000000000000010e-02,1.2500000000049521e-04,4.0907232183489012e-01,4.0450849718335530e-01,4.5638246515348202e-03,4.5638246515348202e-03
15,1.6666666666674278e-02,3.8333333333488412e-01,5.0000000000000003e-02,1.2500000000057750e-04,3.6767328349692258e-01,3.5787681872083121e-01,9.7964647760913626e-03,9.7964647760913626e-03
16,1.6666666666674299e-02,4.1666666666835600e-01,5.0000000000000003e-02,1.2500000000057731e-04,2.4896807138519511e-01,2.5846434259123380e-01,-9.4962712060386867e-03,9.4962712060386867e-03
17,3.3333333333353733e-02,4.3333333333504143e-01,5.0000000000000010e-02,1.2500000000057089e-04,2.0301238885337239e-01,2.0677272881607903e-01,-3.7603399627066381e-03,3.7603399627066381e-03
18,3.3333333333364017e-02,4.6666666666849482e-01,5.0000000000000003e-02,1.2500000000052169e-04,1.0833168471381829e-01,1.0395584540319817e-01,4.3758393106201193e-03,4.3758393106201193e-03
19,1.6666666666684579e-02,4.8333333333527451e-01,5.0000000000000003e-02,1.2500000000060060e-04,6.2406878834962827e-02,5.2264231627744961e-02,1.0142647207217866e-02,1.0142647207217866e-02
20,1.6666666666684590e-02,5.1666666666856154e-01,5.0000000000000003e-02,1.2499999999932159e-04,-6.2406878846277603e-02,-5.2264231639763084e-02,-1.0142647206514518e-02,1.0142647206514518e-02
