cell,x,y,z,volume,numerical,exact,error,absError
0,3.3333333333299998e-02,3.3333333333499998e-02,5.0000000000000003e-02,5.0000000000099997e-04,7.5147750804700000e-02,4.0673664307656715e-01,-3.3158889227186716e-01,3.3158889227186716e-01
1,6.6666666666599997e-02,6.6666666666900007e-02,5.0000000000000003e-02,5.0000000000099997e-04,4.1044129574799998e-01,7.4314482547809546e-01,-3.3270352973009548e-01,3.3270352973009548e-01
2,6.6666666666599997e-02,1.3333333333399999e-01,5.0000000000000003e-02,5.0000000000099997e-04,7.0291949454799996e-01,9.5105651629631849e-01,-2.4813702174831853e-01,2.4813702174831853e-01
3,3.3333333333299998e-02,1.6666666666700000e-01,5.0000000000000003e-02,5.0000000000200004e-04,7.0291949454100000e-01,9.5105651629573607e-01,-2.4813702175473606e-01,2.4813702175473606e-01
4,3.3333333333299998e-02,2.3333333333400000e-01,5.0000000000000003e-02,5.0000000000200004e-04,8.0522442497799995e-01,9.9452189536785751e-01,-1.8929747038985756e-01,1.8929747038985756e-01
5,6.6666666666599997e-02,2.6666666666799999e-01,5.0000000000000003e-02,5.0000000000200004e-04,8.5697727450799999e-01,8.6602540378045878e-01,-9.0481292724587936e-03,9.0481292724587936e-03
6,6.6666666666700000e-02,3.3333333333499998e-01,5.0000000000000003e-02,5.0000000000200004e-04,5.8715357570000004e-01,5.8778525228383149e-01,-6.3167658383145309e-04,6.3167658383145309e-04
7,3.3333333333400002e-02,3.6666666666800002e-01,5.0000000000000003e-02,5.0000000000200004e-04,5.8715357569799997e-01,5.8778525228535627e-01,-6.3167658735630017e-04,6.3167658735630017e-04
8,3.3333333333400002e-02,4.3333333333500001e-01,5.0000000000000003e-02,5.0000000000200004e-04,4.2250831240699999e-01,2.0791169080710553e-01,2.1459662159989445e-01,2.1459662159989445e-01
9,6.6666666666700000e-02,4.6666666666800000e-01,5.0000000000000003e-02,5.0000000000200004e-04,1.1919978748700000e-01,-2.0791169082616012e-01,3.2711147831316012e-01,3.2711147831316012e-01
10,6.6666666666800004e-02,5.3333333333499999e-01,5.0000000000000003e-02,4.9999999999799998e-04,-3.4003862814699998e-01,-5.8778525230162348e-01,2.4774662415462351e-01,2.4774662415462351e-01
11,3.3333333333400002e-02,5.6666666666800003e-01,5.0000000000000003e-02,4.9999999999799998e-04,-3.4003862814899999e-01,-5.8778525229958989e-01,2.4774662415058990e-01,2.4774662415058990e-01
12,3.3333333333400002e-02,6.3333333333399999e-01,5.0000000000000003e-02,4.9999999999700002e-04,-5.4409992738599999e-01,-8.6602540378674309e-01,3.2192547640074309e-01,3.2192547640074309e-01
13,6.6666666666800004e-02,6.6666666666700003e-01,5.0000000000000003e-02,4.9999999999799998e-04,-7.8330775439000000e-01,-9.9452189536857993e-01,2.1121414097857993e-01,2.1121414097857993e-01
14,6.6666666666800004e-02,7.3333333333399997e-01,5.0000000000000003e-02,4.9999999999799998e-04,-7.9730900538200000e-01,-9.5105651629360000e-01,1.5374751091159999e-01,1.5374751091159999e-01
15,3.3333333333400002e-02,7.6666666666700001e-01,5.0000000000000003e-02,4.9999999999799998e-04,-7.9730900538299998e-01,-9.5105651629437704e-01,1.5374751091137706e-01,1.5374751091137706e-01
16,3.3333333333400002e-02,8.3333333333299997e-01,5.0000000000000003e-02,4.9999999999900005e-04,-7.5878056080699996e-01,-7.4314482547851513e-01,-1.5635735328484834e-02,1.5635735328484834e-02
17,6.6666666666900007e-02,8.6666666666600001e-01,5.0000000000000003e-02,5.0000000000000001e-04,-6.0331060334900000e-01,-4.0673664307828661e-01,-1.9657396027071339e-01,1.9657396027071339e-01
18,6.6666666666900007e-02,9.3333333333299995e-01,5.0000000000000003e-02,5.0000000000399996e-04,-1.5272543671100000e-01,-6.2769721336815902e-13,-1.5272543671037231e-01,1.5272543671037231e-01
19,3.3333333333499998e-02,9.6666666666699996e-01,5.0000000000000003e-02,5.0000000000399996e-04,-1.5272543671300001e-01,3.1417319998391725e-12,-1.5272543671614175e-01,1.5272543671614175e-01
20,1.6666666666600000e-01,3.3333333333400002e-02,5.0000000000000003e-02,5.0000000000000001e-04,7.0291949455299996e-01,9.5105651629398891e-01,-2.4813702174098895e-01,2.4813702174098895e-01
21,1.3333333333299999e-01,6.6666666666900007e-02,5.0000000000000003e-02,5.0000000000099997e-04,7.0291949454900005e-01,9.5105651629495935e-01,-2.4813702174595931e-01,2.4813702174595931e-01
22,1.3333333333299999e-01,1.3333333333399999e-01,5.0000000000000003e-02,5.0000000000099997e-04,8.0522442498500002e-01,9.9452189536805435e-01,-1.8929747038305433e-01,1.8929747038305433e-01
23,1.6666666666600000e-01,1.6666666666700000e-01,5.0000000000000003e-02,5.0000000000099997e-04,8.5697727451100003e-01,8.6602540378548587e-01,-9.0481292744858388e-03,9.0481292744858388e-03
24,1.6666666666700000e-01,2.3333333333400000e-01,5.0000000000000003e-02,5.0000000000099997e-04,5.8715357570000004e-01,5.8778525228738976e-01,-6.3167658738971788e-04,6.3167658738971788e-04
25,1.3333333333299999e-01,2.6666666666799999e-01,5.0000000000000003e-02,5.0000000000099997e-04,5.8715357570000004e-01,5.8778525228738976e-01,-6.3167658738971788e-04,6.3167658738971788e-04
26,1.3333333333299999e-01,3.3333333333400000e-01,5.0000000000000003e-02,5.0000000000099997e-04,4.2250831240800002e-01,2.0791169081571156e-01,2.1459662159228846e-01,2.1459662159228846e-01
27,1.6666666666700000e-01,3.6666666666800002e-01,5.0000000000000003e-02,5.0000000000099997e-04,1.1919978748700000e-01,-2.0791169082800190e-01,3.2711147831500187e-01,3.2711147831500187e-01
28,1.6666666666700000e-01,4.3333333333500001e-01,5.0000000000000003e-02,5.0000000000099997e-04,-3.4003862814800001e-01,-5.8778525230263945e-01,2.4774662415463944e-01,2.4774662415463944e-01
29,1.3333333333299999e-01,4.6666666666800000e-01,5.0000000000000003e-02,5.0000000000200004e-04,-3.4003862814800001e-01,-5.8778525229755640e-01,2.4774662414955639e-01,2.4774662414955639e-01
30,1.3333333333299999e-01,5.3333333333499999e-01,5.0000000000000003e-02,4.9999999999700002e-04,-5.4409992738599999e-01,-8.6602540378862780e-01,3.2192547640262781e-01,3.2192547640262781e-01
31,1.6666666666700000e-01,5.6666666666800003e-01,5.0000000000000003e-02,4.9999999999799998e-04,-7.8330775439199996e-01,-9.9452189536936797e-01,2.1121414097736801e-01,2.1121414097736801e-01
32,1.6666666666700000e-01,6.3333333333399999e-01,5.0000000000000003e-02,4.9999999999799998e-04,-7.9730900538500005e-01,-9.5105651629321197e-01,1.5374751090821193e-01,1.5374751090821193e-01
33,1.3333333333399999e-01,6.6666666666700003e-01,5.0000000000000003e-02,4.9999999999799998e-04,-7.9730900538000005e-01,-9.5105651629321197e-01,1.5374751091321193e-01,1.5374751091321193e-01
34,1.3333333333399999e-01,7.3333333333399997e-01,5.0000000000000003e-02,4.9999999999799998e-04,-7.5878056080500000e-01,-7.4314482547178873e-01,-1.5635735333211276e-02,1.5635735333211276e-02
35,1.6666666666700000e-01,7.6666666666700001e-01,5.0000000000000003e-02,4.9999999999900005e-04,-6.0331060334700004e-01,-4.0673664307197238e-01,-1.9657396027502766e-01,1.9657396027502766e-01
36,1.6666666666700000e-01,8.3333333333299997e-01,5.0000000000000003e-02,5.0000000000000001e-04,-1.5272543671100000e-01,2.4492935982947064e-16,-1.5272543671100025e-01,1.5272543671100025e-01
37,1.3333333333399999e-01,8.6666666666600001e-01,5.0000000000000003e-02,5.0000000000000001e-04,-1.5272543670899999e-01,2.4492935982947064e-16,-1.5272543670900024e-01,1.5272543670900024e-01
38,1.3333333333399999e-01,9.3333333333299995e-01,5.0000000000000003e-02,5.0000000000399996e-04,7.5147750811800001e-02,4.0673664307771340e-01,-3.3158889226591337e-01,3.3158889226591337e-01
39,1.6666666666700000e-01,9.6666666666699996e-01,5.0000000000000003e-02,5.0000000000399996e-04,4.1044129575600002e-01,7.4314482548019678e-01,-3.3270352972419676e-01,3.3270352972419676e-01
40,2.3333333333299999e-01,3.3333333333400002e-02,5.0000000000000003e-02,5.0000000000000001e-04,8.0522442498699998e-01,9.9452189536844848e-01,-1.8929747038144851e-01,1.8929747038144851e-01
41,2.6666666666599997e-01,6.6666666666800004e-02,5.0000000000000003e-02,5.0000000000000001e-04,8.5697727450899996e-01,8.6602540378611381e-01,-9.0481292771138477e-03,9.0481292771138477e-03
42,2.6666666666599997e-01,1.3333333333399999e-01,5.0000000000000003e-02,5.0000000000000001e-04,5.8715357569600002e-01,5.8778525229247280e-01,-6.3167659647278551e-04,6.3167659647278551e-04
43,2.3333333333299999e-01,1.6666666666700000e-01,5.0000000000000003e-02,5.0000000000099997e-04,5.8715357569899995e-01,5.8778525229247280e-01,-6.3167659347285188e-04,6.3167659347285188e-04
44,2.3333333333299999e-01,2.3333333333400000e-01,5.0000000000000003e-02,5.0000000000099997e-04,4.2250831240600001e-01,2.0791169081571156e-01,2.1459662159028844e-01,2.1459662159028844e-01
45,2.6666666666599997e-01,2.6666666666700001e-01,5.0000000000000003e-02,5.0000000000099997e-04,1.1919978748399999e-01,-2.0791169081571054e-01,3.2711147829971055e-01,3.2711147829971055e-01
46,2.6666666666700001e-01,3.3333333333400000e-01,5.0000000000000003e-02,5.0000000000099997e-04,-3.4003862815000002e-01,-5.8778525229755640e-01,2.4774662414755638e-01,2.4774662414755638e-01
47,2.3333333333299999e-01,3.6666666666800002e-01,5.0000000000000003e-02,5.0000000000099997e-04,-3.4003862814899999e-01,-5.8778525229755640e-01,2.4774662414855642e-01,2.4774662414855642e-01
48,2.3333333333299999e-01,4.3333333333399998e-01,5.0000000000000003e-02,5.0000000000099997e-04,-5.4409992738699997e-01,-8.6602540378548631e-01,3.2192547639848634e-01,3.2192547639848634e-01
49,2.6666666666700001e-01,4.6666666666800000e-01,5.0000000000000003e-02,5.0000000000099997e-04,-7.8330775439300004e-01,-9.9452189536936797e-01,2.1121414097636793e-01,2.1121414097636793e-01
50,2.6666666666700001e-01,5.3333333333400001e-01,5.0000000000000003e-02,4.9999999999799998e-04,-7.9730900538500005e-01,-9.5105651629321197e-01,1.5374751090821193e-01,1.5374751090821193e-01
51,2.3333333333400000e-01,5.6666666666800003e-01,5.0000000000000003e-02,4.9999999999799998e-04,-7.9730900538399996e-01,-9.5105651629127042e-01,1.5374751090727046e-01,1.5374751090727046e-01
52,2.3333333333400000e-01,6.3333333333399999e-01,5.0000000000000003e-02,4.9999999999799998e-04,-7.5878056081000000e-01,-7.4314482547178873e-01,-1.5635735338211276e-02,1.5635735338211276e-02
53,2.6666666666700001e-01,6.6666666666700003e-01,5.0000000000000003e-02,4.9999999999900005e-04,-6.0331060335300002e-01,-4.0673664307197238e-01,-1.9657396028102764e-01,1.9657396028102764e-01
54,2.6666666666700001e-01,7.3333333333299999e-01,5.0000000000000003e-02,4.9999999999900005e-04,-1.5272543671600000e-01,2.4492935982947064e-16,-1.5272543671600025e-01,1.5272543671600025e-01
55,2.3333333333400000e-01,7.6666666666700001e-01,5.0000000000000003e-02,4.9999999999900005e-04,-1.5272543671000000e-01,6.2841072487382151e-12,-1.5272543671628411e-01,1.5272543671628411e-01
56,2.3333333333400000e-01,8.3333333333299997e-01,5.0000000000000003e-02,5.0000000000000001e-04,7.5147750809899994e-02,4.0673664307771340e-01,-3.3158889226781341e-01,3.3158889226781341e-01
57,2.6666666666799999e-01,8.6666666666600001e-01,5.0000000000000003e-02,5.0000000000099997e-04,4.1044129575400001e-01,7.4314482548019678e-01,-3.3270352972619677e-01,3.3270352972619677e-01
58,2.6666666666799999e-01,9.3333333333299995e-01,5.0000000000000003e-02,5.0000000000399996e-04,7.0291949455199998e-01,9.5105651629709487e-01,-2.4813702174509489e-01,2.4813702174509489e-01
59,2.3333333333400000e-01,9.6666666666699996e-01,5.0000000000000003e-02,5.0000000000399996e-04,7.0291949455199998e-01,9.5105651629709542e-01,-2.4813702174509544e-01,2.4813702174509544e-01
60,3.6666666666600001e-01,3.3333333333400002e-02,5.0000000000000003e-02,4.9999999999900005e-04,5.8715357569899995e-01,5.8778525229552236e-01,-6.3167659652241248e-04,6.3167659652241248e-04
61,3.3333333333300003e-01,6.6666666666800004e-02,5.0000000000000003e-02,5.0000000000000001e-04,5.8715357569600002e-01,5.8778525229348888e-01,-6.3167659748886162e-04,6.3167659748886162e-04
62,3.3333333333300003e-01,1.3333333333399999e-01,5.0000000000000003e-02,5.0000000000000001e-04,4.2250831239999997e-01,2.0791169081570984e-01,2.1459662158429013e-01,2.1459662158429013e-01
63,3.6666666666600001e-01,1.6666666666700000e-01,5.0000000000000003e-02,5.0000000000000001e-04,1.1919978747899999e-01,-2.0791169081571229e-01,3.2711147829471227e-01,3.2711147829471227e-01
64,3.6666666666600001e-01,2.3333333333400000e-01,5.0000000000000003e-02,5.0000000000000001e-04,-3.4003862815300001e-01,-5.8778525229247336e-01,2.4774662413947335e-01,2.4774662413947335e-01
65,3.3333333333300003e-01,2.6666666666700001e-01,5.0000000000000003e-02,5.0000000000099997e-04,-3.4003862815000002e-01,-5.8778525229247336e-01,2.4774662414247334e-01,2.4774662414247334e-01
66,3.3333333333300003e-01,3.3333333333400000e-01,5.0000000000000003e-02,5.0000000000099997e-04,-5.4409992738799995e-01,-8.6602540378548631e-01,3.2192547639748637e-01,3.2192547639748637e-01
