y,u
0.104544173352,-0.279347037397
0.134179837846,-0.333659258362
0.14747581558,-0.349229469024
0.157509216481,-0.355022047101
0.169678769708,-0.362205342222
0.180199018649,-0.361589648942
0.191588009265,-0.359468375585
0.20326849113,-0.352463320281
0.215091718689,-0.344910713433
0.22695568091,-0.333093063067
0.238773915188,-0.320985543517
0.250634460953,-0.306804390846
0.262499999999,-0.292414841396
0.274374999999,-0.277756980446
0.286249999999,-0.263301161457
0.298124999999,-0.249316414809
0.309999999999,-0.235810723513
0.321874999999,-0.222794251374
0.333749999999,-0.210423824979
0.345624999999,-0.198210633151
0.357499999999,-0.18676135648
0.369374999999,-0.175054432316
0.381249999999,-0.164195285959
0.393124999999,-0.15272870588
0.404999999999,-0.142171732812
0.416874999999,-0.130766737231
0.428749999999,-0.120318525746
0.440624999999,-0.108880231192
0.452499999999,-0.0984332859275
0.464374999999,-0.086922913344
0.476249999999,-0.0764257537827
0.488124999999,-0.0648308524019
0.499999999999,-0.0542583181487
0.511874999999,-0.0425719248257
0.523749999999,-0.0319041937616
0.535624999999,-0.0201141745462
0.547499999999,-0.00932495665799
0.559374999999,0.00258973239816
0.571249999999,0.0135378058396
0.583124999999,0.0256108685177
0.594999999999,0.0367675729352
0.606874999999,0.0490426296368
0.618749999999,0.0604720356448
0.630624999999,0.0730033137556
0.642499999999,0.0847803406924
0.654374999999,0.097635921997
0.666249999999,0.109842029695
0.678124999999,0.123091143012
0.689999999999,0.135805040725
0.701874999999,0.149504102746
0.713749999999,0.16277954369
0.725624999999,0.176939954394
0.737499999999,0.190776949177
0.749367090776,0.205307265998
0.761242090776,0.21963387484
0.77310605939,0.234246308044
0.784922780295,0.248396585181
0.796247771604,0.262294343199
0.807867879833,0.276020586277
0.817667399388,0.287552172945
0.828830309233,0.299366046603
0.853246660602,0.3210098582
0.866383759448,0.330024504876
0.895516992293,0.343117317743
