cell,x,y,numerical,exact,error,absError
55,6.9375000000000009e-01,6.2500000000000003e-03,2.2917275808800001e-17,-4.8717891724036603e-35,2.2917275808800001e-17,2.2917275808800001e-17
56,7.0625000000000004e-01,6.2500000000000003e-03,2.2917275808800001e-17,-4.9809671334970963e-35,2.2917275808800001e-17,2.2917275808800001e-17
57,7.1875000000000000e-01,6.2500000000000003e-03,2.2917275808800001e-17,-5.0594357758728798e-35,2.2917275808800001e-17,2.2917275808800001e-17
58,7.3125000000000007e-01,6.2500000000000003e-03,2.2917275808800001e-17,-5.1067113142572826e-35,2.2917275808800001e-17,2.2917275808800001e-17
59,7.4375000000000002e-01,6.2500000000000003e-03,2.2917275808800001e-17,-5.1225022792354564e-35,2.2917275808800001e-17,2.2917275808800001e-17
60,7.5625000000000009e-01,6.2500000000000003e-03,2.2917275808800001e-17,-5.1067113142572815e-35,2.2917275808800001e-17,2.2917275808800001e-17
61,7.6875000000000004e-01,6.2500000000000003e-03,2.2917275808800001e-17,-5.0594357758728787e-35,2.2917275808800001e-17,2.2917275808800001e-17
62,7.8125000000000000e-01,6.2500000000000003e-03,2.2917275808800001e-17,-4.9809671334970974e-35,2.2917275808800001e-17,2.2917275808800001e-17
63,7.9375000000000007e-01,6.2500000000000003e-03,2.2917275808800001e-17,-4.8717891724036571e-35,2.2917275808800001e-17,2.2917275808800001e-17
64,8.0625000000000002e-01,6.2500000000000003e-03,2.2917275808800001e-17,-4.7325750110280532e-35,2.2917275808800001e-17,2.2917275808800001e-17
65,8.1875000000000009e-01,6.2500000000000003e-03,2.2917275808800001e-17,-4.5641829509685736e-35,2.2917275808800001e-17,2.2917275808800001e-17
66,8.3125000000000004e-01,6.2500000000000003e-03,2.2917275808800001e-17,-4.3676511852715317e-35,2.2917275808800001e-17,2.2917275808800001e-17
67,8.4375000000000000e-01,6.2500000000000003e-03,2.2917275808800001e-17,-4.1441913976258831e-35,2.2917275808800001e-17,2.2917275808800001e-17
68,8.5625000000000007e-01,6.2500000000000003e-03,2.2917275808800001e-17,-3.8951812919303941e-35,2.2917275808800001e-17,2.2917275808800001e-17
69,8.6875000000000002e-01,6.2500000000000003e-03,2.2917275808800001e-17,-3.6221560982909361e-35,2.2917275808800001e-17,2.2917275808800001e-17
70,8.8125000000000009e-01,6.2500000000000003e-03,2.2917275808800001e-17,-3.3267991078163785e-35,2.2917275808800001e-17,2.2917275808800001e-17
71,8.9375000000000004e-01,6.2500000000000003e-03,2.2917275808800001e-17,-3.0109312945691837e-35,2.2917275808800001e-17,2.2917275808800001e-17
72,9.0625000000000000e-01,6.2500000000000003e-03,2.2917275808800001e-17,-2.6765000886546994e-35,2.2917275808800001e-17,2.2917275808800001e-17
73,9.1875000000000007e-01,6.2500000000000003e-03,2.2917275808800001e-17,-2.3255673696670712e-35,2.2917275808800001e-17,2.2917275808800001e-17
74,9.3125000000000002e-01,6.2500000000000003e-03,2.2917275808800001e-17,-1.9602967545158209e-35,2.2917275808800001e-17,2.2917275808800001e-17
75,9.4375000000000009e-01,6.2500000000000003e-03,2.2917275808800001e-17,-1.5829402580081528e-35,2.2917275808800001e-17,2.2917275808800001e-17
76,9.5625000000000004e-01,6.2500000000000003e-03,2.2917275808800001e-17,-1.1958244084288267e-35,2.2917275808800001e-17,2.2917275808800001e-17
77,9.6875000000000000e-01,6.2500000000000003e-03,2.2917275808800001e-17,-8.0133590371955617e-36,2.2917275808800001e-17,2.2917275808800001e-17
78,9.8125000000000007e-01,6.2500000000000003e-03,2.2917275808800001e-17,-4.0190689669263504e-36,2.2917275808800001e-17,2.2917275808800001e-17
79,9.9375000000000002e-01,6.2500000000000003e-03,2.2917275808800001e-17,1.2546512039781446e-50,2.2917275808800001e-17,2.2917275808800001e-17
80,6.2500000000000003e-03,1.8750000000000003e-02,2.2917275808800001e-17,8.0133590371955991e-36,2.2917275808800001e-17,2.2917275808800001e-17
81,1.8750000000000003e-02,1.8750000000000003e-02,2.2917275808800001e-17,1.1958244084288349e-35,2.2917275808800001e-17,2.2917275808800001e-17
82,3.1250000000000000e-02,1.8750000000000003e-02,2.2917275808800001e-17,1.5829402580081608e-35,2.2917275808800001e-17,2.2917275808800001e-17
83,4.3750000000000004e-02,1.8750000000000003e-02,2.2917275808800001e-17,1.9602967545158244e-35,2.2917275808800001e-17,2.2917275808800001e-17
84,5.6250000000000001e-02,1.8750000000000003e-02,2.2917275808800001e-17,2.3255673696670704e-35,2.2917275808800001e-17,2.2917275808800001e-17
85,6.8750000000000006e-02,1.8750000000000003e-02,2.2917275808800001e-17,2.6765000886547031e-35,2.2917275808800001e-17,2.2917275808800001e-17
86,8.1250000000000003e-02,1.8750000000000003e-02,2.2917275808800001e-17,3.0109312945691832e-35,2.2917275808800001e-17,2.2917275808800001e-17
87,9.3750000000000000e-02,1.8750000000000003e-02,2.2917275808800001e-17,3.3267991078163881e-35,2.2917275808800001e-17,2.2917275808800001e-17
88,1.0625000000000001e-01,1.8750000000000003e-02,2.2917275808800001e-17,3.6221560982909414e-35,2.2917275808800001e-17,2.2917275808800001e-17
89,1.1875000000000001e-01,1.8750000000000003e-02,2.2917275808800001e-17,3.8951812919303967e-35,2.2917275808800001e-17,2.2917275808800001e-17
90,1.3125000000000001e-01,1.8750000000000003e-02,2.2917275808800001e-17,4.1441913976258879e-35,2.2917275808800001e-17,2.2917275808800001e-17
91,1.4375000000000002e-01,1.8750000000000003e-02,2.2917275808800001e-17,4.3676511852715343e-35,2.2917275808800001e-17,2.2917275808800001e-17
92,1.5625000000000000e-01,1.8750000000000003e-02,2.2917275808800001e-17,4.5641829509685789e-35,2.2917275808800001e-17,2.2917275808800001e-17
93,1.6875000000000001e-01,1.8750000000000003e-02,2.2917275808800001e-17,4.7325750110280542e-35,2.2917275808800001e-17,2.2917275808800001e-17
94,1.8125000000000002e-01,1.8750000000000003e-02,2.2917275808800001e-17,4.8717891724036582e-35,2.2917275808800001e-17,2.2917275808800001e-17
