case,solverFamily,mesh,resolution,nominalH,nCells,normalizedL1,normalizedL2,normalizedLinf,observedOrderL1,observedOrderL2,observedOrderLinf,maxCo,normalizedMassError,finalAmplitude,meshOK,solverEnded,solverFatal,linearSolver,linearTolerance,nNonOrthogonalCorrectors
/home/a776/workdocuments/上交船舶/slover/student_project/cases/04_poisson_equation/02_poisson_manufactured_tri/N10,04_poisson_equation,tri,10,0.1,200,0.016275693471932556,0.016606252794683182,0.02010946669181825,,,,0.0,2.322583352451744e-12,0.9902996744673873,True,True,False,GAMG,1e-12,2
/home/a776/workdocuments/上交船舶/slover/student_project/cases/04_poisson_equation/02_poisson_manufactured_tri/N20,04_poisson_equation,tri,20,0.05,800,0.0043211327350523455,0.005394706049204703,0.010170504751811832,1.913237561875889,1.622110309191898,0.9834835410499687,0.0,3.5642102334632826e-12,0.9975702912699881,True,True,False,GAMG,1e-12,2
/home/a776/workdocuments/上交船舶/slover/student_project/cases/04_poisson_equation/02_poisson_manufactured_tri/N40,04_poisson_equation,tri,40,0.025,3200,0.001130736688269507,0.0018290493717653526,0.005076896287720368,1.93414653604031,1.5604503327385293,1.0023725867634041,0.0,3.5683188476601516e-12,0.9993924891559502,True,True,False,GAMG,1e-12,2
/home/a776/workdocuments/上交船舶/slover/student_project/cases/04_poisson_equation/02_poisson_manufactured_tri/N80,04_poisson_equation,tri,80,0.0125,12800,0.00029173290008828397,0.0006327954478492887,0.0025373791668044186,1.9545430117583225,1.5312828918430201,1.000607667607894,0.0,5.1229101690974214e-12,0.9998481310911524,True,True,False,GAMG,1e-12,2
