cell,x,y,initial,numerical,exact,error,absError
0,5.0000000000000003e-02,5.0000000000000003e-02,0.0000000000000000e+00,9.8741255153971197e-01,9.7552825814757682e-01,1.1884293392135148e-02,1.1884293392135148e-02
1,1.5000000000000002e-01,5.0000000000000003e-02,0.0000000000000000e+00,8.9058019352881879e-01,8.8003675533505055e-01,1.0543438193768240e-02,1.0543438193768240e-02
2,2.5000000000000000e-01,5.0000000000000003e-02,0.0000000000000000e+00,7.0670888436524160e-01,6.9840112333371041e-01,8.3077610315311912e-03,8.3077610315311912e-03
3,3.5000000000000003e-01,5.0000000000000003e-02,0.0000000000000000e+00,4.5371768363011772e-01,4.4840112333371029e-01,5.3165602964074243e-03,5.3165602964074243e-03
4,4.5000000000000001e-01,5.0000000000000003e-02,0.0000000000000000e+00,1.5633806775572229e-01,1.5450849718747378e-01,1.8295705682485064e-03,1.8295705682485064e-03
5,5.5000000000000004e-01,5.0000000000000003e-02,0.0000000000000000e+00,-1.5633806775324741e-01,-1.5450849718747389e-01,-1.8295705657735140e-03,1.8295705657735140e-03
6,6.5000000000000002e-01,5.0000000000000003e-02,0.0000000000000000e+00,-4.5371768362788439e-01,-4.4840112333371018e-01,-5.3165602941742107e-03,5.3165602941742107e-03
7,7.5000000000000000e-01,5.0000000000000003e-02,0.0000000000000000e+00,-7.0670888436346668e-01,-6.9840112333371029e-01,-8.3077610297563886e-03,8.3077610297563886e-03
8,8.5000000000000009e-01,5.0000000000000003e-02,0.0000000000000000e+00,-8.9058019352767204e-01,-8.8003675533505066e-01,-1.0543438192621379e-02,1.0543438192621379e-02
9,9.5000000000000007e-01,5.0000000000000003e-02,0.0000000000000000e+00,-9.8741255153931695e-01,-9.7552825814757671e-01,-1.1884293391740242e-02,1.1884293391740242e-02
10,5.0000000000000003e-02,1.5000000000000002e-01,0.0000000000000000e+00,8.9058019352882756e-01,8.8003675533505055e-01,1.0543438193777011e-02,1.0543438193777011e-02
11,1.5000000000000002e-01,1.5000000000000002e-01,0.0000000000000000e+00,8.0305419069066619e-01,7.9389262614623668e-01,9.1615645444295124e-03,9.1615645444295124e-03
12,2.5000000000000000e-01,1.5000000000000002e-01,0.0000000000000000e+00,6.3717412628219738e-01,6.3003675533505055e-01,7.1373709471468372e-03,7.1373709471468372e-03
13,3.5000000000000003e-01,1.5000000000000002e-01,0.0000000000000000e+00,4.0904963254391308e-01,4.0450849718747373e-01,4.5411353564393520e-03,4.5411353564393520e-03
14,4.5000000000000001e-01,1.5000000000000002e-01,0.0000000000000000e+00,1.4094303794382970e-01,1.3938412895876290e-01,1.5589089850668036e-03,1.5589089850668036e-03
15,5.5000000000000004e-01,1.5000000000000002e-01,0.0000000000000000e+00,-1.4094303793716129e-01,-1.3938412895876301e-01,-1.5589089783982768e-03,1.5589089783982768e-03
16,6.5000000000000002e-01,1.5000000000000002e-01,0.0000000000000000e+00,-4.0904963253788867e-01,-4.0450849718747361e-01,-4.5411353504150598e-03,4.5411353504150598e-03
17,7.5000000000000000e-01,1.5000000000000002e-01,0.0000000000000000e+00,-6.3717412627739989e-01,-6.3003675533505044e-01,-7.1373709423494525e-03,7.1373709423494525e-03
18,8.5000000000000009e-01,1.5000000000000002e-01,0.0000000000000000e+00,-8.0305419068756878e-01,-7.9389262614623668e-01,-9.1615645413321012e-03,9.1615645413321012e-03
19,9.5000000000000007e-01,1.5000000000000002e-01,0.0000000000000000e+00,-8.9058019352773721e-01,-8.8003675533505044e-01,-1.0543438192686772e-02,1.0543438192686772e-02
20,5.0000000000000003e-02,2.5000000000000000e-01,0.0000000000000000e+00,7.0670888436519674e-01,6.9840112333371041e-01,8.3077610314863382e-03,8.3077610314863382e-03
21,1.5000000000000002e-01,2.5000000000000000e-01,0.0000000000000000e+00,6.3717412628206860e-01,6.3003675533505055e-01,7.1373709470180513e-03,7.1373709470180513e-03
