y,u
0.104544173352,-0.393504723479
0.134179837846,-0.425442368813
0.14747581558,-0.419571037501
0.157509216481,-0.408859319428
0.169678769708,-0.390021682373
0.180199018649,-0.375077682933
0.191588009265,-0.358625784256
0.20326849113,-0.343555372955
0.215091718689,-0.328021573685
0.22695568091,-0.315140386833
0.238773915188,-0.302654923403
0.250634460953,-0.290941343163
0.262499999999,-0.279364017168
0.274374999999,-0.2673159408
0.286249999999,-0.255250240276
0.298124999999,-0.242859196708
0.309999999999,-0.230576691883
0.321874999999,-0.218155784668
0.333749999999,-0.205975827952
0.345624999999,-0.193657084332
0.357499999999,-0.181671800167
0.369374999999,-0.169441161304
0.381249999999,-0.157610035759
0.393124999999,-0.145423458329
0.404999999999,-0.133694761403
0.416874999999,-0.121520580132
0.428749999999,-0.109860422391
0.440624999999,-0.0976752326588
0.452499999999,-0.0860566265811
0.464374999999,-0.0738373338695
0.476249999999,-0.0622321378412
0.488124999999,-0.0499531053509
0.499999999999,-0.0383271302515
0.511874999999,-0.0259633120053
0.523749999999,-0.0142831309546
0.535624999999,-0.00179906388661
0.547499999999,0.0099913499915
0.559374999999,0.0226132786164
0.571249999999,0.0345501814222
0.583124999999,0.0473545424321
0.594999999999,0.0594873157518
0.606874999999,0.0725052807378
0.618749999999,0.0848793383828
0.630624999999,0.0981434845815
0.642499999999,0.110813182375
0.654374999999,0.124368506707
0.666249999999,0.13738739135
0.678124999999,0.151263634695
0.689999999999,0.1646894278
0.701874999999,0.178920130173
0.713749999999,0.192794884121
0.725624999999,0.207387736306
0.737499999999,0.221741182427
0.749367090776,0.236694820088
0.761242090776,0.251648482283
0.77310605939,0.267061890865
0.784922780295,0.28266046238
0.796247771604,0.298317110177
0.807867879833,0.315145154526
0.817667399388,0.329190198083
0.828830309233,0.34354477313
0.853246660602,0.381679173434
0.866383759448,0.400338419031
0.895516992293,0.435946933207
