cell,x,y,z,volume,initial,numerical,exact,error,absError
0,4.1666666666600001e-03,4.1666666666799997e-03,5.0000000000000003e-02,7.8125000000200003e-06,5.2335956242985662e-02,-5.4938370433000002e-14,2.6809105514065988e-36,-5.4938370433000002e-14,5.4938370433000002e-14
1,8.3333333333200001e-03,8.3333333333700001e-03,5.0000000000000003e-02,7.8125000000200003e-06,1.0452846326779927e-01,-5.4938370433000002e-14,5.3544729133428218e-36,-5.4938370433000002e-14,5.4938370433000002e-14
2,8.3333333333200001e-03,1.6666666666700001e-02,5.0000000000000003e-02,7.8125000000200003e-06,1.5643446504035496e-01,-5.4938370433000002e-14,8.0133590372019803e-36,-5.4938370433000002e-14,5.4938370433000002e-14
3,4.1666666666600001e-03,2.0833333333400001e-02,5.0000000000000003e-02,7.8125000000200003e-06,1.5643446504060324e-01,-5.4938370433000002e-14,8.0133590372147428e-36,-5.4938370433000002e-14,5.4938370433000002e-14
4,4.1666666666600001e-03,2.9166666666800001e-02,5.0000000000000003e-02,7.8125000000200003e-06,2.0791169081853783e-01,-5.4938370433000002e-14,1.0650281100976565e-35,-5.4938370433000002e-14,5.4938370433000002e-14
5,8.3333333333200001e-03,3.3333333333499998e-02,5.0000000000000003e-02,7.8125000000200003e-06,2.5881904510345138e-01,-5.4938370433000002e-14,1.3258011484519719e-35,-5.4938370433000002e-14,5.4938370433000002e-14
6,8.3333333333200001e-03,4.1666666666800002e-02,5.0000000000000003e-02,7.8125000000200003e-06,3.0901699437566454e-01,-5.4938370433000002e-14,1.5829402580118302e-35,-5.4938370433000002e-14,5.4938370433000002e-14
7,4.1666666666600001e-03,4.5833333333500002e-02,5.0000000000000003e-02,7.8125000000200003e-06,3.0901699437590352e-01,-5.4938370433000002e-14,1.5829402580130589e-35,-5.4938370433000002e-14,5.4938370433000002e-14
8,4.1666666666600001e-03,5.4166666666900003e-02,5.0000000000000003e-02,7.8125000000200003e-06,3.5836794954662987e-01,-5.4938370433000002e-14,1.8357406383575543e-35,-5.4938370433000002e-14,5.4938370433000002e-14
9,8.3333333333200001e-03,5.8333333333600003e-02,5.0000000000000003e-02,7.8125000000200003e-06,4.0673664307725432e-01,-5.4938370433000002e-14,2.0835093812118182e-35,-5.4938370433000002e-14,5.4938370433000002e-14
10,8.3333333333200001e-03,6.6666666666900007e-02,5.0000000000000003e-02,7.8125000000200003e-06,4.5399049974077843e-01,-5.4938370433000002e-14,2.3255673696733861e-35,-5.4938370433000002e-14,5.4938370433000002e-14
11,4.1666666666600001e-03,7.0833333333599993e-02,5.0000000000000003e-02,7.8125000000200003e-06,4.5399049974100236e-01,-5.4938370433000002e-14,2.3255673696745293e-35,-5.4938370433000002e-14,5.4938370433000002e-14
12,4.1666666666600001e-03,7.9166666666999994e-02,5.0000000000000003e-02,7.8125000000200003e-06,5.0000000000177758e-01,-5.4938370433000002e-14,2.5612511396268295e-35,-5.4938370433000002e-14,5.4938370433000002e-14
13,8.3333333333200001e-03,8.3333333333699994e-02,5.0000000000000003e-02,7.8125000000200003e-06,5.4463903501688893e-01,-5.4938370433000002e-14,2.7899146982346158e-35,-5.4938370433000002e-14,5.4938370433000002e-14
14,8.3333333333200001e-03,9.1666666667000005e-02,5.0000000000000003e-02,7.8125000000200003e-06,5.8778525229409972e-01,-5.4938370433000002e-14,3.0109312945775163e-35,-5.4938370433000002e-14,5.4938370433000002e-14
15,4.1666666666600001e-03,9.5833333333700005e-02,5.0000000000000003e-02,7.8125000000200003e-06,5.8778525229430312e-01,-5.4938370433000002e-14,3.0109312945785544e-35,-5.4938370433000002e-14,5.4938370433000002e-14
16,4.1666666666600001e-03,1.0416666666700000e-01,5.0000000000000003e-02,7.8125000000200003e-06,6.2932039105143256e-01,-5.4938370433000002e-14,3.2236951375303119e-35,-5.4938370433000002e-14,5.4938370433000002e-14
17,8.3333333333200001e-03,1.0833333333400000e-01,5.0000000000000003e-02,7.8125000000200003e-06,6.6913060636190880e-01,-5.4938370433000002e-14,3.4276230561950787e-35,-5.4938370433000002e-14,5.4938370433000002e-14
18,8.3333333333200001e-03,1.1666666666700000e-01,5.0000000000000003e-02,7.8125000000200003e-06,7.0710678118796921e-01,-5.4938370433000002e-14,3.6221560982982188e-35,-5.4938370433000002e-14,5.4938370433000002e-14
19,4.1666666666600001e-03,1.2083333333400000e-01,5.0000000000000003e-02,7.8125000000200003e-06,7.0710678118947978e-01,-5.4938370433000002e-14,3.6221560983059591e-35,-5.4938370433000002e-14,5.4938370433000002e-14
20,4.1666666666600001e-03,1.2916666666700000e-01,5.0000000000000003e-02,7.8125000000200003e-06,7.4314482547876759e-01,-5.4938370433000002e-14,3.8067610623170255e-35,-5.4938370433000002e-14,5.4938370433000002e-14
21,8.3333333333200001e-03,1.3333333333399999e-01,5.0000000000000003e-02,7.8125000000200003e-06,7.7714596145955417e-01,-5.4938370433000002e-14,3.9809319588751973e-35,-5.4938370433000002e-14,5.4938370433000002e-14
22,8.3333333333200001e-03,1.4166666666700001e-01,5.0000000000000003e-02,7.8125000000200003e-06,8.0901699437612928e-01,-5.4938370433000002e-14,4.1441913976319423e-35,-5.4938370433000002e-14,5.4938370433000002e-14
