y,u
-3.0,0.0
-2.981132075471698,-2.06369521996e-05
-2.9622641509433962,-2.06369521996e-05
-2.943396226415094,-2.06369521996e-05
-2.9245283018867925,-2.06369521996e-05
-2.9056603773584904,-2.06369521996e-05
-2.8867924528301887,-6.80445698861e-06
-2.8679245283018866,-6.80445698861e-06
-2.849056603773585,-6.80445698861e-06
-2.830188679245283,-6.80445698861e-06
-2.811320754716981,-6.80445698861e-06
-2.792452830188679,-1.7325758349562e-05
-2.7735849056603774,1.9925761948979786e-06
-2.7547169811320753,3.456721175274329e-05
-2.7358490566037736,6.231989248444866e-05
-2.7169811320754715,9.007257321615107e-05
-2.69811320754717,0.0001684438206353862
-2.6792452830188678,0.0002439889830759498
-2.660377358490566,0.0003694000076727563
-2.641509433962264,0.0005311693418802748
-2.6226415094339623,0.0007084609763179975
-2.6037735849056602,0.0009377558708347371
-2.5849056603773586,0.0011894993675452296
-2.5660377358490565,0.0015560156477638083
-2.547169811320755,0.0019442848752742202
-2.5283018867924527,0.0023347807824413056
-2.509433962264151,0.002825531047642793
-2.490566037735849,0.003306618247420157
-2.4716981132075473,0.0039007599261756875
-2.452830188679245,0.004530571097149904
-2.4339622641509435,0.005232041377776397
-2.4150943396226414,0.005889937574401769
-2.3962264150943398,0.006623372792904185
-2.3773584905660377,0.007397578005180922
-2.358490566037736,0.00808906670737795
-2.339622641509434,0.008881580403131091
-2.3207547169811322,0.009580427353839165
-2.30188679245283,0.010308839828356866
-2.2830188679245285,0.010961248288121898
-2.2641509433962264,0.011616361162531017
-2.2452830188679247,0.012288834477039528
-2.2264150943396226,0.012884839340746065
-2.207547169811321,0.013469561973950236
-2.188679245283019,0.014019113179239848
-2.169811320754717,0.014553790371895648
-2.150943396226415,0.014989486042621462
-2.1320754716981134,0.015478404342757176
-2.1132075471698113,0.01576030744447359
-2.0943396226415096,0.01607575233819864
-2.0754716981132075,0.0163911972319237
-2.0566037735849054,0.01634481744577611
-2.0377358490566038,0.01648569274885448
-2.018867924528302,0.016032721516906816
-2.0,0.01582792816847997
-1.9811320754716981,0.014992213427780674
-1.9622641509433962,0.014221041367066437
-1.9433962264150944,0.013449869306352199
-1.9245283018867925,0.011519391858083372
-1.9056603773584906,0.009997414184539219
-1.8867924528301887,0.007743291107927073
-1.8679245283018868,0.004855521215968404
-1.849056603773585,0.001944937272519722
-1.830188679245283,-0.0022085373924900283
-1.8113207547169812,-0.00613921232412432
-1.7924528301886793,-0.011797342061480752
-1.7735849056603774,-0.01694101527983607
-1.7547169811320755,-0.023447413678833146
