cell,x,y,initial,numerical,exact,error,absError
0,-4.7500000000000000e+00,-4.7500000000000000e+00,2.5261637809256925e-20,1.0885483087100000e-10,7.1979049648945896e-12,1.0165692590610541e-10,1.0165692590610541e-10
1,-4.2500000000000000e+00,-4.7500000000000000e+00,2.2739801675421068e-18,8.8543226901699995e-10,8.7688433764545892e-11,7.9774383525245408e-10,7.9774383525245408e-10
2,-3.7500000000000000e+00,-4.7500000000000000e+00,1.2415511035985842e-16,5.5241204629300000e-09,8.0917258760911195e-10,4.7149478753208881e-09,4.7149478753208881e-09
3,-3.2500000000000000e+00,-4.7500000000000000e+00,4.1114525925480338e-15,2.9403384732599999e-08,5.6559121385246363e-09,2.3747472594075364e-08,2.3747472594075364e-08
4,-2.7500000000000000e+00,-4.7500000000000000e+00,8.2580732855559203e-14,1.3143769859599999e-07,2.9945170543751393e-08,1.0149252805224859e-07,1.0149252805224859e-07
5,-2.2500000000000000e+00,-4.7500000000000000e+00,1.0060392792833169e-12,4.8368551535300002e-07,1.2009185998627474e-07,3.6359365536672531e-07,3.6359365536672531e-07
6,-1.7500000000000000e+00,-4.7500000000000000e+00,7.4336806723521883e-12,1.4329044886800000e-06,3.6480685930148686e-07,1.0680976293785132e-06,1.0680976293785132e-06
7,-1.2500000000000000e+00,-4.7500000000000000e+00,3.3315445421664121e-11,3.3362795575400000e-06,8.3941178808505264e-07,2.4968677694549474e-06,2.4968677694549474e-06
8,-7.5000000000000000e-01,-4.7500000000000000e+00,9.0560769896728672e-11,5.9621439306300002e-06,1.4630183590124391e-06,4.4991255716175611e-06,4.4991255716175611e-06
9,-2.5000000000000000e-01,-4.7500000000000000e+00,1.4930946761971641e-10,8.0166717207500008e-06,1.9314662869149412e-06,6.0852054338350596e-06,6.0852054338350596e-06
10,2.5000000000000000e-01,-4.7500000000000000e+00,1.4930946761971641e-10,8.0166717207500008e-06,1.9314662869149412e-06,6.0852054338350596e-06,6.0852054338350596e-06
11,7.5000000000000000e-01,-4.7500000000000000e+00,9.0560769896728672e-11,5.9621439306300002e-06,1.4630183590124391e-06,4.4991255716175611e-06,4.4991255716175611e-06
12,1.2500000000000000e+00,-4.7500000000000000e+00,3.3315445421664121e-11,3.3362795575400000e-06,8.3941178808505264e-07,2.4968677694549474e-06,2.4968677694549474e-06
13,1.7500000000000000e+00,-4.7500000000000000e+00,7.4336806723521883e-12,1.4329044886800000e-06,3.6480685930148686e-07,1.0680976293785132e-06,1.0680976293785132e-06
14,2.2500000000000000e+00,-4.7500000000000000e+00,1.0060392792833169e-12,4.8368551535300002e-07,1.2009185998627474e-07,3.6359365536672531e-07,3.6359365536672531e-07
15,2.7500000000000000e+00,-4.7500000000000000e+00,8.2580732855559203e-14,1.3143769859599999e-07,2.9945170543751393e-08,1.0149252805224859e-07,1.0149252805224859e-07
16,3.2500000000000000e+00,-4.7500000000000000e+00,4.1114525925480338e-15,2.9403384732599999e-08,5.6559121385246363e-09,2.3747472594075364e-08,2.3747472594075364e-08
17,3.7500000000000000e+00,-4.7500000000000000e+00,1.2415511035985842e-16,5.5241204629300000e-09,8.0917258760911195e-10,4.7149478753208881e-09,4.7149478753208881e-09
18,4.2500000000000000e+00,-4.7500000000000000e+00,2.2739801675421068e-18,8.8543226901699995e-10,8.7688433764545892e-11,7.9774383525245408e-10,7.9774383525245408e-10
19,4.7500000000000000e+00,-4.7500000000000000e+00,2.5261637809256925e-20,1.0885483087100000e-10,7.1979049648945896e-12,1.0165692590610541e-10,1.0165692590610541e-10
20,-4.7500000000000000e+00,-4.2500000000000000e+00,2.2739801675421068e-18,8.8543226901699995e-10,8.7688433764545892e-11,7.9774383525245408e-10,7.9774383525245408e-10
21,-4.2500000000000000e+00,-4.2500000000000000e+00,2.0469717131642043e-16,7.1668933927000001e-09,1.0682638147601269e-09,6.0986295779398730e-09,6.0986295779398730e-09
22,-3.7500000000000000e+00,-4.2500000000000000e+00,1.1176086870894152e-14,4.4531318495400003e-08,9.8577401617148085e-09,3.4673578333685196e-08,3.4673578333685196e-08
23,-3.2500000000000000e+00,-4.2500000000000000e+00,3.7010116785926721e-13,2.3611976326900000e-07,6.8903115469845972e-08,1.6721664779915404e-07,1.6721664779915404e-07
24,-2.7500000000000000e+00,-4.2500000000000000e+00,7.4336806723521883e-12,1.0520683242999999e-06,3.6480685930148686e-07,6.8726146499851308e-07,6.8726146499851308e-07
25,-2.2500000000000000e+00,-4.2500000000000000e+00,9.0560769896728672e-11,3.8620842847400002e-06,1.4630183590124391e-06,2.3990659257275611e-06,2.3990659257275611e-06
26,-1.7500000000000000e+00,-4.2500000000000000e+00,6.6915860912927816e-10,1.1422495267900000e-05,4.4442573602635656e-06,6.9782379076364342e-06,6.9782379076364342e-06
27,-1.2500000000000000e+00,-4.2500000000000000e+00,2.9989608248573072e-09,2.6569331413999999e-05,1.0226129038889457e-05,1.6343202375110542e-05,1.6343202375110542e-05
28,-7.5000000000000000e-01,-4.2500000000000000e+00,8.1520207144701674e-09,4.7456857066700001e-05,1.7823212323067343e-05,2.9633644743632658e-05,2.9633644743632658e-05
29,-2.5000000000000000e-01,-4.2500000000000000e+00,1.3440409951135022e-08,6.3796935073800003e-05,2.3530076375643630e-05,4.0266858698156374e-05,4.0266858698156374e-05
30,2.5000000000000000e-01,-4.2500000000000000e+00,1.3440409951135022e-08,6.3796935073800003e-05,2.3530076375643630e-05,4.0266858698156374e-05,4.0266858698156374e-05
31,7.5000000000000000e-01,-4.2500000000000000e+00,8.1520207144701674e-09,4.7456857066700001e-05,1.7823212323067343e-05,2.9633644743632658e-05,2.9633644743632658e-05
32,1.2500000000000000e+00,-4.2500000000000000e+00,2.9989608248573072e-09,2.6569331413999999e-05,1.0226129038889457e-05,1.6343202375110542e-05,1.6343202375110542e-05
33,1.7500000000000000e+00,-4.2500000000000000e+00,6.6915860912927816e-10,1.1422495267900000e-05,4.4442573602635656e-06,6.9782379076364342e-06,6.9782379076364342e-06
34,2.2500000000000000e+00,-4.2500000000000000e+00,9.0560769896728672e-11,3.8620842847400002e-06,1.4630183590124391e-06,2.3990659257275611e-06,2.3990659257275611e-06
35,2.7500000000000000e+00,-4.2500000000000000e+00,7.4336806723521883e-12,1.0520683242999999e-06,3.6480685930148686e-07,6.8726146499851308e-07,6.8726146499851308e-07
36,3.2500000000000000e+00,-4.2500000000000000e+00,3.7010116785926721e-13,2.3611976326900000e-07,6.8903115469845972e-08,1.6721664779915404e-07,1.6721664779915404e-07
37,3.7500000000000000e+00,-4.2500000000000000e+00,1.1176086870894152e-14,4.4531318495400003e-08,9.8577401617148085e-09,3.4673578333685196e-08,3.4673578333685196e-08
